11417
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dix-neuvième extrait>,<>,<>
;,;,p
tantôt,tantôt,60
",",",",p
sentant,sentir,13
une,un,71
divinité,divinité,22
qui,qui,52
m',je,51
arrêtait,arrêter,18
dans,dans,81
mes,mon,73
horribles,horrible,30
transports,transport,21
",",",",p
j',je,51
aurais,avoir,16
désiré,désirer,12
que,que,83
cette,ce,74
divinité,divinité,22
se,se,51
fût,être,19
anéantie,anéantir,12
",",",",p
pourvu,pourvu,81
que,que,83
serrée,serré,31
dans,dans,81
tes,ton,73
bras,bras,21
",",",",p
j',je,51
eusse,avoir,18
roulé,rouler,12
d',de,81
abîme,abîme,21
en,en,81
abîme,abîme,21
avec,avec,81
les,le,71
débris,débris,21
de,de,81
dieu,dieu,21
et,et,82
du,de,81
du,le,71
monde,monde,21
/!,/!,P
à,à,81
présent,présent,21
même,même,30
…,…,p
le,le,52
dirai,dire,15
je,je,51
?,?,p
à,à,81
présent,présent,21
que,que,83
l',le,71
éternité,éternité,22
va,aller,17
m',je,51
engloutir,engloutir,14
",",",",p
que,que,83
je,je,51
vais,aller,17
paraître,paraître,14
devant,devant,81
le,le,71
juge,juge,21
inexorable,inexorable,30
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
",",",",p
pour,pour,81
obéir,obéir,14
à,à,81
ma,mon,73
mère,mère,22
",",",",p
je,je,51
vois,voir,17
avec,avec,81
joie,joie,22
ma,mon,73
virginité,virginité,22
dévorer,dévorer,14
ma,mon,73
vie,vie,22
;,;,p
eh,eh,93
bien,bien,60
!,!,p
par,par,81
une,un,71
affreuse,affreux,30
contradiction,contradiction,22
",",",",p
j',je,51
emporte,emporter,17
le,le,71
regret,regret,21
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
été,être,12
à,à,81
toi,toi,51
/!,/!,P
ma,mon,73
fille,fille,22
",",",",p
interrompit,interrompre,19
le,le,71
missionnaire,missionnaire,21
",",",",p
votre,votre,73
douleur,douleur,22
vous,vous,51
égare,égarer,17
/.,/.,P
cet,ce,74
excès,excès,21
de,de,81
passion,passion,22
auquel,à,81
auquel,lequel,52
vous,vous,51
vous,vous,51
livrez,livrer,17
est,être,17
rarement,rarement,60
juste,juste,30
",",",",p
il,il,51
n',ne,60
est,être,17
pas,pas,60
même,même,60
dans,dans,81
la,le,71
nature,nature,22
;,;,p
et,et,82
en,en,81
cela,cela,52
il,il,51
est,être,17
moins,moins,60
coupable,coupable,30
aux,à,81
aux,le,71
yeux,oeil,21
de,de,81
dieu,dieu,21
",",",",p
parce que,parce que,83
c',ce,52
est,être,17
plutôt,plutôt,60
quelque,quelque,75
chose,chose,22
de,de,81
faux,faux,30
dans,dans,81
l',le,71
esprit,esprit,21
",",",",p
que,que,83
de,de,81
vicieux,vicieux,30
dans,dans,81
le,le,71
coeur,coeur,21
/.,/.,P
il,il,51
faut,falloir,17
donc,donc,82
éloigner,éloigner,14
de,de,81
vous,vous,51
ces,ce,74
emportements,emportement,21
",",",",p
qui,qui,52
ne,ne,60
sont,être,17
pas,pas,60
dignes,digne,30
de,de,81
votre,votre,73
innocence,innocence,22
/.,/.,P
mais,mais,82
aussi,aussi,60
",",",",p
ma,mon,73
chère,cher,30
enfant,enfant,21
",",",",p
votre,votre,73
imagination,imagination,22
impétueuse,impétueux,30
vous,vous,51
a,avoir,17
trop,trop,60
alarmée,alarmer,12
sur,sur,81
vos,votre,73
voeux,voeu,21
/.,/.,P
la,le,71
religion,religion,22
n',ne,60
exige,exiger,17
point,point,60
de,de,81
sacrifice,sacrifice,21
plus,plus,60
qu',que,83
humain,humain,30
/.,/.,P
ses,son,73
sentiments,sentiment,21
vrais,vrai,30
",",",",p
ses,son,73
vertus,vertu,22
tempérées,tempéré,31
sont,être,17
bien,bien,60
au-dessus,au-dessus,60
des,de,81
des,le,71
sentiments,sentiment,21
exaltés,exalté,31
et,et,82
des,de,81
des,le,71
vertus,vertu,22
forcées,forcé,31
d',de,81
un,un,71
prétendu,prétendu,31
héroïsme,héroïsme,21
/.,/.,P
si,si,83
vous,vous,51
aviez,avoir,18
succombé,succomber,12
",",",",p
eh,eh,93
bien,bien,60
!,!,p
pauvre,pauvre,30
brebis,brebis,22
égarée,égaré,31
",",",",p
le,le,71
bon,bon,30
Pasteur,Pasteur,20
vous,vous,51
aurait,avoir,16
cherchée,chercher,12
",",",",p
pour,pour,81
vous,vous,51
ramener,ramener,14
au,à,81
au,le,71
troupeau,troupeau,21
/.,/.,P
les,le,71
trésors,trésor,21
du,de,81
du,le,71
repentir,repentir,21
vous,vous,51
étaient,être,18
ouverts,ouvrir,12
:,:,p
il,il,51
faut,falloir,17
des,de,81
des,le,71
torrents,torrent,21
de,de,81
sang,sang,21
pour,pour,81
effacer,effacer,14
nos,notre,73
fautes,faute,22
aux,à,81
aux,le,71
yeux,oeil,21
des,de,81
des,le,71
hommes,homme,21
",",",",p
une,un,71
seule,seul,30
larme,larme,22
suffit,suffire,17
à,à,81
dieu,dieu,21
/.,/.,P
rassurez,rassurer,17
vous,vous,51
donc,donc,82
",",",",p
ma,mon,73
chère,cher,30
fille,fille,22
",",",",p
votre,votre,73
situation,situation,22
exige,exiger,17
de,de,81
calme,calme,21
;,;,p
adressons,adresser,17
nous,nous,51
à,à,81
dieu,dieu,21
",",",",p
qui,qui,52
guérit,guérir,17
toutes,tout,75
les,le,71
plaies,plaie,22
de,de,81
ses,son,73
serviteurs,serviteur,21
/.,/.,P
si,si,83
c',ce,52
est,être,17
sa,son,73
volonté,volonté,22
",",",",p
comme,comme,83
je,je,51
l',le,52
espère,espérer,17
",",",",p
que,que,83
vous,vous,51
échappiez,échapper,17
à,à,81
cette,ce,74
maladie,maladie,22
",",",",p
j',je,51
écrirai,écrire,15
à,à,81
l',le,71
évêque,évêque,21
de,de,81
Québec,Québec,20
;,;,p
il,il,51
a,avoir,17
les,le,71
pouvoirs,pouvoir,21
nécessaires,nécessaire,30
pour,pour,81
vous,vous,51
relever,relever,14
de,de,81
vos,votre,73
voeux,voeu,21
",",",",p
qui,qui,52
ne,ne,60
sont,être,17
que,que,83
des,de,81
des,le,71
voeux,voeu,21
simples,simple,30
",",",",p
et,et,82
vous,vous,51
achèverez,achever,15
vos,votre,73
jours,jour,21
près,près,81
de,de,81
moi,moi,51
avec,avec,81
Chactas,Chactas,20
votre,votre,73
époux,époux,21
/.,/.,P
à,à,81
ces,ce,74
paroles,parole,22
du,de,81
du,le,71
vieillard,vieillard,21
",",",",p
Atala,Atala,20
fut,être,19
saisie,saisir,12
d',de,81
une,un,71
longue,long,30
convulsion,convulsion,22
",",",",p
dont,dont,52
elle,il,51
ne,ne,60
sortit,sortir,19
que,que,83
pour,pour,81
donner,donner,14
des,de,81
des,le,71
marques,marque,22
d',de,81
une,un,71
douleur,douleur,22
effrayante,effrayant,30
/.,/.,P
quoi,quoi,52
!,!,p
dit,dire,19
elle,il,51
en,en,81
joignant,joindre,13
les,le,71
deux,deux,72
mains,main,22
avec,avec,81
passion,passion,22
",",",",p
il,il,51
y,y,52
avait,avoir,18
du,de,81
du,le,71
remède,remède,21
/!,/!,P
je,je,51
pouvais,pouvoir,18
être,être,14
relevée,relever,12
de,de,81
mes,mon,73
voeux,voeu,21
/!,/!,P
oui,oui,60
",",",",p
ma,mon,73
fille,fille,22
",",",",p
répondit,répondre,19
le,le,71
père,père,21
;,;,p
et,et,82
vous,vous,51
le,le,52
pouvez,pouvoir,17
encore,encore,60
/.,/.,P
il,il,51
est,être,17
trop,trop,60
tard,tard,60
",",",",p
il,il,51
est,être,17
trop,trop,60
tard,tard,60
!,!,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
/.,/.,P
faut,falloir,17
il,il,51
mourir,mourir,14
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
j',je,51
apprends,apprendre,17
que,que,83
j',je,51
aurais,avoir,16
pu,pouvoir,12
être,être,14
heureuse,heureux,30
/!,/!,P
que,que,52
n',ne,60
ai,avoir,17
je,je,51
connu,connaître,12
plus,plus,60
tôt,tôt,60
ce,ce,74
saint,saint,30
vieillard,vieillard,21
/!,/!,P
aujourd'hui,aujourd'hui,60
",",",",p
de,de,81
quel,quel,75
bonheur,bonheur,21
je,je,51
jouirais,jouir,16
",",",",p
avec,avec,81
toi,toi,51
",",",",p
avec,avec,81
Chactas,Chactas,20
chrétien,chrétien,30
…,…,p
consolée,consolé,31
",",",",p
rassurée,rassuré,31
par,par,81
ce,ce,74
prêtre,prêtre,21
auguste,auguste,30
…,…,p
dans,dans,81
ce,ce,74
désert,désert,21
…,…,p
pour,pour,81
toujours,toujours,60
…,…,p
oh,oh,93
!,!,p
c',ce,52
eût,avoir,19
été,être,12
trop,trop,60
de,de,81
félicité,félicité,22
/!,/!,P
calme,calmer,17
toi,toi,51
",",",",p
lui,lui,51
dis,dire,17
je,je,51
",",",",p
en,en,81
saisissant,saisir,13
une,un,52
des,de,81
des,le,71
mains,main,22
de,de,81
l',le,71
infortunée,infortuné,30
;,;,p
calme,calmer,17
toi,toi,51
",",",",p
ce,ce,74
bonheur,bonheur,21
",",",",p
nous,nous,51
allons,aller,17
le,le,52
goûter,goûter,14
/.,/.,P
jamais,jamais,60
!,!,p
jamais,jamais,60
!,!,p
dit,dire,19
Atala,Atala,20
/.,/.,P
comment,comment,60
?,?,p
répartis,répartir,19
je,je,51
/.,/.,P
tu,tu,51
ne,ne,60
sais,savoir,17
pas,pas,60
tout,tout,52
",",",",p
s',se,51
écria,écrier,19
la,le,71
vierge,vierge,22
:,:,p
c',ce,52
est,être,17
hier,hier,60
…,…,p
pendant,pendant,81
l',le,71
orage,orage,21
/…,/…,P
j',je,51
allais,aller,18
violer,violer,14
mes,mon,73
voeux,voeu,21
;,;,p
j',je,51
allais,aller,18
plonger,plonger,14
ma,mon,73
mère,mère,22
dans,dans,81
les,le,71
flammes,flamme,22
de,de,81
l',le,71
abîme,abîme,21
;,;,p
déjà,déjà,60
sa,son,73
malédiction,malédiction,22
était,être,18
sur,sur,81
moi,moi,51
;,;,p
déjà,déjà,60
je,je,51
mentais,mentir,18
au,à,81
au,le,71
dieu,dieu,21
qui,qui,52
m',je,51
a,avoir,17
sauvé,sauver,12
la,le,71
vie,vie,22
/…,/…,P
quand,quand,83
tu,tu,51
baisais,baiser,18
mes,mon,73
lèvres,lèvre,22
tremblantes,tremblant,30
",",",",p
tu,tu,51
ne,ne,60
savais,savoir,18
pas,pas,60
",",",",p
tu,tu,51
ne,ne,60
savais,savoir,18
pas,pas,60
que,que,83
tu,tu,51
n',ne,60
embrassais,embrasser,18
que,que,83
la,le,71
mort,mort,22
/!,/!,P
o,oh,93
ciel,ciel,21
!,!,p
s',se,51
écria,écrier,19
le,le,71
missionnaire,missionnaire,21
",",",",p
chère,cher,30
enfant,enfant,21
",",",",p
qu',que,52
avez,avoir,17
vous,vous,51
fait,faire,12
/?,/?,P
un,un,71
crime,crime,21
",",",",p
mon,mon,73
père,père,21
",",",",p
dit,dire,19
Atala,Atala,20
les,le,71
yeux,oeil,21
égarés,égaré,31
;,;,p
mais,mais,82
je,je,51
ne,ne,60
perdais,perdre,18
que,que,83
moi,moi,51
",",",",p
et,et,82
je,je,51
sauvais,sauver,18
ma,mon,73
mère,mère,22
/.,/.,P
achève,achever,17
donc,donc,82
",",",",p
m',je,51
écriai,écrier,19
je,je,51
plein,plein,30
d',de,81
épouvante,épouvante,22
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
dit,dire,19
elle,il,51
",",",",p
j',je,51
avais,avoir,18
prévu,prévoir,12
ma,mon,73
faiblesse,faiblesse,22
;,;,p
en,en,81
quittant,quitter,13
les,le,71
cabanes,cabane,22
",",",",p
j',je,51
ai,avoir,17
emporté,emporter,12
avec,avec,81
moi,moi,51
/…,/…,P
quoi,quoi,52
?,?,p
repris,reprendre,19
je,je,51
avec,avec,81
horreur,horreur,22
/.,/.,P
un,un,71
poison,poison,21
!,!,p
dit,dire,19
le,le,71
père,père,21
/.,/.,P
il,il,51
est,être,17
dans,dans,81
mon,mon,73
sein,sein,21
",",",",p
s',se,51
écria,écrier,19
Atala,Atala,20
/.,/.,P
le,le,71
flambeau,flambeau,21
échappe,échapper,17
de,de,81
la,le,71
main,main,22
du,de,81
du,le,71
solitaire,solitaire,21
",",",",p
je,je,51
tombe,tomber,17
mourant,mourant,30
près,près,81
de,de,81
la,le,71
fille,fille,22
de,de,81
Lopez,Lopez,20
",",",",p
le,le,71
vieillard,vieillard,21
nous,nous,51
saisit,saisir,17
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
dans,dans,81
ses,son,73
bras,bras,21
",",",",p
et,et,82
tous,tout,75
trois,trois,72
",",",",p
dans,dans,81
l',le,71
ombre,ombre,22
",",",",p
nous,nous,51
mêlons,mêler,17
un,un,71
moment,moment,21
nos,notre,73
sanglots,sanglot,21
sur,sur,81
cette,ce,74
couche,couche,22
funèbre,funèbre,30
/.,/.,P
réveillons,réveiller,17
nous,nous,51
",",",",p
réveillons,réveiller,17
nous,nous,51
",",",",p
dit,dire,19
bientôt,bientôt,60
le,le,71
courageux,courageux,30
ermite,ermite,21
en,en,81
allumant,allumer,13
une,un,71
lampe,lampe,22
/!,/!,P
nous,nous,51
perdons,perdre,17
des,de,81
des,le,71
moments,moment,21
précieux,précieux,30
:,:,p
intrépides,intrépide,30
chrétiens,chrétien,21
",",",",p
bravons,braver,17
les,le,71
assauts,assaut,21
de,de,81
l',le,71
adversité,adversité,22
;,;,p
la,le,71
corde,corde,22
au,à,81
au,le,71
cou,cou,21
",",",",p
la,le,71
cendre,cendre,22
sur,sur,81
la,le,71
tête,tête,22
",",",",p
jetons,jeter,17
nous,nous,51
aux,à,81
aux,le,71
pieds,pied,21
du,de,81
du,le,71
très,très,60
haut,haut,30
",",",",p
pour,pour,81
implorer,implorer,14
sa,son,73
clémence,clémence,22
",",",",p
ou,ou,82
pour,pour,81
nous,nous,51
soumettre,soumettre,14
à,à,81
ses,son,73
décrets,décret,21
/.,/.,P
peut-être,peut-être,60
est,être,17
il,il,51
temps,temps,21
encore,encore,60
/.,/.,P
ma,mon,73
fille,fille,22
",",",",p
vous,vous,51
eussiez,avoir,18
dû,devoir,12
m',je,51
avertir,avertir,14
hier,hier,60
au,à,81
au,le,71
soir,soir,21
/.,/.,P
hélas,hélas,60
!,!,p
mon,mon,73
père,père,21
",",",",p
dit,dire,19
Atala,Atala,20
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
cherché,chercher,12
la,le,71
nuit,nuit,22
dernière,dernier,30
;,;,p
mais,mais,82
le,le,71
ciel,ciel,21
",",",",p
en,en,81
punition,punition,22
de,de,81
mes,mon,73
fautes,faute,22
",",",",p
vous,vous,51
a,avoir,17
éloigné,éloigner,12
de,de,81
moi,moi,51
/.,/.,P
tout,tout,75
secours,secours,21
eût,avoir,19
d',de,81
ailleurs,ailleurs,60
été,être,12
inutile,inutile,30
;,;,p
car,car,82
les,le,71
Indiens,Indien,20
mêmes,même,30
",",",",p
si,si,60
habiles,habile,30
dans,dans,81
ce,ce,52
qui,qui,52
regarde,regarder,17
les,le,71
poisons,poison,21
",",",",p
ne,ne,60
connaissent,connaître,17
point,point,60
de,de,81
remède,remède,21
à,à,81
celui,celui,52
que,que,52
j',je,51
ai,avoir,17
pris,prendre,12
/.,/.,P
o,oh,93
Chactas,Chactas,20
!,!,p
juge,juger,17
de,de,81
mon,mon,73
étonnement,étonnement,21
",",",",p
quand,quand,83
j',je,51
ai,avoir,17
vu,voir,12
que,que,83
le,le,71
coup,coup,21
n',ne,60
était,être,18
pas,pas,60
aussi,aussi,60
subit,subit,30
que,que,83
je,je,51
m',je,51
y,y,52
attendais,attendre,18
/!,/!,P
mon,mon,73
amour,amour,21
a,avoir,17
redoublé,redoubler,12
mes,mon,73
forces,force,22
",",",",p
mon,mon,73
âme,âme,22
n',ne,60
a,avoir,17
pu,pouvoir,12
si,si,60
vite,vite,60
se,se,51
séparer,séparer,14
de,de,81
toi,toi,51
/.,/.,P
ce,ce,52
ne,ne,60
fut,être,19
plus,plus,60
ici,ici,60
par,par,81
des,de,81
des,le,71
sanglots,sanglot,21
que,que,52
je,je,51
troublai,troubler,19
le,le,71
récit,récit,21
d',de,81
Atala,Atala,20
",",",",p
ce,ce,52
fut,être,19
par,par,81
ces,ce,74
emportements,emportement,21
qui,qui,52
ne,ne,60
sont,être,17
connus,connaître,12
que,que,83
des,de,81
des,le,71
sauvages,sauvage,21
/.,/.,P
je,je,51
me,je,51
roulai,rouler,19
furieux,furieux,30
sur,sur,81
la,le,71
terre,terre,22
en,en,81
me,je,51
tordant,tordre,13
les,le,71
bras,bras,21
",",",",p
et,et,82
en,en,81
me,je,51
dévorant,dévorer,13
les,le,71
mains,main,22
/.,/.,P
le,le,71
vieux,vieux,30
prêtre,prêtre,21
",",",",p
avec,avec,81
une,un,71
tendresse,tendresse,22
merveilleuse,merveilleux,30
",",",",p
courait,courir,18
du,de,81
du,le,71
frère,frère,21
à,à,81
la,le,71
soeur,soeur,22
",",",",p
et,et,82
nous,nous,51
prodiguait,prodiguer,18
mille,mille,72
secours,secours,21
/.,/.,P
dans,dans,81
le,le,71
calme,calme,21
de,de,81
son,son,73
coeur,coeur,21
et,et,82
sous,sous,81
le,le,71
fardeau,fardeau,21
des,de,81
des,le,71
ans,an,21
",",",",p
il,il,51
savait,savoir,18
se,se,51
faire,faire,14
entendre,entendre,14
à,à,81
notre,notre,73
jeunesse,jeunesse,22
",",",",p
et,et,82
sa,son,73
religion,religion,22
lui,lui,51
fournissait,fournir,18
des,de,81
des,le,71
accents,accent,21
plus,plus,60
tendres,tendre,30
et,et,82
plus,plus,60
brûlants,brûlant,30
que,que,83
nos,notre,73
passions,passion,22
mêmes,même,30
/.,/.,P
ce,ce,74
prêtre,prêtre,21
",",",",p
qui,qui,52
depuis,depuis,81
quarante,quarante,72
années,année,22
s',se,51
immolait,immoler,18
chaque,chaque,75
jour,jour,21
au,à,81
au,le,71
service,service,21
de,de,81
dieu,dieu,21
et,et,82
des,de,81
des,le,71
hommes,homme,21
dans,dans,81
ces,ce,74
montagnes,montagne,22
",",",",p
ne,ne,60
te,tu,51
rappelle,rappeler,17
t,t,94
il,il,51
pas,pas,60
ces,ce,74
holocaustes,holocauste,21
d',de,81
Israël,Israël,20
",",",",p
fumant,fumer,13
perpétuellement,perpétuellement,60
sur,sur,81
les,le,71
hauts,haut,30
lieux,lieu,21
",",",",p
devant,devant,81
le,le,71
seigneur,seigneur,21
/?,/?,P
hélas,hélas,60
!,!,p
ce,ce,52
fut,être,19
en,en,81
vain,vain,30
qu',que,83
il,il,51
essaya,essayer,19
d',de,81
apporter,apporter,14
quelque,quelque,75
remède,remède,21
aux,à,81
aux,le,71
maux,mal,21
d',de,81
Atala,Atala,20
/.,/.,P
la,le,71
fatigue,fatigue,22
",",",",p
le,le,71
chagrin,chagrin,21
",",",",p
le,le,71
poison,poison,21
et,et,82
une,un,71
passion,passion,22
plus,plus,60
mortelle,mortel,30
que,que,83
tous,tout,75
les,le,71
poisons,poison,21
ensemble,ensemble,60
",",",",p
se,se,51
réunissaient,réunir,18
pour,pour,81
ravir,ravir,14
cette,ce,74
fleur,fleur,22
à,à,81
la,le,71
solitude,solitude,22
/.,/.,P
vers,vers,81
le,le,71
soir,soir,21
",",",",p
des,de,81
des,le,71
symptômes,symptôme,21
effrayants,effrayant,30
se,se,51
manifestèrent,manifester,19
;,;,p
un,un,71
engourdissement,engourdissement,21
général,général,30
saisit,saisir,19
les,le,71
membres,membre,21
d',de,81
Atala,Atala,20
",",",",p
et,et,82
les,le,71
extrémités,extrémité,22
de,de,81
son,son,73
corps,corps,21
commencèrent,commencer,19
à,à,81
refroidir,refroidir,14
:,:,p
touche,toucher,17
mes,mon,73
doigts,doigt,21
",",",",p
me,je,51
disait,dire,18
elle,il,51
",",",",p
ne,ne,60
les,le,52
trouves,trouver,17
tu,tu,51
pas,pas,60
bien,bien,60
glacés,glacé,31
/?,/?,P
je,je,51
ne,ne,60
savais,savoir,18
que,que,83
répondre,répondre,14
",",",",p
et,et,82
mes,mon,73
cheveux,cheveu,21
se,se,51
hérissaient,hérisser,18
d',de,81
horreur,horreur,22
;,;,p
ensuite,ensuite,60
elle,il,51
ajoutait,ajouter,18
:,:,p
hier,hier,60
encore,encore,60
",",",",p
mon,mon,73
bien-aimé,bien-aimé,30
",",",",p
ton,ton,73
seul,seul,30
toucher,toucher,21
me,je,51
faisait,faire,18
tressaillir,tressaillir,14
",",",",p
et,et,82
voilà,voilà,81
que,que,83
je,je,51
ne,ne,60
sens,sentir,17
plus,plus,60
ta,ton,73
main,main,22
",",",",p
je,je,51
n',ne,60
entends,entendre,17
presque,presque,60
plus,plus,60
ta,ton,73
voix,voix,22
",",",",p
les,le,71
objets,objet,21
de,de,81
la,le,71
grotte,grotte,22
disparaissent,disparaître,17
tour,tour,21
à,à,81
tour,tour,21
/.,/.,P
ne,ne,60
sont,être,17
ce,ce,52
pas,pas,60
les,le,71
oiseaux,oiseau,21
qui,qui,52
chantent,chanter,17
/?,/?,P
le,le,71
soleil,soleil,21
doit,devoir,17
être,être,14
près,près,81
de,de,81
se,se,51
coucher,coucher,14
maintenant,maintenant,60
/?,/?,P
Chactas,Chactas,20
",",",",p
ses,son,73
rayons,rayon,21
seront,être,15
bien,bien,60
beaux,beau,30
au,à,81
au,le,71
désert,désert,21
",",",",p
sur,sur,81
ma,mon,73
tombe,tombe,22
/!,/!,P
Atala,Atala,20
s',se,51
apercevant,apercevoir,13
que,que,83
ces,ce,74
paroles,parole,22
nous,nous,51
faisaient,faire,18
fondre,fondre,14
en,en,81
pleurs,pleur,21
",",",",p
nous,nous,51
dit,dire,19
:,:,p
pardonnez,pardonner,17
moi,moi,51
",",",",p
mes,mon,73
bons,bon,30
amis,ami,21
",",",",p
je,je,51
suis,être,17
bien,bien,60
faible,faible,30
;,;,p
mais,mais,82
peut-être,peut-être,60
que,que,83
je,je,51
vais,aller,17
devenir,devenir,14
plus,plus,60
forte,fort,30
/.,/.,P
cependant,cependant,82
mourir,mourir,14
si,si,60
jeune,jeune,30
",",",",p
tout,tout,60
à,à,81
la,le,71
fois,fois,22
",",",",p
quand,quand,83
mon,mon,73
coeur,coeur,21
était,être,18
si,si,60
plein,plein,30
de,de,81
vie,vie,22
/!,/!,P
chef,chef,21
de,de,81
la,le,71
prière,prière,22
",",",",p
aie,avoir,17
pitié,pitié,22
de,de,81
moi,moi,51
;,;,p
soutiens,soutenir,17
moi,moi,51
/.,/.,P
crois,croire,17
tu,tu,51
que,que,83
ma,mon,73
mère,mère,22
soit,être,17
contente,content,30
",",",",p
et,et,82
que,que,83
dieu,dieu,21
me,je,51
pardonne,pardonner,17
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
fait,faire,12
/?,/?,P
ma,mon,73
fille,fille,22
",",",",p
répondit,répondre,19
le,le,71
bon,bon,30
religieux,religieux,21
",",",",p
en,en,81
versant,verser,13
des,de,81
des,le,71
larmes,larme,22
",",",",p
et,et,82
les,le,52
essuyant,essuyer,13
avec,avec,81
ses,son,73
doigts,doigt,21
tremblants,tremblant,30
et,et,82
mutilés,mutilé,31
;,;,p
ma,mon,73
fille,fille,22
",",",",p
tous,tout,75
vos,votre,73
malheurs,malheur,21
viennent,venir,17
de,de,81
votre,votre,73
ignorance,ignorance,22
;,;,p
c',ce,52
est,être,17
votre,votre,73
éducation,éducation,22
sauvage,sauvage,30
et,et,82
le,le,71
manque,manque,21
d',de,81
instruction,instruction,22
nécessaire,nécessaire,30
qui,qui,52
vous,vous,51
ont,avoir,17
perdue,perdre,12
;,;,p
vous,vous,51
ne,ne,60
saviez,savoir,18
pas,pas,60
qu',que,83
une,un,71
chrétienne,chrétienne,22
ne,ne,60
peut,pouvoir,17
disposer,disposer,14
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
consolez,consoler,17
vous,vous,51
donc,donc,82
",",",",p
ma,mon,73
chère,cher,30
brebis,brebis,22
;,;,p
dieu,dieu,21
vous,vous,51
pardonnera,pardonner,15
",",",",p
à,à,81
cause,cause,22
de,de,81
la,le,71
simplicité,simplicité,22
de,de,81
votre,votre,73
coeur,coeur,21
/.,/.,P
votre,votre,73
mère,mère,22
et,et,82
l',le,71
imprudent,imprudent,30
missionnaire,missionnaire,21
qui,qui,52
la,le,52
dirigeait,diriger,18
",",",",p
ont,avoir,17
été,être,12
plus,plus,60
coupables,coupable,30
que,que,83
vous,vous,51
;,;,p
ils,ils,51
ont,avoir,17
passé,passer,12
leurs,leur,73
pouvoirs,pouvoir,21
",",",",p
en,en,81
vous,vous,51
arrachant,arracher,13
un,un,71
voeu,voeu,21
indiscret,indiscret,30
;,;,p
mais,mais,82
que,que,83
la,le,71
paix,paix,22
du,de,81
du,le,71
seigneur,seigneur,21
soit,être,17
avec,avec,81
eux,ils,51
/!,/!,P
vous,vous,51
offrez,offrir,17
tous,tout,75
trois,trois,72
un,un,71
terrible,terrible,30
exemple,exemple,21
des,de,81
des,le,71
dangers,danger,21
de,de,81
l',le,71
enthousiasme,enthousiasme,21
",",",",p
et,et,82
du,de,81
du,le,71
défaut,défaut,21
de,de,81
lumières,lumière,22
en,en,81
matière,matière,22
de,de,81
religion,religion,22
/.,/.,P
rassurez,rassurer,17
vous,vous,51
",",",",p
mon,mon,73
enfant,enfant,21
;,;,p
celui,celui,52
qui,qui,52
sonde,sonder,17
les,le,71
reins,rein,21
et,et,82
les,le,71
coeurs,coeur,21
vous,vous,51
jugera,juger,15
sur,sur,81
vos,votre,73
intentions,intention,22
",",",",p
qui,qui,52
étaient,être,18
pures,pur,30
",",",",p
et,et,82
non,non,60
sur,sur,81
votre,votre,73
action,action,22
qui,qui,52
est,être,17
condamnable,condamnable,30
/.,/.,P
quant,quand,83
à,à,81
la,le,71
vie,vie,22
",",",",p
si,si,83
le,le,71
moment,moment,21
est,être,17
arrivé,arriver,12
de,de,81
vous,vous,51
endormir,endormir,14
dans,dans,81
le,le,71
seigneur,seigneur,21
",",",",p
ah,ah,93
!,!,p
ma,mon,73
chère,cher,30
enfant,enfant,21
",",",",p
que,que,52
vous,vous,51
perdez,perdre,17
peu,peu,60
de,de,81
choses,chose,22
",",",",p
en,en,81
perdant,perdre,13
ce,ce,74
monde,monde,21
/!,/!,P
malgré,malgré,81
la,le,71
solitude,solitude,22
où,où,60
vous,vous,51
avez,avoir,17
vécu,vivre,12
",",",",p
vous,vous,51
avez,avoir,17
connu,connaître,12
les,le,71
chagrins,chagrin,21
;,;,p
que,que,52
penseriez,penser,16
vous,vous,51
donc,donc,82
",",",",p
si,si,83
vous,vous,51
eussiez,avoir,18
été,être,12
témoin,témoin,21
des,de,81
des,le,71
maux,mal,21
de,de,81
la,le,71
société,société,22
",",",",p
si,si,83
",",",",p
en,en,81
abordant,aborder,13
sur,sur,81
les,le,71
rivages,rivage,21
de,de,81
l',le,71
Europe,Europe,20
",",",",p
votre,votre,73
oreille,oreille,22
eût,avoir,19
été,être,12
frappée,frapper,12
de,de,81
ce,ce,74
long,long,30
cri,cri,21
de,de,81
douleur,douleur,22
",",",",p
qui,qui,52
s',se,51
élève,élever,17
de,de,81
cette,ce,74
vieille,vieux,30
terre,terre,22
/?,/?,P
l',le,71
habitant,habitant,21
de,de,81
la,le,71
cabane,cabane,22
",",",",p
et,et,82
celui,celui,52
des,de,81
des,le,71
palais,palais,21
",",",",p
tout,tout,52
souffre,souffrir,17
",",",",p
tout,tout,52
gémit,gémir,17
ici-bas,ici-bas,60
;,;,p
les,le,71
reines,reine,22
ont,avoir,17
été,être,12
vues,voir,12
pleurant,pleurer,13
comme,comme,83
de,de,81
simples,simple,30
