11942
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-huitième extrait>,<>,<>
poêle,poêle,21
était,être,18
rouge,rouge,30
",",",",p
la,le,71
vaste,vaste,30
pièce,pièce,22
sans,sans,81
fenêtre,fenêtre,22
semblait,sembler,18
en,en,81
flammes,flamme,22
",",",",p
tellement,tellement,60
les,le,71
reflets,reflet,21
du,de,81
du,le,71
brasier,brasier,21
saignaient,saigner,18
sur,sur,81
les,le,71
murs,mur,21
/.,/.,P
et,et,82
ce,ce,52
furent,être,19
des,de,81
des,le,71
grognements,grognement,21
de,de,81
joie,joie,22
",",",",p
tous,tout,75
les,le,71
dos,dos,21
se,se,51
rôtissaient,rôtir,18
à,à,81
distance,distance,22
",",",",p
fumaient,fumer,18
ainsi,ainsi,60
que,que,83
des,de,81
des,le,71
soupes,soupe,22
/.,/.,P
quand,quand,83
les,le,71
reins,rein,21
brûlaient,brûler,18
",",",",p
on,on,51
se,se,51
cuisait,cuire,18
le,le,71
ventre,ventre,21
/.,/.,P
la,le,71
Mouquette,Mouquette,20
",",",",p
tranquillement,tranquillement,60
",",",",p
avait,avoir,18
rabattu,rabattre,12
sa,son,73
culotte,culotte,22
pour,pour,81
sécher,sécher,14
sa,son,73
chemise,chemise,22
/.,/.,P
des,de,81
des,le,71
garçons,garçon,21
blaguaient,blaguer,18
",",",",p
on,on,51
éclata,éclater,19
de,de,81
rire,rire,21
",",",",p
parce qu',parce que,83
elle,il,51
leur,leur,52
montra,montrer,19
tout,tout,60
à,à,81
coup,coup,21
son,son,73
derrière,derrière,21
",",",",p
ce,ce,52
qui,qui,52
était,être,18
chez,chez,81
elle,il,51
l',le,71
extrême,extrême,30
expression,expression,22
du,de,81
du,le,71
dédain,dédain,21
/.,/.,P
-,-,p
je,je,51
m',je,51
en,en,52
vais,aller,17
",",",",p
dit,dire,19
Chaval,Chaval,20
qui,qui,52
avait,avoir,18
serré,serrer,12
ses,son,73
outils,outil,21
dans,dans,81
sa,son,73
caisse,caisse,22
/.,/.,P
personne,personne,52
ne,ne,60
bougea,bouger,19
/.,/.,P
seule,seul,30
",",",",p
Mouquette,Mouquette,20
se,se,51
hâta,hâter,19
",",",",p
s',se,51
échappa,échapper,19
derrière,derrière,81
lui,lui,51
",",",",p
sous,sous,81
le,le,71
prétexte,prétexte,21
qu',que,83
ils,ils,51
rentraient,rentrer,18
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
à,à,81
Montsou,Montsou,20
/.,/.,P
mais,mais,82
on,on,51
continuait,continuer,18
de,de,81
plaisanter,plaisanter,14
",",",",p
on,on,51
savait,savoir,18
qu',que,83
il,il,51
ne,ne,60
voulait,vouloir,18
plus,plus,60
d',de,81
elle,il,51
/.,/.,P
Catherine,Catherine,20
",",",",p
cependant,cependant,82
",",",",p
préoccupée,préoccupé,31
",",",",p
venait,venir,18
de,de,81
parler,parler,14
bas,bas,60
à,à,81
son,son,73
père,père,21
/.,/.,P
celui-ci,celui-ci,52
s',se,51
étonna,étonner,19
",",",",p
puis,puis,60
il,il,51
approuva,approuver,19
d',de,81
un,un,71
hochement,hochement,21
de,de,81
tête,tête,22
;,;,p
et,et,82
",",",",p
appelant,appeler,13
Etienne,Etienne,20
pour,pour,81
lui,lui,51
rendre,rendre,14
son,son,73
paquet,paquet,21
:,:,p
-,-,p
écoutez,écouter,17
donc,donc,82
",",",",p
murmura,murmurer,19
t,t,94
il,il,51
",",",",p
si,si,83
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
le,le,71
sou,sou,21
",",",",p
vous,vous,51
aurez,avoir,15
le,le,71
temps,temps,21
de,de,81
crever,crever,14
avant,avant,81
la,le,71
quinzaine,quinzaine,22
/…,/…,P
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
tâche,tâcher,17
de,de,81
vous,vous,51
trouver,trouver,14
du,de,81
du,le,71
crédit,crédit,21
quelque,quelque,75
part,part,22
/?,/?,P
le,le,71
jeune,jeune,30
homme,homme,21
resta,rester,19
un,un,71
instant,instant,21
embarrassé,embarrassé,31
/.,/.,P
justement,justement,60
",",",",p
il,il,51
allait,aller,18
réclamer,réclamer,14
ses,son,73
trente,trente,72
sous,sou,21
et,et,82
partir,partir,14
/.,/.,P
mais,mais,82
une,un,71
honte,honte,22
le,le,52
retint,retenir,19
devant,devant,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
elle,il,51
le,le,52
regardait,regarder,18
fixement,fixement,60
",",",",p
peut-être,peut-être,60
croirait,croire,16
elle,il,51
qu',que,83
il,il,51
boudait,bouder,18
le,le,71
travail,travail,21
/.,/.,P
-,-,p
vous,vous,51
savez,savoir,17
",",",",p
je,je,51
ne,ne,60
vous,vous,51
promets,promettre,17
rien,rien,52
",",",",p
continua,continuer,19
Maheu,Maheu,20
/.,/.,P
nous,nous,51
en,en,52
serons,être,15
quittes,quitte,30
pour,pour,81
un,un,71
refus,refus,21
/.,/.,P
alors,alors,60
",",",",p
Etienne,Etienne,20
ne,ne,60
dit,dire,19
pas,pas,60
non,non,60
/.,/.,P
on,on,51
refuserait,refuser,16
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
ça,ça,52
ne,ne,60
l',le,52
engageait,engager,18
point,point,60
",",",",p
il,il,51
pourrait,pouvoir,16
toujours,toujours,60
s',se,51
éloigner,éloigner,14
",",",",p
après,après,81
avoir,avoir,14
mangé,manger,12
un,un,71
morceau,morceau,21
/.,/.,P
puis,puis,60
",",",",p
il,il,51
fut,être,19
mécontent,mécontent,30
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
dit,dire,12
non,non,60
",",",",p
en,en,81
voyant,voir,13
la,le,71
joie,joie,22
de,de,81
Catherine,Catherine,20
",",",",p
un,un,71
joli,joli,30
rire,rire,21
",",",",p
un,un,71
regard,regard,21
d',de,81
amitié,amitié,22
",",",",p
heureuse,heureux,30
de,de,81
lui,lui,51
être,être,14
venue,venir,12
en,en,81
aide,aide,22
/.,/.,P
à,à,81
quoi,quoi,52
bon,bon,60
tout,tout,52
cela,cela,52
/?,/?,P
quand,quand,83
ils,ils,51
eurent,avoir,19
repris,reprendre,12
leurs,leur,73
sabots,sabot,21
et,et,82
fermé,fermer,12
leurs,leur,73
cases,case,22
",",",",p
les,le,71
Maheu,Maheu,20
quittèrent,quitter,19
la,le,71
baraque,baraque,22
",",",",p
à,à,81
la,le,71
queue,queue,22
des,de,81
des,le,71
camarades,camarade,21
qui,qui,52
s',se,51
en,en,52
allaient,aller,18
un,un,52
à,à,81
un,un,52
",",",",p
dès,dès,81
qu',que,83
ils,ils,51
s',se,51
étaient,être,18
réchauffés,réchauffer,12
/.,/.,P
Etienne,Etienne,20
les,le,52
suivit,suivre,19
",",",",p
Levaque,Levaque,20
et,et,82
son,son,73
gamin,gamin,21
se,se,51
mirent,mettre,19
de,de,81
la,le,71
bande,bande,22
/.,/.,P
mais,mais,82
",",",",p
comme,comme,83
ils,ils,51
traversaient,traverser,18
le,le,71
criblage,criblage,21
",",",",p
une,un,71
scène,scène,22
violente,violent,30
les,le,52
arrêta,arrêter,19
/.,/.,P
c',ce,52
était,être,18
dans,dans,81
un,un,71
vaste,vaste,30
hangar,hangar,21
",",",",p
aux,à,81
aux,le,71
poutres,poutre,22
noires,noir,30
de,de,81
poussière,poussière,22
envolée,envolé,31
",",",",p
aux,à,81
aux,le,71
grandes,grand,30
persiennes,persienne,22
d',de,81
où,où,60
soufflait,souffler,18
un,un,71
continuel,continuel,30
courant,courant,21
d',de,81
air,air,21
/.,/.,P
les,le,71
berlines,berline,22
de,de,81
houille,houille,22
arrivaient,arriver,18
directement,directement,60
de,de,81
la,le,71
recette,recette,22
",",",",p
étaient,être,18
versées,verser,12
ensuite,ensuite,60
par,par,81
des,de,81
des,le,71
culbuteurs,culbuteur,21
sur,sur,81
les,le,71
trémies,trémie,22
",",",",p
de,de,81
longues,long,30
glissières,glissière,22
de,de,81
tôle,tôle,22
;,;,p
et,et,82
",",",",p
à,à,81
droite,droite,22
et,et,82
à,à,81
gauche,gauche,22
de,de,81
ces,ce,74
dernières,dernière,22
",",",",p
les,le,71
cribleuses,cribleuse,22
",",",",p
montées,monté,31
sur,sur,81
des,de,81
des,le,71
gradins,gradin,21
",",",",p
armées,armé,31
de,de,81
la,le,71
pelle,pelle,22
et,et,82
du,de,81
du,le,71
râteau,râteau,21
",",",",p
ramassaient,ramasser,18
les,le,71
pierres,pierre,22
",",",",p
poussaient,pousser,18
le,le,71
charbon,charbon,21
propre,propre,30
",",",",p
qui,qui,52
tombait,tomber,18
ensuite,ensuite,60
par,par,81
des,de,81
des,le,71
entonnoirs,entonnoir,21
dans,dans,81
les,le,71
wagons,wagon,21
de,de,81
la,le,71
voie,voie,22
ferrée,ferré,31
",",",",p
établie,établi,31
sous,sous,81
le,le,71
hangar,hangar,21
/.,/.,P
Philomène,Philomène,20
Levaque,Levaque,20
se,se,51
trouvait,trouver,18
là,là,60
",",",",p
mince,mince,30
et,et,82
pâle,pâle,30
",",",",p
d',de,81
une,un,71
figure,figure,22
moutonnière,moutonnier,30
de,de,81
fille,fille,22
crachant,cracher,13
le,le,71
sang,sang,21
/.,/.,P
la,le,71
tête,tête,22
protégée,protégé,31
d',de,81
un,un,71
lambeau,lambeau,21
de,de,81
laine,laine,22
bleue,bleu,30
",",",",p
les,le,71
mains,main,22
et,et,82
les,le,71
bras,bras,21
noirs,noir,30
jusqu',jusque,81
aux,à,81
aux,le,71
coudes,coude,21
",",",",p
elle,il,51
triait,trier,18
au-dessous,au-dessous,60
d',de,81
une,un,71
vieille,vieux,30
sorcière,sorcière,22
",",",",p
la,le,71
mère,mère,22
de,de,81
la,le,71
Pierronne,Pierronne,20
",",",",p
la,le,71
brûlé,brûlé,31
ainsi,ainsi,60
qu',que,83
on,on,51
la,le,52
nommait,nommer,18
",",",",p
terrible,terrible,30
avec,avec,81
ses,son,73
yeux,oeil,21
de,de,81
chat-huant,chat-huant,21
et,et,82
sa,son,73
bouche,bouche,22
serrée,serré,31
comme,comme,83
la,le,71
bourse,bourse,22
d',de,81
un,un,71
avare,avare,21
/.,/.,P
elles,ils,51
s',se,51
empoignaient,empoigner,18
toutes,tout,75
les,le,71
deux,deux,72
",",",",p
la,le,71
jeune,jeune,22
accusant,accuser,13
la,le,71
vieille,vieille,22
de,de,81
lui,lui,51
ratisser,ratisser,14
ses,son,73
pierres,pierre,22
",",",",p
à,à,81
ce,ce,74
point,point,21
qu',que,83
elle,il,51
n',ne,60
en,en,52
faisait,faire,18
pas,pas,60
un,un,71
panier,panier,21
en,en,81
dix,dix,72
minutes,minute,22
/.,/.,P
on,on,51
les,le,52
payait,payer,18
au,à,81
au,le,71
panier,panier,21
",",",",p
c',ce,52
étaient,être,18
des,de,81
des,le,71
querelles,querelle,22
sans,sans,81
cesse,cesse,22
renaissantes,renaissant,30
/.,/.,P
les,le,71
chignons,chignon,21
volaient,voler,18
",",",",p
les,le,71
mains,main,22
restaient,rester,18
marquées,marqué,31
en,en,81
noir,noir,21
sur,sur,81
les,le,71
faces,face,22
rouges,rouge,30
/.,/.,P
-,-,p
fous,foutre,17
lui,lui,51
donc,donc,82
un,un,71
renfoncement,renfoncement,21
!,!,p
cria,crier,19
d',de,81
en,en,81
haut,haut,30
Zacharie,Zacharie,20
à,à,81
sa,son,73
maîtresse,maîtresse,22
/.,/.,P
toutes,tout,75
les,le,71
cribleuses,cribleuse,22
éclatèrent,éclater,19
/.,/.,P
mais,mais,82
la,le,71
brûlé,brûlé,31
se,se,51
jeta,jeter,19
hargneusement,hargneusement,60
sur,sur,81
le,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
-,-,p
dis,dire,17
donc,donc,82
",",",",p
saleté,saleté,22
!,!,p
tu,tu,51
ferais,faire,16
mieux,mieux,60
de,de,81
reconnaître,reconnaître,14
les,le,71
deux,deux,72
gosses,gosse,21
dont,dont,52
tu,tu,51
l',le,52
as,avoir,17
emplie,emplir,12
!,!,p
/…,/…,P
s',si,83
il,il,51
est,être,17
permis,permettre,12
",",",",p
une,un,71
bringue,bringue,22
de,de,81
dix,dix,72
huit,huit,72
ans,an,21
",",",",p
qui,qui,52
ne,ne,60
tient,tenir,17
pas,pas,60
debout,debout,60
/!,/!,P
Maheu,Maheu,20
dut,devoir,19
empêcher,empêcher,14
son,son,73
fils,fils,21
de,de,81
descendre,descendre,14
",",",",p
pour,pour,81
voir,voir,14
un,un,71
peu,peu,60
",",",",p
disait,dire,18
il,il,51
",",",",p
la,le,71
couleur,couleur,22
de,de,81
sa,son,73
peau,peau,22
",",",",p
à,à,81
cette,ce,74
carcasse,carcasse,22
/.,/.,P
un,un,71
surveillant,surveillant,21
accourait,accourir,18
",",",",p
les,le,71
râteaux,râteau,21
se,se,51
remirent,remettre,19
à,à,81
fouiller,fouiller,14
le,le,71
charbon,charbon,21
/.,/.,P
on,on,51
n',ne,60
apercevait,apercevoir,18
plus,plus,60
",",",",p
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
des,de,81
des,le,71
trémies,trémie,22
",",",",p
que,que,83
les,le,71
dos,dos,21
ronds,rond,30
des,de,81
des,le,71
femmes,femme,22
",",",",p
acharnées,acharné,31
à,à,81
se,se,51
disputer,disputer,14
les,le,71
pierres,pierre,22
/.,/.,P
dehors,dehors,60
",",",",p
le,le,71
vent,vent,21
s',se,51
était,être,18
brusquement,brusquement,60
calmé,calmer,12
",",",",p
un,un,71
froid,froid,21
humide,humide,30
tombait,tomber,18
du,de,81
du,le,71
ciel,ciel,21
gris,gris,30
/.,/.,P
les,le,71
charbonniers,charbonnier,21
gonflèrent,gonfler,19
les,le,71
épaules,épaule,22
",",",",p
croisèrent,croiser,19
les,le,71
bras,bras,21
et,et,82
partirent,partir,19
",",",",p
débandés,débandé,31
",",",",p
avec,avec,81
un,un,71
roulis,roulis,21
des,de,81
des,le,71
reins,rein,21
qui,qui,52
faisait,faire,18
saillir,saillir,14
leurs,leur,73
gros,gros,30
os,os,21
",",",",p
sous,sous,81
la,le,71
toile,toile,22
mince,mince,30
des,de,81
des,le,71
vêtements,vêtement,21
/.,/.,P
au,à,81
au,le,71
grand,grand,30
jour,jour,21
",",",",p
ils,ils,51
passaient,passer,18
comme,comme,83
une,un,71
bande,bande,22
de,de,81
nègres,nègre,22
culbutes,culbute,22
dans,dans,81
de,de,81
la,le,71
vase,vase,22
/.,/.,P
quelques-uns,quelqu'un,52
n',ne,60
avaient,avoir,18
pas,pas,60
fini,finir,12
leur,leur,73
briquet,briquet,21
;,;,p
et,et,82
ce,ce,74
reste,reste,21
de,de,81
pain,pain,21
",",",",p
rapporté,rapporter,12
entre,entre,81
la,le,71
chemise,chemise,22
et,et,82
la,le,71
veste,veste,22
",",",",p
les,le,52
rendait,rendre,18
bossus,bossu,30
/.,/.,P
-,-,p
tiens,tenir,17
!,!,p
voilà,voilà,81
Bouteloup,Bouteloup,20
",",",",p
dit,dire,19
Zacharie,Zacharie,20
en,en,81
ricanant,ricaner,13
/.,/.,P
Levaque,Levaque,20
",",",",p
sans,sans,81
s',se,51
arrêter,arrêter,14
",",",",p
échangea,échanger,19
deux,deux,72
phrases,phrase,22
avec,avec,81
son,son,73
logeur,logeur,21
",",",",p
gros,gros,30
garçon,garçon,21
brun,brun,30
de,de,81
trente,trente,72
cinq,cinq,72
ans,an,21
",",",",p
l',le,71
air,air,21
placide,placide,30
et,et,82
honnête,honnête,30
/.,/.,P
-,-,p
ça,ça,52
y,y,52
est,être,17
",",",",p
la,le,71
soupe,soupe,22
",",",",p
Louis,Louis,20
/?,/?,P
je,je,51
crois,croire,17
/.,/.,P
-,-,p
alors,alors,60
",",",",p
la,le,71
femme,femme,22
est,être,17
gentille,gentil,30
",",",",p
aujourd'hui,aujourd'hui,60
/?,/?,P
oui,oui,60
",",",",p
gentille,gentil,30
",",",",p
je,je,51
crois,croire,17
/.,/.,P
d',de,81
autres,autre,75
mineurs,mineur,21
de,de,81
la,le,71
coupe,coupe,22
à,à,81
terre,terre,22
arrivaient,arriver,18
",",",",p
des,de,81
des,le,71
bandes,bande,22
nouvelles,nouveau,30
qui,qui,52
",",",",p
une,un,52
à,à,81
une,un,52
",",",",p
s',se,51
engouffraient,engouffrer,18
dans,dans,81
la,le,71
fosse,fosse,22
/.,/.,P
c',ce,52
était,être,18
la,le,71
descente,descente,22
de,de,81
trois,trois,72
heures,heure,22
",",",",p
encore,encore,60
des,de,81
des,le,71
hommes,homme,21
que,que,52
le,le,71
puits,puits,21
mangeait,manger,18
",",",",p
et,et,82
dont,dont,52
les,le,71
équipes,équipe,22
allaient,aller,18
remplacer,remplacer,14
les,le,71
marchandages,marchandage,21
des,de,81
des,le,71
haveurs,haveur,21
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
voies,voie,22
/.,/.,P
jamais,jamais,60
la,le,71
mine,mine,22
ne,ne,60
chômait,chômer,18
",",",",p
il,il,51
y,y,52
avait,avoir,18
nuit,nuit,22
et,et,82
jour,jour,21
des,de,81
des,le,71
insectes,insecte,21
humains,humain,30
fouissant,fouir,13
la,le,71
roche,roche,22
",",",",p
à,à,81
six,six,72
cents,cent,72
mètres,mètre,21
sous,sous,81
les,le,71
champs,champ,21
de,de,81
betteraves,betterave,22
/.,/.,P
cependant,cependant,82
",",",",p
les,le,71
gamins,gamin,21
marchaient,marcher,18
les,le,71
premiers,premier,72
/.,/.,P
Jeanlin,Jeanlin,20
confiait,confier,18
à,à,81
Bébert,Bébert,20
un,un,71
plan,plan,21
compliqué,compliqué,31
",",",",p
pour,pour,81
avoir,avoir,14
à,à,81
crédit,crédit,21
quatre,quatre,72
sous,sou,21
de,de,81
tabac,tabac,21
;,;,p
tandis que,tandis que,83
Lydie,Lydie,20
",",",",p
respectueusement,respectueusement,60
",",",",p
venait,venir,18
à,à,81
distance,distance,22
/.,/.,P
Catherine,Catherine,20
suivait,suivre,18
avec,avec,81
Zacharie,Zacharie,20
et,et,82
Etienne,Etienne,20
/.,/.,P
aucun,aucun,52
ne,ne,60
parlait,parler,18
/.,/.,P
et,et,82
ce,ce,52
fut,être,19
seulement,seulement,60
devant,devant,81
le,le,71
cabaret,cabaret,21
de,de,81
l',le,71
avantage,avantage,21
",",",",p
que,que,83
Maheu,Maheu,20
et,et,82
Levaque,Levaque,20
les,le,52
rejoignirent,rejoindre,19
/.,/.,P
-,-,p
nous,nous,51
y,y,52
sommes,être,17
",",",",p
dit,dire,12
le,le,71
premier,premier,72
à,à,81
Etienne,Etienne,20
/.,/.,P
voulez,vouloir,17
vous,vous,51
entrer,entrer,14
/?,/?,P
on,on,51
se,se,51
sépara,séparer,19
/.,/.,P
Catherine,Catherine,20
était,être,18
restée,rester,12
un,un,71
instant,instant,21
immobile,immobile,30
",",",",p
regardant,regarder,13
une,un,71
dernière,dernier,30
fois,fois,22
le,le,71
jeune,jeune,30
homme,homme,21
de,de,81
ses,son,73
grands,grand,30
yeux,oeil,21
",",",",p
d',de,81
une,un,71
limpidité,limpidité,22
verdâtre,verdâtre,30
d',de,81
eau,eau,22
de,de,81
source,source,22
",",",",p
et,et,82
dont,dont,52
le,le,71
visage,visage,21
noir,noir,30
creusait,creuser,18
encore,encore,60
le,le,71
cristal,cristal,21
/.,/.,P
elle,il,51
sourit,sourire,17
",",",",p
elle,il,51
disparut,disparaître,19
avec,avec,81
les,le,71
autres,autre,52
",",",",p
sur,sur,81
le,le,71
chemin,chemin,21
montant,montant,30
qui,qui,52
conduisait,conduire,18
au,à,81
au,le,71
coron,coron,21
/.,/.,P
le,le,71
cabaret,cabaret,21
se,se,51
trouvait,trouver,18
entre,entre,81
le,le,71
village,village,21
et,et,82
la,le,71
fosse,fosse,22
",",",",p
au,à,81
au,le,71
croisement,croisement,21
des,de,81
des,le,71
deux,deux,72
routes,route,22
/.,/.,P
c',ce,52
était,être,18
une,un,71
maison,maison,22
de,de,81
briques,brique,22
à,à,81
deux,deux,72
étages,étage,21
",",",",p
blanchie,blanchi,31
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
à,à,81
la,le,71
chaux,chaux,22
",",",",p
égayée,égayé,31
autour,autour,60
des,de,81
des,le,71
fenêtres,fenêtre,22
d',de,81
une,un,71
large,large,30
bordure,bordure,22
bleu,bleu,21
ciel,ciel,21
/.,/.,P
sur,sur,81
une,un,71
enseigne,enseigne,22
carrée,carré,31
",",",",p
clouée,cloué,31
au-dessus,au-dessus,60
de,de,81
la,le,71
porte,porte,22
",",",",p
on,on,51
lisait,lire,18
en,en,81
lettres,lettre,22
jaunes,jaune,30
:,:,p
à,à,81
l',le,71
avantage,avantage,21
",",",",p
débit,débit,21
tenu,tenu,31
par,par,81
Rasseneur,Rasseneur,20
/.,/.,P
derrière,derrière,81
",",",",p
s',se,51
allongeait,allonger,18
un,un,71
jeu,jeu,21
de,de,81
quilles,quille,22
",",",",p
clos,clos,31
d',de,81
une,un,71
haie,haie,22
vive,vif,30
/.,/.,P
et,et,82
la,le,71
compagnie,compagnie,22
",",",",p
qui,qui,52
avait,avoir,18
tout,tout,52
fait,faire,12
pour,pour,81
acheter,acheter,14
ce,ce,74
lopin,lopin,21
",",",",p
enclavé,enclaver,12
dans,dans,81
ses,son,73
vastes,vaste,30
terres,terre,22
",",",",p
était,être,18
désolée,désoler,12
de,de,81
ce,ce,74
cabaret,cabaret,21
",",",",p
poussé,poussé,31
en,en,81
plein,plein,30
champ,champ,21
",",",",p
ouvert,ouvert,31
à,à,81
la,le,71
sortie,sortie,22
même,même,30
du,de,81
du,le,71
Voreux,Voreux,20
/.,/.,P
-,-,p
entrez,entrer,17
",",",",p
répéta,répéter,19
Maheu,Maheu,20
à,à,81
Etienne,Etienne,20
/.,/.,P
la,le,71
salle,salle,22
",",",",p
petite,petit,30
",",",",p
avait,avoir,18
une,un,71
nudité,nudité,22
claire,clair,30
",",",",p
avec,avec,81
ses,son,73
murs,mur,21
blancs,blanc,30
",",",",p
ses,son,73
trois,trois,72
tables,table,22
et,et,82
sa,son,73
douzaine,douzaine,22
de,de,81
chaises,chaise,22
",",",",p
son,son,73
comptoir,comptoir,21
de,de,81
sapin,sapin,21
",",",",p
grand,grand,30
comme,comme,83
un,un,71
buffet,buffet,21
de,de,81
cuisine,cuisine,22
/.,/.,P
une,un,71
dizaine,dizaine,22
de,de,81
chopes,chope,22
au,à,81
au,le,71
plus,plus,60
étaient,être,18
là,là,60
",",",",p
trois,trois,72
bouteilles,bouteille,22
de,de,81
liqueur,liqueur,22
",",",",p
une,un,71
carafe,carafe,22
",",",",p
une,un,71
petite,petit,30
caisse,caisse,22
de,de,81
zinc,zinc,21
à,à,81
robinet,robinet,21
d',de,81
étain,étain,21
",",",",p
pour,pour,81
la,le,71
bière,bière,22
;,;,p
et,et,82
rien,rien,52
autre,autre,30
",",",",p
pas,pas,60
une,un,71
image,image,22
",",",",p
pas,pas,60
une,un,71
tablette,tablette,22
",",",",p
pas,pas,60
un,un,71
jeu,jeu,21
/.,/.,P
dans,dans,81
la,le,71
cheminée,cheminée,22
de,de,81
fonte,fonte,22
",",",",p
vernie,verni,31
et,et,82
luisante,luisant,30
",",",",p
brûlait,brûler,18
doucement,doucement,60
une,un,71
pâtée,pâtée,22
de,de,81
houille,houille,22
/.,/.,P
sur,sur,81
les,le,71
dalles,dalle,22
",",",",p
une,un,71
fine,fin,30
couche,couche,22
de,de,81
sable,sable,21
blanc,blanc,30
buvait,boire,18
l',le,71
humidité,humidité,22
continuelle,continuel,30
de,de,81
ce,ce,74
pays,pays,21
trempé,trempé,31
d',de,81
eau,eau,22
/.,/.,P
-,-,p
une,un,71
chope,chope,22
",",",",p
commanda,commander,19
Maheu,Maheu,20
à,à,81
une,un,71
grosse,gros,30
fille,fille,22
blonde,blond,30
",",",",p
la,le,71
fille,fille,22
d',de,81
une,un,71
voisine,voisine,22
qui,qui,52
parfois,parfois,60
gardait,garder,18
la,le,71
salle,salle,22
/.,/.,P
Rasseneur,Rasseneur,20
est,être,17
là,là,60
/?,/?,P
la,le,71
fille,fille,22
tourna,tourner,19
le,le,71
robinet,robinet,21
",",",",p
en,en,81
répondant,répondre,13
que,que,83
le,le,71
patron,patron,21
allait,aller,18
revenir,revenir,14
/.,/.,P
lentement,lentement,60
",",",",p
d',de,81
un,un,71
seul,seul,30
trait,trait,21
",",",",p
le,le,71
mineur,mineur,21
vida,vider,19
la,le,71
moitié,moitié,22
de,de,81
la,le,71
chope,chope,22
",",",",p
pour,pour,81
balayer,balayer,14
les,le,71
poussières,poussière,22
qui,qui,52
lui,lui,51
obstruaient,obstruer,18
la,le,71
gorge,gorge,22
/.,/.,P
il,il,51
n',ne,60
offrit,offrir,19
rien,rien,52
à,à,81
son,son,73
compagnon,compagnon,21
/.,/.,P
un,un,71
seul,seul,30
consommateur,consommateur,21
",",",",p
un,un,71
autre,autre,75
mineur,mineur,21
mouillé,mouillé,31
et,et,82
barbouillé,barbouillé,31
",",",",p
était,être,18
assis,asseoir,12
devant,devant,81
une,un,71
table,table,22
et,et,82
buvait,boire,18
sa,son,73
bière,bière,22
en,en,81
silence,silence,21
",",",",p
d',de,81
un,un,71
air,air,21
de,de,81
profonde,profond,30
méditation,méditation,22
/.,/.,P
un,un,71
troisième,troisième,72
entra,entrer,19
",",",",p
fut,être,19
servi,servir,12
sur,sur,81
un,un,71
geste,geste,21
",",",",p
paya,payer,19
et,et,82
s',se,51
en,en,52
alla,aller,19
",",",",p
sans,sans,81
avoir,avoir,14
dit,dire,12
un,un,71
mot,mot,21
/.,/.,P
mais,mais,82
un,un,71
gros,gros,30
homme,homme,21
de,de,81
trente,trente,72
huit,huit,72
ans,an,21
",",",",p
rasé,rasé,31
",",",",p
la,le,71
figure,figure,22
ronde,rond,30
",",",",p
parut,paraître,19
avec,avec,81
un,un,71
sourire,sourire,21
débonnaire,débonnaire,30
/.,/.,P
c',ce,52
était,être,18
Rasseneur,Rasseneur,20
",",",",p
un,un,71
ancien,ancien,30
haveur,haveur,21
que,que,52
la,le,71
compagnie,compagnie,22
avait,avoir,18
congédié,congédier,12
depuis,depuis,81
trois,trois,72
ans,an,21
",",",",p
à,à,81
la,le,71
suite,suite,22
d',de,81
une,un,71
grève,grève,22
/.,/.,P
très,très,60
bon,bon,30
ouvrier,ouvrier,21
",",",",p
il,il,51
parlait,parler,18
bien,bien,60
",",",",p
se,se,51
mettait,mettre,18
à,à,81
la,le,71
tête,tête,22
de,de,81
toutes,tout,75
les,le,71
réclamations,réclamation,22
",",",",p
avait,avoir,18
fini,finir,12
par,par,81
être,être,14
le,le,71
chef,chef,21
des,de,81
des,le,71
mécontents,mécontent,21
/.,/.,P
sa,son,73
femme,femme,22
tenait,tenir,18
déjà,déjà,60
un,un,71
débit,débit,21
",",",",p
ainsi,ainsi,60
que,que,83
beaucoup,beaucoup,60
de,de,81
femmes,femme,22
de,de,81
mineurs,mineur,21
;,;,p
et,et,82
",",",",p
quand,quand,83
il,il,51
fut,être,19
jeté,jeter,12
sur,sur,81
le,le,71
pavé,pavé,21
",",",",p
il,il,51
resta,rester,19
cabaretier,cabaretier,21
lui-même,lui-même,51
",",",",p
trouva,trouver,19
de,de,81
l',le,71
argent,argent,21
",",",",p
planta,planter,19
son,son,73
cabaret,cabaret,21
en,en,81
face,face,22
du,de,81
du,le,71
Voreux,Voreux,20
",",",",p
comme,comme,83
une,un,71
provocation,provocation,22
à,à,81
la,le,71
compagnie,compagnie,22
/.,/.,P
maintenant,maintenant,60
",",",",p
sa,son,73
maison,maison,22
prospérait,prospérer,18
",",",",p
il,il,51
devenait,devenir,18
un,un,71
centre,centre,21
",",",",p
il,il,51
s',se,51
enrichissait,enrichir,18
des,de,81
