11140
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Neuvième extrait>,<>,<>
une,un,52
des,de,81
des,le,71
plus,plus,60
mystérieuses,mystérieux,30
voluptés,volupté,22
de,de,81
la,le,71
nature,nature,22
",",",",p
qu',que,52
il,il,51
fallait,falloir,18
surprendre,surprendre,14
et,et,82
connaître,connaître,14
",",",",p
ne,ne,60
fût,être,19
ce,ce,52
que,que,83
pour,pour,81
la,le,52
raconter,raconter,14
/.,/.,P
libres,libre,30
et,et,82
sans,sans,81
avoir,avoir,14
de,de,81
compte,compte,21
à,à,81
rendre,rendre,14
de,de,81
nos,notre,73
actions,action,22
et,et,82
de,de,81
nos,notre,73
absences,absence,22
à,à,81
personne,personne,52
",",",",p
le,le,71
lendemain,lendemain,21
nous,nous,51
exécutâmes,exécuter,19
ce,ce,52
que,que,52
nous,nous,51
avions,avoir,18
rêvé,rêver,12
/.,/.,P
en,en,81
parcourant,parcourir,13
la,le,71
plage,plage,22
de,de,81
la,le,71
Margellina,Margellina,20
",",",",p
qui,qui,52
s',se,51
étend,étendre,17
sous,sous,81
le,le,71
tombeau,tombeau,21
de,de,81
Virgile,Virgile,20
",",",",p
au,à,81
au,le,71
pied,pied,21
du,de,81
du,le,71
mont,mont,21
Pausilippe,Pausilippe,20
",",",",p
et,et,82
où,où,60
les,le,71
pêcheurs,pêcheur,21
de,de,81
Naples,Naples,20
tirent,tirer,17
leurs,leur,73
barques,barque,22
sur,sur,81
le,le,71
sable,sable,21
et,et,82
raccommodent,raccommoder,17
leurs,leur,73
filets,filet,21
",",",",p
nous,nous,51
vîmes,voir,19
un,un,71
vieillard,vieillard,21
encore,encore,60
robuste,robuste,30
/.,/.,P
il,il,51
embarquait,embarquer,18
ses,son,73
ustensiles,ustensile,21
de,de,81
pêche,pêche,22
dans,dans,81
son,son,73
caïque,caïque,21
peint,peint,31
de,de,81
couleurs,couleur,22
éclatantes,éclatant,30
et,et,82
surmonté,surmonté,31
à,à,81
la,le,71
poupe,poupe,22
d',de,81
une,un,71
petite,petit,30
image,image,22
sculptée,sculpté,31
de,de,81
saint,saint,30
François,François,20
/.,/.,P
un,un,71
enfant,enfant,21
de,de,81
douze,douze,72
ans,an,21
",",",",p
son,son,73
seul,seul,30
rameur,rameur,21
",",",",p
apportait,apporter,18
en,en,81
ce,ce,74
moment,moment,21
dans,dans,81
la,le,71
barque,barque,22
deux,deux,72
pains,pain,21
",",",",p
un,un,71
fromage,fromage,21
de,de,81
buffle,buffle,21
dur,dur,30
",",",",p
luisant,luisant,30
et,et,82
doré,doré,31
comme,comme,83
les,le,71
cailloux,caillou,21
de,de,81
la,le,71
plage,plage,22
",",",",p
quelques,quelque,75
figues,figue,22
et,et,82
une,un,71
cruche,cruche,22
de,de,81
terre,terre,22
qui,qui,52
contenait,contenir,18
l',le,71
eau,eau,22
/.,/.,P
la,le,71
figure,figure,22
du,de,81
du,le,71
vieillard,vieillard,21
et,et,82
celle,celui,52
de,de,81
l',le,71
enfant,enfant,21
nous,nous,51
attirèrent,attirer,19
/.,/.,P
nous,nous,51
liâmes,lier,19
conversation,conversation,22
/.,/.,P
le,le,71
pêcheur,pêcheur,21
se,se,51
prit,prendre,19
à,à,81
sourire,sourire,14
quand,quand,83
nous,nous,51
lui,lui,51
proposâmes,proposer,19
de,de,81
nous,nous,51
recevoir,recevoir,14
pour,pour,81
rameurs,rameur,21
et,et,82
de,de,81
nous,nous,51
mener,mener,14
en,en,81
mer,mer,22
avec,avec,81
lui,lui,51
/.,/.,P
“,“,p
vous,vous,51
n',ne,60
avez,avoir,17
pas,pas,60
les,le,71
mains,main,22
calleuses,calleux,30
qu',que,52
il,il,51
faut,falloir,17
pour,pour,81
toucher,toucher,14
le,le,71
manche,manche,21
de,de,81
la,le,71
rame,rame,22
",",",",p
nous,nous,51
dit,dire,19
il,il,51
/.,/.,P
vos,votre,73
mains,main,22
blanches,blanc,30
sont,être,17
faites,faire,12
pour,pour,81
toucher,toucher,14
des,de,81
des,le,71
plumes,plume,22
et,et,82
non,non,60
du,de,81
du,le,71
bois,bois,21
:,:,p
ce,ce,52
serait,être,16
dommage,dommage,21
de,de,81
les,le,52
durcir,durcir,14
à,à,81
la,le,71
mer,mer,22
/.,/.,P
-,-,p
nous,nous,51
sommes,être,17
jeunes,jeune,30
",",",",p
répondit,répondre,19
mon,mon,73
ami,ami,21
",",",",p
et,et,82
nous,nous,51
voulons,vouloir,17
essayer,essayer,14
de,de,81
tous,tout,75
les,le,71
métiers,métier,21
avant,avant,81
d',de,81
en,en,52
choisir,choisir,14
un,un,52
/.,/.,P
le,le,71
vôtre,vôtre,52
nous,nous,51
plaît,plaire,17
",",",",p
parce qu',parce que,83
il,il,51
se,se,51
fait,faire,17
sur,sur,81
la,le,71
mer,mer,22
et,et,82
sous,sous,81
le,le,71
ciel,ciel,21
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
raison,raison,22
",",",",p
répliqua,répliquer,19
le,le,71
vieux,vieux,30
batelier,batelier,21
",",",",p
c',ce,52
est,être,17
un,un,71
métier,métier,21
qui,qui,52
rend,rendre,17
le,le,71
coeur,coeur,21
content,content,30
et,et,82
l',le,71
esprit,esprit,21
confiant,confiant,30
dans,dans,81
la,le,71
protection,protection,22
des,de,81
des,le,71
saints,saint,21
/.,/.,P
le,le,71
pêcheur,pêcheur,21
est,être,17
sous,sous,81
la,le,71
garde,garde,22
immédiate,immédiat,30
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
l',le,71
homme,homme,21
ne,ne,60
sait,savoir,17
pas,pas,60
d',de,81
où,où,60
viennent,venir,17
le,le,71
vent,vent,21
et,et,82
la,le,71
vague,vague,22
/.,/.,P
le,le,71
rabot,rabot,21
et,et,82
la,le,71
lime,lime,22
sont,être,17
dans,dans,81
la,le,71
main,main,22
de,de,81
l',le,71
ouvrier,ouvrier,21
",",",",p
la,le,71
richesse,richesse,22
ou,ou,82
la,le,71
faveur,faveur,22
sont,être,17
dans,dans,81
la,le,71
main,main,22
du,de,81
du,le,71
roi,roi,21
",",",",p
mais,mais,82
la,le,71
barque,barque,22
est,être,17
dans,dans,81
la,le,71
main,main,22
de,de,81
dieu,dieu,21
/.,/.,P
“,“,p
cette,ce,74
pieuse,pieux,30
philosophie,philosophie,22
du,de,81
du,le,71
barcarolle,barcarolle,22
nous,nous,51
attacha,attacher,19
davantage,davantage,60
à,à,81
l',le,71
idée,idée,22
de,de,81
nous,nous,51
embarquer,embarquer,14
avec,avec,81
lui,lui,51
/.,/.,P
après,après,81
une,un,71
longue,long,30
résistance,résistance,22
il,il,51
y,y,52
consentit,consentir,19
/.,/.,P
nous,nous,51
convînmes,convenir,19
de,de,81
lui,lui,51
donner,donner,14
chacun,chacun,52
deux,deux,72
carlins,carlin,21
par,par,81
jour,jour,21
pour,pour,81
lui,lui,51
payer,payer,14
notre,notre,73
apprentissage,apprentissage,21
et,et,82
notre,notre,73
nourriture,nourriture,22
/.,/.,P
ces,ce,74
conventions,convention,22
faites,fait,31
",",",",p
il,il,51
envoya,envoyer,19
l',le,71
enfant,enfant,21
chercher,chercher,14
à,à,81
la,le,71
Margellina,Margellina,20
un,un,71
surcroît,surcroît,21
de,de,81
provisions,provision,22
de,de,81
pain,pain,21
",",",",p
de,de,81
vin,vin,21
",",",",p
de,de,81
fromages,fromage,21
secs,sec,30
et,et,82
de,de,81
fruits,fruit,21
/.,/.,P
à,à,81
la,le,71
tombée,tombée,22
du,de,81
du,le,71
jour,jour,21
nous,nous,51
l',le,52
aidâmes,aider,19
à,à,81
mettre,mettre,14
sa,son,73
barque,barque,22
à,à,81
flot,flot,21
et,et,82
nous,nous,51
partîmes,partir,19
/.,/.,P
<IV>,<>,<>
la,le,71
première,premier,72
nuit,nuit,22
fut,être,19
délicieuse,délicieux,30
/.,/.,P
la,le,71
mer,mer,22
était,être,18
calme,calme,30
comme,comme,83
un,un,71
lac,lac,21
encaissé,encaissé,31
dans,dans,81
les,le,71
montagnes,montagne,22
de,de,81
la,le,71
Suisse,Suisse,20
/.,/.,P
à,à,81
mesure,mesure,22
que,que,52
nous,nous,51
nous,nous,51
éloignions,éloigner,18
du,de,81
du,le,71
rivage,rivage,21
",",",",p
nous,nous,51
voyions,voir,18
les,le,71
langues,langue,22
de,de,81
feu,feu,21
des,de,81
des,le,71
fenêtres,fenêtre,22
du,de,81
du,le,71
palais,palais,21
et,et,82
des,de,81
des,le,71
quais,quai,21
de,de,81
Naples,Naples,20
s',se,51
ensevelir,ensevelir,14
sous,sous,81
la,le,71
ligne,ligne,22
sombre,sombre,30
de,de,81
l',le,71
horizon,horizon,21
/.,/.,P
les,le,71
phares,phare,21
seuls,seul,30
nous,nous,51
montraient,montrer,18
la,le,71
côte,côte,22
/.,/.,P
ils,ils,51
pâlissaient,pâlir,18
devant,devant,81
la,le,71
légère,léger,30
colonne,colonne,22
de,de,81
feu,feu,21
qui,qui,52
s',se,51
élançait,élancer,18
du,de,81
du,le,71
cratère,cratère,21
du,de,81
du,le,71
Vésuve,Vésuve,20
/.,/.,P
pendant,pendant,81
que,que,83
le,le,71
pêcheur,pêcheur,21
jetait,jeter,18
et,et,82
tirait,tirer,18
le,le,71
filet,filet,21
",",",",p
et,et,82
que,que,83
l',le,71
enfant,enfant,21
",",",",p
à,à,81
moitié,moitié,22
endormi,endormi,31
",",",",p
laissait,laisser,18
vaciller,vaciller,14
sa,son,73
torche,torche,22
",",",",p
nous,nous,51
donnions,donner,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
une,un,71
faible,faible,30
impulsion,impulsion,22
à,à,81
la,le,71
barque,barque,22
",",",",p
et,et,82
nous,nous,51
écoutions,écouter,18
avec,avec,81
ravissement,ravissement,21
les,le,71
gouttes,goutte,22
sonores,sonore,30
de,de,81
l',le,71
eau,eau,22
",",",",p
qui,qui,52
ruisselait,ruisseler,18
de,de,81
nos,notre,73
rames,rame,22
",",",",p
tomber,tomber,14
harmonieusement,harmonieusement,60
dans,dans,81
la,le,71
mer,mer,22
comme,comme,83
des,de,81
des,le,71
perles,perle,22
dans,dans,81
un,un,71
bassin,bassin,21
d',de,81
argent,argent,21
/.,/.,P
nous,nous,51
avions,avoir,18
doublé,doubler,12
depuis,depuis,81
longtemps,longtemps,60
la,le,71
pointe,pointe,22
du,de,81
du,le,71
Pausilippe,Pausilippe,20
",",",",p
traversé,traverser,12
le,le,71
golfe,golfe,21
de,de,81
Pouzzoles,Pouzzoles,20
",",",",p
celui,celui,52
de,de,81
Baia,Baia,20
",",",",p
et,et,82
franchi,franchir,12
le,le,71
canal,canal,21
du,de,81
du,le,71
golfe,golfe,21
de,de,81
Gaëte,Gaëte,20
",",",",p
entre,entre,81
le,le,71
cap,cap,21
Misène,Misène,20
et,et,82
l',le,71
île,île,22
de,de,81
Procida,Procida,20
/.,/.,P
nous,nous,51
étions,être,18
en,en,81
pleine,plein,30
mer,mer,22
;,;,p
le,le,71
sommeil,sommeil,21
nous,nous,51
gagnait,gagner,18
/.,/.,P
nous,nous,51
nous,nous,51
couchâmes,coucher,19
sous,sous,81
nos,notre,73
bancs,banc,21
",",",",p
à,à,81
côté,côté,21
de,de,81
l',le,71
enfant,enfant,21
/.,/.,P
le,le,71
pêcheur,pêcheur,21
étendit,étendre,19
sur,sur,81
nous,nous,51
la,le,71
lourde,lourd,30
voile,voile,22
pliée,plié,31
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
barque,barque,22
/.,/.,P
nous,nous,51
nous,nous,51
endormîmes,endormir,19
ainsi,ainsi,60
entre,entre,81
deux,deux,72
lames,lame,22
",",",",p
bercés,bercé,31
par,par,81
le,le,71
balancement,balancement,21
insensible,insensible,30
d',de,81
une,un,71
mer,mer,22
qui,qui,52
faisait,faire,18
à,à,81
peine,peine,22
incliner,incliner,14
le,le,71
mât,mât,21
/.,/.,P
quand,quand,83
nous,nous,51
nous,nous,51
réveillâmes,réveiller,19
",",",",p
il,il,51
était,être,18
grand,grand,30
jour,jour,21
/.,/.,P
un,un,71
soleil,soleil,21
étincelant,étincelant,30
moirait,moirer,18
la,le,71
mer,mer,22
de,de,81
rubans,ruban,21
de,de,81
feu,feu,21
et,et,82
se,se,51
réverbérait,réverbérer,18
sur,sur,81
les,le,71
maisons,maison,22
blanches,blanc,30
d',de,81
une,un,71
côte,côte,22
inconnue,inconnu,30
/.,/.,P
une,un,71
légère,léger,30
brise,brise,22
",",",",p
qui,qui,52
venait,venir,18
de,de,81
cette,ce,74
terre,terre,22
",",",",p
faisait,faire,18
palpiter,palpiter,14
la,le,71
voile,voile,22
sur,sur,81
nos,notre,73
têtes,tête,22
et,et,82
nous,nous,51
poussait,pousser,18
d',de,81
anse,anse,22
en,en,81
anse,anse,22
et,et,82
de,de,81
rocher,rocher,21
en,en,81
rocher,rocher,21
/.,/.,P
c',ce,52
était,être,18
la,le,71
côte,côte,22
dentelée,dentelé,30
et,et,82
à,à,81
pic,pic,21
de,de,81
la,le,71
charmante,charmant,30
île,île,22
d',de,81
Ischia,Ischia,20
",",",",p
que,que,52
je,je,51
devais,devoir,18
tant,tant,60
habiter,habiter,14
et,et,82
tant,tant,60
aimer,aimer,14
plus,plus,60
tard,tard,60
/.,/.,P
elle,il,51
m',je,51
apparaissait,apparaître,18
",",",",p
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
nageant,nager,13
dans,dans,81
la,le,71
lumière,lumière,22
",",",",p
sortant,sortir,13
de,de,81
la,le,71
mer,mer,22
se,se,51
perdant,perdre,13
dans,dans,81
le,le,71
bleu,bleu,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
et,et,82
éclose,éclos,31
comme,comme,83
d',de,81
un,un,71
rêve,rêve,21
de,de,81
poète,poète,21
pendant,pendant,81
le,le,71
léger,léger,30
sommeil,sommeil,21
d',de,81
une,un,71
nuit,nuit,22
d',de,81
été,été,21
/…,/…,P
<V>,<>,<>
l',le,71
île,île,22
d',de,81
Ischia,Ischia,20
",",",",p
qui,qui,52
sépare,séparer,17
le,le,71
golfe,golfe,21
de,de,81
Gaëte,Gaëte,20
du,de,81
du,le,71
golfe,golfe,21
de,de,81
Naples,Naples,20
",",",",p
et,et,82
qu',que,52
un,un,71
étroit,étroit,30
canal,canal,21
sépare,séparer,17
elle-même,lui-même,51
de,de,81
l',le,71
île,île,22
de,de,81
Procida,Procida,20
",",",",p
n',ne,60
est,être,17
qu',que,83
une,un,71
seule,seul,30
montagne,montagne,22
à,à,81
pic,pic,21
dont,dont,52
la,le,71
cime,cime,22
blanche,blanc,30
et,et,82
foudroyée,foudroyé,31
plonge,plonger,17
ses,son,73
dents,dent,22
ébréchées,ébréché,31
dans,dans,81
le,le,71
ciel,ciel,21
/.,/.,P
ses,son,73
flancs,flanc,21
abrupts,abrupt,30
",",",",p
creusés,creusé,31
de,de,81
vallons,vallon,21
",",",",p
de,de,81
ravines,ravine,22
",",",",p
de,de,81
lits,lit,21
de,de,81
torrents,torrent,21
",",",",p
sont,être,17
revêtus,revêtir,12
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
de,de,81
châtaigniers,châtaignier,21
d',de,81
un,un,71
vert,vert,21
sombre,sombre,30
/.,/.,P
ses,son,73
plateaux,plateau,21
les,le,71
plus,plus,60
rapprochés,rapproché,31
de,de,81
la,le,71
mer,mer,22
et,et,82
inclinés,incliné,31
sur,sur,81
les,le,71
flots,flot,21
portent,porter,17
des,de,81
des,le,71
chaumières,chaumière,22
",",",",p
des,de,81
des,le,71
villas,villa,22
rustiques,rustique,30
et,et,82
des,de,81
des,le,71
villages,village,21
à,à,81
moitié,moitié,22
cachés,caché,31
sous,sous,81
les,le,71
treilles,treille,22
de,de,81
vigne,vigne,22
/.,/.,P
chacun,chacun,52
de,de,81
ces,ce,74
villages,village,21
a,avoir,17
sa,son,73
marine,marine,22
",",",",p
on,on,51
appelle,appeler,17
ainsi,ainsi,60
le,le,71
petit,petit,30
port,port,21
où,où,60
flottent,flotter,17
les,le,71
barques,barque,22
des,de,81
des,le,71
pêcheurs,pêcheur,21
de,de,81
l',le,71
île,île,22
et,et,82
où,où,60
se,se,51
balancent,balancer,17
quelques,quelque,75
mâts,mât,21
de,de,81
navires,navire,21
à,à,81
voile,voile,22
latine,latin,30
/.,/.,P
les,le,71
vergues,vergue,22
touchent,toucher,17
aux,à,81
aux,le,71
arbres,arbre,21
et,et,82
aux,à,81
aux,le,71
vignes,vigne,22
de,de,81
la,le,71
côte,côte,22
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
une,un,52
de,de,81
ces,ce,74
maisons,maison,22
suspendues,suspendu,31
aux,à,81
aux,le,71
pentes,pente,22
de,de,81
la,le,71
montagne,montagne,22
",",",",p
cachée,caché,31
au,à,81
au,le,71
fond,fond,21
de,de,81
ses,son,73
ravins,ravin,21
",",",",p
pyramidant,pyramider,13
sur,sur,81
un,un,52
de,de,81
ses,son,73
plateaux,plateau,21
",",",",p
projetée,projeté,31
sur,sur,81
un,un,52
de,de,81
ses,son,73
caps,cap,21
",",",",p
adossée,adossé,31
à,à,81
son,son,73
bois,bois,21
de,de,81
châtaigniers,châtaignier,21
",",",",p
ombragée,ombragé,31
par,par,81
son,son,73
groupe,groupe,21
de,de,81
pins,pin,21
",",",",p
entourée,entouré,31
de,de,81
ses,son,73
arcades,arcade,22
blanches,blanc,30
et,et,82
festonnée,festonné,31
de,de,81
ses,son,73
treilles,treille,22
pendantes,pendant,30
",",",",p
qui,qui,52
ne,ne,60
fût,être,19
en,en,81
songe,songe,21
la,le,71
demeure,demeurer,17
idéale,idéal,30
d',de,81
un,un,71
poète,poète,21
ou,ou,82
d',de,81
un,un,71
amant,amant,21
/.,/.,P
nos,notre,73
yeux,oeil,21
ne,ne,60
se,se,51
lassaient,lasser,18
pas,pas,60
de,de,81
ce,ce,74
spectacle,spectacle,21
/.,/.,P
la,le,71
côte,côte,22
abondait,abonder,18
en,en,81
poissons,poisson,21
/.,/.,P
le,le,71
pêcheur,pêcheur,21
avait,avoir,18
fait,faire,12
une,un,71
bonne,bon,30
nuit,nuit,22
/.,/.,P
nous,nous,51
abordâmes,aborder,19
à,à,81
une,un,52
des,de,81
des,le,71
petites,petit,30
anses,anse,22
de,de,81
l',le,71
île,île,22
pour,pour,81
puiser,puiser,14
de,de,81
l',le,71
eau,eau,22
à,à,81
une,un,71
source,source,22
voisine,voisin,30
et,et,82
pour,pour,81
nous,nous,51
reposer,reposer,14
sous,sous,81
les,le,71
rochers,rocher,21
/.,/.,P
au,à,81
au,le,71
soleil,soleil,21
baissant,baisser,13
",",",",p
nous,nous,51
revînmes,revenir,19
à,à,81
Naples,Naples,20
",",",",p
couchés,couché,31
sur,sur,81
nos,notre,73
bancs,banc,21
de,de,81
rameurs,rameur,21
/.,/.,P
une,un,71
voile,voile,22
carrée,carré,31
",",",",p
placée,placé,31
en,en,81
travers,travers,21
d',de,81
un,un,71
petit,petit,30
mât,mât,21
sur,sur,81
la,le,71
proue,proue,22
",",",",p
dont,dont,52
l',le,71
enfant,enfant,21
tenait,tenir,18
l',le,71
écoute,écoute,22
",",",",p
suffisait,suffire,18
pour,pour,81
nous,nous,51
faire,faire,14
longer,longer,14
les,le,71
falaises,falaise,22
de,de,81
Procida,Procida,20
et,et,82
du,de,81
du,le,71
cap,cap,21
Misène,Misène,20
",",",",p
et,et,82
pour,pour,81
faire,faire,14
écumer,écumer,14
la,le,71
surface,surface,22
de,de,81
la,le,71
mer,mer,22
sous,sous,81
notre,notre,73
esquif,esquif,21
/.,/.,P
le,le,71
vieux,vieux,30
pêcheur,pêcheur,21
et,et,82
l',le,71
enfant,enfant,21
",",",",p
aidés,aidé,31
par,par,81
nous,nous,51
",",",",p
tirèrent,tirer,19
leur,leur,73
barque,barque,22
sur,sur,81
le,le,71
sable,sable,21
et,et,82
emportèrent,emporter,19
les,le,71
paniers,panier,21
de,de,81
poissons,poisson,21
dans,dans,81
la,le,71
cave,cave,22
de,de,81
la,le,71
petite,petit,30
maison,maison,22
qu',que,52
ils,ils,51
habitaient,habiter,18
sous,sous,81
les,le,71
rochers,rocher,21
de,de,81
la,le,71
Margellina,Margellina,20
/.,/.,P
<VI>,<>,<>
les,le,71
jours,jour,21
suivants,suivant,30
",",",",p
nous,nous,51
reprîmes,reprendre,19
gaiement,gaiement,60
notre,notre,73
nouveau,nouveau,30
métier,métier,21
/.,/.,P
nous,nous,51
écumâmes,écumer,19
tour,tour,21
à,à,81
tour,tour,21
tous,tout,75
les,le,71
flots,flot,21
de,de,81
la,le,71
mer,mer,22
de,de,81
Naples,Naples,20
/.,/.,P
nous,nous,51
suivions,suivre,18
le,le,71
vent,vent,21
avec,avec,81
indifférence,indifférence,22
partout,partout,60
où,où,60
il,il,51
soufflait,souffler,18
/.,/.,P
nous,nous,51
visitâmes,visiter,19
ainsi,ainsi,60
l',le,71
île,île,22
de,de,81
Capri,Capri,20
",",",",p
d',de,81
où,où,60
l',le,71
imagination,imagination,22
repousse,repousser,17
encore,encore,60
l',le,71
ombre,ombre,22
sinistre,sinistre,30
de,de,81
Tibère,Tibère,20
;,;,p
Cumes,Cumes,20
et,et,82
ses,son,73
temples,temple,21
",",",",p
ensevelis,enseveli,31
sous,sous,81
les,le,71
lauriers,laurier,21
touffus,touffu,30
et,et,82
sous,sous,81
les,le,71
figuiers,figuier,21
sauvages,sauvage,30
;,;,p
Baïa,Baïa,20
et,et,82
ses,son,73
plages,plage,22
mornes,morne,30
",",",",p
qui,qui,52
semblent,sembler,17
avoir,avoir,14
vieilli,vieillir,12
et,et,82
blanchi,blanchir,12
comme,comme,83
ces,ce,74
Romains,Romain,20
dont,dont,52
elles,ils,51
abritaient,abriter,18
jadis,jadis,60
la,le,71
jeunesse,jeunesse,22
et,et,82
les,le,71
délices,délice,21
;,;,p
Portici,Portici,20
et,et,82
Pompeia,Pompeia,20
",",",",p
riants,riant,30
sous,sous,81
la,le,71
lave,lave,22
et,et,82
sous,sous,81
la,le,71
cendre,cendre,22
du,de,81
du,le,71
Vésuve,Vésuve,20
;,;,p
Castellamare,Castellamare,20
",",",",p
dont,dont,52
les,le,71
hautes,haut,30
et,et,82
noires,noir,30
forêts,forêt,22
de,de,81
lauriers,laurier,21
et,et,82
de,de,81
châtaigniers,châtaignier,21
sauvages,sauvage,30
",",",",p
en,en,81
se,se,51
répétant,répéter,13
dans,dans,81
la,le,71
mer,mer,22
teignent,teindre,17
en,en,81
vert,vert,21
sombre,sombre,30
les,le,71
flots,flot,21
toujours,toujours,60
murmurants,murmurant,30
de,de,81
la,le,71
rade,rade,22
/.,/.,P
le,le,71
vieux,vieux,30
batelier,batelier,21
connaissait,connaître,18
partout,partout,60
quelque,quelque,75
famille,famille,22
de,de,81
pêcheurs,pêcheur,21
comme,comme,83
lui,lui,51
",",",",p
où,où,60
nous,nous,51
recevions,recevoir,18
l',le,71
hospitalité,hospitalité,22
quand,quand,83
la,le,71
mer,mer,22
était,être,18
grosse,gros,30
et,et,82
nous,nous,51
empêchait,empêcher,18
de,de,81
rentrer,rentrer,14
à,à,81
Naples,Naples,20
/.,/.,P
pendant,pendant,81
deux,deux,72
mois,mois,21
",",",",p
nous,nous,51
n',ne,60
entrâmes,entrer,19
pas,pas,60
dans,dans,81
une,un,71
auberge,auberge,22
/.,/.,P
nous,nous,51
vivions,vivre,18
en,en,81
plein,plein,30
air,air,21
avec,avec,81
le,le,71
peuple,peuple,21
et,et,82
de,de,81
la,le,71
vie,vie,22
frugale,frugal,30
du,de,81
du,le,71
peuple,peuple,21
/.,/.,P
nous,nous,51
nous,nous,51
étions,être,18
faits,faire,12
peuple,peuple,21
nous-mêmes,nous-même,51
pour,pour,81
être,être,14
plus,plus,60
près,près,81
de,de,81
la,le,71
nature,nature,22
/.,/.,P
nous,nous,51
avions,avoir,18
presque,presque,60
son,son,73
costume,costume,21
/.,/.,P
nous,nous,51
parlions,parler,18
sa,son,73
langue,langue,22
",",",",p
et,et,82
la,le,71
simplicité,simplicité,22
de,de,81
ses,son,73
habitudes,habitude,22
nous,nous,51
communiquait,communiquer,18
pour,pour,81
ainsi,ainsi,60
dire,dire,14
la,le,71
naïveté,naïveté,22
de,de,81
ses,son,73
sentiments,sentiment,21
/.,/.,P
cette,ce,74
transformation,transformation,22
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
nous,nous,51
coûtait,coûter,18
peu,peu,60
à,à,81
mon,mon,73
ami,ami,21
et,et,82
à,à,81
moi,moi,51
/.,/.,P
élevés,élevé,31
tous,tout,75
deux,deux,72
à,à,81
la,le,71
campagne,campagne,22
pendant,pendant,81
les,le,71
orages,orage,21
de,de,81
la,le,71
révolution,révolution,22
",",",",p
qui,qui,52
avait,avoir,18
abattu,abattre,12
ou,ou,82
dispersé,disperser,12
nos,notre,73
familles,famille,22
",",",",p
nous,nous,51
avions,avoir,18
beaucoup,beaucoup,60
vécu,vivre,12
",",",",p
dans,dans,81
notre,notre,73
enfance,enfance,22
",",",",p
de,de,81
la,le,71
vie,vie,22
du,de,81
du,le,71
paysan,paysan,21
:,:,p
lui,lui,51
",",",",p
dans,dans,81
les,le,71
montagnes,montagne,22
du,de,81
du,le,71
Grésivaudan,Grésivaudan,20
",",",",p
chez,chez,81
une,un,71
nourrice,nourrice,22
qui,qui,52
l',le,52
avait,avoir,18
recueilli,recueillir,12
pendant,pendant,81
l',le,71
emprisonnement,emprisonnement,21
de,de,81
sa,son,73
mère,mère,22
;,;,p
moi,moi,51
",",",",p
sur,sur,81
les,le,71
collines,colline,22
du,de,81
du,le,71
Mâconnais,Mâconnais,20
",",",",p
dans,dans,81
la,le,71
petite,petit,30
demeure,demeure,22
rustique,rustique,30
où,où,60
mon,mon,73
père,père,21
et,et,82
ma,mon,73
mère,mère,22
avaient,avoir,18
recueilli,recueillir,12
leur,leur,73
nid,nid,21
menacé,menacé,31
/.,/.,P
du,de,81
du,le,71
berger,berger,21
ou,ou,82
du,de,81
du,le,71
laboureur,laboureur,21
de,de,81
nos,notre,73
montagnes,montagne,22
au,à,81
au,le,71
pêcheur,pêcheur,21
du,de,81
du,le,71
golfe,golfe,21
de,de,81
Naples,Naples,20
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
de,de,81
différence,différence,22
que,que,83
le,le,71
site,site,21
",",",",p
la,le,71
langue,langue,22
et,et,82
le,le,71
métier,métier,21
/.,/.,P
le,le,71
sillon,sillon,21
ou,ou,82
la,le,71
vague,vague,22
inspirent,inspirer,17
les,le,71
mêmes,même,75
pensées,pensée,22
aux,à,81
aux,le,71
hommes,homme,21
qui,qui,52
labourent,labourer,17
la,le,71
terre,terre,22
ou,ou,82
l',le,71
eau,eau,22
/.,/.,P
la,le,71
nature,nature,22
parle,parler,17
la,le,71
même,même,75
langue,langue,22
à,à,81
ceux,celui,52
qui,qui,52
cohabitent,cohabiter,17
avec,avec,81
elle,il,51
sur,sur,81
la,le,71
montagne,montagne,22
ou,ou,82
sur,sur,81
la,le,71
mer,mer,22
/.,/.,P
nous,nous,51
l',le,52
éprouvions,éprouver,18
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ces,ce,74
hommes,homme,21
simples,simple,30
",",",",p
nous,nous,51
ne,ne,60
nous,nous,51
trouvions,trouver,18
pas,pas,60
dépaysés,dépaysé,31
/.,/.,P
les,le,71
mêmes,même,75
instincts,instinct,21
sont,être,17
une,un,71
parenté,parenté,22
entre,entre,81
les,le,71
hommes,homme,21
/.,/.,P
la,le,71
monotonie,monotonie,22
même,même,30
de,de,81
cette,ce,74
vie,vie,22
nous,nous,51
plaisait,plaire,18
en,en,81
nous,nous,51
endormant,endormir,13
/.,/.,P
