11875
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quinzième extrait>,<>,<>
n',ne,60
étais,être,18
pas,pas,60
chez,chez,81
elles,ils,51
aussi,aussi,60
à,à,81
l',le,71
aise,aise,22
qu',que,83
à,à,81
la,le,71
table,table,22
d',de,81
en,en,81
bas,bas,21
/.,/.,P
je,je,51
ne,ne,60
savais,savoir,18
rien,rien,52
dire,dire,14
/.,/.,P
aussi,aussi,60
quand,quand,83
quelques-uns,quelqu'un,52
de,de,81
ces,ce,74
gens,gens,21
du,de,81
du,le,71
monde,monde,21
demandaient,demander,18
à,à,81
l',le,71
oreille,oreille,22
de,de,81
mes,mon,73
gendres,gendre,21
:,:,p
-,-,p
qui,qui,52
est,être,17
ce,ce,52
que,que,52
ce,ce,74
monsieur,monsieur,21
là,là,60
/?,/?,P
c',ce,52
est,être,17
le,le,71
père,père,21
aux,à,81
aux,le,71
écus,écu,21
",",",",p
il,il,51
est,être,17
riche,riche,30
/.,/.,P
-,-,p
ah,ah,93
",",",",p
diable,diable,21
!,!,p
disait,dire,18
on,on,51
",",",",p
et,et,82
l',l',94
on,on,51
me,je,51
regardait,regarder,18
avec,avec,81
le,le,71
respect,respect,21
dû,dû,31
aux,à,81
aux,le,71
écus,écu,21
/.,/.,P
mais,mais,82
si,si,83
je,je,51
les,le,52
gênais,gêner,18
quelquefois,quelquefois,60
un,un,71
peu,peu,60
",",",",p
je,je,51
rachetais,racheter,18
bien,bien,60
mes,mon,73
défauts,défaut,21
/!,/!,P
d',de,81
ailleurs,ailleurs,60
",",",",p
qui,qui,52
donc,donc,82
est,être,17
parfait,parfaire,12
?,?,p
(,(,p
ma,mon,73
tête,tête,22
est,être,17
une,un,71
plaie,plaie,22
!,!,p
),),p
je,je,51
souffre,souffrir,17
en,en,81
ce,ce,74
moment,moment,21
ce,ce,52
qu',que,52
il,il,51
faut,falloir,17
souffrir,souffrir,14
pour,pour,81
mourir,mourir,14
",",",",p
mon,mon,73
cher,cher,30
monsieur,monsieur,21
Eugène,Eugène,20
",",",",p
eh,eh,93
bien,bien,60
!,!,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
en,en,81
comparaison,comparaison,22
de,de,81
la,le,71
douleur,douleur,22
que,que,52
m',je,51
a,avoir,17
causée,causer,12
le,le,71
premier,premier,72
regard,regard,21
par,par,81
lequel,lequel,52
Anastasie,Anastasie,20
m',je,51
a,avoir,17
fait,faire,12
comprendre,comprendre,14
que,que,83
je,je,51
venais,venir,18
de,de,81
dire,dire,14
une,un,71
bêtise,bêtise,22
qui,qui,52
l',le,52
humiliait,humilier,18
:,:,p
son,son,73
regard,regard,21
m',je,51
a,avoir,17
ouvert,ouvrir,12
toutes,tout,75
les,le,71
veines,veine,22
/.,/.,P
j',je,51
aurais,avoir,16
voulu,vouloir,12
tout,tout,52
savoir,savoir,14
",",",",p
mais,mais,82
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
bien,bien,60
su,savoir,12
",",",",p
c',ce,52
est,être,17
que,que,83
j',je,51
étais,être,18
de,de,81
trop,trop,60
sur,sur,81
terre,terre,22
/.,/.,P
le,le,71
lendemain,lendemain,21
je,je,51
suis,être,17
allé,aller,12
chez,chez,81
Delphine,Delphine,20
pour,pour,81
me,je,51
consoler,consoler,14
",",",",p
et,et,82
voilà,voilà,81
que,que,83
j',je,51
y,y,52
fais,faire,17
une,un,71
bêtise,bêtise,22
qui,qui,52
me,je,51
l',le,52
a,avoir,17
mise,mettre,12
en,en,81
colère,colère,22
/.,/.,P
j',je,51
en,en,52
suis,être,17
devenu,devenir,12
comme,comme,83
fou,fou,21
/.,/.,P
j',je,51
ai,avoir,17
été,être,12
huit,huit,72
jours,jour,21
ne,ne,60
sachant,savoir,13
plus,plus,60
ce,ce,52
que,que,52
je,je,51
devais,devoir,18
faire,faire,14
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
osé,oser,12
les,le,52
aller,aller,14
voir,voir,14
",",",",p
de,de,81
peur,peur,22
de,de,81
leurs,leur,73
reproches,reproche,21
/.,/.,P
et,et,82
me,je,51
voilà,voilà,81
à,à,81
la,le,71
porte,porte,22
de,de,81
mes,mon,73
filles,fille,22
/.,/.,P
o,oh,93
mon,mon,73
dieu,dieu,21
",",",",p
puisque,puisque,83
tu,tu,51
connais,connaître,17
les,le,71
misères,misère,22
",",",",p
les,le,71
souffrances,souffrance,22
que,que,52
j',je,51
ai,avoir,17
endurées,endurer,12
;,;,p
puisque,puisque,83
tu,tu,51
as,avoir,17
compté,compter,12
les,le,71
coups,coup,21
de,de,81
poignard,poignard,21
que,que,52
j',je,51
ai,avoir,17
reçus,recevoir,12
",",",",p
dans,dans,81
ce,ce,74
temps,temps,21
qui,qui,52
m',je,51
a,avoir,17
vieilli,vieillir,12
",",",",p
changé,changer,12
",",",",p
tué,tuer,12
",",",",p
blanchi,blanchir,12
",",",",p
pourquoi,pourquoi,60
me,je,51
fais,faire,17
tu,tu,51
donc,donc,82
souffrir,souffrir,14
aujourd'hui,aujourd'hui,60
/?,/?,P
j',je,51
ai,avoir,17
bien,bien,60
expié,expier,12
le,le,71
péché,péché,21
de,de,81
les,le,52
trop,trop,60
aimer,aimer,14
/.,/.,P
elles,ils,51
se,se,51
sont,être,17
bien,bien,60
vengées,venger,12
de,de,81
mon,mon,73
affection,affection,22
",",",",p
elles,ils,51
m',je,51
ont,avoir,17
tenaillé,tenailler,12
comme,comme,83
des,de,81
des,le,71
bourreaux,bourreau,21
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
les,le,71
pères,père,21
sont,être,17
si,si,60
bêtes,bête,30
!,!,p
je,je,51
les,le,52
aimais,aimer,18
tant,tant,60
que,que,83
j',je,51
y,y,52
suis,être,17
retourné,retourner,12
comme,comme,83
un,un,71
joueur,joueur,21
au,à,81
au,le,71
jeu,jeu,21
/.,/.,P
mes,mon,73
filles,fille,22
",",",",p
c',ce,52
était,être,18
mon,mon,73
vice,vice,21
à,à,81
moi,moi,51
elles,ils,51
étaient,être,18
mes,mon,73
maîtresses,maîtresse,22
",",",",p
enfin,enfin,60
tout,tout,52
/!,/!,P
elles,ils,51
avaient,avoir,18
toutes,tout,75
les,le,71
deux,deux,72
besoin,besoin,21
de,de,81
quelque,quelque,75
chose,chose,22
",",",",p
de,de,81
parures,parure,22
;,;,p
les,le,71
femmes,femme,22
de,de,81
chambre,chambre,22
me,je,51
le,le,52
disaient,dire,18
",",",",p
et,et,82
je,je,51
les,le,52
donnais,donner,18
pour,pour,81
être,être,14
bien,bien,60
reçu,recevoir,12
/!,/!,P
mais,mais,82
elles,ils,51
m',je,51
ont,avoir,17
fait,faire,12
tout,tout,60
de,de,81
même,même,60
quelques,quelque,75
petites,petit,30
leçons,leçon,22
sur,sur,81
ma,mon,73
manière,manière,22
d',de,81
être,être,14
dans,dans,81
le,le,71
monde,monde,21
/.,/.,P
oh,oh,93
!,!,p
elles,ils,51
n',ne,60
ont,avoir,17
pas,pas,60
attendu,attendre,12
le,le,71
lendemain,lendemain,21
/.,/.,P
elles,ils,51
commençaient,commencer,18
à,à,81
rougir,rougir,14
de,de,81
moi,moi,51
/.,/.,P
voilà,voilà,81
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
de,de,81
bien,bien,60
élever,élever,14
ses,son,73
enfants,enfant,21
/.,/.,P
à,à,81
mon,mon,73
âge,âge,21
je,je,51
ne,ne,60
pouvais,pouvoir,18
pourtant,pourtant,60
pas,pas,60
aller,aller,14
à,à,81
l',le,71
école,école,22
/.,/.,P
(,(,p
je,je,51
souffre,souffrir,17
horriblement,horriblement,60
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
les,le,71
médecins,médecin,21
!,!,p
les,le,71
médecins,médecin,21
/!,/!,P
si,si,83
l',l',94
on,on,51
m',je,51
ouvrait,ouvrir,18
la,le,71
tête,tête,22
",",",",p
je,je,51
souffrirais,souffrir,16
moins,moins,60
/.,/.,P
),),p
mes,mon,73
filles,fille,22
",",",",p
mes,mon,73
filles,fille,22
",",",",p
Anastasie,Anastasie,20
",",",",p
Delphine,Delphine,20
!,!,p
je,je,51
veux,vouloir,17
les,le,52
voir,voir,14
/.,/.,P
envoyez,envoyer,17
les,le,52
chercher,chercher,14
par,par,81
la,le,71
gendarmerie,gendarmerie,22
",",",",p
de,de,81
force,force,22
!,!,p
la,le,71
justice,justice,22
est,être,17
pour,pour,81
moi,moi,51
",",",",p
tout,tout,52
est,être,17
pour,pour,81
moi,moi,51
",",",",p
la,le,71
nature,nature,22
",",",",p
le,le,71
code,code,21
civil,civil,30
/.,/.,P
je,je,51
proteste,protester,17
/.,/.,P
la,le,71
patrie,patrie,22
périra,périr,15
si,si,83
les,le,71
pères,père,21
sont,être,17
foulés,fouler,12
aux,à,81
aux,le,71
pieds,pied,21
/.,/.,P
cela,cela,52
est,être,17
clair,clair,30
/.,/.,P
la,le,71
société,société,22
",",",",p
le,le,71
monde,monde,21
roulent,rouler,17
sur,sur,81
la,le,71
paternité,paternité,22
",",",",p
tout,tout,52
croule,crouler,17
si,si,83
les,le,71
enfants,enfant,21
n',ne,60
aiment,aimer,17
pas,pas,60
leurs,leur,73
pères,père,21
/.,/.,P
oh,oh,93
!,!,p
les,le,52
voir,voir,14
",",",",p
les,le,52
entendre,entendre,14
",",",",p
n',ne,60
importe,importer,17
ce,ce,52
qu',que,52
elles,ils,51
me,je,51
diront,dire,15
",",",",p
pourvu,pourvu,81
que,que,83
j',je,51
entende,entendre,17
leur,leur,73
voix,voix,22
",",",",p
ça,ça,52
calmera,calmer,15
mes,mon,73
douleurs,douleur,22
",",",",p
Delphine,Delphine,20
surtout,surtout,60
/.,/.,P
mais,mais,82
dites,dire,17
leur,leur,52
",",",",p
quand,quand,83
elles,ils,51
seront,être,15
là,là,60
",",",",p
de,de,81
ne,ne,60
pas,pas,60
me,je,51
regarder,regarder,14
froidement,froidement,60
comme,comme,83
elles,ils,51
font,faire,17
/.,/.,P
ah,ah,93
!,!,p
mon,mon,73
bon,bon,30
ami,ami,21
",",",",p
monsieur,monsieur,21
Eugène,Eugène,20
",",",",p
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
de,de,81
trouver,trouver,14
l',le,71
or,or,21
du,de,81
du,le,71
regard,regard,21
changé,changé,31
tout,tout,60
à,à,81
coup,coup,21
en,en,81
plomb,plomb,21
gris,gris,30
/.,/.,P
depuis,depuis,81
le,le,71
jour,jour,21
où,où,60
leurs,leur,73
yeux,oeil,21
n',ne,60
ont,avoir,17
plus,plus,60
rayonné,rayonner,12
sur,sur,81
moi,moi,51
",",",",p
j',je,51
ai,avoir,17
toujours,toujours,60
été,être,12
en,en,81
hiver,hiver,21
ici,ici,60
;,;,p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
eu,avoir,12
que,que,83
des,de,81
des,le,71
chagrins,chagrin,21
à,à,81
dévorer,dévorer,14
",",",",p
et,et,82
je,je,51
les,le,52
ai,avoir,17
dévorés,dévorer,12
/!,/!,P
j',je,51
ai,avoir,17
vécu,vivre,12
pour,pour,81
être,être,14
humilié,humilier,12
",",",",p
insulté,insulter,12
/.,/.,P
je,je,51
les,le,52
aime,aimer,17
tant,tant,60
",",",",p
que,que,83
j',je,51
avalais,avaler,18
tous,tout,75
les,le,71
affronts,affront,21
par,par,81
lesquels,lequel,52
elles,ils,51
me,je,51
vendaient,vendre,18
une,un,71
pauvre,pauvre,30
petite,petit,30
jouissance,jouissance,22
honteuse,honteux,30
/.,/.,P
un,un,71
père,père,21
se,se,51
cacher,cacher,14
pour,pour,81
voir,voir,14
ses,son,73
filles,fille,22
!,!,p
je,je,51
leur,leur,52
ai,avoir,17
donné,donner,12
ma,mon,73
vie,vie,22
",",",",p
elles,ils,51
ne,ne,60
me,je,51
donneront,donner,15
pas,pas,60
une,un,71
heure,heure,22
aujourd'hui,aujourd'hui,60
/!,/!,P
j',je,51
ai,avoir,17
soif,soif,22
",",",",p
j',je,51
ai,avoir,17
faim,faim,22
",",",",p
le,le,71
coeur,coeur,21
me,je,51
brûle,brûler,17
",",",",p
elles,ils,51
ne,ne,60
viendront,venir,15
pas,pas,60
rafraîchir,rafraîchir,14
mon,mon,73
agonie,agonie,22
",",",",p
car,car,82
je,je,51
meurs,mourir,17
",",",",p
je,je,51
le,le,52
sens,sentir,17
/.,/.,P
mais,mais,82
elles,ils,51
ne,ne,60
savent,savoir,17
donc,donc,82
pas,pas,60
ce,ce,52
que,que,52
c',ce,52
est,être,17
que,que,83
de,de,81
marcher,marcher,14
sur,sur,81
le,le,71
cadavre,cadavre,21
de,de,81
son,son,73
père,père,21
/!,/!,P
il,il,51
y,y,52
a,avoir,17
un,un,71
dieu,dieu,21
dans,dans,81
les,le,71
cieux,ciel,21
",",",",p
il,il,51
nous,nous,51
venge,venger,17
malgré,malgré,81
nous,nous,51
",",",",p
nous autres,nous autre,51
pères,père,21
/.,/.,P
oh,oh,93
!,!,p
elles,ils,51
viendront,venir,15
/!,/!,P
venez,venir,17
",",",",p
mes,mon,73
chéries,chérie,22
",",",",p
venez,venir,17
encore,encore,60
me,je,51
baiser,baiser,14
",",",",p
un,un,71
dernier,dernier,30
baiser,baiser,21
",",",",p
le,le,71
viatique,viatique,21
de,de,81
votre,votre,73
père,père,21
",",",",p
qui,qui,52
priera,prier,15
dieu,dieu,21
pour,pour,81
vous,vous,51
",",",",p
qui,qui,52
lui,lui,51
dira,dire,15
que,que,83
vous,vous,51
avez,avoir,17
été,être,12
de,de,81
bonnes,bonne,22
filles,fille,22
",",",",p
qui,qui,52
plaidera,plaider,15
pour,pour,81
vous,vous,51
/!,/!,P
après,après,81
tout,tout,52
",",",",p
vous,vous,51
êtes,être,17
innocentes,innocent,30
/.,/.,P
elles,ils,51
sont,être,17
innocentes,innocent,30
",",",",p
mon,mon,73
ami,ami,21
/!,/!,P
dites,dire,17
le,le,52
bien,bien,60
à,à,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
qu',que,83
on,on,51
ne,ne,60
les,le,52
inquiète,inquiéter,17
pas,pas,60
à,à,81
mon,mon,73
sujet,sujet,21
/.,/.,P
tout,tout,52
est,être,17
de,de,81
ma,mon,73
faute,faute,22
",",",",p
je,je,51
les,le,52
ai,avoir,17
habituées,habituer,12
à,à,81
me,je,51
fouler,fouler,14
aux,à,81
aux,le,71
pieds,pied,21
/.,/.,P
j',je,51
aimais,aimer,18
cela,cela,52
",",",",p
moi,moi,51
/.,/.,P
ça,ça,52
ne,ne,60
regarde,regarder,17
personne,personne,52
",",",",p
ni,ni,82
la,le,71
justice,justice,22
humaine,humain,30
",",",",p
ni,ni,82
la,le,71
justice,justice,22
divine,divin,30
/.,/.,P
dieu,dieu,21
serait,être,16
injuste,injuste,30
s',si,83
il,il,51
les,le,52
condamnait,condamner,18
à,à,81
cause,cause,22
de,de,81
moi,moi,51
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
su,savoir,12
me,je,51
conduire,conduire,14
",",",",p
j',je,51
ai,avoir,17
fait,faire,12
la,le,71
bêtise,bêtise,22
d',de,81
abdiquer,abdiquer,14
mes,mon,73
droits,droit,21
/.,/.,P
je,je,51
me,je,51
serais,être,16
avili,avilir,12
pour,pour,81
elles,ils,51
/!,/!,P
que,que,52
voulez,vouloir,17
vous,vous,51
!,!,p
le,le,71
plus,plus,60
beau,beau,30
naturel,naturel,21
",",",",p
les,le,71
meilleures,meilleur,30
âmes,âme,22
auraient,avoir,16
succombé,succomber,12
à,à,81
la,le,71
corruption,corruption,22
de,de,81
cette,ce,74
facilité,facilité,22
paternelle,paternel,30
/.,/.,P
je,je,51
suis,être,17
un,un,71
misérable,misérable,21
",",",",p
je,je,51
suis,être,17
justement,justement,60
puni,punir,12
/.,/.,P
moi,moi,51
seul,seul,30
ai,avoir,17
causé,causer,12
les,le,71
désordres,désordre,21
de,de,81
mes,mon,73
filles,fille,22
",",",",p
je,je,51
les,le,52
ai,avoir,17
gâtées,gâter,12
/.,/.,P
elles,ils,51
veulent,vouloir,17
aujourd'hui,aujourd'hui,60
le,le,71
plaisir,plaisir,21
",",",",p
comme,comme,83
elles,ils,51
voulaient,vouloir,18
autrefois,autrefois,60
du,de,81
du,le,71
bonbon,bonbon,21
/.,/.,P
je,je,51
leur,leur,52
ai,avoir,17
toujours,toujours,60
permis,permettre,12
de,de,81
satisfaire,satisfaire,14
leurs,leur,73
fantaisies,fantaisie,22
de,de,81
jeunes,jeune,30
filles,fille,22
/.,/.,P
à,à,81
quinze,quinze,72
ans,an,21
",",",",p
elles,ils,51
avaient,avoir,18
voiture,voiture,22
/!,/!,P
rien,rien,52
ne,ne,60
leur,leur,52
a,avoir,17
résisté,résister,12
/.,/.,P
moi,moi,51
seul,seul,30
suis,être,17
coupable,coupable,30
",",",",p
mais,mais,82
coupable,coupable,30
par,par,81
amour,amour,21
/.,/.,P
leur,leur,73
voix,voix,22
m',je,51
ouvrait,ouvrir,18
le,le,71
coeur,coeur,21
/.,/.,P
je,je,51
les,le,52
entends,entendre,17
",",",",p
elles,ils,51
viennent,venir,17
/.,/.,P
oh,oh,93
!,!,p
oui,oui,60
",",",",p
elles,ils,51
viendront,venir,15
/.,/.,P
la,le,71
loi,loi,22
veut,vouloir,17
qu',que,83
on,on,51
vienne,venir,17
voir,voir,14
mourir,mourir,14
son,son,73
père,père,21
",",",",p
la,le,71
loi,loi,22
est,être,17
pour,pour,81
moi,moi,51
/.,/.,P
puis,puis,60
ça,ça,52
ne,ne,60
coûtera,coûter,15
qu',que,83
une,un,71
course,course,22
/.,/.,P
je,je,51
la,le,52
paierai,payer,15
/.,/.,P
écrivez,écrire,17
leur,leur,52
que,que,83
j',je,51
ai,avoir,17
des,de,81
des,le,71
millions,million,21
à,à,81
leur,leur,52
laisser,laisser,14
/!,/!,P
parole,parole,22
d',de,81
honneur,honneur,21
/.,/.,P
j',je,51
irai,aller,15
faire,faire,14
des,de,81
des,le,71
pâtes,pâte,22
d',de,81
Italie,Italie,20
à,à,81
Odessa,Odessa,20
/.,/.,P
je,je,51
connais,connaître,17
la,le,71
manière,manière,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
",",",",p
dans,dans,81
mon,mon,73
projet,projet,21
",",",",p
des,de,81
des,le,71
millions,million,21
à,à,81
gagner,gagner,14
/.,/.,P
personne,personne,52
n',ne,60
y,y,52
a,avoir,17
pensé,penser,12
/.,/.,P
ça,ça,52
ne,ne,60
se,se,51
gâtera,gâter,15
point,point,60
dans,dans,81
le,le,71
transport,transport,21
comme,comme,83
le,le,71
blé,blé,21
ou,ou,82
comme,comme,83
la,le,71
farine,farine,22
/.,/.,P
eh,eh,93
",",",",p
eh,eh,93
",",",",p
l',le,71
amidon,amidon,21
?,?,p
il,il,51
y,y,52
aura,avoir,15
là,là,60
des,de,81
des,le,71
millions,million,21
/!,/!,P
vous,vous,51
ne,ne,60
mentirez,mentir,15
pas,pas,60
",",",",p
dites,dire,17
leur,leur,52
des,de,81
des,le,71
millions,million,21
",",",",p
et,et,82
quand,quand,83
même,même,60
elles,ils,51
viendraient,venir,16
par,par,81
avarice,avarice,22
",",",",p
j',je,51
aime,aimer,17
mieux,mieux,60
être,être,14
trompé,tromper,12
",",",",p
je,je,51
les,le,52
verrai,voir,15
/.,/.,P
je,je,51
veux,vouloir,17
mes,mon,73
filles,fille,22
!,!,p
je,je,51
les,le,52
ai,avoir,17
faites,faire,12
!,!,p
elles,ils,51
sont,être,17
à,à,81
moi,moi,51
!,!,p
dit,dire,19
il,il,51
en,en,81
se,se,51
dressant,dresser,13
sur,sur,81
son,son,73
séant,séant,21
en,en,81
montrant,montrer,13
à,à,81
Eugène,Eugène,20
une,un,71
tête,tête,22
dont,dont,52
les,le,71
cheveux,cheveu,21
blancs,blanc,30
étaient,être,18
épars,épars,30
et,et,82
qui,qui,52
menaçait,menacer,18
par,par,81
tout,tout,52
ce,ce,52
qui,qui,52
pouvait,pouvoir,18
exprimer,exprimer,14
la,le,71
menace,menace,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
lui,lui,51
dit,dire,19
Eugène,Eugène,20
",",",",p
recouchez,recoucher,17
vous,vous,51
",",",",p
mon,mon,73
bon,bon,30
père,père,21
Goriot,Goriot,20
",",",",p
je,je,51
vais,aller,17
leur,leur,52
écrire,écrire,14
/.,/.,P
aussitôt,aussitôt,60
que,que,83
Bianchon,Bianchon,20
sera,être,15
de,de,81
retour,retour,21
",",",",p
j',je,51
irai,aller,15
si,si,83
elles,ils,51
ne,ne,60
viennent,venir,17
pas,pas,60
/.,/.,P
-,-,p
si,si,83
elles,ils,51
ne,ne,60
viennent,venir,17
pas,pas,60
?,?,p
répéta,répéter,19
le,le,71
vieillard,vieillard,21
en,en,81
sanglotant,sangloter,13
/.,/.,P
mais,mais,82
je,je,51
serai,être,16
mort,mourir,12
",",",",p
mort,mourir,12
dans,dans,81
un,un,71
accès,accès,21
de,de,81
rage,rage,22
",",",",p
de,de,81
rage,rage,22
/!,/!,P
la,le,71
rage,rage,22
me,je,51
gagne,gagner,17
/!,/!,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
je,je,51
vois,voir,17
ma,mon,73
vie,vie,22
entière,entier,30
/.,/.,P
je,je,51
suis,être,17
dupe,dupe,30
!,!,p
elles,ils,51
ne,ne,60
m',je,51
aiment,aimer,17
pas,pas,60
",",",",p
elles,ils,51
ne,ne,60
m',je,51
ont,avoir,17
jamais,jamais,60
aimé,aimer,12
!,!,p
cela,cela,52
est,être,17
clair,clair,30
/.,/.,P
si,si,83
elles,ils,51
ne,ne,60
sont,être,17
pas,pas,60
venues,venir,12
",",",",p
elles,ils,51
ne,ne,60
viendront,venir,15
pas,pas,60
/.,/.,P
plus,plus,60
elles,ils,51
auront,avoir,15
tardé,tarder,12
",",",",p
moins,moins,60
elles,ils,51
se,se,51
décideront,décider,15
à,à,81
me,je,51
faire,faire,14
cette,ce,74
joie,joie,22
/.,/.,P
je,je,51
les,le,52
connais,connaître,17
/.,/.,P
elles,ils,51
n',ne,60
ont,avoir,17
jamais,jamais,60
rien,rien,52
su,savoir,12
deviner,deviner,14
de,de,81
mes,mon,73
chagrins,chagrin,21
",",",",p
de,de,81
mes,mon,73
douleurs,douleur,22
",",",",p
de,de,81
mes,mon,73
besoins,besoin,21
",",",",p
elles,ils,51
ne,ne,60
devineront,deviner,15
pas,pas,60
plus,plus,60
ma,mon,73
mort,mort,22
elles,ils,51
ne,ne,60
sont,être,17
seulement,seulement,60
pas,pas,60
dans,dans,81
le,le,71
secret,secret,21
de,de,81
ma,mon,73
tendresse,tendresse,22
/.,/.,P
oui,oui,60
",",",",p
je,je,51
le,le,52
vois,voir,17
",",",",p
pour,pour,81
elles,ils,51
",",",",p
l',le,71
habitude,habitude,22
de,de,81
m',je,51
ouvrir,ouvrir,14
les,le,71
entrailles,entraille,22
a,avoir,17
ôté,ôter,12
du,de,81
du,le,71
prix,prix,21
à,à,81
tout,tout,52
ce,ce,52
que,que,52
je,je,51
faisais,faire,18
/.,/.,P
elles,ils,51
auraient,avoir,16
demandé,demander,12
à,à,81
me,je,51
crever,crever,14
les,le,71
yeux,oeil,21
",",",",p
je,je,51
leur,leur,52
aurais,avoir,16
dit,dire,12
:,:,p
“,“,p
crevez,crever,17
les,le,52
!,!,p
je,je,51
suis,être,17
trop,trop,60
bête,bête,30
/.,/.,P
elles,ils,51
croient,croire,17
que,que,83
tous,tout,75
les,le,71
pères,père,21
sont,être,17
comme,comme,83
le,le,71
leur,leur,52
/.,/.,P
il,il,51
faut,falloir,17
toujours,toujours,60
se,se,51
faire,faire,14
valoir,valoir,14
/.,/.,P
leurs,leur,73
enfants,enfant,21
me,je,51
vengeront,venger,15
/.,/.,P
mais,mais,82
c',ce,52
est,être,17
dans,dans,81
leur,leur,73
intérêt,intérêt,21
de,de,81
venir,venir,14
ici,ici,60
/.,/.,P
prévenez,prévenir,17
les,le,52
donc,donc,82
qu',que,83
elles,ils,51
compromettent,compromettre,17
leur,leur,73
agonie,agonie,22
/.,/.,P
elles,ils,51
commettent,commettre,17
tous,tout,75
les,le,71
crimes,crime,21
en,en,81
un,un,71
seul,seul,30
/.,/.,P
mais,mais,82
allez,aller,17
donc,donc,82
",",",",p
dites,dire,17
leur,leur,52
donc,donc,82
que,que,83
",",",",p
ne,ne,60
pas,pas,60
venir,venir,14
",",",",p
c',ce,52
est,être,17
un,un,71
parricide,parricide,21
/!,/!,P
elles,ils,51
en,en,52
ont,avoir,17
assez,assez,60
commis,commettre,12
sans,sans,81
ajouter,ajouter,14
celui-là,celui-là,52
/.,/.,P
criez,crier,17
donc,donc,82
comme,comme,83
moi,moi,51
:,:,p
“,“,p
hé,hé,93
",",",",p
Nasie,Nasie,20
!,!,p
hé,hé,93
",",",",p
Delphine,Delphine,20
!,!,p
venez,venir,17
à,à,81
votre,votre,73
père,père,21
qui,qui,52
a,avoir,17
été,être,12
si,si,60
bon,bon,30
pour,pour,81
vous,vous,51
et,et,82
qui,qui,52
souffre,souffrir,17
/!,/!,P
rien,rien,52
",",",",p
personne,personne,52
/.,/.,P
mourrai,mourir,15
je,je,51
donc,donc,82
comme,comme,83
un,un,71
chien,chien,21
/?,/?,P
voilà,voilà,81
ma,mon,73
récompense,récompense,22
",",",",p
l',le,71
abandon,abandon,21
/.,/.,P
ce,ce,52
sont,être,17
des,de,81
des,le,71
infâmes,infâme,30
",",",",p
des,de,81
des,le,71
scélérates,scélérate,22
;,;,p
je,je,51
les,le,52
abomine,abominer,17
",",",",p
je,je,51
les,le,52
maudis,maudire,17
",",",",p
je,je,51
me,je,51
relèverai,relever,15
",",",",p
la,le,71
nuit,nuit,22
",",",",p
de,de,81
mon,mon,73
cercueil,cercueil,21
pour,pour,81
les,le,52
remaudire,remaudire,14
",",",",p
car,car,82
",",",",p
enfin,enfin,60
",",",",p
mes,mon,73
amis,ami,21
",",",",p
ai,avoir,17
je,je,51
tort,tort,21
/?,/?,P
elles,ils,51
se,se,51
conduisent,conduire,17
bien,bien,60
mal,mal,60
!,!,p
hein,hein,93
/?,/?,P
qu',que,52
est,être,17
ce,ce,52
que,que,83
je,je,51
dis,dire,17
/?,/?,P
ne,ne,60
m',je,51
avez,avoir,17
vous,vous,51
pas,pas,60
averti,avertir,12
que,que,83
Delphine,Delphine,20
est,être,17
là,là,60
/?,/?,P
c',ce,52
est,être,17
la,le,71
meilleure,meilleur,30
des,de,81
des,le,71
deux,deux,72
/.,/.,P
vous,vous,51
êtes,être,17
mon,mon,73
fils,fils,21
",",",",p
Eugène,Eugène,20
",",",",p
vous,vous,51
!,!,p
aimez,aimer,17
la,le,52
",",",",p
soyez,être,17
un,un,71
père,père,21
pour,pour,81
elle,il,51
/.,/.,P
l',le,71
autre,autre,52
est,être,17
bien,bien,60
malheureuse,malheureux,30
/.,/.,P
et,et,82
leurs,leur,73
fortunes,fortune,22
/!,/!,P
ah,ah,93
",",",",p
mon,mon,73
dieu,dieu,21
/!,/!,P
j',je,51
expire,expirer,17
",",",",p
je,je,51
souffre,souffrir,17
un,un,71
peu,peu,60
trop,trop,60
/!,/!,P
coupez,couper,17
moi,moi,51
la,le,71
tête,tête,22
",",",",p
laissez,laisser,17
moi,moi,51
seulement,seulement,60
le,le,71
coeur,coeur,21
/.,/.,P
-,-,p
Christophe,Christophe,20
",",",",p
allez,aller,17
chercher,chercher,14
Bianchon,Bianchon,20
",",",",p
s',se,51
écria,écrier,19
Eugène,Eugène,20
épouvanté,épouvanté,31
du,de,81
du,le,71
caractère,caractère,21
que,que,52
prenaient,prendre,18
les,le,71
plaintes,plainte,22
