11581
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-troisième extrait>,<>,<>
le,le,71
commodore,commodore,21
en,en,81
bondissant,bondir,13
de,de,81
son,son,73
fauteuil,fauteuil,21
et,et,82
en,en,81
rejetant,rejeter,13
le,le,71
tuyau,tuyau,21
de,de,81
maroquin,maroquin,21
de,de,81
son,son,73
hooka,hooka,92
/.,/.,P
quand,quand,83
on,on,51
attaquait,attaquer,18
cette,ce,74
corde,corde,22
chez,chez,81
sir,sir,92
Joshua,Joshua,20
Ward,Ward,20
",",",",p
elle,il,51
vibrait,vibrer,18
toujours,toujours,60
/.,/.,P
“,“,p
ma,mon,73
nièce,nièce,22
est,être,17
elle,il,51
donc,donc,82
dangereusement,dangereusement,60
malade,malade,30
/?,/?,P
-,-,p
ne,ne,60
vous,vous,51
alarmez,alarmer,17
pas,pas,60
si,si,60
vite,vite,60
",",",",p
milord,milord,21
;,;,p
miss,miss,22
Alicia,Alicia,20
peut,pouvoir,17
vivre,vivre,14
",",",",p
et,et,82
même,même,60
très,très,60
longtemps,longtemps,60
/.,/.,P
-,-,p
à,à,81
la,le,71
bonne,bon,30
heure,heure,22
!,!,p
vous,vous,51
m',je,51
aviez,avoir,18
bouleversé,bouleverser,12
/.,/.,P
-,-,p
mais,mais,82
à,à,81
une,un,71
condition,condition,22
",",",",p
continua,continuer,19
le,le,71
comte,comte,21
Altavilla,Altavilla,20
:,:,p
c',ce,52
est,être,17
qu',que,83
elle,il,51
ne,ne,60
voie,voir,17
plus,plus,60
monsieur,monsieur,21
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
/.,/.,P
-,-,p
ah,ah,93
!,!,p
voilà,voilà,81
la,le,71
jettature,jettature,92
qui,qui,52
revient,revenir,17
sur,sur,81
l',le,71
eau,eau,22
/!,/!,P
par,par,81
malheur,malheur,21
",",",",p
miss,miss,22
Ward,Ward,20
n',ne,60
y,y,52
croit,croire,17
pas,pas,60
/.,/.,P
-,-,p
écoutez,écouter,17
moi,moi,51
",",",",p
dit,dit,31
posément,posément,60
le,le,71
comte,comte,21
Altavilla,Altavilla,20
/.,/.,P
-,-,p
lorsque,lorsque,83
j',je,51
ai,avoir,17
rencontré,rencontrer,12
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
miss,miss,22
Alicia,Alicia,20
au,à,81
au,le,71
bal,bal,21
chez,chez,81
le,le,71
prince,prince,21
de,de,81
Syracuse,Syracuse,20
et,et,82
que,que,83
j',je,51
ai,avoir,17
conçu,concevoir,12
pour,pour,81
elle,il,51
une,un,71
passion,passion,22
aussi,aussi,60
respectueuse,respectueux,30
qu',que,83
ardente,ardent,30
",",",",p
c',ce,52
est,être,17
de,de,81
la,le,71
santé,santé,22
étincelante,étincelant,30
",",",",p
de,de,81
la,le,71
joie,joie,22
d',de,81
existence,existence,22
",",",",p
de,de,81
la,le,71
fleur,fleur,22
de,de,81
vie,vie,22
qui,qui,52
éclataient,éclater,18
dans,dans,81
toute,tout,75
sa,son,73
personne,personne,22
que,que,83
je,je,51
fus,être,19
d'abord,d'abord,60
frappé,frapper,12
/.,/.,P
sa,son,73
beauté,beauté,22
en,en,52
devenait,devenir,18
lumineuse,lumineux,30
et,et,82
nageait,nager,18
comme,comme,83
dans,dans,81
une,un,71
atmosphère,atmosphère,22
de,de,81
bien-être,bien-être,21
/.,/.,P
-,-,p
cette,ce,74
phosphorescence,phosphorescence,22
la,le,52
faisait,faire,18
briller,briller,14
comme,comme,83
une,un,71
étoile,étoile,22
;,;,p
elle,il,51
éteignait,éteindre,18
Anglaises,Anglais,20
",",",",p
Russes,Russe,20
",",",",p
Italiennes,Italien,20
",",",",p
et,et,82
je,je,51
ne,ne,60
vis,voir,19
plus,plus,60
qu',que,83
elle,il,51
/.,/.,P
-,-,p
à,à,81
la,le,71
distinction,distinction,22
britannique,britannique,30
elle,il,51
joignait,joindre,18
la,le,71
grâce,grâce,22
pure,pur,30
et,et,82
forte,fort,30
des,de,81
des,le,71
anciennes,ancien,30
déesses,déesse,22
;,;,p
excusez,excuser,17
cette,ce,74
mythologie,mythologie,22
chez,chez,81
le,le,71
descendant,descendant,21
d',de,81
une,un,71
colonie,colonie,22
grecque,grec,30
/.,/.,P
-,-,p
c',ce,52
est,être,17
vrai,vrai,30
qu',que,83
elle,il,51
était,être,18
superbe,superbe,30
/!,/!,P
miss,miss,22
Edwina,Edwina,20
O'Herty,O'Herty,20
",",",",p
lady,lady,22
Eleonor,Eleonor,20
Lilly,Lilly,20
",",",",p
mistress,mistress,21
Jane,Jane,20
Strangford,Strangford,20
",",",",p
la,le,71
princesse,princesse,22
Véra,Véra,20
Fédorowna,Fédorowna,20
Bariatinski,Bariatinski,20
faillirent,faillir,19
en,en,52
avoir,avoir,14
la,le,71
jaunisse,jaunisse,22
de,de,81
dépit,dépit,21
",",",",p
dit,dit,31
le,le,71
commodore,commodore,21
enchanté,enchanté,31
/.,/.,P
-,-,p
et,et,82
maintenant,maintenant,60
ne,ne,60
remarquez,remarquer,17
vous,vous,51
pas,pas,60
que,que,83
sa,son,73
beauté,beauté,22
a,avoir,17
pris,prendre,12
quelque,quelque,75
chose,chose,22
de,de,81
languissant,languissant,30
",",",",p
que,que,83
ses,son,73
traits,trait,21
s',se,51
atténuent,atténuer,17
en,en,81
délicatesses,délicatesse,22
morbides,morbide,30
",",",",p
que,que,52
les,le,71
veines,veine,22
de,de,81
ses,son,73
mains,main,22
se,se,51
dessinent,dessiner,17
plus,plus,60
bleues,bleu,30
qu',que,83
il,il,51
ne,ne,60
faudrait,falloir,16
",",",",p
que,que,52
sa,son,73
voix,voix,22
a,avoir,17
des,de,81
des,le,71
sons,son,21
d',de,81
harmonica,harmonica,21
d',de,81
une,un,71
vibration,vibration,22
inquiétante,inquiétant,30
et,et,82
d',de,81
un,un,71
charme,charme,21
douloureux,douloureux,30
/?,/?,P
l',le,71
élément,élément,21
terrestre,terrestre,30
s',se,51
efface,effacer,17
et,et,82
laisse,laisser,17
dominer,dominer,14
l',le,71
élément,élément,21
angélique,angélique,30
/.,/.,P
miss,miss,22
Alicia,Alicia,20
devient,devenir,17
d',de,81
une,un,71
perfection,perfection,22
éthérée,éthéré,30
que,que,52
",",",",p
dussiez,devoir,18
vous,vous,51
me,je,51
trouver,trouver,14
matériel,matériel,30
",",",",p
je,je,51
n',ne,60
aime,aimer,17
pas,pas,60
voir,voir,14
aux,à,81
aux,le,71
filles,fille,22
de,de,81
ce,ce,74
globe,globe,21
/.,/.,P
“,“,p
ce,ce,52
que,que,52
disait,dire,18
le,le,71
comte,comte,21
répondait,répondre,18
si,si,60
bien,bien,60
aux,à,81
aux,le,71
préoccupations,préoccupation,22
secrètes,secret,30
de,de,81
sir,sir,92
Joshua,Joshua,20
Ward,Ward,20
qu',que,52
il,il,51
resta,rester,19
quelques,quelque,75
minutes,minute,22
silencieux,silencieux,30
et,et,82
comme,comme,83
perdu,perdu,31
dans,dans,81
une,un,71
rêverie,rêverie,22
profonde,profond,30
/.,/.,P
“,“,p
tout,tout,75
cela,cela,52
est,être,17
vrai,vrai,30
;,;,p
bien,bien,60
que,que,83
parfois,parfois,60
je,je,51
cherche,chercher,17
à,à,81
me,je,51
faire,faire,14
illusion,illusion,22
",",",",p
je,je,51
ne,ne,60
puis,pouvoir,17
en,en,52
disconvenir,disconvenir,14
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
fini,finir,12
",",",",p
dit,dire,12
le,le,71
comte,comte,21
;,;,p
la,le,71
santé,santé,22
de,de,81
miss,miss,22
Alicia,Alicia,20
avant,avant,81
l',le,71
arrivée,arrivée,22
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
en,en,81
Angleterre,Angleterre,20
avait,avoir,18
elle,il,51
fait,faire,12
naître,naître,14
des,de,81
des,le,71
inquiétudes,inquiétude,22
/?,/?,P
-,-,p
jamais,jamais,60
:,:,p
c',ce,52
était,être,18
la,le,71
plus,plus,60
fraîche,frais,30
et,et,82
la,le,71
plus,plus,60
rieuse,rieur,30
enfant,enfant,21
des,de,81
des,le,71
trois,trois,72
royaumes,royaume,21
/.,/.,P
-,-,p
la,le,71
présence,présence,22
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
coïncide,coïncider,17
",",",",p
comme,comme,83
vous,vous,51
le,le,52
voyez,voir,17
",",",",p
avec,avec,81
les,le,71
périodes,période,22
maladives,maladif,30
qui,qui,52
altèrent,altérer,17
la,le,71
précieuse,précieux,30
santé,santé,22
de,de,81
miss,miss,22
Ward,Ward,20
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
demande,demander,17
pas,pas,60
",",",",p
à,à,81
vous,vous,51
",",",",p
homme,homme,21
du,de,81
du,le,71
nord,nord,21
",",",",p
d',de,81
ajouter,ajouter,14
une,un,71
foi,foi,22
implicite,implicite,30
à,à,81
une,un,71
croyance,croyance,22
",",",",p
à,à,81
un,un,71
préjugé,préjugé,21
",",",",p
à,à,81
une,un,71
superstition,superstition,22
",",",",p
si,si,83
vous,vous,51
voulez,vouloir,17
",",",",p
de,de,81
nos,notre,73
contrées,contrée,22
méridionales,méridional,30
",",",",p
mais,mais,82
convenez,convenir,17
cependant,cependant,82
que,que,83
ces,ce,74
faits,fait,21
sont,être,17
étranges,étrange,30
et,et,82
méritent,mériter,17
toute,tout,75
votre,votre,73
attention,attention,22
/…,/…,P
-,-,p
Alicia,Alicia,20
ne,ne,60
peut,pouvoir,17
elle,il,51
être,être,14
malade,malade,30
…,…,p
naturellement,naturellement,60
?,?,p
dit,dit,31
le,le,71
commodore,commodore,21
",",",",p
ébranlé,ébranlé,31
par,par,81
les,le,71
raisonnements,raisonnement,21
captieux,captieux,30
d',de,81
Altavilla,Altavilla,20
",",",",p
mais,mais,82
que,que,52
retenait,retenir,18
une,un,71
sorte,sorte,22
de,de,81
honte,honte,22
anglaise,anglais,30
d',de,81
adopter,adopter,14
la,le,71
croyance,croyance,22
populaire,populaire,30
napolitaine,napolitain,30
/.,/.,P
-,-,p
miss,miss,22
Ward,Ward,20
n',ne,60
est,être,17
pas,pas,60
malade,malade,30
;,;,p
elle,il,51
subit,subir,17
une,un,71
sorte,sorte,22
d',de,81
empoisonnement,empoisonnement,21
par,par,81
le,le,71
regard,regard,21
",",",",p
et,et,82
si,si,83
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
n',ne,60
est,être,17
pas,pas,60
jettatore,jettatore,92
",",",",p
au,à,81
au,le,71
moins,moins,60
il,il,51
est,être,17
funeste,funeste,30
/.,/.,P
-,-,p
qu',que,52
y,y,52
puis,pouvoir,17
je,je,51
faire,faire,14
?,?,p
elle,il,51
aime,aimer,17
Paul,Paul,20
",",",",p
se,se,51
rit,rire,17
de,de,81
la,le,71
jettature,jettature,92
et,et,82
prétend,prétendre,17
qu',que,83
on,on,51
ne,ne,60
peut,pouvoir,17
donner,donner,14
une,un,71
pareille,pareil,30
raison,raison,22
à,à,81
un,un,71
homme,homme,21
d',de,81
honneur,honneur,21
pour,pour,81
le,le,52
refuser,refuser,14
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
le,le,71
droit,droit,21
de,de,81
m',je,51
occuper,occuper,14
de,de,81
votre,votre,73
nièce,nièce,22
:,:,p
je,je,51
ne,ne,60
suis,être,17
ni,ni,82
son,son,73
frère,frère,21
",",",",p
ni,ni,82
son,son,73
parent,parent,21
",",",",p
ni,ni,82
son,son,73
fiancé,fiancé,21
;,;,p
mais,mais,82
si,si,83
j',je,51
obtenais,obtenir,18
votre,votre,73
aveu,aveu,21
",",",",p
peut-être,peut-être,60
tenterais,tenter,16
je,je,51
un,un,71
effort,effort,21
pour,pour,81
l',le,52
arracher,arracher,14
à,à,81
cette,ce,74
influence,influence,22
fatale,fatal,30
/.,/.,P
oh,oh,93
!,!,p
ne,ne,60
craignez,craindre,17
rien,rien,52
;,;,p
je,je,51
ne,ne,60
commettrai,commettre,15
pas,pas,60
d',de,81
extravagance,extravagance,22
;,;,p
-,-,p
quoique,quoique,83
jeune,jeune,30
",",",",p
je,je,51
sais,savoir,17
qu',que,83
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
faire,faire,14
de,de,81
bruit,bruit,21
autour,autour,60
de,de,81
la,le,71
réputation,réputation,22
d',de,81
une,un,71
jeune,jeune,30
fille,fille,22
;,;,p
-,-,p
seulement,seulement,60
permettez,permettre,17
moi,moi,51
de,de,81
me,je,51
taire,taire,14
sur,sur,81
mon,mon,73
plan,plan,21
/.,/.,P
ayez,avoir,17
assez,assez,60
de,de,81
confiance,confiance,22
en,en,81
ma,mon,73
loyauté,loyauté,22
pour,pour,81
croire,croire,14
qu',que,83
il,il,51
ne,ne,60
renferme,renfermer,17
rien,rien,52
que,que,83
l',le,71
honneur,honneur,21
le,le,71
plus,plus,60
délicat,délicat,30
ne,ne,60
puisse,pouvoir,17
avouer,avouer,14
/.,/.,P
-,-,p
vous,vous,51
aimez,aimer,17
donc,donc,82
bien,bien,60
ma,mon,73
nièce,nièce,22
?,?,p
dit,dit,31
le,le,71
commodore,commodore,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
puisque,puisque,83
je,je,51
l',le,52
aime,aimer,17
sans,sans,81
espoir,espoir,21
;,;,p
mais,mais,82
m',je,51
accorderez,accorder,15
vous,vous,51
la,le,71
licence,licence,22
d',de,81
agir,agir,14
/?,/?,P
-,-,p
vous,vous,51
êtes,être,17
un,un,71
terrible,terrible,30
homme,homme,21
",",",",p
comte,comte,21
Altavilla,Altavilla,20
;,;,p
eh,eh,93
bien,bien,60
!,!,p
tâchez,tâcher,17
de,de,81
sauver,sauver,14
Alicia,Alicia,20
à,à,81
votre,votre,73
manière,manière,22
",",",",p
je,je,51
ne,ne,60
le,le,52
trouverai,trouver,15
pas,pas,60
mauvais,mauvais,30
",",",",p
et,et,82
même,même,60
je,je,51
le,le,52
trouverai,trouver,15
fort,fort,60
bon,bon,30
/.,/.,P
“,“,p
le,le,71
comte,comte,21
se,se,51
leva,lever,19
",",",",p
salua,saluer,19
",",",",p
regagna,regagner,19
sa,son,73
voiture,voiture,22
et,et,82
dit,dire,17
au,à,81
au,le,71
cocher,cocher,21
de,de,81
le,le,52
conduire,conduire,14
à,à,81
l',le,71
hôtel,hôtel,21
de,de,81
Rome,Rome,20
/.,/.,P
Paul,Paul,20
",",",",p
les,le,71
coudes,coude,21
sur,sur,81
la,le,71
table,table,22
",",",",p
la,le,71
tête,tête,22
dans,dans,81
ses,son,73
mains,main,22
",",",",p
était,être,18
plongé,plonger,12
dans,dans,81
les,le,71
plus,plus,60
douloureuses,douloureux,30
réflexions,réflexion,22
;,;,p
il,il,51
avait,avoir,18
vu,voir,12
les,le,71
deux,deux,72
ou,ou,82
trois,trois,72
gouttelettes,gouttelette,22
rouges,rouge,30
sur,sur,81
le,le,71
mouchoir,mouchoir,21
d',de,81
Alicia,Alicia,20
",",",",p
et,et,82
",",",",p
toujours,toujours,60
infatué,infatué,30
de,de,81
son,son,73
idée,idée,22
fixe,fixe,30
",",",",p
il,il,51
se,se,51
reprochait,reprocher,18
son,son,73
amour,amour,21
meurtrier,meurtrier,30
;,;,p
il,il,51
se,se,51
blâmait,blâmer,18
d',de,81
accepter,accepter,14
le,le,71
dévouement,dévouement,21
de,de,81
cette,ce,74
belle,beau,30
jeune,jeune,21
fille,fille,22
décidée,décidé,31
à,à,81
mourir,mourir,14
pour,pour,81
lui,lui,51
",",",",p
et,et,82
se,se,51
demandait,demander,18
par,par,81
quel,quel,75
sacrifice,sacrifice,21
surhumain,surhumain,30
il,il,51
pourrait,pouvoir,16
payer,payer,14
cette,ce,74
sublime,sublime,30
abnégation,abnégation,22
/.,/.,P
Paddy,Paddy,20
",",",",p
le,le,71
jockey,jockey,21
gnome,gnome,21
",",",",p
interrompit,interrompre,19
cette,ce,74
méditation,méditation,22
en,en,81
apportant,apporter,13
la,le,71
carte,carte,22
du,de,81
du,le,71
comte,comte,21
Altavilla,Altavilla,20
/.,/.,P
“,“,p
le,le,71
comte,comte,21
Altavilla,Altavilla,20
!,!,p
que,que,52
peut,pouvoir,17
il,il,51
me,je,51
vouloir,vouloir,14
?,?,p
fit,faire,19
Paul,Paul,20
excessivement,excessivement,60
surpris,surpris,31
/.,/.,P
faites,faire,17
le,le,52
entrer,entrer,14
/.,/.,P
“,“,p
lorsque,lorsque,83
le,le,71
Napolitain,Napolitain,20
parut,paraître,19
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
la,le,71
porte,porte,22
",",",",p
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
avait,avoir,18
déjà,déjà,60
posé,poser,12
sur,sur,81
son,son,73
étonnement,étonnement,21
ce,ce,74
masque,masque,21
d',de,81
indifférence,indifférence,22
glaciale,glacial,30
qui,qui,52
sert,servir,17
aux,à,81
aux,le,71
gens,gens,21
du,de,81
du,le,71
monde,monde,21
à,à,81
cacher,cacher,14
leurs,leur,73
impressions,impression,22
/.,/.,P
avec,avec,81
une,un,71
politesse,politesse,22
froide,froid,30
il,il,51
désigna,désigner,19
un,un,71
fauteuil,fauteuil,21
au,à,81
au,le,71
comte,comte,21
",",",",p
s',se,51
assit,asseoir,19
lui-même,lui-même,51
",",",",p
et,et,82
attendit,attendre,19
en,en,81
silence,silence,21
",",",",p
les,le,71
yeux,oeil,21
fixés,fixé,31
sur,sur,81
le,le,71
visiteur,visiteur,21
/.,/.,P
“,“,p
monsieur,monsieur,21
",",",",p
commença,commencer,19
le,le,71
comte,comte,21
en,en,81
jouant,jouer,13
avec,avec,81
les,le,71
breloques,breloque,22
de,de,81
sa,son,73
montre,montre,22
",",",",p
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
à,à,81
vous,vous,51
dire,dire,14
est,être,17
si,si,60
étrange,étrange,30
",",",",p
si,si,60
déplacé,déplacer,12
",",",",p
si,si,60
inconvenant,inconvenant,30
",",",",p
que,que,83
vous,vous,51
auriez,avoir,16
le,le,71
droit,droit,21
de,de,81
me,je,51
jeter,jeter,14
par,par,81
la,le,71
fenêtre,fenêtre,22
/.,/.,P
-,-,p
épargnez,épargner,17
moi,moi,51
cette,ce,74
brutalité,brutalité,22
",",",",p
car,car,82
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
vous,vous,51
rendre,rendre,14
raison,raison,22
en,en,81
galant,galant,30
homme,homme,21
/.,/.,P
-,-,p
j',je,51
écoute,écouter,17
",",",",p
monsieur,monsieur,21
",",",",p
sauf,sauf,81
à,à,81
profiter,profiter,14
plus,plus,60
tard,tard,60
de,de,81
l',le,71
offre,offre,22
que,que,52
vous,vous,51
me,je,51
faites,faire,17
",",",",p
si,si,83
vos,votre,73
discours,discours,21
ne,ne,60
me,je,51
conviennent,convenir,17
pas,pas,60
",",",",p
répondit,répondre,19
Paul,Paul,20
",",",",p
sans,sans,81
qu',que,83
un,un,71
muscle,muscle,21
de,de,81
sa,son,73
figure,figure,22
bougeât,bouger,18
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
jettatore,jettatore,92
/!,/!,P
“,“,p
à,à,81
ces,ce,74
mots,mot,21
",",",",p
une,un,71
pâleur,pâleur,22
verte,vert,30
envahit,envahir,19
subitement,subitement,60
la,le,71
face,face,22
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
",",",",p
une,un,71
auréole,auréole,22
rouge,rouge,30
cercla,cercler,19
ses,son,73
yeux,oeil,21
;,;,p
ses,son,73
sourcils,sourcil,21
se,se,51
rapprochèrent,rapprocher,19
",",",",p
la,le,71
ride,ride,22
de,de,81
son,son,73
front,front,21
se,se,51
creusa,creuser,19
",",",",p
et,et,82
de,de,81
ses,son,73
prunelles,prunelle,22
jaillirent,jaillir,19
comme,comme,83
des,de,81
des,le,71
lueurs,lueur,22
sulfureuses,sulfureux,30
;,;,p
il,il,51
se,se,51
souleva,soulever,19
à,à,81
demi,demi,30
",",",",p
déchirant,déchirer,13
de,de,81
ses,son,73
mains,main,22
crispées,crispé,31
les,le,71
bras,bras,21
d',de,81
acajou,acajou,21
du,de,81
du,le,71
fauteuil,fauteuil,21
/.,/.,P
ce,ce,52
fut,être,19
si,si,60
terrible,terrible,30
qu',que,83
Altavilla,Altavilla,20
",",",",p
tout,tout,52
brave,braver,17
qu',que,83
il,il,51
était,être,18
",",",",p
saisit,saisir,19
une,un,52
des,de,81
des,le,71
petites,petit,30
branches,branche,22
de,de,81
corail,corail,21
bifurquées,bifurqué,31
suspendues,suspendu,31
à,à,81
la,le,71
chaîne,chaîne,22
de,de,81
sa,son,73
montre,montre,22
",",",",p
et,et,82
en,en,52
dirigea,diriger,19
instinctivement,instinctivement,60
les,le,71
pointes,pointe,22
vers,vers,81
son,son,73
interlocuteur,interlocuteur,21
/.,/.,P
par,par,81
un,un,71
effort,effort,21
suprême,suprême,30
de,de,81
volonté,volonté,22
",",",",p
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
se,se,51
rassit,rasseoir,19
et,et,82
dit,dire,19
:,:,p
“,“,p
vous,vous,51
aviez,avoir,18
raison,raison,22
",",",",p
monsieur,monsieur,21
;,;,p
telle,tel,52
est,être,17
",",",",p
en,en,81
effet,effet,21
",",",",p
la,le,71
récompense,récompense,22
que,que,52
mériterait,mériter,16
une,un,71
pareille,pareil,30
insulte,insulte,22
;,;,p
mais,mais,82
j',je,51
aurai,avoir,15
la,le,71
patience,patience,22
d',de,81
attendre,attendre,14
une,un,71
autre,autre,75
réparation,réparation,22
/.,/.,P
-,-,p
croyez,croire,17
",",",",p
continua,continuer,19
le,le,71
comte,comte,21
",",",",p
que,que,83
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
fait,faire,12
à,à,81
un,un,71
gentleman,gentleman,21
cet,ce,74
affront,affront,21
",",",",p
qui,qui,52
ne,ne,60
peut,pouvoir,17
se,se,51
laver,laver,14
qu',que,83
avec,avec,81
du,de,81
du,le,71
sang,sang,21
",",",",p
sans,sans,81
les,le,71
plus,plus,60
graves,grave,30
motifs,motif,21
/.,/.,P
j',je,51
aime,aimer,17
miss,miss,22
Alicia,Alicia,20
Ward,Ward,20
/.,/.,P
-,-,p
que,que,52
m',je,51
importe,importer,17
/?,/?,P
-,-,p
cela,cela,52
vous,vous,51
importe,importer,17
",",",",p
en,en,81
effet,effet,21
",",",",p
fort,fort,60
peu,peu,60
",",",",p
car,car,82
vous,vous,51
êtes,être,17
aimé,aimer,12
;,;,p
mais,mais,82
moi,moi,51
",",",",p
don,don,21
Felipe,Felipe,20
Altavilla,Altavilla,20
",",",",p
je,je,51
vous,vous,51
défends,défendre,17
de,de,81
voir,voir,14
miss,miss,22
Alicia,Alicia,20
Ward,Ward,20
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
d',de,81
ordre,ordre,21
à,à,81
recevoir,recevoir,14
de,de,81
vous,vous,51
/.,/.,P
-,-,p
je,je,51
le,le,52
sais,savoir,17
",",",",p
répondit,répondre,19
le,le,71
comte,comte,21
napolitain,napolitain,30
;,;,p
aussi,aussi,60
je,je,51
n',ne,60
espère,espérer,17
pas,pas,60
que,que,83
vous,vous,51
m',je,51
obéissiez,obéir,17
/.,/.,P
-,-,p
alors,alors,60
quel,quel,52
est,être,17
le,le,71
motif,motif,21
qui,qui,52
vous,vous,51
fait,faire,17
agir,agir,14
?,?,p
dit,dire,17
Paul,Paul,20
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
la,le,71
conviction,conviction,22
que,que,83
le,le,71
fascino,fascino,92
dont,dont,52
malheureusement,malheureusement,60
vous,vous,51
êtes,être,17
doué,douer,12
influe,influer,17
d',de,81
une,un,71
manière,manière,22
fatale,fatal,30
sur,sur,81
miss,miss,22
Alicia,Alicia,20
Ward,Ward,20
/.,/.,P
c',ce,52
est,être,17
là,là,60
une,un,71
idée,idée,22
absurde,absurde,30
",",",",p
un,un,71
préjugé,préjugé,21
digne,digne,30
du,de,81
du,le,71
moyen âge,moyen-âge,21
",",",",p
qui,qui,52
doit,devoir,17
vous,vous,51
paraître,paraître,14
profondément,profondément,60
ridicule,ridicule,30
;,;,p
je,je,51
ne,ne,60
discuterai,discuter,15
pas,pas,60
là-dessus,là-dessus,60
avec,avec,81
vous,vous,51
/.,/.,P
vos,votre,73
yeux,oeil,21
se,se,51
portent,porter,17
vers,vers,81
miss,miss,22
Ward,Ward,20
et,et,82
lui,lui,51
lancent,lancer,17
malgré,malgré,81
vous,vous,51
ce,ce,74
regard,regard,21
funeste,funeste,30
qui,qui,52
la,le,52
fera,faire,15
mourir,mourir,14
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
aucun,aucun,75
autre,autre,75
moyen,moyen,21
d',de,81
empêcher,empêcher,14
ce,ce,74
triste,triste,30
résultat,résultat,21
que,que,83
de,de,81
vous,vous,51
chercher,chercher,14
une,un,71
querelle,querelle,22
d',de,81
Allemand,Allemand,20
/.,/.,P
au,à,81
au,le,71
seizième,seizième,72
siècle,siècle,21
",",",",p
je,je,51
vous,vous,51
aurais,avoir,16
fait,faire,12
tuer,tuer,14
par,par,81
quelqu'un,quelqu'un,52
de,de,81
mes,mon,73
paysans,paysan,21
de,de,81
la,le,71
montagne,montagne,22
;,;,p
mais,mais,82
aujourd'hui,aujourd'hui,60
ces,ce,74
moeurs,moeurs,22
ne,ne,60
sont,être,17
plus,plus,60
de,de,81
mise,mise,22
/.,/.,P
j',je,51
ai,avoir,17
bien,bien,60
pensé,penser,12
à,à,81
vous,vous,51
prier,prier,14
de,de,81
retourner,retourner,14
en,en,81
France,France,20
;,;,p
c',ce,52
était,être,18
trop,trop,60
naïf,naïf,30
:,:,p
vous,vous,51
auriez,avoir,16
ri,rire,12
de,de,81
ce,ce,74
rival,rival,21
qui,qui,52
vous,vous,51
eût,avoir,19
dit,dire,12
de,de,81
vous,vous,51
en,en,52
aller,aller,14
et,et,82
de,de,81
le,le,52
laisser,laisser,14
seul,seul,30
auprès,auprès,60
de,de,81
votre,votre,73
fiancée,fiancée,22
sous,sous,81
prétexte,prétexte,21
de,de,81
jettature,jettature,92
/.,/.,P
“,“,p
pendant,pendant,81
que,que,83
le,le,71
comte,comte,21
Altavilla,Altavilla,20
parlait,parler,18
",",",",p
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
se,se,51
sentait,sentir,18
pénétré,pénétré,31
d',de,81
une,un,71
secrète,secret,30
horreur,horreur,22
;,;,p
il,il,51
était,être,18
donc,donc,82
",",",",p
lui,lui,51
chrétien,chrétien,30
",",",",p
en,en,81
proie,proie,22
aux,à,81
aux,le,71
puissances,puissance,22
de,de,81
l',le,71
enfer,enfer,21
",",",",p
et,et,82
le,le,71
mauvais,mauvais,30
ange,ange,21
regardait,regarder,18
par,par,81
ses,son,73
prunelles,prunelle,22
!,!,p
il,il,51
semait,semer,18
les,le,71
catastrophes,catastrophe,22
",",",",p
son,son,73
amour,amour,21
donnait,donner,18
la,le,71
mort,mort,22
/!,/!,P
un,un,71
instant,instant,21
sa,son,73
raison,raison,22
tourbillonna,tourbillonner,19
dans,dans,81
son,son,73
cerveau,cerveau,21
",",",",p
et,et,82
la,le,71
folie,folie,22
battit,battre,19
de,de,81
ses,son,73
ailes,aile,22
les,le,71
parois,paroi,22
intérieures,intérieur,30
de,de,81
son,son,73
crâne,crâne,21
/.,/.,P
“,“,p
comte,comte,21
",",",",p
sur,sur,81
l',le,71
honneur,honneur,21
",",",",p
pensez,penser,17
vous,vous,51
ce,ce,52
que,que,52
vous,vous,51
dites,dire,17
?,?,p
s',se,51
écria,écrier,19
d',de,81
Aspremont,Aspremont,20
après,après,81
quelques,quelque,75
minutes,minute,22
