11697
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-septième extrait>,<>,<>
arrivé,arriver,12
à,à,81
partager,partager,14
souvent,souvent,60
certaines,certain,30
de,de,81
leurs,leur,73
sensations,sensation,22
",",",",p
et,et,82
il,il,51
éprouvait,éprouver,18
toujours,toujours,60
",",",",p
en,en,81
entrant,entrer,13
dans,dans,81
un,un,52
de,de,81
ces,ce,74
magasins,magasin,21
où,où,60
l',l',94
on,on,51
vend,vendre,17
les,le,71
accessoires,accessoire,21
charmants,charmant,30
et,et,82
délicats,délicat,30
de,de,81
leur,leur,73
beauté,beauté,22
",",",",p
une,un,71
émotion,émotion,22
de,de,81
plaisir,plaisir,21
presque,presque,60
égale,égal,30
à,à,81
celle,celui,52
dont,dont,52
elles,ils,51
vibraient,vibrer,18
elles-mêmes,eux-mêmes,51
/.,/.,P
il,il,51
s',se,51
intéressait,intéresser,18
comme,comme,83
elles,ils,51
à,à,81
tous,tout,75
les,le,71
riens,rien,21
coquets,coquet,30
dont,dont,52
elles,ils,51
se,se,51
parent,parer,17
;,;,p
les,le,71
étoffes,étoffe,22
plaisaient,plaire,18
à,à,81
ses,son,73
yeux,oeil,21
;,;,p
les,le,71
dentelles,dentelle,22
attiraient,attirer,18
ses,son,73
mains,main,22
;,;,p
les,le,71
plus,plus,60
insignifiants,insignifiant,30
bibelots,bibelot,21
élégants,élégant,30
retenaient,retenir,18
son,son,73
attention,attention,22
/.,/.,P
dans,dans,81
les,le,71
magasins,magasin,21
de,de,81
bijouterie,bijouterie,22
",",",",p
il,il,51
ressentait,ressentir,18
pour,pour,81
les,le,71
vitrines,vitrine,22
une,un,71
nuance,nuance,22
de,de,81
respect,respect,21
religieux,religieux,30
",",",",p
comme,comme,83
devant,devant,81
les,le,71
sanctuaires,sanctuaire,21
de,de,81
la,le,71
séduction,séduction,22
opulente,opulent,30
;,;,p
et,et,82
le,le,71
bureau,bureau,21
de,de,81
drap,drap,21
foncé,foncé,31
",",",",p
où,où,60
les,le,71
doigts,doigt,21
souples,souple,30
de,de,81
l',le,71
orfèvre,orfèvre,21
font,faire,17
rouler,rouler,14
les,le,71
pierres,pierre,22
aux,à,81
aux,le,71
reflets,reflet,21
précieux,précieux,30
",",",",p
lui,lui,51
imposait,imposer,18
une,un,71
certaine,certain,75
estime,estime,22
/.,/.,P
quand,quand,83
il,il,51
eut,avoir,19
fait,faire,12
asseoir,asseoir,14
la,le,71
comtesse,comtesse,22
et,et,82
sa,son,73
fille,fille,22
devant,devant,81
ce,ce,74
meuble,meuble,21
sévère,sévère,30
où,où,60
l',le,71
une,un,52
et,et,82
l',le,71
autre,autre,52
posèrent,poser,19
une,un,71
main,main,22
par,par,81
un,un,71
mouvement,mouvement,21
naturel,naturel,30
",",",",p
il,il,51
indiqua,indiquer,19
ce,ce,52
qu',que,52
il,il,51
voulait,vouloir,18
;,;,p
et,et,82
on,on,51
lui,lui,51
fit,faire,19
voir,voir,14
des,de,81
des,le,71
modèles,modèle,21
de,de,81
fleurettes,fleurette,22
/.,/.,P
puis,puis,60
on,on,51
répandit,répandre,19
devant,devant,81
eux,ils,51
des,de,81
des,le,71
saphirs,saphir,21
",",",",p
dont,dont,52
il,il,51
fallut,falloir,19
choisir,choisir,14
quatre,quatre,72
/.,/.,P
ce,ce,52
fut,être,19
long,long,30
/.,/.,P
les,le,71
deux,deux,72
femmes,femme,22
",",",",p
du,de,81
du,le,71
bout,bout,21
de,de,81
l',le,71
ongle,ongle,21
",",",",p
les,le,52
retournaient,retourner,18
sur,sur,81
le,le,71
drap,drap,21
",",",",p
puis,puis,60
les,le,52
prenaient,prendre,18
avec,avec,81
précaution,précaution,22
",",",",p
regardaient,regarder,18
le,le,71
jour,jour,21
à,à,81
travers,travers,21
",",",",p
les,le,52
étudiaient,étudier,18
avec,avec,81
une,un,71
attention,attention,22
savante,savant,30
et,et,82
passionnée,passionné,31
/.,/.,P
quand,quand,83
on,on,51
eut,avoir,19
mis,mettre,12
de,de,81
côté,côté,21
ceux,celui,52
qu',que,83
elles,ils,51
avaient,avoir,18
distingués,distinguer,12
",",",",p
il,il,51
fallut,falloir,19
trois,trois,72
émeraudes,émeraude,22
pour,pour,81
faire,faire,14
les,le,71
feuilles,feuille,22
",",",",p
puis,puis,60
un,un,71
tout,tout,60
petit,petit,30
brillant,brillant,21
qui,qui,52
tremblerait,trembler,16
au,à,81
au,le,71
centre,centre,21
comme,comme,83
une,un,71
goutte,goutte,22
de,de,81
rosée,rosée,22
/.,/.,P
alors,alors,60
Olivier,Olivier,20
",",",",p
que,que,52
la,le,71
joie,joie,22
de,de,81
donner,donner,14
grisait,griser,18
",",",",p
dit,dire,19
à,à,81
la,le,71
comtesse,comtesse,22
:,:,p
“,“,p
voulez,vouloir,17
vous,vous,51
me,je,51
faire,faire,14
le,le,71
plaisir,plaisir,21
de,de,81
choisir,choisir,14
deux,deux,72
bagues,bague,22
/?,/?,P
moi,moi,51
/?,/?,P
oui,oui,60
/.,/.,P
une,un,52
pour,pour,81
vous,vous,51
",",",",p
une,un,52
pour,pour,81
Annette,Annette,20
/?,/?,P
laissez,laisser,17
moi,moi,51
vous,vous,51
faire,faire,14
ces,ce,74
petits,petit,30
cadeaux,cadeau,21
en,en,81
souvenir,souvenir,21
des,de,81
des,le,71
deux,deux,72
jours,jour,21
passés,passé,31
à,à,81
Roncières,Roncières,20
/.,/.,P
“,“,p
elle,il,51
refusa,refuser,19
/.,/.,P
il,il,51
insista,insister,19
/.,/.,P
une,un,71
longue,long,30
discussion,discussion,22
suivit,suivre,19
",",",",p
une,un,71
lutte,lutte,22
de,de,81
paroles,parole,22
et,et,82
d',de,81
arguments,argument,21
où,où,60
il,il,51
finit,finir,19
",",",",p
non,non,60
sans,sans,81
peine,peine,22
",",",",p
par,par,81
triompher,triompher,14
/.,/.,P
on,on,51
apporta,apporter,19
les,le,71
bagues,bague,22
",",",",p
les,le,71
unes,un,52
",",",",p
les,le,71
plus,plus,60
rares,rare,30
",",",",p
seules,seul,30
en,en,81
des,de,81
des,le,71
écrins,écrin,21
spéciaux,spécial,30
",",",",p
les,le,71
autres,autre,52
enrégimentées,enrégimenté,31
par,par,81
genres,genre,21
en,en,81
de,de,81
grandes,grand,30
boîtes,boîte,22
carrées,carré,31
",",",",p
où,où,60
elles,ils,51
alignaient,aligner,18
sur,sur,81
le,le,71
velours,velours,21
toutes,tout,75
les,le,71
fantaisies,fantaisie,22
de,de,81
leurs,leur,73
chatons,chaton,21
/.,/.,P
le,le,71
peintre,peintre,21
s',se,51
était,être,18
assis,asseoir,12
entre,entre,81
les,le,71
deux,deux,72
femmes,femme,22
et,et,82
il,il,51
se,se,51
mit,mettre,19
",",",",p
comme,comme,83
elles,ils,51
",",",",p
avec,avec,81
la,le,71
même,même,75
ardeur,ardeur,22
curieuse,curieux,30
",",",",p
à,à,81
cueillir,cueillir,14
un,un,52
à,à,81
un,un,52
les,le,71
anneaux,anneau,21
d',de,81
or,or,21
dans,dans,81
les,le,71
fentes,fente,22
minces,mince,30
qui,qui,52
les,le,52
retenaient,retenir,18
/.,/.,P
il,il,51
les,le,52
déposait,déposer,18
ensuite,ensuite,60
devant,devant,81
lui,lui,51
",",",",p
sur,sur,81
le,le,71
drap,drap,21
du,de,81
du,le,71
bureau,bureau,21
où,où,60
ils,ils,51
s',se,51
amassaient,amasser,18
en,en,81
deux,deux,72
groupes,groupe,21
",",",",p
celui,celui,52
qu',que,52
on,on,51
rejetait,rejeter,18
à,à,81
première,premier,72
vue,vue,22
et,et,82
celui,celui,52
dans,dans,81
lequel,lequel,52
on,on,51
choisirait,choisir,16
/.,/.,P
le,le,71
temps,temps,21
passait,passer,18
",",",",p
insensible,insensible,30
et,et,82
doux,doux,30
",",",",p
dans,dans,81
ce,ce,74
joli,joli,30
travail,travail,21
de,de,81
sélection,sélection,22
plus,plus,60
captivant,captivant,30
que,que,83
tous,tout,75
les,le,71
plaisirs,plaisir,21
du,de,81
du,le,71
monde,monde,21
",",",",p
distrayant,distrayant,30
et,et,82
varié,varié,31
comme,comme,83
un,un,71
spectacle,spectacle,21
",",",",p
émouvant,émouvoir,13
aussi,aussi,60
",",",",p
presque,presque,60
sensuel,sensuel,30
",",",",p
jouissance,jouissance,22
exquise,exquis,30
pour,pour,81
un,un,71
coeur,coeur,21
de,de,81
femme,femme,22
/.,/.,P
puis,puis,60
on,on,51
compara,comparer,19
",",",",p
on,on,51
s',se,51
anima,animer,19
",",",",p
et,et,82
le,le,71
choix,choix,21
des,de,81
des,le,71
trois,trois,72
juges,juge,21
",",",",p
après,après,81
quelque,quelque,75
hésitation,hésitation,22
",",",",p
s',se,51
arrêta,arrêter,19
sur,sur,81
un,un,71
petit,petit,30
serpent,serpent,21
d',de,81
or,or,21
qui,qui,52
tenait,tenir,18
un,un,71
beau,beau,30
rubis,rubis,21
entre,entre,81
sa,son,73
gueule,gueule,22
mince,mince,30
et,et,82
sa,son,73
queue,queue,22
tordue,tordu,31
/.,/.,P
Olivier,Olivier,20
",",",",p
radieux,radieux,30
",",",",p
se,se,51
leva,lever,19
/.,/.,P
“,“,p
je,je,51
vous,vous,51
laisse,laisser,17
ma,mon,73
voiture,voiture,22
",",",",p
dit,dire,19
il,il,51
/.,/.,P
j',je,51
ai,avoir,17
des,de,81
des,le,71
courses,course,22
à,à,81
faire,faire,14
;,;,p
je,je,51
m',je,51
en,en,52
vais,aller,17
/.,/.,P
“,“,p
mais,mais,82
Annette,Annette,20
pria,prier,19
sa,son,73
mère,mère,22
de,de,81
rentrer,rentrer,14
à,à,81
pied,pied,21
",",",",p
par,par,81
ce,ce,74
beau,beau,30
temps,temps,21
/.,/.,P
la,le,71
comtesse,comtesse,22
y,y,52
consentit,consentir,19
",",",",p
et,et,82
",",",",p
ayant,avoir,13
remercié,remercier,12
Bertin,Bertin,20
",",",",p
s',se,51
en,en,52
alla,aller,19
par,par,81
les,le,71
rues,rue,22
",",",",p
avec,avec,81
sa,son,73
fille,fille,22
/.,/.,P
elles,ils,51
marchèrent,marcher,19
quelque,quelque,75
temps,temps,21
en,en,81
silence,silence,21
",",",",p
dans,dans,81
la,le,71
joie,joie,22
savourée,savouré,31
des,de,81
des,le,71
cadeaux,cadeau,21
reçus,reçu,31
;,;,p
puis,puis,60
elles,ils,51
se,se,51
mirent,mettre,19
à,à,81
parler,parler,14
de,de,81
tous,tout,75
les,le,71
bijoux,bijou,21
qu',que,52
elles,ils,51
avaient,avoir,18
vus,voir,12
et,et,82
maniés,manier,12
/.,/.,P
il,il,51
leur,leur,52
en,en,52
restait,rester,18
à,à,81
l',le,71
esprit,esprit,21
une,un,71
sorte,sorte,22
de,de,81
miroitement,miroitement,21
",",",",p
une,un,71
sorte,sorte,22
de,de,81
cliquetis,cliquetis,21
",",",",p
une,un,71
sorte,sorte,22
de,de,81
gaieté,gaieté,22
/.,/.,P
elles,ils,51
allaient,aller,18
vite,vite,60
",",",",p
à,à,81
travers,travers,21
la,le,71
foule,foule,22
de,de,81
cinq,cinq,72
heures,heure,22
qui,qui,52
suit,suivre,17
les,le,71
trottoirs,trottoir,21
",",",",p
un,un,71
soir,soir,21
d',de,81
été,été,21
/.,/.,P
des,de,81
des,le,71
hommes,homme,21
se,se,51
retournaient,retourner,18
pour,pour,81
regarder,regarder,14
Annette,Annette,20
et,et,82
murmuraient,murmurer,18
en,en,81
passant,passer,13
de,de,81
vagues,vague,30
paroles,parole,22
d',de,81
admiration,admiration,22
/.,/.,P
c',ce,52
était,être,18
la,le,71
première,premier,72
fois,fois,22
",",",",p
depuis,depuis,81
son,son,73
deuil,deuil,21
",",",",p
depuis,depuis,81
que,que,83
le,le,71
noir,noir,21
donnait,donner,18
à,à,81
sa,son,73
fille,fille,22
ce,ce,74
vif,vif,30
éclat,éclat,21
de,de,81
beauté,beauté,22
",",",",p
que,que,83
la,le,71
comtesse,comtesse,22
sortait,sortir,18
avec,avec,81
elle,il,51
dans,dans,81
Paris,Paris,20
;,;,p
et,et,82
la,le,71
sensation,sensation,22
de,de,81
ce,ce,74
succès,succès,21
de,de,81
rue,rue,22
",",",",p
de,de,81
cette,ce,74
attention,attention,22
soulevée,soulevé,31
",",",",p
de,de,81
ces,ce,74
compliments,compliment,21
chuchotés,chuchoté,31
",",",",p
de,de,81
ce,ce,74
petit,petit,30
remous,remous,21
d',de,81
émotion,émotion,22
flatteuse,flatteur,30
que,que,52
laisse,laisser,17
dans,dans,81
une,un,71
foule,foule,22
d',de,81
hommes,homme,21
la,le,71
traversée,traversée,22
d',de,81
une,un,71
jolie,joli,30
femme,femme,22
",",",",p
lui,lui,51
serrait,serrer,18
le,le,71
coeur,coeur,21
peu,peu,60
à,à,81
peu,peu,60
",",",",p
le,le,52
comprimait,comprimer,18
sous,sous,81
la,le,71
même,même,75
oppression,oppression,22
pénible,pénible,30
que,que,83
l',le,71
autre,autre,75
soir,soir,21
",",",",p
dans,dans,81
son,son,73
salon,salon,21
",",",",p
quand,quand,83
on,on,51
comparait,comparer,18
la,le,71
petite,petite,22
avec,avec,81
son,son,73
propre,propre,30
portrait,portrait,21
/.,/.,P
malgré,malgré,81
elle,il,51
",",",",p
elle,il,51
guettait,guetter,18
ces,ce,74
regards,regard,21
attirés,attiré,31
par,par,81
Annette,Annette,20
",",",",p
elle,il,51
les,le,52
sentait,sentir,18
venir,venir,14
de,de,81
loin,loin,60
",",",",p
frôler,frôler,14
son,son,73
visage,visage,21
sans,sans,81
s',se,51
y,y,52
fixer,fixer,14
",",",",p
puis,puis,60
s',se,51
attacher,attacher,14
soudain,soudain,60
sur,sur,81
la,le,71
figure,figure,22
blonde,blond,30
qui,qui,52
marchait,marcher,18
à,à,81
côté,côté,21
d',de,81
elle,il,51
/.,/.,P
elle,il,51
devinait,deviner,18
",",",",p
elle,il,51
voyait,voir,18
dans,dans,81
les,le,71
yeux,oeil,21
les,le,71
rapides,rapide,30
et,et,82
muets,muet,30
hommages,hommage,21
à,à,81
cette,ce,74
jeunesse,jeunesse,22
épanouie,épanoui,31
",",",",p
au,à,81
au,le,71
charme,charme,21
attirant,attirant,30
de,de,81
cette,ce,74
fraîcheur,fraîcheur,22
",",",",p
et,et,82
elle,il,51
pensa,penser,19
:,:,p
“,“,p
j',je,51
étais,être,18
aussi,aussi,60
bien,bien,60
qu',que,83
elle,il,51
",",",",p
sinon,sinon,83
mieux,mieux,60
/.,/.,P
“,“,p
soudain,soudain,60
le,le,71
souvenir,souvenir,21
d',de,81
Olivier,Olivier,20
la,le,52
traversa,traverser,19
et,et,82
elle,il,51
fut,être,19
saisie,saisir,12
",",",",p
comme,comme,83
à,à,81
Roncières,Roncières,20
",",",",p
par,par,81
une,un,71
impérieuse,impérieux,30
envie,envie,22
de,de,81
fuir,fuir,14
/.,/.,P
elle,il,51
ne,ne,60
voulait,vouloir,18
plus,plus,60
se,se,51
sentir,sentir,14
dans,dans,81
cette,ce,74
clarté,clarté,22
",",",",p
dans,dans,81
ce,ce,74
courant,courant,21
de,de,81
monde,monde,21
",",",",p
vue,vu,31
par,par,81
tous,tout,75
ces,ce,74
hommes,homme,21
qui,qui,52
ne,ne,60
la,le,52
regardaient,regarder,18
pas,pas,60
/.,/.,P
ils,ils,51
étaient,être,18
loin,loin,60
les,le,71
jours,jour,21
",",",",p
proches,proche,30
pourtant,pourtant,60
",",",",p
où,où,60
elle,il,51
cherchait,chercher,18
",",",",p
où,où,60
elle,il,51
provoquait,provoquer,18
un,un,71
parallèle,parallèle,21
avec,avec,81
sa,son,73
fille,fille,22
/.,/.,P
qui,qui,52
donc,donc,82
aujourd'hui,aujourd'hui,60
",",",",p
parmi,parmi,81
ces,ce,74
passants,passant,21
",",",",p
songeait,songer,18
à,à,81
les,le,52
comparer,comparer,14
/?,/?,P
un,un,71
seul,seul,30
y,y,52
avait,avoir,18
pensé,penser,12
peut-être,peut-être,60
",",",",p
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
dans,dans,81
cette,ce,74
boutique,boutique,22
d',de,81
orfèvre,orfèvre,21
/?,/?,P
lui,lui,51
/?,/?,P
oh,oh,93
!,!,p
quelle,quel,75
souffrance,souffrance,22
/!,/!,P
se,se,51
pouvait,pouvoir,18
il,il,51
qu',que,83
il,il,51
n',ne,60
eût,avoir,19
pas,pas,60
sans,sans,81
cesse,cesse,22
à,à,81
l',le,71
esprit,esprit,21
l',le,71
obsession,obsession,22
de,de,81
cette,ce,74
comparaison,comparaison,22
/!,/!,P
certes,certes,60
il,il,51
ne,ne,60
pouvait,pouvoir,18
les,le,52
voir,voir,14
ensemble,ensemble,60
sans,sans,81
y,y,52
songer,songer,14
et,et,82
sans,sans,81
se,se,51
souvenir,souvenir,14
du,de,81
du,le,71
temps,temps,21
où,où,60
si,si,60
fraîche,frais,30
",",",",p
si,si,60
jolie,joli,30
",",",",p
elle,il,51
entrait,entrer,18
chez,chez,81
lui,lui,51
",",",",p
sûre,sûr,30
d',de,81
être,être,14
aimée,aimer,12
/!,/!,P
je,je,51
me,je,51
sens,sentir,17
mal,mal,60
",",",",p
dit,dire,19
elle,il,51
",",",",p
nous,nous,51
allons,aller,17
prendre,prendre,14
un,un,71
fiacre,fiacre,21
",",",",p
mon,mon,73
enfant,enfant,21
/.,/.,P
“,“,p
Annette,Annette,20
",",",",p
inquiète,inquiet,30
",",",",p
demanda,demander,19
:,:,p
“,“,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
as,avoir,17
",",",",p
maman,maman,22
/?,/?,P
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
",",",",p
tu,tu,51
sais,savoir,17
que,que,83
",",",",p
depuis,depuis,81
la,le,71
mort,mort,22
de,de,81
ta,ton,73
grand-mère,grand-mère,22
",",",",p
j',je,51
ai,avoir,17
souvent,souvent,60
de,de,81
ces,ce,74
faiblesses,faiblesse,22
là,là,60
/!,/!,P
<V>,<>,<>
les,le,71
idées,idée,22
fixes,fixe,30
ont,avoir,17
la,le,71
ténacité,ténacité,22
rongeuse,rongeur,30
des,de,81
des,le,71
maladies,maladie,22
incurables,incurable,30
/.,/.,P
une,un,71
fois,fois,22
entrées,entré,31
en,en,81
une,un,71
âme,âme,22
",",",",p
elles,ils,51
la,le,52
dévorent,dévorer,17
",",",",p
ne,ne,60
lui,lui,51
laissent,laisser,17
plus,plus,60
la,le,71
liberté,liberté,22
de,de,81
songer,songer,14
à,à,81
rien,rien,52
",",",",p
de,de,81
s',se,51
intéresser,intéresser,14
à,à,81
rien,rien,52
",",",",p
de,de,81
prendre,prendre,14
goût,goût,21
à,à,81
la,le,71
moindre,moindre,30
chose,chose,22
/.,/.,P
la,le,71
comtesse,comtesse,22
",",",",p
quoi,quoi,52
qu',que,52
elle,il,51
fît,faire,18
",",",",p
chez,chez,81
elle,il,51
ou,ou,82
ailleurs,ailleurs,60
",",",",p
seule,seul,30
ou,ou,82
entourée,entouré,31
de,de,81
monde,monde,21
",",",",p
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
rejeter,rejeter,14
d',de,81
elle,il,51
cette,ce,74
réflexion,réflexion,22
qui,qui,52
l',le,52
avait,avoir,18
saisie,saisir,12
en,en,81
revenant,revenir,13
côte,côte,22
à,à,81
côte,côte,22
avec,avec,81
sa,son,73
fille,fille,22
:,:,p
“,“,p
était,être,18
il,il,51
possible,possible,30
qu',que,83
Olivier,Olivier,20
",",",",p
en,en,81
les,le,52
revoyant,revoir,13
presque,presque,60
chaque,chaque,75
jour,jour,21
",",",",p
n',ne,60
eût,avoir,19
pas,pas,60
sans,sans,81
cesse,cesse,22
à,à,81
l',le,71
esprit,esprit,21
l',le,71
obsession,obsession,22
de,de,81
les,le,52
comparer,comparer,14
/?,/?,P
certes,certes,60
il,il,51
devait,devoir,18
le,le,52
faire,faire,14
malgré,malgré,81
lui,lui,51
",",",",p
sans,sans,81
cesse,cesse,22
",",",",p
hanté,hanté,31
lui-même,lui-même,51
par,par,81
cette,ce,74
ressemblance,ressemblance,22
inoubliable,inoubliable,30
un,un,71
seul,seul,30
instant,instant,21
",",",",p
qu',que,52
accentuait,accentuer,18
encore,encore,60
l',le,71
imitation,imitation,22
naguère,naguère,60
cherchée,cherché,31
des,de,81
des,le,71
gestes,geste,21
et,et,82
de,de,81
la,le,71
parole,parole,22
/.,/.,P
chaque,chaque,75
fois,fois,22
qu',que,83
il,il,51
entrait,entrer,18
",",",",p
elle,il,51
songeait,songer,18
aussitôt,aussitôt,60
à,à,81
ce,ce,74
rapprochement,rapprochement,21
",",",",p
elle,il,51
le,le,52
lisait,lire,18
dans,dans,81
son,son,73
regard,regard,21
",",",",p
le,le,52
devinait,deviner,18
",",",",p
et,et,82
le,le,52
commentait,commenter,18
dans,dans,81
son,son,73
coeur,coeur,21
et,et,82
dans,dans,81
sa,son,73
tête,tête,22
/.,/.,P
alors,alors,60
elle,il,51
était,être,18
torturée,torturer,12
par,par,81
le,le,71
besoin,besoin,21
de,de,81
se,se,51
cacher,cacher,14
",",",",p
de,de,81
disparaître,disparaître,14
",",",",p
de,de,81
ne,ne,60
plus,plus,60
se,se,51
montrer,montrer,14
à,à,81
lui,lui,51
près,près,81
de,de,81
sa,son,73
fille,fille,22
/.,/.,P
elle,il,51
souffrait,souffrir,18
d',de,81
ailleurs,ailleurs,60
de,de,81
toutes,tout,75
les,le,71
façons,façon,22
",",",",p
ne,ne,60
se,se,51
sentant,sentir,13
plus,plus,60
chez,chez,81
elle,il,51
dans,dans,81
sa,son,73
maison,maison,22
/.,/.,P
ce,ce,74
froissement,froissement,21
de,de,81
dépossession,dépossession,22
qu',que,52
elle,il,51
avait,avoir,18
eu,avoir,12
",",",",p
un,un,71
soir,soir,21
",",",",p
quand,quand,83
tous,tout,75
les,le,71
yeux,oeil,21
regardaient,regarder,18
Annette,Annette,20
sous,sous,81
son,son,73
portrait,portrait,21
",",",",p
continuait,continuer,18
",",",",p
s',se,51
accentuait,accentuer,18
",",",",p
l',le,52
exaspérait,exaspérer,18
parfois,parfois,60
/.,/.,P
elle,il,51
se,se,51
reprochait,reprocher,18
sans,sans,81
cesse,cesse,22
ce,ce,74
besoin,besoin,21
intime,intime,30
de,de,81
délivrance,délivrance,22
",",",",p
cette,ce,74
envie,envie,22
inavouable,inavouable,30
de,de,81
faire,faire,14
sortir,sortir,14
sa,son,73
fille,fille,22
de,de,81
chez,chez,81
elle,il,51
",",",",p
comme,comme,83
un,un,71
hôte,hôte,21
gênant,gênant,30
et,et,82
tenace,tenace,30
",",",",p
et,et,82
elle,il,51
y,y,52
travaillait,travailler,18
avec,avec,81
une,un,71
adresse,adresse,22
inconsciente,inconscient,30
",",",",p
ressaisie,ressaisi,31
par,par,81
le,le,71
besoin,besoin,21
de,de,81
lutter,lutter,14
pour,pour,81
garder,garder,14
encore,encore,60
",",",",p
malgré,malgré,81
tout,tout,52
",",",",p
l',le,71
homme,homme,21
qu',que,52
elle,il,51
aimait,aimer,18
/.,/.,P
ne,ne,60
pouvant,pouvoir,13
trop,trop,60
hâter,hâter,14
le,le,71
mariage,mariage,21
d',de,81
Annette,Annette,20
que,que,52
leur,leur,73
deuil,deuil,21
récent,récent,30
retardait,retarder,18
encore,encore,60
un,un,71
peu,peu,60
",",",",p
elle,il,51
avait,avoir,18
peur,peur,22
",",",",p
une,un,71
peur,peur,22
confuse,confus,30
et,et,82
forte,fort,30
",",",",p
qu',que,83
un,un,71
événement,événement,21
quelconque,quelconque,30
fit,faire,19
tomber,tomber,14
ce,ce,74
projet,projet,21
",",",",p
et,et,82
elle,il,51
cherchait,chercher,18
",",",",p
presque,presque,60
malgré,malgré,81
elle,il,51
",",",",p
à,à,81
faire,faire,14
naître,naître,14
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
sa,son,73
fille,fille,22
de,de,81
la,le,71
tendresse,tendresse,22
pour,pour,81
le,le,71
marquis,marquis,21
/.,/.,P
toute,tout,75
la,le,71
diplomatie,diplomatie,22
rusée,rusé,31
qu',que,52
elle,il,51
avait,avoir,18
employée,employer,12
depuis,depuis,81
si,si,60
longtemps,longtemps,60
afin,afin,81
de,de,81
conserver,conserver,14
Olivier,Olivier,20
prenait,prendre,18
chez,chez,81
elle,il,51
une,un,71
forme,forme,22
nouvelle,nouveau,30
",",",",p
plus,plus,60
affinée,affiné,31
",",",",p
plus,plus,60
secrète,secret,30
",",",",p
et,et,82
s',se,51
exerçait,exercer,18
à,à,81
faire,faire,14
se,se,51
plaire,plaire,14
les,le,71
deux,deux,72
jeunes,jeune,30
gens,gens,21
",",",",p
sans,sans,81
que,que,83
les,le,71
deux,deux,72
hommes,homme,21
se,se,51
rencontrassent,rencontrer,18
/.,/.,P
comme,comme,83
le,le,71
peintre,peintre,21
",",",",p
tenu,tenu,31
par,par,81
des,de,81
des,le,71
habitudes,habitude,22
de,de,81
travail,travail,21
",",",",p
ne,ne,60
déjeunait,déjeuner,18
jamais,jamais,60
dehors,dehors,60
et,et,82
ne,ne,60
donnait,donner,18
d',de,81
ordinaire,ordinaire,21
que,que,83
ses,son,73
soirées,soirée,22
à,à,81
ses,son,73
amis,ami,21
",",",",p
elle,il,51
invita,inviter,19
souvent,souvent,60
le,le,71
marquis,marquis,21
à,à,81
déjeuner,déjeuner,14
/.,/.,P
il,il,51
arrivait,arriver,18
",",",",p
répandant,répandre,13
autour,autour,60
de,de,81
lui,lui,51
l',le,71
animation,animation,22
d',de,81
une,un,71
promenade,promenade,22
à,à,81
cheval,cheval,21
",",",",p
une,un,71
sorte,sorte,22
de,de,81
souffle,souffle,21
d',de,81
air,air,21
matinal,matinal,30
/.,/.,P
et,et,82
il,il,51
parlait,parler,18
avec,avec,81
gaieté,gaieté,22
de,de,81
toutes,tout,75
les,le,71
choses,chose,22
mondaines,mondain,30
qui,qui,52
semblent,sembler,17
flotter,flotter,14
chaque,chaque,75
jour,jour,21
sur,sur,81
le,le,71
réveil,réveil,21
automnal,automnal,30
du,de,81
du,le,71
Paris,Paris,20
hippique,hippique,30
et,et,82
brillant,brillant,30
dans,dans,81
les,le,71
allées,allée,22
du,de,81
du,le,71
bois,bois,21
/.,/.,P
Annette,Annette,20
s',se,51
amusait,amuser,18
à,à,81
l',le,52
écouter,écouter,14
",",",",p
prenait,prendre,18
goût,goût,21
à,à,81
ces,ce,74
préoccupations,préoccupation,22
du,de,81
du,le,71
jour,jour,21
qu',que,52
il,il,51
lui,lui,51
apportait,apporter,18
ainsi,ainsi,60
",",",",p
toutes,tout,52
fraîches,frais,30
et,et,82
comme,comme,83
vernies,verni,31
de,de,81
chic,chic,21
/.,/.,P
une,un,71
intimité,intimité,22
juvénile,juvénile,30
s',se,51
établissait,établir,18
entre,entre,81
eux,ils,51
",",",",p
une,un,71
affectueuse,affectueux,30
camaraderie,camaraderie,22
qu',que,52
un,un,71
goût,goût,21
commun,commun,30
et,et,82
passionné,passionné,31
pour,pour,81
les,le,71
chevaux,cheval,21
resserrait,resserrer,18
naturellement,naturellement,60
/.,/.,P
quand,quand,83
il,il,51
était,être,18
parti,partir,12
",",",",p
la,le,71
comtesse,comtesse,22
et,et,82
le,le,71
comte,comte,21
faisaient,faire,18
adroitement,adroitement,60
son,son,73
éloge,éloge,21
",",",",p
disaient,dire,18
de,de,81
lui,lui,51
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
dire,dire,14
pour,pour,81
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
comprît,comprendre,18
qu',que,83
il,il,51
dépendait,dépendre,18
uniquement,uniquement,60
d',de,81
elle,il,51
de,de,81
l',le,52
épouser,épouser,14
s',si,83
il,il,51
lui,lui,51
plaisait,plaire,18
/.,/.,P
elle,il,51
l',le,52
avait,avoir,18
compris,comprendre,12
très,très,60
