12011
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-onzième extrait>,<>,<>
assentiment,assentiment,21
du,de,81
du,le,71
vigneron,vigneron,21
sans,sans,81
lui,lui,51
laisser,laisser,14
le,le,71
temps,temps,21
de,de,81
préparer,préparer,14
ses,son,73
ruses,ruse,22
/.,/.,P
il,il,51
courut,courir,19
donc,donc,82
chez,chez,81
lui,lui,51
",",",",p
et,et,82
le,le,52
trouva,trouver,19
faisant,faire,13
",",",",p
à grand'peine,à grand-peine,60
",",",",p
ses,son,73
comptes,compte,21
sur,sur,81
un,un,71
bout,bout,21
de,de,81
papier,papier,21
graisseux,graisseux,30
",",",",p
avec,avec,81
l',le,71
aide,aide,22
de,de,81
Colosse,Colosse,20
qui,qui,52
additionnait,additionner,18
sur,sur,81
ses,son,73
doigts,doigt,21
/.,/.,P
s',se,51
étant,être,13
assis,asseoir,12
:,:,p
“,“,p
je,je,51
boirais,boire,16
bien,bien,60
un,un,71
verre,verre,21
de,de,81
votre,votre,73
bon,bon,30
vin,vin,21
“,“,p
",",",",p
dit,dire,17
il,il,51
/.,/.,P
dès,dès,81
que,que,83
le,le,71
grand,grand,30
Jacques,Jacques,20
fut,être,19
revenu,revenir,12
apportant,apporter,13
les,le,71
verres,verre,21
et,et,82
le,le,71
broc,broc,21
tout,tout,60
plein,plein,30
",",",",p
il,il,51
demanda,demander,19
si,si,83
mademoiselle,mademoiselle,22
Louise,Louise,20
était,être,18
rentrée,rentrer,12
;,;,p
puis,puis,60
il,il,51
pria,prier,19
qu',que,83
on,on,51
l',le,52
appelât,appeler,18
/.,/.,P
quand,quand,83
elle,il,51
fut,être,19
en,en,81
face,face,22
de,de,81
lui,lui,51
",",",",p
il,il,51
se,se,51
leva,lever,19
et,et,82
",",",",p
la,le,52
saluant,saluer,13
profondément,profondément,60
:,:,p
“,“,p
mademoiselle,mademoiselle,22
",",",",p
voulez,vouloir,17
vous,vous,51
me,je,51
considérer,considérer,14
en,en,81
ce,ce,74
moment,moment,21
comme,comme,83
un,un,71
ami,ami,21
à,à,81
qui,qui,52
on,on,51
peut,pouvoir,17
tout,tout,52
dire,dire,14
/?,/?,P
oui,oui,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
eh,eh,93
bien,bien,60
",",",",p
je,je,51
suis,être,17
chargé,charger,12
d',de,81
une,un,71
mission,mission,22
très,très,60
délicate,délicat,30
auprès,auprès,60
de,de,81
vous,vous,51
/.,/.,P
mon,mon,73
beau-frère,beau-frère,21
",",",",p
le,le,71
comte,comte,21
Raoul,Raoul,20
Olivier,Olivier,20
Gontran,Gontran,20
de,de,81
Ravenel,Ravenel,20
",",",",p
s',se,51
est,être,17
épris,éprendre,12
de,de,81
vous,vous,51
",",",",p
ce,ce,52
dont,dont,52
je,je,51
le,le,52
loue,louer,17
",",",",p
et,et,82
il,il,51
m',je,51
a,avoir,17
chargé,charger,12
de,de,81
vous,vous,51
demander,demander,14
",",",",p
devant,devant,81
votre,votre,73
famille,famille,22
",",",",p
si,si,83
vous,vous,51
consentiriez,consentir,16
à,à,81
devenir,devenir,14
sa,son,73
femme,femme,22
/.,/.,P
“,“,p
surprise,surprise,22
ainsi,ainsi,60
",",",",p
elle,il,51
tourna,tourner,19
vers,vers,81
son,son,73
père,père,21
des,de,81
des,le,71
yeux,oeil,21
troublés,troublé,31
/.,/.,P
et,et,82
le,le,71
père,père,21
Oriol,Oriol,20
",",",",p
effaré,effaré,31
",",",",p
regarda,regarder,19
son,son,73
fils,fils,21
",",",",p
son,son,73
conseil,conseil,21
ordinaire,ordinaire,30
;,;,p
et,et,82
Colosse,Colosse,20
regarda,regarder,19
Andermatt,Andermatt,20
qui,qui,52
reprit,reprendre,19
avec,avec,81
une,un,71
certaine,certain,75
morgue,morgue,22
:,:,p
“,“,p
vous,vous,51
comprenez,comprendre,17
",",",",p
mademoiselle,mademoiselle,22
",",",",p
que,que,83
je,je,51
ne,ne,60
me,je,51
suis,être,17
chargé,charger,12
de,de,81
cette,ce,74
mission,mission,22
qu',que,83
en,en,81
promettant,promettre,13
une,un,71
réponse,réponse,22
immédiate,immédiat,30
à,à,81
mon,mon,73
beau-frère,beau-frère,21
/.,/.,P
il,il,51
sent,sentir,17
très,très,60
bien,bien,60
qu',que,83
il,il,51
peut,pouvoir,17
ne,ne,60
pas,pas,60
vous,vous,51
plaire,plaire,14
et,et,82
",",",",p
dans,dans,81
ce,ce,74
cas,cas,21
",",",",p
il,il,51
quittera,quitter,15
demain,demain,60
ce,ce,74
pays,pays,21
pour,pour,81
n',ne,60
y,y,52
plus,plus,60
jamais,jamais,60
revenir,revenir,14
/.,/.,P
je,je,51
sais,savoir,17
en,en,81
outre,outre,81
que,que,83
vous,vous,51
le,le,52
connaissez,connaître,17
suffisamment,suffisamment,60
pour,pour,81
me,je,51
dire,dire,14
",",",",p
à,à,81
moi,moi,51
",",",",p
simple,simple,30
intermédiaire,intermédiaire,21
:,:,p
“,“,p
je,je,51
veux,vouloir,17
bien,bien,60
“,“,p
",",",",p
ou,ou,82
:,:,p
“,“,p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
/.,/.,P
“,“,p
elle,il,51
baissa,baisser,19
la,le,71
tête,tête,22
",",",",p
et,et,82
",",",",p
rouge,rouge,30
",",",",p
mais,mais,82
résolue,résolu,31
",",",",p
elle,il,51
balbutia,balbutier,19
:,:,p
“,“,p
je,je,51
veux,vouloir,17
bien,bien,60
",",",",p
monsieur,monsieur,21
/.,/.,P
“,“,p
puis,puis,60
elle,il,51
s',se,51
enfuit,enfuir,19
si,si,60
vite,vite,60
qu',que,83
elle,il,51
heurta,heurter,19
la,le,71
porte,porte,22
en,en,81
passant,passer,13
/.,/.,P
alors,alors,60
Andermatt,Andermatt,20
se,se,51
rassit,rasseoir,19
et,et,82
",",",",p
se,se,51
versant,verser,13
un,un,71
verre,verre,21
de,de,81
vin,vin,21
à,à,81
la,le,71
façon,façon,22
des,de,81
des,le,71
paysans,paysan,21
:,:,p
“,“,p
maintenant,maintenant,60
",",",",p
nous,nous,51
allons,aller,17
causer,causer,14
d',de,81
affaires,affaire,22
“,“,p
",",",",p
dit,dire,19
il,il,51
/.,/.,P
et,et,82
",",",",p
sans,sans,81
admettre,admettre,14
la,le,71
possibilité,possibilité,22
même,même,30
d',de,81
une,un,71
hésitation,hésitation,22
",",",",p
il,il,51
attaqua,attaquer,19
la,le,71
question,question,22
de,de,81
la,le,71
dot,dot,22
",",",",p
en,en,81
s',se,51
appuyant,appuyer,13
sur,sur,81
les,le,71
déclarations,déclaration,22
que,que,52
le,le,71
vigneron,vigneron,21
lui,lui,51
avait,avoir,18
faites,faire,12
",",",",p
trois,trois,72
semaines,semaine,22
auparavant,auparavant,60
/.,/.,P
il,il,51
évalua,évaluer,19
à,à,81
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
plus,plus,60
des,de,81
des,le,71
espérances,espérance,22
",",",",p
la,le,71
fortune,fortune,22
actuelle,actuel,30
de,de,81
Gontran,Gontran,20
et,et,82
il,il,51
laissa,laisser,19
entendre,entendre,14
que,que,83
si,si,83
un,un,71
homme,homme,21
comme,comme,83
le,le,71
comte,comte,21
de,de,81
Ravenel,Ravenel,20
consentait,consentir,18
à,à,81
demander,demander,14
la,le,71
main,main,22
de,de,81
la,le,71
petite,petit,30
Oriol,Oriol,20
",",",",p
une,un,71
très,très,60
charmante,charmant,30
personne,personne,22
d',de,81
ailleurs,ailleurs,60
",",",",p
il,il,51
était,être,18
indubitable,indubitable,30
que,que,83
la,le,71
famille,famille,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
saurait,savoir,16
reconnaître,reconnaître,14
cet,ce,74
honneur,honneur,21
par,par,81
un,un,71
sacrifice,sacrifice,21
d',de,81
argent,argent,21
/.,/.,P
alors,alors,60
le,le,71
paysan,paysan,21
",",",",p
très,très,60
déconcerté,déconcerté,31
",",",",p
mais,mais,82
flatté,flatté,31
",",",",p
presque,presque,60
désarmé,désarmé,31
",",",",p
tenta,tenter,19
de,de,81
défendre,défendre,14
son,son,73
bien,bien,21
/.,/.,P
la,le,71
discussion,discussion,22
fut,être,19
longue,long,30
/.,/.,P
une,un,71
déclaration,déclaration,22
d',de,81
Andermatt,Andermatt,20
l',le,52
avait,avoir,18
cependant,cependant,82
rendue,rendre,12
facile,facile,30
dès,dès,81
le,le,71
début,début,21
/.,/.,P
“,“,p
nous,nous,51
ne,ne,60
demandons,demander,17
pas,pas,60
d',de,81
argent,argent,21
comptant,comptant,30
",",",",p
ni,ni,82
de,de,81
valeurs,valeur,22
",",",",p
rien,rien,52
que,que,83
des,de,81
des,le,71
terres,terre,22
",",",",p
celles,celui,52
que,que,52
vous,vous,51
m',je,51
avez,avoir,17
désignées,désigner,12
déjà,déjà,60
comme,comme,83
formant,former,13
la,le,71
dot,dot,22
de,de,81
mademoiselle,mademoiselle,22
Louise,Louise,20
",",",",p
plus,plus,60
quelques,quelque,75
autres,autre,52
que,que,52
je,je,51
vais,aller,17
vous,vous,51
indiquer,indiquer,14
/.,/.,P
“,“,p
la,le,71
perspective,perspective,22
de,de,81
ne,ne,60
point,point,60
débourser,débourser,14
de,de,81
monnaie,monnaie,22
",",",",p
cette,ce,74
monnaie,monnaie,22
amassée,amassé,31
lentement,lentement,60
",",",",p
entrée,entrée,22
dans,dans,81
la,le,71
maison,maison,22
franc,franc,30
par,par,81
franc,franc,21
",",",",p
sou,sou,21
par,par,81
sou,sou,21
",",",",p
cette,ce,74
bonne,bonne,22
monnaie,monnayer,17
",",",",p
blanche,blanc,30
ou,ou,82
jaune,jaune,30
",",",",p
usée,usé,31
par,par,81
les,le,71
mains,main,22
",",",",p
les,le,71
bourses,bourse,22
",",",",p
les,le,71
poches,poche,22
",",",",p
les,le,71
tables,table,22
des,de,81
des,le,71
cafés,café,21
",",",",p
les,le,71
tiroirs,tiroir,21
profonds,profond,30
des,de,81
des,le,71
vieilles,vieux,30
armoires,armoire,22
",",",",p
cette,ce,74
monnaie,monnaie,22
",",",",p
histoire,histoire,22
sonnante,sonnant,30
de,de,81
tant,tant,60
de,de,81
peines,peine,22
",",",",p
de,de,81
soucis,souci,21
",",",",p
de,de,81
fatigues,fatigue,22
",",",",p
de,de,81
travaux,travail,21
",",",",p
si,si,60
douce,doux,30
au,à,81
au,le,71
coeur,coeur,21
",",",",p
aux,à,81
aux,le,71
yeux,oeil,21
",",",",p
aux,à,81
aux,le,71
doigts,doigt,21
du,de,81
du,le,71
paysan,paysan,21
",",",",p
plus,plus,60
chère,cher,30
que,que,83
la,le,71
vache,vache,22
",",",",p
que,que,83
la,le,71
vigne,vigne,22
",",",",p
que,que,52
le,le,71
champ,champ,21
",",",",p
que,que,52
la,le,71
maison,maison,22
",",",",p
cette,ce,74
monnaie,monnaie,22
plus,plus,60
difficile,difficile,30
à,à,81
sacrifier,sacrifier,14
parfois,parfois,60
que,que,83
la,le,71
vie,vie,22
même,même,30
",",",",p
la,le,71
perspective,perspective,22
de,de,81
ne,ne,60
point,point,60
la,le,52
voir,voir,14
partir,partir,14
avec,avec,81
l',le,71
enfant,enfant,21
apporta,apporter,19
tout,tout,60
de,de,81
suite,suite,22
un,un,71
grand,grand,30
calme,calme,21
",",",",p
un,un,71
désir,désir,21
de,de,81
conciliation,conciliation,22
",",",",p
une,un,71
joie,joie,22
secrète,secret,30
",",",",p
mais,mais,82
contenue,contenu,31
",",",",p
dans,dans,81
l',le,71
âme,âme,22
du,de,81
du,le,71
père,père,21
et,et,82
du,de,81
du,le,71
fils,fils,21
/.,/.,P
ils,ils,51
discutèrent,discuter,19
cependant,cependant,82
pour,pour,81
garder,garder,14
en,en,81
plus,plus,60
quelques,quelque,75
lopins,lopin,21
de,de,81
sol,sol,21
/.,/.,P
on,on,51
avait,avoir,18
étalé,étaler,12
sur,sur,81
la,le,71
table,table,22
le,le,71
plan,plan,21
détaillé,détaillé,31
du,de,81
du,le,71
mont,mont,21
Oriol,Oriol,20
;,;,p
et,et,82
on,on,51
marquait,marquer,18
",",",",p
une,un,52
à,à,81
une,un,52
avec,avec,81
une,un,71
croix,croix,22
",",",",p
les,le,71
parties,partie,22
données,donné,31
à,à,81
Louise,Louise,20
/.,/.,P
il,il,51
fallut,falloir,19
une,un,71
heure,heure,22
à,à,81
Andermatt,Andermatt,20
pour,pour,81
enlever,enlever,14
les,le,71
deux,deux,72
derniers,dernier,30
carrés,carré,21
/.,/.,P
puis,puis,60
",",",",p
afin,afin,81
qu',que,83
il,il,51
n',ne,60
y,y,52
eût,avoir,19
aucune,aucun,75
surprise,surprise,22
de,de,81
l',le,71
un,un,52
ou,ou,82
de,de,81
l',le,71
autre,autre,75
côté,côté,21
",",",",p
on,on,51
se,se,51
rendit,rendre,19
sur,sur,81
les,le,71
lieux,lieu,21
",",",",p
avec,avec,81
le,le,71
plan,plan,21
/.,/.,P
alors,alors,60
on,on,51
reconnut,reconnaître,19
soigneusement,soigneusement,60
tous,tout,75
les,le,71
morceaux,morceau,21
désignés,désigné,31
par,par,81
les,le,71
croix,croix,22
et,et,82
on,on,51
les,le,52
pointa,pointer,19
de,de,81
nouveau,nouveau,21
/.,/.,P
mais,mais,82
Andermatt,Andermatt,20
était,être,18
inquiet,inquiet,30
",",",",p
soupçonnant,soupçonner,13
les,le,71
deux,deux,72
Oriol,Oriol,20
capables,capable,30
de,de,81
nier,nier,14
",",",",p
à,à,81
leur,leur,73
première,premier,72
entrevue,entrevue,22
",",",",p
une,un,71
partie,partie,22
des,de,81
des,le,71
cessions,cession,22
consenties,consenti,31
",",",",p
de,de,81
vouloir,vouloir,14
reprendre,reprendre,14
des,de,81
des,le,71
bouts,bout,21
de,de,81
vigne,vigne,22
",",",",p
des,de,81
des,le,71
coins,coin,21
utiles,utile,30
à,à,81
ses,son,73
projets,projet,21
;,;,p
et,et,82
il,il,51
cherchait,chercher,18
un,un,71
moyen,moyen,21
pratique,pratique,30
et,et,82
sûr,sûr,30
de,de,81
rendre,rendre,14
définitives,définitif,30
leurs,leur,73
conventions,convention,22
/.,/.,P
une,un,71
idée,idée,22
lui,lui,51
traversa,traverser,19
l',le,71
esprit,esprit,21
",",",",p
le,le,52
fit,faire,19
sourire,sourire,14
d'abord,d'abord,60
",",",",p
puis,puis,60
lui,lui,51
parut,paraître,19
excellente,excellent,30
",",",",p
bien,bien,60
que,que,83
bizarre,bizarre,30
/.,/.,P
“,“,p
si,si,83
vous,vous,51
voulez,vouloir,17
",",",",p
dit,dire,17
il,il,51
",",",",p
nous,nous,51
allons,aller,17
écrire,écrire,14
tout,tout,75
ça,ça,52
pour,pour,81
ne,ne,60
rien,rien,52
oublier,oublier,14
plus,plus,60
tard,tard,60
/?,/?,P
et,et,82
comme,comme,83
ils,ils,51
rentraient,rentrer,18
au,à,81
au,le,71
village,village,21
il,il,51
s',se,51
arrêta,arrêter,19
devant,devant,81
le,le,71
débit,débit,21
de,de,81
tabac,tabac,21
pour,pour,81
acheter,acheter,14
deux,deux,72
papiers,papier,21
timbrés,timbré,31
/.,/.,P
il,il,51
savait,savoir,18
que,que,83
la,le,71
liste,liste,22
des,de,81
des,le,71
terres,terre,22
dressées,dressé,31
sur,sur,81
ces,ce,74
feuilles,feuille,22
légales,légal,30
prendrait,prendre,16
aux,à,81
aux,le,71
yeux,oeil,21
des,de,81
des,le,71
paysans,paysan,21
un,un,71
caractère,caractère,21
presque,presque,60
inviolable,inviolable,30
",",",",p
car,car,82
ces,ce,74
feuilles,feuille,22
représentaient,représenter,18
la,le,71
loi,loi,22
",",",",p
toujours,toujours,60
invisible,invisible,30
et,et,82
menaçante,menaçant,30
",",",",p
défendue,défendu,31
par,par,81
les,le,71
gendarmes,gendarme,21
",",",",p
les,le,71
amendes,amende,22
et,et,82
la,le,71
prison,prison,22
/.,/.,P
donc,donc,82
il,il,51
écrivit,écrire,19
sur,sur,81
l',le,71
une,un,52
et,et,82
recopia,recopier,19
sur,sur,81
l',le,71
autre,autre,52
:,:,p
“,“,p
par,par,81
suite,suite,22
de,de,81
la,le,71
promesse,promesse,22
de,de,81
mariage,mariage,21
échangée,échangé,31
entre,entre,81
le,le,71
comte,comte,21
Gontran,Gontran,20
de,de,81
Ravenel,Ravenel,20
et,et,82
mademoiselle,mademoiselle,22
Louise,Louise,20
Oriol,Oriol,20
",",",",p
monsieur,monsieur,21
Oriol,Oriol,20
père,père,21
abandonne,abandonner,17
comme,comme,83
dot,dot,22
à,à,81
sa,son,73
fille,fille,22
les,le,71
biens,bien,21
désignés,désigné,31
ci-dessous,ci-dessous,60
/…,/…,P
“,“,p
et,et,82
il,il,51
les,le,52
énuméra,énumérer,19
minutieusement,minutieusement,60
",",",",p
avec,avec,81
les,le,71
numéros,numéro,21
du,de,81
du,le,71
registre,registre,21
cadastral,cadastral,30
de,de,81
la,le,71
commune,commune,22
/.,/.,P
puis,puis,60
",",",",p
ayant,avoir,13
daté,dater,12
et,et,82
signé,signer,12
",",",",p
il,il,51
fit,faire,19
signer,signer,14
le,le,71
père,père,21
Oriol,Oriol,20
",",",",p
qui,qui,52
avait,avoir,18
exigé,exiger,12
à,à,81
son,son,73
tour,tour,21
la,le,71
mention,mention,22
de,de,81
la,le,71
dot,dot,22
du,de,81
du,le,71
fiancé,fiancé,21
",",",",p
et,et,82
il,il,51
s',se,51
en,en,52
alla,aller,19
vers,vers,81
l',le,71
hôtel,hôtel,21
portant,porter,13
le,le,71
papier,papier,21
dans,dans,81
sa,son,73
poche,poche,22
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
riait,rire,18
de,de,81
son,son,73
histoire,histoire,22
",",",",p
et,et,82
Gontran,Gontran,20
plus,plus,60
fort,fort,30
que,que,83
les,le,71
autres,autre,52
/.,/.,P
alors,alors,60
le,le,71
marquis,marquis,21
dit,dire,17
à,à,81
son,son,73
fils,fils,21
avec,avec,81
une,un,71
grande,grand,30
dignité,dignité,22
:,:,p
“,“,p
nous,nous,51
irons,aller,15
ce,ce,74
soir,soir,21
",",",",p
tous,tout,75
les,le,71
deux,deux,72
",",",",p
faire,faire,14
une,un,71
visite,visite,22
à,à,81
cette,ce,74
famille,famille,22
",",",",p
et,et,82
je,je,51
renouvellerai,renouveler,15
moi-même,moi-même,51
la,le,71
demande,demande,22
présentée,présenté,31
d'abord,d'abord,60
par,par,81
mon,mon,73
gendre,gendre,21
",",",",p
afin,afin,81
que,que,83
ce,ce,52
soit,être,17
plus,plus,60
régulier,régulier,30
/.,/.,P
“,“,p
<V>,<>,<>
Gontran,Gontran,20
fut,être,19
un,un,71
fiancé,fiancé,21
parfait,parfait,21
",",",",p
aimable,aimable,30
autant,autant,60
qu',que,83
assidu,assidu,30
/.,/.,P
il,il,51
fit,faire,19
des,de,81
des,le,71
cadeaux,cadeau,21
à,à,81
tout,tout,75
le,le,71
monde,monde,21
avec,avec,81
la,le,71
bourse,bourse,22
d',de,81
Andermatt,Andermatt,20
et,et,82
il,il,51
allait,aller,18
à,à,81
tout,tout,75
instant,instant,21
voir,voir,14
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
soit,soit,82
chez,chez,81
elle,il,51
",",",",p
soit,soit,82
chez,chez,81
madame,madame,22
Honorat,Honorat,20
/.,/.,P
Paul,Paul,20
",",",",p
maintenant,maintenant,60
",",",",p
l',le,52
accompagnait,accompagner,18
presque,presque,60
toujours,toujours,60
",",",",p
afin,afin,81
de,de,81
rencontrer,rencontrer,14
Charlotte,Charlotte,20
qu',que,52
il,il,51
se,se,51
décidait,décider,18
",",",",p
après,après,81
chaque,chaque,75
visite,visite,22
",",",",p
à,à,81
ne,ne,60
plus,plus,60
voir,voir,14
/.,/.,P
elle,il,51
s',se,51
était,être,18
résignée,résigner,12
bravement,bravement,60
au,à,81
au,le,71
mariage,mariage,21
de,de,81
sa,son,73
soeur,soeur,22
",",",",p
et,et,82
elle,il,51
en,en,52
parlait,parler,18
même,même,60
avec,avec,81
aisance,aisance,22
",",",",p
sans,sans,81
paraître,paraître,14
en,en,52
garder,garder,14
à,à,81
l',le,71
âme,âme,22
la,le,71
moindre,moindre,30
peine,peine,22
/.,/.,P
son,son,73
caractère,caractère,21
seul,seul,30
semblait,sembler,18
un,un,71
peu,peu,60
changé,changé,31
",",",",p
plus,plus,60
posé,posé,31
",",",",p
moins,moins,60
ouvert,ouvert,31
/.,/.,P
Brétigny,Brétigny,20
",",",",p
pendant,pendant,81
que,que,83
Gontran,Gontran,20
contait,conter,18
des,de,81
des,le,71
galanteries,galanterie,22
à,à,81
Louise,Louise,20
",",",",p
à mi-voix,à mi-voix,60
",",",",p
dans,dans,81
un,un,71
coin,coin,21
",",",",p
causait,causer,18
gravement,gravement,60
avec,avec,81
elle,il,51
",",",",p
et,et,82
se,se,51
laissait,laisser,18
lentement,lentement,60
conquérir,conquérir,14
",",",",p
laissait,laisser,18
noyer,noyer,14
son,son,73
coeur,coeur,21
par,par,81
cet,ce,74
amour,amour,21
nouveau,nouveau,30
comme,comme,83
par,par,81
une,un,71
marée,marée,22
montante,montant,30
/.,/.,P
il,il,51
le,le,52
savait,savoir,18
et,et,82
s',se,51
abandonnait,abandonner,18
",",",",p
songeant,songer,13
:,:,p
“,“,p
bah,bah,93
!,!,p
quand,quand,83
le,le,71
moment,moment,21
sera,être,15
venu,venir,12
",",",",p
je,je,51
me,je,51
sauverai,sauver,15
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
“,“,p
en,en,81
la,le,52
quittant,quitter,13
il,il,51
montait,monter,18
chez,chez,81
Christiane,Christiane,20
",",",",p
étendue,étendue,22
à,à,81
présent,présent,21
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
sur,sur,81
une,un,71
chaise,chaise,22
longue,long,30
/.,/.,P
dès,dès,81
la,le,71
porte,porte,22
il,il,51
se,se,51
sentait,sentir,18
nerveux,nerveux,30
",",",",p
irrité,irrité,31
",",",",p
armé,armé,31
pour,pour,81
toutes,tout,75
les,le,71
menues,menu,30
querelles,querelle,22
que,que,52
la,le,71
lassitude,lassitude,22
fait,faire,17
naître,naître,14
/.,/.,P
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
disait,dire,18
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
pensait,penser,18
le,le,52
tâchait,tâcher,18
d',de,81
avance,avance,22
;,;,p
son,son,73
air,air,21
de,de,81
souffrance,souffrance,22
",",",",p
son,son,73
attitude,attitude,22
résignée,résigné,31
",",",",p
ses,son,73
regards,regard,21
de,de,81
reproche,reproche,21
et,et,82
de,de,81
supplication,supplication,22
lui,lui,51
faisaient,faire,18
venir,venir,14
aux,à,81
aux,le,71
lèvres,lèvre,22
des,de,81
des,le,71
paroles,parole,22
de,de,81
colère,colère,22
qu',que,83
il,il,51
réprimait,réprimer,18
par,par,81
savoir-vivre,savoir-vivre,21
;,;,p
et,et,82
il,il,51
gardait,garder,18
près,près,81
d',de,81
elle,il,51
le,le,71
constant,constant,30
souvenir,souvenir,21
",",",",p
l',le,71
image,image,22
fixée,fixé,31
en,en,81
lui,lui,51
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
qu',que,52
il,il,51
venait,venir,18
de,de,81
quitter,quitter,14
/.,/.,P
comme,comme,83
Christiane,Christiane,20
",",",",p
tourmentée,tourmenté,31
de,de,81
le,le,52
voir,voir,14
si,si,60
peu,peu,60
",",",",p
l',le,52
accablait,accabler,18
de,de,81
questions,question,22
sur,sur,81
l',le,71
emploi,emploi,21
de,de,81
ses,son,73
jours,jour,21
",",",",p
il,il,51
inventait,inventer,18
des,de,81
des,le,71
histoires,histoire,22
qu',que,83
elle,il,51
écoutait,écouter,18
avec,avec,81
attention,attention,22
en,en,81
cherchant,chercher,13
à,à,81
surprendre,surprendre,14
s',si,83
il,il,51
ne,ne,60
pensait,penser,18
point,point,60
à,à,81
quelque,quelque,75
autre,autre,75
femme,femme,22
/.,/.,P
l',le,71
impuissance,impuissance,22
où,où,60
elle,il,51
se,se,51
sentait,sentir,18
de,de,81
retenir,retenir,14
cet,ce,74
homme,homme,21
",",",",p
impuissance,impuissance,22
de,de,81
verser,verser,14
en,en,81
lui,lui,51
un,un,71
peu,peu,60
de,de,81
cet,ce,74
amour,amour,21
dont,dont,52
elle,il,51
était,être,18
torturée,torturer,12
",",",",p
impuissance,impuissance,22
physique,physique,30
de,de,81
lui,lui,51
plaire,plaire,14
encore,encore,60
",",",",p
de,de,81
se,se,51
donner,donner,14
",",",",p
de,de,81
le,le,52
reconquérir,reconquérir,14
par,par,81
des,de,81
des,le,71
caresses,caresse,22
",",",",p
puisqu',puisque,83
elle,il,51
ne,ne,60
pouvait,pouvoir,18
pas,pas,60
le,le,52
reprendre,reprendre,14
par,par,81
la,le,71
tendresse,tendresse,22
",",",",p
lui,lui,51
faisait,faire,18
tout,tout,52
redouter,redouter,14
sans,sans,81
qu',que,83
elle,il,51
sût,savoir,18
où,où,60
fixer,fixer,14
ses,son,73
craintes,crainte,22
/.,/.,P
elle,il,51
sentait,sentir,18
vaguement,vaguement,60
un,un,71
danger,danger,21
planant,planant,30
sur,sur,81
elle,il,51
",",",",p
un,un,71
grand,grand,30
danger,danger,21
inconnu,inconnu,30
/.,/.,P
et,et,82
elle,il,51
était,être,18
jalouse,jaloux,30
dans,dans,81
le,le,71
vide,vide,21
",",",",p
jalouse,jaloux,30
de,de,81
tout,tout,52
",",",",p
des,de,81
des,le,71
femmes,femme,22
qu',que,83
elle,il,51
voyait,voir,18
passer,passer,14
de,de,81
sa,son,73
fenêtre,fenêtre,22
et,et,82
qu',que,83
elle,il,51
trouvait,trouver,18
charmantes,charmant,30
",",",",p
sans,sans,81
même,même,60
savoir,savoir,14
si,si,83
Brétigny,Brétigny,20
leur,leur,52
avait,avoir,18
jamais,jamais,60
parlé,parler,12
/.,/.,P
elle,il,51
lui,lui,51
demandait,demander,18
:,:,p
“,“,p
avez,avoir,17
vous,vous,51
remarqué,remarquer,12
une,un,71
très,très,60
jolie,joli,30
personne,personne,22
",",",",p
une,un,71
brune,brune,22
",",",",p
assez,assez,60
grande,grand,30
",",",",p
que,que,52
j',je,51
ai,avoir,17
aperçue,apercevoir,12
tantôt,tantôt,60
et,et,82
qui,qui,52
a,avoir,17
dû,devoir,12
arriver,arriver,14
ces,ce,74
jours,jour,21
ci,ci,60
/?,/?,P
quand,quand,83
il,il,51
répondait,répondre,18
:,:,p
“,“,p
non,non,60
/.,/.,P
je,je,51
ne,ne,60
la,le,52
connais,connaître,17
pas,pas,60
“,“,p
",",",",p
elle,il,51
soupçonnait,soupçonner,18
aussitôt,aussitôt,60
un,un,71
mensonge,mensonge,21
",",",",p
pâlissait,pâlir,18
et,et,82
reprenait,reprendre,18
:,:,p
“,“,p
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
possible,possible,30
que,que,83
vous,vous,51
ne,ne,60
l',le,52
ayez,avoir,17
point,point,60
vue,voir,12
",",",",p
elle,il,51
m',je,51
a,avoir,17
paru,paraître,12
fort,fort,60
belle,beau,30
/.,/.,P
“,“,p
lui,lui,51
",",",",p
s',se,51
étonnait,étonner,18
de,de,81
son,son,73
insistance,insistance,22
/.,/.,P
“,“,p
je,je,51
vous,vous,51
assure,assurer,17
que,que,83
je,je,51
ne,ne,60
l',le,52
ai,avoir,17
point,point,60
vue,voir,12
/.,/.,P
je,je,51
tâcherai,tâcher,15
de,de,81
la,le,52
rencontrer,rencontrer,14
/.,/.,P
“,“,p
elle,il,51
pensait,penser,18
:,:,p
“,“,p
c',ce,52
est,être,17
celle-là,celui-là,52
assurément,assurément,60
/.,/.,P
“,“,p
elle,il,51
était,être,18
