11862
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-septième extrait>,<>,<>
moi,moi,51
/.,/.,P
pas,pas,60
grand'chose,grand-chose,22
de,de,81
nouveau,nouveau,21
dans,dans,81
le,le,71
pays,pays,21
/.,/.,P
je,je,51
t',tu,51
apprendrai,apprendre,15
cependant,cependant,82
/…,/…,P
“,“,p
et,et,82
il,il,51
gardait,garder,18
au,à,81
au,le,71
coeur,coeur,21
un,un,71
intérêt,intérêt,21
pour,pour,81
les,le,71
choses,chose,22
du,de,81
du,le,71
village,village,21
",",",",p
pour,pour,81
les,le,71
nouvelles,nouvelle,22
des,de,81
des,le,71
voisins,voisin,21
et,et,82
pour,pour,81
l',le,71
état,état,21
des,de,81
des,le,71
terres,terre,22
et,et,82
des,de,81
des,le,71
récoltes,récolte,22
/.,/.,P
il,il,51
se,se,51
répétait,répéter,18
",",",",p
en,en,81
nouant,nouer,13
sa,son,73
cravate,cravate,22
blanche,blanc,30
devant,devant,81
sa,son,73
petite,petit,30
glace,glace,22
:,:,p
“,“,p
il,il,51
faut,falloir,17
que,que,83
j',je,51
écrive,écrire,17
à,à,81
papa,papa,21
dès,dès,81
demain,demain,60
/.,/.,P
s',si,83
il,il,51
me,je,51
voyait,voir,18
",",",",p
ce,ce,74
soir,soir,21
",",",",p
dans,dans,81
la,le,71
maison,maison,22
où,où,60
je,je,51
vais,aller,17
",",",",p
serait,être,16
il,il,51
épaté,épater,12
",",",",p
le,le,71
vieux,vieux,21
/!,/!,P
sacristi,sacristi,93
",",",",p
je,je,51
ferait,faire,16
tout,tout,60
à,à,81
l',le,71
heure,heure,22
un,un,71
dîner,dîner,21
comme,comme,83
il,il,51
n',ne,60
en,en,52
a,avoir,17
jamais,jamais,60
fait,faire,12
/.,/.,P
“,“,p
et,et,82
il,il,51
revit,revoir,19
brusquement,brusquement,60
la,le,71
cuisine,cuisine,22
noire,noir,30
de,de,81
là-bas,là-bas,60
",",",",p
derrière,derrière,81
la,le,71
salle,salle,22
du,de,81
du,le,71
café,café,21
vide,vide,30
",",",",p
les,le,71
casseroles,casserole,22
jetant,jeter,13
des,de,81
des,le,71
lueurs,lueur,22
jaunes,jaune,30
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
",",",",p
le,le,71
chat,chat,21
dans,dans,81
la,le,71
cheminée,cheminée,22
",",",",p
le,le,71
nez,nez,21
au,à,81
au,le,71
feu,feu,21
",",",",p
avec,avec,81
sa,son,73
pose,pose,22
de,de,81
chimère,chimère,22
accroupie,accroupi,31
",",",",p
la,le,71
table,table,22
de,de,81
bois,bois,21
graissée,graissé,31
par,par,81
le,le,71
temps,temps,21
et,et,82
par,par,81
les,le,71
liquides,liquide,21
répandus,répandu,31
",",",",p
une,un,71
soupière,soupière,22
fumant,fumer,13
au,à,81
au,le,71
milieu,milieu,21
",",",",p
et,et,82
une,un,71
chandelle,chandelle,22
allumée,allumé,31
entre,entre,81
deux,deux,72
assiettes,assiette,22
/.,/.,P
et,et,82
il,il,51
les,le,52
aperçut,apercevoir,19
aussi,aussi,60
",",",",p
l',le,71
homme,homme,21
et,et,82
la,le,71
femme,femme,22
",",",",p
le,le,71
père,père,21
et,et,82
la,le,71
mère,mère,22
",",",",p
les,le,71
deux,deux,72
paysans,paysan,21
aux,à,81
aux,le,71
gestes,geste,21
lents,lent,30
",",",",p
mangeant,manger,13
la,le,71
soupe,soupe,22
à,à,81
petites,petit,30
gorgées,gorgée,22
/.,/.,P
il,il,51
connaissait,connaître,18
les,le,71
moindres,moindre,30
plis,pli,21
de,de,81
leurs,leur,73
vieilles,vieux,30
figures,figure,22
",",",",p
les,le,71
moindres,moindre,30
mouvements,mouvement,21
de,de,81
leurs,leur,73
bras,bras,21
et,et,82
de,de,81
leur,leur,73
tête,tête,22
/.,/.,P
il,il,51
savait,savoir,18
même,même,60
ce,ce,52
qu',que,52
ils,ils,51
se,se,51
disaient,dire,18
",",",",p
chaque,chaque,75
soir,soir,21
",",",",p
en,en,81
soupant,souper,13
face,face,22
à,à,81
face,face,22
/.,/.,P
il,il,51
pensa,penser,19
encore,encore,60
:,:,p
“,“,p
il,il,51
faudra,falloir,15
pourtant,pourtant,60
que,que,83
je,je,51
finisse,finir,17
par,par,81
aller,aller,14
les,le,52
voir,voir,14
/.,/.,P
“,“,p
mais,mais,82
comme,comme,83
sa,son,73
toilette,toilette,22
était,être,18
terminée,terminer,12
",",",",p
il,il,51
souffla,souffler,19
la,le,71
lumière,lumière,22
et,et,82
descendit,descendre,19
/.,/.,P
le,le,71
long,long,21
du,de,81
du,le,71
boulevard,boulevard,21
extérieur,extérieur,30
des,de,81
des,le,71
filles,fille,22
l',le,52
accostèrent,accoster,19
/.,/.,P
il,il,51
leur,leur,52
répondait,répondre,18
en,en,81
dégageant,dégager,13
son,son,73
bras,bras,21
:,:,p
“,“,p
fichez,ficher,17
moi,moi,51
donc,donc,82
la,le,71
paix,paix,22
!,!,p
avec,avec,81
un,un,71
dédain,dédain,21
violent,violent,30
",",",",p
comme,comme,83
si,si,83
elles,ils,51
l',le,52
eussent,avoir,18
insulté,insulter,12
",",",",p
méconnu,méconnaître,12
/…,/…,P
pour,pour,81
qui,qui,52
le,le,52
prenaient,prendre,18
elles,ils,51
/?,/?,P
ces,ce,74
rouleuses,rouleuse,22
là,là,60
ne,ne,60
savaient,savoir,18
donc,donc,82
point,point,60
distinguer,distinguer,14
les,le,71
hommes,homme,21
/?,/?,P
la,le,71
sensation,sensation,22
de,de,81
son,son,73
habit,habit,21
noir,noir,30
endossé,endossé,31
pour,pour,81
aller,aller,14
dîner,dîner,14
chez,chez,81
des,de,81
des,le,71
gens,gens,21
très,très,60
riches,riche,30
",",",",p
très,très,60
connus,connu,31
",",",",p
très,très,60
importants,important,30
",",",",p
lui,lui,51
donnait,donner,18
le,le,71
sentiment,sentiment,21
d',de,81
une,un,71
personnalité,personnalité,22
nouvelle,nouveau,30
",",",",p
la,le,71
conscience,conscience,22
d',de,81
être,être,14
devenu,devenir,12
un,un,71
autre,autre,75
homme,homme,21
",",",",p
un,un,71
homme,homme,21
du,de,81
du,le,71
monde,monde,21
",",",",p
du,de,81
du,le,71
vrai,vrai,30
monde,monde,21
/.,/.,P
il,il,51
entra,entrer,19
avec,avec,81
assurance,assurance,22
dans,dans,81
l',le,71
antichambre,antichambre,22
éclairée,éclairé,31
par,par,81
les,le,71
hautes,haut,30
torchères,torchère,22
de,de,81
bronze,bronze,21
et,et,82
il,il,51
remit,remettre,19
",",",",p
d',de,81
un,un,71
geste,geste,21
naturel,naturel,30
",",",",p
sa,son,73
canne,canne,22
et,et,82
son,son,73
pardessus,pardessus,21
aux,à,81
aux,le,71
deux,deux,72
valets,valet,21
qui,qui,52
s',se,51
étaient,être,18
approchés,approcher,12
de,de,81
lui,lui,51
/.,/.,P
tous,tout,75
les,le,71
salons,salon,21
étaient,être,18
illuminés,illuminer,12
/.,/.,P
madame,madame,22
Walter,Walter,20
recevait,recevoir,18
dans,dans,81
le,le,71
second,second,72
",",",",p
le,le,71
plus,plus,60
grand,grand,30
/.,/.,P
elle,il,51
l',le,52
accueillit,accueillir,19
avec,avec,81
un,un,71
sourire,sourire,21
charmant,charmant,30
",",",",p
et,et,82
il,il,51
serra,serrer,19
la,le,71
main,main,22
des,de,81
des,le,71
deux,deux,72
hommes,homme,21
arrivés,arrivé,31
avant,avant,81
lui,lui,51
",",",",p
monsieur,monsieur,21
Firmin,Firmin,20
et,et,82
monsieur,monsieur,21
Laroche,Laroche,20
Mathieu,Mathieu,20
",",",",p
députés,député,21
rédacteurs,rédacteur,21
anonymes,anonyme,30
de,de,81
la,le,71
Vie Française,Vie Française,20
/.,/.,P
monsieur,monsieur,21
Laroche,Laroche,20
Mathieu,Mathieu,20
avait,avoir,18
dans,dans,81
le,le,71
journal,journal,21
une,un,71
autorité,autorité,22
spéciale,spécial,30
provenant,provenir,13
d',de,81
une,un,71
grande,grand,30
influence,influence,22
sur,sur,81
la,le,71
chambre,chambre,22
/.,/.,P
personne,personne,52
ne,ne,60
doutait,douter,18
qu',que,83
il,il,51
ne,ne,60
fût,être,19
ministre,ministre,21
un,un,71
jour,jour,21
/.,/.,P
puis,puis,60
arrivèrent,arriver,19
les,le,71
Forestier,Forestier,20
",",",",p
la,le,71
femme,femme,22
en,en,81
rose,rose,21
",",",",p
et,et,82
ravissante,ravissant,30
/.,/.,P
Duroy,Duroy,20
fut,être,19
stupéfait,stupéfait,30
de,de,81
la,le,52
voir,voir,14
intime,intime,30
avec,avec,81
les,le,71
deux,deux,72
représentants,représentant,21
du,de,81
du,le,71
pays,pays,21
/.,/.,P
elle,il,51
causa,causer,19
tout,tout,60
bas,bas,30
",",",",p
au,à,81
au,le,71
coin,coin,21
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
pendant,pendant,81
plus,plus,60
de,de,81
cinq,cinq,72
minutes,minute,22
",",",",p
avec,avec,81
monsieur,monsieur,21
Laroche,Laroche,20
Mathieu,Mathieu,20
/.,/.,P
Charles,Charles,20
paraissait,paraître,18
exténué,exténué,31
/.,/.,P
il,il,51
avait,avoir,18
maigri,maigrir,12
beaucoup,beaucoup,60
depuis,depuis,81
un,un,71
mois,mois,21
",",",",p
et,et,82
il,il,51
toussait,tousser,18
sans,sans,81
cesse,cesse,22
en,en,81
répétant,répéter,13
:,:,p
“,“,p
je,je,51
devrais,devoir,16
me,je,51
décider,décider,14
à,à,81
aller,aller,14
finir,finir,14
l',le,71
hiver,hiver,21
dans,dans,81
le,le,71
Midi,Midi,20
/.,/.,P
“,“,p
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
et,et,82
Jacques,Jacques,20
rival,rival,30
apparurent,apparaître,19
ensemble,ensemble,60
/.,/.,P
puis,puis,60
une,un,71
porte,porte,22
s',se,51
étant,être,13
ouverte,ouvrir,12
au,à,81
au,le,71
fond,fond,21
de,de,81
l',le,71
appartement,appartement,21
",",",",p
monsieur,monsieur,21
Walter,Walter,20
entra,entrer,19
avec,avec,81
deux,deux,72
grandes,grand,30
jeunes,jeune,30
filles,fille,22
de,de,81
seize,seize,72
et,et,82
dix,dix,72
huit,huit,72
ans,an,21
",",",",p
une,un,71
laide,laid,30
",",",",p
et,et,82
l',le,71
autre,autre,75
jolie,joli,30
/.,/.,P
Duroy,Duroy,20
savait,savoir,18
pourtant,pourtant,60
que,que,83
le,le,71
patron,patron,21
était,être,18
père,père,21
de,de,81
famille,famille,22
",",",",p
mais,mais,82
il,il,51
fut,être,19
saisi,saisir,12
d',de,81
étonnement,étonnement,21
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
songé,songer,12
aux,à,81
aux,le,71
filles,fille,22
de,de,81
son,son,73
directeur,directeur,21
que,que,83
comme,comme,83
on,on,51
songe,songer,17
aux,à,81
aux,le,71
pays,pays,21
lointains,lointain,30
qu',que,52
on,on,51
ne,ne,60
verra,voir,15
jamais,jamais,60
/.,/.,P
et,et,82
puis,puis,60
il,il,51
se,se,51
les,le,52
était,être,18
figurées,figurer,12
toutes,tout,60
petites,petit,30
et,et,82
il,il,51
voyait,voir,18
des,de,81
des,le,71
femmes,femme,22
/.,/.,P
il,il,51
en,en,52
ressentait,ressentir,18
le,le,71
léger,léger,30
trouble,trouble,30
moral,moral,21
que,que,52
produit,produire,17
un,un,71
changement,changement,21
à,à,81
vue,vue,22
/.,/.,P
elles,ils,51
lui,lui,51
tendirent,tendre,19
la,le,71
main,main,22
",",",",p
l',le,71
une,un,52
après,après,81
l',le,71
autre,autre,52
",",",",p
après,après,81
la,le,71
présentation,présentation,22
",",",",p
et,et,82
elles,ils,51
allèrent,aller,19
s',se,51
asseoir,asseoir,14
à,à,81
une,un,71
petite,petit,30
table,table,22
qui,qui,52
leur,leur,52
était,être,18
sans,sans,81
doute,doute,21
réservée,réserver,12
",",",",p
où,où,60
elles,ils,51
se,se,51
mirent,mettre,19
à,à,81
remuer,remuer,14
un,un,71
tas,tas,21
de,de,81
bobines,bobine,22
de,de,81
soie,soie,22
dans,dans,81
une,un,71
bannette,bannette,22
/.,/.,P
on,on,51
attendait,attendre,18
encore,encore,60
quelqu'un,quelqu'un,52
et,et,82
on,on,51
demeurait,demeurer,18
silencieux,silencieux,30
",",",",p
dans,dans,81
cette,ce,74
sorte,sorte,22
de,de,81
gêne,gêne,22
qui,qui,52
précède,précéder,17
les,le,71
dîners,dîner,21
entre,entre,81
gens,gens,21
qui,qui,52
ne,ne,60
se,se,51
trouvent,trouver,17
pas,pas,60
dans,dans,81
la,le,71
même,même,75
atmosphère,atmosphère,22
d',de,81
esprit,esprit,21
",",",",p
après,après,81
les,le,71
occupations,occupation,22
différentes,différent,30
de,de,81
leur,leur,73
journée,journée,22
/.,/.,P
Duroy,Duroy,20
ayant,avoir,13
levé,lever,12
par,par,81
désoeuvrement,désoeuvrement,21
les,le,71
yeux,oeil,21
",",",",p
vers,vers,81
le,le,71
mur,mur,21
",",",",p
monsieur,monsieur,21
Walter,Walter,20
lui,lui,51
dit,dire,19
",",",",p
de,de,81
loin,loin,60
",",",",p
avec,avec,81
un,un,71
désir,désir,21
visible,visible,30
de,de,81
faire,faire,14
valoir,valoir,14
son,son,73
bien,bien,21
:,:,p
“,“,p
vous,vous,51
regardez,regarder,17
mes,mon,73
tableaux,tableau,21
/?,/?,P
le,le,71
mes,mon,73
sonna,sonner,19
/.,/.,P
“,“,p
je,je,51
vais,aller,17
vous,vous,51
les,le,52
montrer,montrer,14
/.,/.,P
“,“,p
et,et,82
il,il,51
prit,prendre,19
une,un,71
lampe,lampe,22
pour,pour,81
qu',que,83
on,on,51
pût,pouvoir,18
distinguer,distinguer,14
tous,tout,75
les,le,71
détails,détail,21
/.,/.,P
-,-,p
ici,ici,60
les,le,71
paysages,paysage,21
",",",",p
dit,dire,19
il,il,51
/.,/.,P
au,à,81
au,le,71
centre,centre,21
du,de,81
du,le,71
panneau,panneau,21
on,on,51
voyait,voir,18
une,un,71
grande,grand,30
toile,toile,22
de,de,81
Guillemet,Guillemet,20
",",",",p
une,un,71
plage,plage,22
de,de,81
Normandie,Normandie,20
sous,sous,81
un,un,71
ciel,ciel,21
d',de,81
orage,orage,21
/.,/.,P
au-dessous,au-dessous,60
",",",",p
un,un,71
bois,bois,21
de,de,81
Harpignies,Harpignies,20
",",",",p
puis,puis,60
une,un,71
plaine,plaine,22
d',de,81
Algérie,Algérie,20
",",",",p
par,par,81
Guillaumet,Guillaumet,20
",",",",p
avec,avec,81
un,un,71
chameau,chameau,21
à,à,81
l',le,71
horizon,horizon,21
",",",",p
un,un,71
grand,grand,30
chameau,chameau,21
sur,sur,81
ses,son,73
hautes,haut,30
jambes,jambe,22
",",",",p
pareil,pareil,30
à,à,81
un,un,71
étrange,étrange,30
monument,monument,21
/.,/.,P
monsieur,monsieur,21
Walter,Walter,20
passa,passer,19
au,à,81
au,le,71
mur,mur,21
voisin,voisin,30
et,et,82
annonça,annoncer,19
",",",",p
avec,avec,81
un,un,71
ton,ton,21
sérieux,sérieux,30
",",",",p
comme,comme,83
un,un,71
maître,maître,21
des,de,81
des,le,71
cérémonies,cérémonie,22
:,:,p
-,-,p
la,le,71
grande,grand,30
peinture,peinture,22
/.,/.,P
c',ce,52
étaient,être,18
quatre,quatre,72
toiles,toile,22
:,:,p
“,“,p
une,un,71
visite,visite,22
d',de,81
hôpital,hôpital,21
“,“,p
",",",",p
par,par,81
Gervex,Gervex,20
;,;,p
“,“,p
une,un,71
moissonneuse,moissonneuse,22
“,“,p
",",",",p
par,par,81
Bastien,Bastien,20
Lepage,Lepage,20
;,;,p
“,“,p
une,un,71
veuve,veuve,22
“,“,p
",",",",p
par,par,81
Bouguereau,Bouguereau,20
",",",",p
et,et,82
“,“,p
une,un,71
exécution,exécution,22
“,“,p
",",",",p
par,par,81
Jean-Paul,Jean-Paul,20
Laurens,Laurens,20
/.,/.,P
cette,ce,74
dernière,dernier,30
oeuvre,oeuvre,22
représentait,représenter,18
un,un,71
prêtre,prêtre,21
vendéen,vendéen,30
fusillé,fusillé,31
contre,contre,81
le,le,71
mur,mur,21
de,de,81
son,son,73
église,église,22
par,par,81
un,un,71
détachement,détachement,21
de,de,81
bleus,bleu,21
/.,/.,P
un,un,71
sourire,sourire,21
",",",",p
passa,passer,19
sur,sur,81
la,le,71
figure,figure,22
grave,grave,30
du,de,81
du,le,71
patron,patron,21
en,en,81
indiquant,indiquer,13
le,le,71
panneau,panneau,21
suivant,suivant,30
:,:,p
-,-,p
ici,ici,60
les,le,71
fantaisistes,fantaisiste,21
/.,/.,P
-,-,p
on,on,51
apercevait,apercevoir,18
d'abord,d'abord,60
une,un,71
petite,petit,30
toile,toile,22
de,de,81
Jean,Jean,20
Béraud,Béraud,20
",",",",p
intitulée,intitulé,31
:,:,p
le,le,71
haut,haut,21
et,et,82
le,le,71
bas,bas,21
/.,/.,P
c',ce,52
était,être,18
une,un,71
jolie,joli,30
Parisienne,Parisien,20
montant,monter,13
l',le,71
escalier,escalier,21
d',de,81
un,un,71
tramway,tramway,21
en,en,81
marche,marche,22
/.,/.,P
sa,son,73
tête,tête,22
apparaissait,apparaître,18
au,à,81
au,le,71
niveau,niveau,21
de,de,81
l',le,71
impériale,impériale,22
",",",",p
et,et,82
les,le,71
messieurs,monsieur,21
assis,assis,31
sur,sur,81
les,le,71
bancs,banc,21
découvraient,découvrir,18
",",",",p
avec,avec,81
une,un,71
satisfaction,satisfaction,22
avide,avide,30
",",",",p
le,le,71
jeune,jeune,30
visage,visage,21
qui,qui,52
venait,venir,18
vers,vers,81
eux,ils,51
",",",",p
tandis que,tandis que,83
les,le,71
hommes,homme,21
debout,debout,60
sur,sur,81
la,le,71
plate-forme,plate-forme,22
du,de,81
du,le,71
bas,bas,21
considéraient,considérer,18
les,le,71
jambes,jambe,22
de,de,81
la,le,71
jeune,jeune,30
femme,femme,22
avec,avec,81
une,un,71
expression,expression,22
différente,différent,30
de,de,81
dépit,dépit,21
et,et,82
de,de,81
convoitise,convoitise,22
/.,/.,P
monsieur,monsieur,21
Walter,Walter,20
tenait,tenir,18
la,le,71
lampe,lampe,22
à,à,81
bout,bout,21
de,de,81
bras,bras,21
",",",",p
et,et,82
répétait,répéter,18
en,en,81
riant,rire,13
d',de,81
un,un,71
rire,rire,21
polisson,polisson,30
:,:,p
-,-,p
hein,hein,93
/?,/?,P
est,être,17
ce,ce,52
drôle,drôle,30
?,?,p
est,être,17
ce,ce,52
drôle,drôle,30
/?,/?,P
puis,puis,60
il,il,51
déclara,déclarer,19
:,:,p
-,-,p
“,“,p
un,un,71
sauvetage,sauvetage,21
“,“,p
par,par,81
Lambert,Lambert,20
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
d',de,81
une,un,71
table,table,22
desservie,desservi,31
",",",",p
un,un,71
jeune,jeune,30
chat,chat,21
",",",",p
assis,assis,31
sur,sur,81
son,son,73
derrière,derrière,21
",",",",p
examinait,examiner,18
avec,avec,81
étonnement,étonnement,21
et,et,82
perplexité,perplexité,22
une,un,71
mouche,mouche,22
se,se,51
noyant,noyer,13
dans,dans,81
un,un,71
verre,verre,21
d',de,81
eau,eau,22
/.,/.,P
il,il,51
avait,avoir,18
une,un,71
patte,patte,22
levée,levé,31
",",",",p
prêt,prêt,30
à,à,81
cueillir,cueillir,14
l',le,71
insecte,insecte,21
d',de,81
un,un,71
coup,coup,21
rapide,rapide,30
/.,/.,P
mais,mais,82
il,il,51
n',ne,60
était,être,18
point,point,60
décidé,décider,12
/.,/.,P
il,il,51
hésitait,hésiter,18
/.,/.,P
que,que,52
ferait,faire,16
il,il,51
/?,/?,P
puis,puis,60
le,le,71
patron,patron,21
montra,montrer,19
un,un,71
Détaille,Détaille,20
:,:,p
“,“,p
la,le,71
leçon,leçon,22
“,“,p
",",",",p
qui,qui,52
représentait,représenter,18
un,un,71
soldat,soldat,21
dans,dans,81
une,un,71
caserne,caserne,22
",",",",p
apprenant,apprendre,13
à,à,81
un,un,71
caniche,caniche,21
à,à,81
jouer,jouer,14
du,de,81
du,le,71
tambour,tambour,21
",",",",p
et,et,82
il,il,51
déclara,déclarer,19
:,:,p
-,-,p
en,en,52
voilà,voilà,81
de,de,81
l',le,71
esprit,esprit,21
/!,/!,P
Duroy,Duroy,20
riait,rire,18
d',de,81
un,un,71
rire,rire,21
approbateur,approbateur,30
et,et,82
s',se,51
extasiait,extasier,18
:,:,p
-,-,p
comme,comme,83
c',ce,52
est,être,17
charmant,charmant,30
",",",",p
comme,comme,83
c',ce,52
est,être,17
charmant,charmant,30
",",",",p
char,char,21
/…,/…,P
-,-,p
il,il,51
s',se,51
arrêta,arrêter,19
net,net,60
",",",",p
en,en,81
entendant,entendre,13
derrière,derrière,81
lui,lui,51
la,le,71
voix,voix,22
de,de,81
madame,madame,22
de,de,81
Marelle,Marelle,20
qui,qui,52
venait,venir,18
d',de,81
entrer,entrer,14
/.,/.,P
le,le,71
patron,patron,21
continuait,continuer,18
à,à,81
éclairer,éclairer,14
les,le,71
toiles,toile,22
",",",",p
en,en,81
les,le,52
expliquant,expliquer,13
/.,/.,P
il,il,51
montrait,montrer,18
maintenant,maintenant,60
une,un,71
aquarelle,aquarelle,22
de,de,81
Maurice,Maurice,20
Leloir,Leloir,20
:,:,p
“,“,p
l',le,71
obstacle,obstacle,21
“,“,p
/.,/.,P
c',ce,52
était,être,18
une,un,71
chaise,chaise,22
à,à,81
porteurs,porteur,21
arrêtée,arrêté,31
",",",",p
la,le,71
rue,rue,22
se,se,51
trouvant,trouver,13
barrée,barré,31
par,par,81
une,un,71
bataille,bataille,22
entre,entre,81
deux,deux,72
hommes,homme,21
du,de,81
du,le,71
peuple,peuple,21
",",",",p
deux,deux,72
gaillards,gaillard,21
luttant,lutter,13
comme,comme,83
des,de,81
des,le,71
hercules,hercule,21
/.,/.,P
et,et,82
on,on,51
voyait,voir,18
sortir,sortir,14
par,par,81
la,le,71
fenêtre,fenêtre,22
de,de,81
la,le,71
chaise,chaise,22
un,un,71
ravissant,ravissant,30
visage,visage,21
de,de,81
femme,femme,22
qui,qui,52
regardait,regarder,18
…,…,p
qui,qui,52
regardait,regarder,18
…,…,p
sans,sans,81
impatience,impatience,22
",",",",p
sans,sans,81
peur,peur,22
",",",",p
et,et,82
avec,avec,81
une,un,71
certaine,certain,75
admiration,admiration,22
le,le,71
combat,combat,21
de,de,81
ces,ce,74
deux,deux,72
brutes,brute,22
/.,/.,P
monsieur,monsieur,21
Walter,Walter,20
disait,dire,18
toujours,toujours,60
:,:,p
-,-,p
j',je,51
en,en,52
ai,avoir,17
d',de,81
autres,autre,52
dans,dans,81
les,le,71
pièces,pièce,22
suivantes,suivant,30
",",",",p
mais,mais,82
ils,ils,51
sont,être,17
de,de,81
gens,gens,21
moins,moins,60
connus,connu,31
",",",",p
moins,moins,60
classés,classé,31
/.,/.,P
ici,ici,60
c',ce,52
est,être,17
mon,mon,73
salon,salon,21
carré,carré,31
/.,/.,P
j',je,51
achète,acheter,17
des,de,81
des,le,71
jeunes,jeune,21
en,en,81
ce,ce,74
moment,moment,21
",",",",p
des,de,81
des,le,71
tous,tout,60
jeunes,jeune,30
",",",",p
et,et,82
je,je,51
les,le,52
mets,mettre,17
en,en,81
réserve,réserve,22
dans,dans,81
les,le,71
appartements,appartement,21
intimes,intime,30
",",",",p
en,en,81
attendant,attendre,13
le,le,71
moment,moment,21
où,où,60
les,le,71
auteurs,auteur,21
seront,être,15
célèbres,célèbre,30
/.,/.,P
puis,puis,60
il,il,51
prononça,prononcer,19
",",",",p
tout,tout,60
bas,bas,60
:,:,p
-,-,p
c',ce,52
est,être,17
l',le,71
instant,instant,21
d',de,81
acheter,acheter,14
des,de,81
des,le,71
tableaux,tableau,21
/.,/.,P
les,le,71
peintres,peintre,21
crèvent,crever,17
de,de,81
faim,faim,22
/.,/.,P
ils,ils,51
n',ne,60
ont,avoir,17
pas,pas,60
le,le,71
sou,sou,21
",",",",p
pas,pas,60
le,le,71
sou,sou,21
/…,/…,P
mais,mais,82
Duroy,Duroy,20
ne,ne,60
voyait,voir,18
rien,rien,52
",",",",p
entendait,entendre,18
sans,sans,81
comprendre,comprendre,14
/.,/.,P
madame,madame,22
de,de,81
Marelle,Marelle,20
était,être,18
là,là,60
",",",",p
derrière,derrière,81
lui,lui,51
/.,/.,P
que,que,52
devait,devoir,18
il,il,51
faire,faire,14
/?,/?,P
s',si,83
il,il,51
la,le,52
saluait,saluer,18
n',ne,60
allait,aller,18
elle,il,51
point,point,60
lui,lui,51
tourner,tourner,14
le,le,71
dos,dos,21
ou,ou,82
lui,lui,51
jeter,jeter,14
quelque,quelque,75
insolence,insolence,22
/?,/?,P
s',si,83
il,il,51
ne,ne,60
s',se,51
approchait,approcher,18
pas,pas,60
d',de,81
elle,il,51
",",",",p
que,que,52
penserait,penser,16
on,on,51
/?,/?,P
il,il,51
se,se,51
dit,dire,17
:,:,p
-,-,p
je,je,51
vais,aller,17
toujours,toujours,60
gagner,gagner,14
du,de,81
du,le,71
temps,temps,21
/.,/.,P
-,-,p
il,il,51
était,être,18
tellement,tellement,60
ému,émouvoir,12
qu',que,83
il,il,51
eut,avoir,19
l',le,71
idée,idée,22
un,un,71
moment,moment,21
de,de,81
simuler,simuler,14
une,un,71
indisposition,indisposition,22
subite,subit,30
qui,qui,52
lui,lui,51
permettrait,permettre,16
de,de,81
s',se,51
en,en,52
aller,aller,14
/.,/.,P
la,le,71
visite,visite,22
des,de,81
des,le,71
murs,mur,21
était,être,18
finie,finir,12
/.,/.,P
le,le,71
patron,patron,21
alla,aller,19
reposer,reposer,14
sa,son,73
lampe,lampe,22
et,et,82
saluer,saluer,14
la,le,71
dernière,dernier,30
venue,venue,22
",",",",p
tandis que,tandis que,83
Duroy,Duroy,20
recommençait,recommencer,18
tout,tout,60
seul,seul,30
l',le,71
examen,examen,21
des,de,81
des,le,71
toiles,toile,22
comme,comme,83
s',si,83
il,il,51
ne,ne,60
se,se,51
fût,être,19
pas,pas,60
lassé,lasser,12
de,de,81
les,le,52
admirer,admirer,14
/.,/.,P
il,il,51
avait,avoir,18
l',le,71
esprit,esprit,21
bouleversé,bouleversé,31
/.,/.,P
que,que,52
devait,devoir,18
il,il,51
faire,faire,14
/?,/?,P
il,il,51
entendait,entendre,18
les,le,71
voix,voix,22
",",",",p
il,il,51
distinguait,distinguer,18
la,le,71
conversation,conversation,22
/.,/.,P
madame,madame,22
Forestier,Forestier,20
l',le,52
appela,appeler,19
:,:,p
-,-,p
dites,dire,17
donc,donc,82
",",",",p
monsieur,monsieur,21
Duroy,Duroy,20
/.,/.,P
-,-,p
il,il,51
courut,courir,19
vers,vers,81
elle,il,51
/.,/.,P
c',ce,52
était,être,18
pour,pour,81
lui,lui,51
recommander,recommander,14
une,un,71
amie,amie,22
qui,qui,52
donnait,donner,18
une,un,71
fête,fête,22
et,et,82
qui,qui,52
aurait,avoir,16
bien,bien,60
voulu,vouloir,12
une,un,71
citation,citation,22
dans,dans,81
les,le,71
Echos,Echos,20
de,de,81
la,le,71
vie,vie,22
française,français,30
/.,/.,P
il,il,51
balbutiait,balbutier,18
:,:,p
-,-,p
mais,mais,82
certainement,certainement,60
",",",",p
madame,madame,22
",",",",p
certainement,certainement,60
/…,/…,P
madame,madame,22
de,de,81
Marelle,Marelle,20
se,se,51
trouvait,trouver,18
maintenant,maintenant,60
tout,tout,60
près,près,81
de,de,81
lui,lui,51
/.,/.,P
il,il,51
n',ne,60
osait,oser,18
point,point,60
se,se,51
retourner,retourner,14
pour,pour,81
s',se,51
en,en,52
aller,aller,14
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
il,il,51
se,se,51
crut,croire,19
