11776
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-huitième extrait>,<>,<>
avoir,avoir,14
été,être,12
prévenu,prévenir,12
à,à,81
temps,temps,21
par,par,81
sa,son,73
police,police,22
secrète,secret,30
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
il,il,51
eut,avoir,19
tracé,tracer,12
un,un,71
tableau,tableau,21
sanglant,sanglant,30
du,de,81
du,le,71
massacre,massacre,21
de,de,81
la,le,71
ville,ville,22
si,si,83
ces,ce,74
misérables,misérable,21
s',se,51
emparaient,emparer,18
du,de,81
du,le,71
pouvoir,pouvoir,21
",",",",p
il,il,51
donna,donner,19
l',le,71
ordre,ordre,21
de,de,81
ne,ne,60
plus,plus,60
prononcer,prononcer,14
une,un,71
parole,parole,22
et,et,82
d',de,81
éteindre,éteindre,14
toutes,tout,75
les,le,71
lumières,lumière,22
/.,/.,P
lui-même,lui-même,51
prit,prendre,19
un,un,71
fusil,fusil,21
/.,/.,P
depuis,depuis,81
le,le,71
matin,matin,21
",",",",p
il,il,51
marchait,marcher,18
comme,comme,83
dans,dans,81
un,un,71
rêve,rêve,21
;,;,p
il,il,51
ne,ne,60
se,se,51
reconnaissait,reconnaître,18
plus,plus,60
;,;,p
il,il,51
sentait,sentir,18
derrière,derrière,81
lui,lui,51
Félicité,Félicité,20
",",",",p
aux,à,81
aux,le,71
mains,main,22
de,de,81
laquelle,lequel,52
l',le,52
avait,avoir,18
jeté,jeter,12
la,le,71
crise,crise,22
de,de,81
la,le,71
nuit,nuit,22
",",",",p
et,et,82
il,il,51
se,se,51
serait,être,16
laissé,laisser,12
pendre,pendre,14
en,en,81
disant,dire,13
:,:,p
“,“,p
ça,ça,52
ne,ne,60
fait,faire,17
rien,rien,52
",",",",p
ma,mon,73
femme,femme,22
va,aller,17
venir,venir,14
me,je,51
décrocher,décrocher,14
/.,/.,P
“,“,p
pour,pour,81
augmenter,augmenter,14
le,le,71
tapage,tapage,21
et,et,82
secouer,secouer,14
une,un,71
plus,plus,60
longue,long,30
épouvante,épouvante,22
sur,sur,81
la,le,71
ville,ville,22
endormie,endormi,31
",",",",p
il,il,51
pria,prier,19
Granoux,Granoux,20
de,de,81
se,se,51
rendre,rendre,14
à,à,81
la,le,71
cathédrale,cathédrale,22
et,et,82
de,de,81
faire,faire,14
sonner,sonner,14
le,le,71
tocsin,tocsin,21
aux,à,81
aux,le,71
premiers,premier,72
coups,coup,21
de,de,81
feu,feu,21
/.,/.,P
le,le,71
nom,nom,21
du,de,81
du,le,71
marquis,marquis,21
devait,devoir,18
lui,lui,51
ouvrir,ouvrir,14
la,le,71
porte,porte,22
du,de,81
du,le,71
bedeau,bedeau,21
/.,/.,P
et,et,82
",",",",p
dans,dans,81
l',le,71
ombre,ombre,22
",",",",p
dans,dans,81
le,le,71
silence,silence,21
noir,noir,30
de,de,81
la,le,71
cour,cour,22
",",",",p
les,le,71
gardes,garde,21
nationaux,national,30
",",",",p
que,que,52
l',le,71
anxiété,anxiété,22
effarait,effarer,18
",",",",p
attendaient,attendre,18
",",",",p
les,le,71
yeux,oeil,21
fixés,fixé,31
sur,sur,81
le,le,71
porche,porche,21
",",",",p
impatients,impatient,30
de,de,81
tirer,tirer,14
",",",",p
comme,comme,83
à,à,81
l',le,71
affût,affût,21
d',de,81
une,un,71
bande,bande,22
de,de,81
loups,loup,21
/.,/.,P
cependant,cependant,82
Macquart,Macquart,20
avait,avoir,18
passé,passer,12
la,le,71
journée,journée,22
chez,chez,81
tante,tante,22
Dide,Dide,20
/.,/.,P
il,il,51
s',se,51
était,être,18
allongé,allonger,12
sur,sur,81
le,le,71
vieux,vieux,30
coffre,coffre,21
",",",",p
en,en,81
regrettant,regretter,13
le,le,71
divan,divan,21
de,de,81
monsieur,monsieur,21
Garçonnet,Garçonnet,20
/.,/.,P
à,à,81
plusieurs,plusieurs,75
reprises,reprise,22
",",",",p
il,il,51
eut,avoir,19
une,un,71
envie,envie,22
folle,fou,30
d',de,81
aller,aller,14
écorner,écorner,14
ses,son,73
deux,deux,72
cents,cent,72
francs,franc,21
dans,dans,81
quelque,quelque,75
café,café,21
voisin,voisin,30
;,;,p
cet,ce,74
argent,argent,21
",",",",p
qu',que,52
il,il,51
avait,avoir,18
mis,mettre,12
dans,dans,81
une,un,52
des,de,81
des,le,71
poches,poche,22
de,de,81
son,son,73
gilet,gilet,21
",",",",p
lui,lui,51
brûlait,brûler,18
le,le,71
flanc,flanc,21
;,;,p
il,il,51
employa,employer,19
le,le,71
temps,temps,21
à,à,81
le,le,52
dépenser,dépenser,14
en,en,81
imagination,imagination,22
/.,/.,P
sa,son,73
mère,mère,22
",",",",p
chez,chez,81
laquelle,lequel,52
",",",",p
depuis,depuis,81
quelques,quelque,75
jours,jour,21
",",",",p
ses,son,73
enfants,enfant,21
accouraient,accourir,18
",",",",p
éperdus,éperdu,30
",",",",p
la,le,71
mine,mine,22
pâle,pâle,30
",",",",p
sans,sans,81
qu',que,83
elle,il,51
sortît,sortir,18
de,de,81
son,son,73
silence,silence,21
",",",",p
sans,sans,81
que,que,83
sa,son,73
figure,figure,22
perdît,perdre,18
son,son,73
immobilité,immobilité,22
morte,mort,31
",",",",p
tourna,tourner,19
autour,autour,60
de,de,81
lui,lui,51
",",",",p
avec,avec,81
ses,son,73
mouvements,mouvement,21
roides,raide,30
d',de,81
automate,automate,21
",",",",p
ne,ne,60
paraissant,paraître,13
même,même,60
pas,pas,60
s',se,51
apercevoir,apercevoir,14
de,de,81
sa,son,73
présence,présence,22
/.,/.,P
elle,il,51
ignorait,ignorer,18
les,le,71
peurs,peur,22
qui,qui,52
bouleversaient,bouleverser,18
la,le,71
ville,ville,22
close,clos,31
;,;,p
elle,il,51
était,être,18
à,à,81
mille,mille,72
lieues,lieue,22
de,de,81
Plassans,Plassans,20
",",",",p
montée,monté,31
dans,dans,81
cette,ce,74
continuelle,continuel,30
idée,idée,22
fixe,fixe,30
qui,qui,52
tenait,tenir,18
ses,son,73
yeux,oeil,21
ouverts,ouvert,31
",",",",p
vides,vide,30
de,de,81
pensée,pensée,22
/.,/.,P
à,à,81
cette,ce,74
heure,heure,22
",",",",p
pourtant,pourtant,60
",",",",p
une,un,71
inquiétude,inquiétude,22
",",",",p
un,un,71
souci,souci,21
humain,humain,30
faisait,faire,18
par,par,81
instants,instant,21
battre,battre,14
ses,son,73
paupières,paupière,22
/.,/.,P
Antoine,Antoine,20
",",",",p
ne,ne,60
pouvant,pouvoir,13
résister,résister,14
au,à,81
au,le,71
désir,désir,21
de,de,81
manger,manger,14
un,un,71
bon,bon,30
morceau,morceau,21
",",",",p
l',le,52
envoya,envoyer,19
chercher,chercher,14
un,un,71
poulet,poulet,21
rôti,rôti,31
chez,chez,81
un,un,71
traiteur,traiteur,21
du,de,81
du,le,71
faubourg,faubourg,21
/.,/.,P
quand,quand,83
il,il,51
fut,être,19
attablé,attabler,12
:,:,p
-,-,p
hein,hein,93
?,?,p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
tu,tu,51
n',ne,60
en,en,52
manges,manger,17
pas,pas,60
souvent,souvent,60
",",",",p
du,de,81
du,le,71
poulet,poulet,21
/.,/.,P
c',ce,52
est,être,17
pour,pour,81
ceux,celui,52
qui,qui,52
travaillent,travailler,17
et,et,82
qui,qui,52
savent,savoir,17
faire,faire,14
leurs,leur,73
affaires,affaire,22
/.,/.,P
toi,toi,51
",",",",p
tu,tu,51
as,avoir,17
toujours,toujours,60
tout,tout,52
gaspillé,gaspiller,12
/…,/…,P
je,je,51
parie,parier,17
que,que,83
tu,tu,51
donnes,donner,17
tes,ton,73
économies,économie,22
à,à,81
cette,ce,74
Sainte Nitouche,Sainte Nitouche,20
de,de,81
Silvère,Silvère,20
/.,/.,P
il,il,51
a,avoir,17
une,un,71
maîtresse,maîtresse,22
",",",",p
le,le,71
sournois,sournois,30
/.,/.,P
va,aller,17
",",",",p
si,si,83
tu,tu,51
as,avoir,17
un,un,71
magot,magot,21
caché,caché,31
dans,dans,81
quelque,quelque,75
coin,coin,21
",",",",p
il,il,51
te,tu,51
le,le,52
fera,faire,15
sauter,sauter,14
joliment,joliment,60
un,un,71
jour,jour,21
/.,/.,P
il,il,51
ricanait,ricaner,18
",",",",p
il,il,51
était,être,18
tout,tout,60
brûlant,brûlant,30
d',de,81
une,un,71
joie,joie,22
fauve,fauve,30
/.,/.,P
l',le,71
argent,argent,21
qu',que,52
il,il,51
avait,avoir,18
en,en,81
poche,poche,22
",",",",p
la,le,71
trahison,trahison,22
qu',que,52
il,il,51
préparait,préparer,18
",",",",p
la,le,71
certitude,certitude,22
de,de,81
s',se,51
être,être,14
vendu,vendre,12
un,un,71
bon,bon,30
prix,prix,21
",",",",p
l',le,52
emplissaient,emplir,18
du,de,81
du,le,71
contentement,contentement,21
des,de,81
des,le,71
gens,gens,21
mauvais,mauvais,30
qui,qui,52
redeviennent,redevenir,17
naturellement,naturellement,60
joyeux,joyeux,30
et,et,82
railleurs,railleur,30
dans,dans,81
le,le,71
mal,mal,21
/.,/.,P
tante,tante,22
Dide,Dide,20
n',ne,60
entendit,entendre,19
que,que,83
le,le,71
nom,nom,21
de,de,81
Silvère,Silvère,20
/.,/.,P
-,-,p
tu,tu,51
l',le,52
as,avoir,17
vu,voir,12
?,?,p
demanda,demander,19
t,t,94
elle,il,51
",",",",p
ouvrant,ouvrir,13
enfin,enfin,60
les,le,71
lèvres,lèvre,22
/.,/.,P
-,-,p
qui,qui,52
/?,/?,P
Silvère,Silvère,20
?,?,p
répondit,répondre,19
Antoine,Antoine,20
/.,/.,P
il,il,51
se,se,51
promenait,promener,18
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
insurgés,insurgé,21
avec,avec,81
une,un,71
grande,grand,30
fille,fille,22
rouge,rouge,30
au,à,81
au,le,71
bras,bras,21
/.,/.,P
s',si,83
il,il,51
attrapait,attraper,18
quelque,quelque,75
prune,prune,22
",",",",p
ça,ça,52
serait,être,16
bien,bien,60
fait,faire,12
/.,/.,P
l',le,71
aïeule,aïeule,22
le,le,52
regarda,regarder,19
fixement,fixement,60
et,et,82
",",",",p
d',de,81
une,un,71
voix,voix,22
grave,grave,30
:,:,p
-,-,p
pourquoi,pourquoi,60
?,?,p
dit,dire,19
elle,il,51
simplement,simplement,60
/.,/.,P
-,-,p
eh,eh,93
!,!,p
on,on,51
n',ne,60
est,être,17
pas,pas,60
bête,bête,30
comme,comme,83
lui,lui,51
",",",",p
reprit,reprendre,19
il,il,51
",",",",p
embarrassé,embarrassé,31
/.,/.,P
est,être,17
ce,ce,52
qu',que,83
on,on,51
va,aller,17
risquer,risquer,14
sa,son,73
peau,peau,22
pour,pour,81
des,de,81
des,le,71
idées,idée,22
/?,/?,P
moi,moi,51
",",",",p
j',je,51
ai,avoir,17
arrangé,arranger,12
mes,mon,73
petites,petit,30
affaires,affaire,22
/.,/.,P
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
un,un,71
enfant,enfant,21
/.,/.,P
mais,mais,82
tante,tante,22
Dide,Dide,20
ne,ne,60
l',le,52
écoutait,écouter,18
plus,plus,60
/.,/.,P
elle,il,51
murmurait,murmurer,18
:,:,p
-,-,p
il,il,51
avait,avoir,18
déjà,déjà,60
du,de,81
du,le,71
sang,sang,21
plein,plein,30
les,le,71
mains,main,22
/.,/.,P
on,on,51
me,je,51
le,le,52
tuera,tuer,15
comme,comme,83
l',le,71
autre,autre,52
;,;,p
ses,son,73
oncles,oncle,21
lui,lui,51
enverront,envoyer,15
les,le,71
gendarmes,gendarme,21
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
vous,vous,51
marmottez,marmotter,17
donc,donc,82
là,là,60
?,?,p
dit,dire,19
son,son,73
fils,fils,21
",",",",p
qui,qui,52
achevait,achever,18
la,le,71
carcasse,carcasse,22
du,de,81
du,le,71
poulet,poulet,21
/.,/.,P
vous,vous,51
savez,savoir,17
",",",",p
j',je,51
aime,aimer,17
qu',que,83
on,on,51
m',je,51
accuse,accuser,17
en,en,81
face,face,22
/.,/.,P
si,si,83
j',je,51
ai,avoir,17
quelquefois,quelquefois,60
causé,causer,12
de,de,81
la,le,71
république,république,22
avec,avec,81
le,le,71
petit,petit,21
",",",",p
c',ce,52
était,être,18
pour,pour,81
le,le,52
ramener,ramener,14
à,à,81
des,de,81
des,le,71
idées,idée,22
plus,plus,60
raisonnables,raisonnable,30
/.,/.,P
il,il,51
était,être,18
toqué,toquer,12
/.,/.,P
moi,moi,51
j',je,51
aime,aimer,17
la,le,71
liberté,liberté,22
",",",",p
mais,mais,82
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
qu',que,83
elle,il,51
dégénère,dégénérer,17
en,en,81
licence,licence,22
/…,/…,P
et,et,82
quant,quand,83
à,à,81
Rougon,Rougon,20
",",",",p
il,il,51
a,avoir,17
mon,mon,73
estime,estime,22
/.,/.,P
c',ce,52
est,être,17
un,un,71
garçon,garçon,21
de,de,81
tête,tête,22
et,et,82
de,de,81
courage,courage,21
/.,/.,P
-,-,p
il,il,51
avait,avoir,18
le,le,71
fusil,fusil,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
interrompit,interrompre,19
tante,tante,22
Dide,Dide,20
",",",",p
dont,dont,52
l',le,71
esprit,esprit,21
perdu,perdu,31
semblait,sembler,18
suivre,suivre,14
au,à,81
au,le,71
loin,loin,60
Silvère,Silvère,20
sur,sur,81
la,le,71
route,route,22
/.,/.,P
-,-,p
le,le,71
fusil,fusil,21
/?,/?,P
ah,ah,93
!,!,p
oui,oui,60
",",",",p
la,le,71
carabine,carabine,22
de,de,81
Macquart,Macquart,20
",",",",p
reprit,reprendre,19
Antoine,Antoine,20
",",",",p
après,après,81
avoir,avoir,14
jeté,jeter,12
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
sur,sur,81
le,le,71
manteau,manteau,21
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
où,où,60
l',le,71
arme,arme,22
était,être,18
pendue,pendre,12
d',de,81
ordinaire,ordinaire,21
/.,/.,P
je,je,51
crois,croire,17
la,le,52
lui,lui,51
avoir,avoir,14
vue,voir,12
entre,entre,81
les,le,71
mains,main,22
/.,/.,P
un,un,71
joli,joli,30
instrument,instrument,21
",",",",p
pour,pour,81
courir,courir,14
les,le,71
champs,champ,21
avec,avec,81
une,un,71
fille,fille,22
au,à,81
au,le,71
bras,bras,21
/.,/.,P
quel,quel,75
imbécile,imbécile,21
/!,/!,P
et,et,82
il,il,51
crut,croire,19
devoir,devoir,14
faire,faire,14
quelques,quelque,75
plaisanteries,plaisanterie,22
grasses,gras,30
/.,/.,P
tante,tante,22
Dide,Dide,20
s',se,51
était,être,18
remise,remettre,12
à,à,81
tourner,tourner,14
dans,dans,81
la,le,71
pièce,pièce,22
/.,/.,P
elle,il,51
ne,ne,60
prononça,prononcer,19
plus,plus,60
une,un,71
parole,parole,22
/.,/.,P
vers,vers,81
le,le,71
soir,soir,21
",",",",p
Antoine,Antoine,20
s',se,51
éloigna,éloigner,19
",",",",p
après,après,81
avoir,avoir,14
mis,mettre,12
une,un,71
blouse,blouse,22
et,et,82
enfoncé,enfoncer,12
sur,sur,81
ses,son,73
yeux,oeil,21
une,un,71
casquette,casquette,22
profonde,profond,30
que,que,52
sa,son,73
mère,mère,22
alla,aller,19
lui,lui,51
acheter,acheter,14
/.,/.,P
il,il,51
rentra,rentrer,19
dans,dans,81
la,le,71
ville,ville,22
",",",",p
comme,comme,83
il,il,51
en,en,52
était,être,18
sorti,sortir,12
",",",",p
en,en,81
contant,conter,13
une,un,71
histoire,histoire,22
aux,à,81
aux,le,71
gardes,garde,21
nationaux,national,30
qui,qui,52
gardaient,garder,18
la,le,71
porte,porte,22
de,de,81
Rome,Rome,20
/.,/.,P
puis,puis,60
il,il,51
gagna,gagner,19
le,le,71
vieux,vieux,30
quartier,quartier,21
où,où,60
",",",",p
mystérieusement,mystérieusement,60
",",",",p
il,il,51
se,se,51
glissa,glisser,19
de,de,81
porte,porte,22
en,en,81
porte,porte,22
/.,/.,P
tous,tout,75
les,le,71
républicains,républicain,21
exaltés,exalté,31
",",",",p
tous,tout,75
les,le,71
affiliés,affilié,21
qui,qui,52
n',ne,60
avaient,avoir,18
pas,pas,60
suivi,suivre,12
la,le,71
bande,bande,22
",",",",p
se,se,51
trouvèrent,trouver,19
",",",",p
vers,vers,81
neuf,neuf,72
heures,heure,22
",",",",p
réunis,réuni,31
dans,dans,81
un,un,71
café,café,21
borgne,borgne,30
où,où,60
Macquart,Macquart,20
leur,leur,52
avait,avoir,18
donné,donner,12
rendez-vous,rendez-vous,21
/.,/.,P
quand,quand,83
il,il,51
y,y,52
eut,avoir,19
là,là,60
une,un,71
cinquantaine,cinquantaine,22
d',de,81
hommes,homme,21
",",",",p
il,il,51
leur,leur,52
tint,tenir,19
un,un,71
discours,discours,21
où,où,60
il,il,51
parla,parler,19
d',de,81
une,un,71
vengeance,vengeance,22
personnelle,personnel,30
à,à,81
satisfaire,satisfaire,14
",",",",p
de,de,81
victoire,victoire,22
à,à,81
remporter,remporter,14
",",",",p
de,de,81
joug,joug,21
honteux,honteux,30
à,à,81
secouer,secouer,14
",",",",p
et,et,82
finit,finir,19
en,en,81
se,se,51
faisant,faire,13
fort,fort,30
de,de,81
leur,leur,52
livrer,livrer,14
la,le,71
mairie,mairie,22
en,en,81
dix,dix,72
minutes,minute,22
/.,/.,P
il,il,51
en,en,52
sortait,sortir,18
",",",",p
elle,il,51
était,être,18
vide,vide,30
;,;,p
le,le,71
drapeau,drapeau,21
rouge,rouge,30
y,y,52
flotterait,flotter,16
cette,ce,74
nuit,nuit,22
même,même,30
",",",",p
s',si,83
ils,ils,51
le,le,52
voulaient,vouloir,18
/.,/.,P
les,le,71
ouvriers,ouvrier,21
se,se,51
consultèrent,consulter,19
:,:,p
à,à,81
cette,ce,74
heure,heure,22
",",",",p
la,le,71
réaction,réaction,22
agonisait,agoniser,18
",",",",p
les,le,71
insurgés,insurgé,21
étaient,être,18
aux,à,81
aux,le,71
portes,porte,22
",",",",p
il,il,51
serait,être,16
honorable,honorable,30
de,de,81
ne,ne,60
pas,pas,60
les,le,52
attendre,attendre,14
pour,pour,81
reprendre,reprendre,14
le,le,71
pouvoir,pouvoir,21
",",",",p
ce,ce,52
qui,qui,52
permettrait,permettre,16
de,de,81
les,le,52
recevoir,recevoir,14
en,en,81
frères,frère,21
",",",",p
les,le,71
portes,porte,22
grandes,grand,30
ouvertes,ouvert,31
",",",",p
les,le,71
rues,rue,22
et,et,82
les,le,71
places,place,22
pavoisées,pavoisé,31
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
personne,personne,52
ne,ne,60
se,se,51
défia,défier,19
de,de,81
Macquart,Macquart,20
;,;,p
sa,son,73
haine,haine,22
contre,contre,81
les,le,71
Rougon,Rougon,20
",",",",p
la,le,71
vengeance,vengeance,22
personnelle,personnel,30
dont,dont,52
il,il,51
parlait,parler,18
",",",",p
répondaient,répondre,18
de,de,81
sa,son,73
loyauté,loyauté,22
/.,/.,P
il,il,51
fut,être,19
convenu,convenir,12
que,que,83
tous,tout,75
ceux,celui,52
qui,qui,52
étaient,être,18
chasseurs,chasseur,21
et,et,82
qui,qui,52
avaient,avoir,18
chez,chez,81
eux,ils,51
un,un,71
fusil,fusil,21
iraient,aller,16
le,le,52
chercher,chercher,14
",",",",p
et,et,82
qu',que,83
à,à,81
minuit,minuit,21
",",",",p
la,le,71
bande,bande,22
se,se,51
trouverait,trouver,16
sur,sur,81
la,le,71
place,place,22
de,de,81
l',le,71
hôtel,hôtel,21
de,de,81
ville,ville,22
/.,/.,P
une,un,71
question,question,22
de,de,81
détail,détail,21
faillit,faillir,19
les,le,52
arrêter,arrêter,14
",",",",p
ils,ils,51
n',ne,60
avaient,avoir,18
pas,pas,60
de,de,81
balles,balle,22
;,;,p
mais,mais,82
ils,ils,51
décidèrent,décider,19
qu',que,83
ils,ils,51
chargeraient,charger,16
leurs,leur,73
armes,arme,22
avec,avec,81
du,de,81
du,le,71
plomb,plomb,21
à,à,81
perdrix,perdrix,22
",",",",p
ce,ce,52
qui,qui,52
même,même,60
était,être,18
inutile,inutile,30
",",",",p
puisqu',puisque,83
ils,ils,51
ne,ne,60
devaient,devoir,18
rencontrer,rencontrer,14
aucune,aucun,75
résistance,résistance,22
/.,/.,P
une,un,71
fois,fois,22
encore,encore,60
",",",",p
Plassans,Plassans,20
vit,voir,19
passer,passer,14
",",",",p
dans,dans,81
le,le,71
clair,clair,21
de,de,81
lune,lune,22
muet,muet,30
de,de,81
ses,son,73
rues,rue,22
",",",",p
des,de,81
des,le,71
hommes,homme,21
armés,armé,31
qui,qui,52
filaient,filer,18
le,le,71
long,long,21
des,de,81
des,le,71
maisons,maison,22
/.,/.,P
lorsque,lorsque,83
la,le,71
bande,bande,22
se,se,51
trouva,trouver,19
réunie,réuni,31
devant,devant,81
l',le,71
hôtel,hôtel,21
de,de,81
ville,ville,22
",",",",p
Macquart,Macquart,20
",",",",p
tout,tout,60
en,en,81
ayant,avoir,13
l',le,71
oeil,oeil,21
au,à,81
au,le,71
guet,guet,21
",",",",p
s',se,51
avança,avancer,19
hardiment,hardiment,60
/.,/.,P
il,il,51
frappa,frapper,19
",",",",p
et,et,82
quand,quand,83
le,le,71
concierge,concierge,21
",",",",p
dont,dont,52
la,le,71
leçon,leçon,22
était,être,18
faite,faire,12
",",",",p
demanda,demander,19
ce,ce,52
qu',que,52
on,on,51
voulait,vouloir,18
",",",",p
il,il,51
lui,lui,51
fit,faire,19
des,de,81
des,le,71
menaces,menace,22
si,si,60
épouvantables,épouvantable,30
",",",",p
que,que,83
cet,ce,74
homme,homme,21
",",",",p
feignant,feindre,13
l',le,71
effroi,effroi,21
",",",",p
se,se,51
hâta,hâter,19
d',de,81
ouvrir,ouvrir,14
/.,/.,P
la,le,71
porte,porte,22
tourna,tourner,19
lentement,lentement,60
",",",",p
à,à,81
deux,deux,72
battants,battant,21
/.,/.,P
le,le,71
porche,porche,21
se,se,51
creusa,creuser,19
",",",",p
vide,vide,30
et,et,82
béant,béant,30
/.,/.,P
alors,alors,60
Macquart,Macquart,20
cria,crier,19
d',de,81
une,un,71
voix,voix,22
forte,fort,30
:,:,p
-,-,p
venez,venir,17
",",",",p
mes,mon,73
amis,ami,21
/!,/!,P
c',ce,52
était,être,18
le,le,71
signal,signal,21
/.,/.,P
lui,lui,51
se,se,51
jeta,jeter,19
vivement,vivement,60
de,de,81
côté,côté,21
/.,/.,P
et,et,82
",",",",p
tandis que,tandis que,83
les,le,71
républicains,républicain,21
se,se,51
précipitaient,précipiter,18
",",",",p
du,de,81
du,le,71
noir,noir,21
de,de,81
la,le,71
cour,cour,22
sortirent,sortir,19
un,un,71
torrent,torrent,21
de,de,81
flammes,flamme,22
",",",",p
une,un,71
grêle,grêle,22
de,de,81
balles,balle,22
",",",",p
qui,qui,52
passèrent,passer,19
avec,avec,81
un,un,71
roulement,roulement,21
de,de,81
tonnerre,tonnerre,21
",",",",p
sous,sous,81
le,le,71
porche,porche,21
béant,béant,30
/.,/.,P
la,le,71
porte,porte,22
vomissait,vomir,18
la,le,71
mort,mort,22
/.,/.,P
les,le,71
gardes,garde,21
nationaux,national,30
",",",",p
exaspérés,exaspéré,31
par,par,81
l',le,71
attente,attente,22
",",",",p
pressés,pressé,31
d',de,81
être,être,14
délivrés,délivrer,12
du,de,81
du,le,71
cauchemar,cauchemar,21
qui,qui,52
pesait,peser,18
sur,sur,81
eux,ils,51
dans,dans,81
cette,ce,74
cour,cour,22
morne,morne,30
",",",",p
avaient,avoir,18
lâché,lâcher,12
leur,leur,73
feu,feu,21
tous,tout,52
à,à,81
la,le,71
fois,fois,22
",",",",p
avec,avec,81
une,un,71
hâte,hâte,22
fébrile,fébrile,30
/.,/.,P
l',le,71
éclair,éclair,21
fut,être,19
si,si,60
vif,vif,30
",",",",p
que,que,83
Macquart,Macquart,20
aperçut,apercevoir,19
distinctement,distinctement,60
",",",",p
dans,dans,81
la,le,71
lueur,lueur,22
fauve,fauve,30
de,de,81
la,le,71
poudre,poudre,22
",",",",p
Rougon,Rougon,20
qui,qui,52
cherchait,chercher,18
à,à,81
viser,viser,14
/.,/.,P
il,il,51
crut,croire,19
voir,voir,14
le,le,71
canon,canon,21
du,de,81
du,le,71
fusil,fusil,21
dirigé,dirigé,31
sur,sur,81
lui,lui,51
",",",",p
il,il,51
se,se,51
rappela,rappeler,19
la,le,71
rougeur,rougeur,22
de,de,81
Félicité,Félicité,20
",",",",p
et,et,82
se,se,51
sauva,sauver,19
",",",",p
en,en,81
murmurant,murmurer,13
:,:,p
-,-,p
pas,pas,60
de,de,81
bêtises,bêtise,22
/!,/!,P
le,le,71
coquin,coquin,21
me,je,51
tuerait,tuer,16
/.,/.,P
il,il,51
me,je,51
doit,devoir,17
huit,huit,72
cents,cent,72
francs,franc,21
/.,/.,P
cependant,cependant,82
",",",",p
un,un,71
hurlement,hurlement,21
était,être,18
monté,monter,12
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
les,le,71
républicains,républicain,21
surpris,surpris,31
",",",",p
criant,crier,13
à,à,81
la,le,71
trahison,trahison,22
",",",",p
avaient,avoir,18
lâché,lâcher,12
leur,leur,73
feu,feu,21
à,à,81
leur,leur,73
tour,tour,21
/.,/.,P
un,un,71
garde,garde,21
national,national,30
vint,venir,19
tomber,tomber,14
sous,sous,81
le,le,71
porche,porche,21
/.,/.,P
mais,mais,82
eux,ils,51
",",",",p
ils,ils,51
laissaient,laisser,18
trois,trois,72
morts,mort,21
/.,/.,P
ils,ils,51
prirent,prendre,19
la,le,71
fuite,fuite,22
",",",",p
se,se,51
heurtant,heurter,13
aux,à,81
aux,le,71
cadavres,cadavre,21
",",",",p
affolés,affolé,31
",",",",p
répétant,répéter,13
dans,dans,81
les,le,71
ruelles,ruelle,22
silencieuses,silencieux,30
:,:,p
“,“,p
on,on,51
assassine,assassiner,17
nos,notre,73
frères,frère,21
!,!,p
d',de,81
une,un,71
voix,voix,22
désespérée,désespéré,31
qui,qui,52
ne,ne,60
trouvait,trouver,18
pas,pas,60
d',de,81
écho,écho,21
/.,/.,P
les,le,71
défenseurs,défenseur,21
de,de,81
l',le,71
ordre,ordre,21
",",",",p
ayant,avoir,13
eu,avoir,12
le,le,71
temps,temps,21
de,de,81
recharger,recharger,14
leurs,leur,73
armes,arme,22
",",",",p
se,se,51
précipitèrent,précipiter,19
alors,alors,60
sur,sur,81
la,le,71
place,place,22
vide,vide,30
",",",",p
comme,comme,83
des,de,81
des,le,71
furieux,furieux,30
",",",",p
et,et,82
envoyèrent,envoyer,19
des,de,81
des,le,71
balles,balle,22
à,à,81
tous,tout,75
les,le,71
angles,angle,21
des,de,81
des,le,71
rues,rue,22
",",",",p
aux,à,81
aux,le,71
endroits,endroit,21
où,où,60
le,le,71
noir,noir,21
d',de,81
une,un,71
porte,porte,22
",",",",p
l',le,71
ombre,ombre,22
d',de,81
une,un,71
lanterne,lanterne,22
",",",",p
la,le,71
saillie,saillie,22
d',de,81
une,un,71
borne,borne,22
",",",",p
leur,leur,52
faisaient,faire,18
voir,voir,14
des,de,81
des,le,71
insurgés,insurgé,21
/.,/.,P
ils,ils,51
restèrent,rester,19
là,là,60
",",",",p
dix,dix,72
minutes,minute,22
",",",",p
à,à,81
décharger,décharger,14
leurs,leur,73
fusils,fusil,21
dans,dans,81
le,le,71
vide,vide,21
/.,/.,P
le,le,71
guet-apens,guet-apens,21
avait,avoir,18
éclaté,éclater,12
comme,comme,83
un,un,71
coup,coup,21
de,de,81
foudre,foudre,22
dans,dans,81
