11073
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-deuxième extrait>,<>,<>
à,à,81
ses,son,73
parents,parent,21
",",",",p
de,de,81
passer,passer,14
et,et,82
de,de,81
repasser,repasser,14
devant,devant,81
sa,son,73
porte,porte,22
comme,comme,83
quelqu'un,quelqu'un,52
qui,qui,52
ne,ne,60
veut,vouloir,17
pas,pas,60
appeler,appeler,14
mais,mais,82
qui,qui,52
désire,désirer,17
être,être,14
entendu,entendre,12
/.,/.,P
elle,il,51
resta,rester,19
sourde,sourd,30
",",",",p
muette,muet,30
",",",",p
et,et,82
ne,ne,60
parut,paraître,19
pas,pas,60
/.,/.,P
j',je,51
entrai,entrer,19
dans,dans,81
ma,mon,73
chambre,chambre,22
et,et,82
je,je,51
me,je,51
couchai,coucher,19
/.,/.,P
un,un,71
certain,certain,75
calme,calme,21
que,que,52
produit,produire,17
toujours,toujours,60
dans,dans,81
l',le,71
âme,âme,22
agitée,agité,31
la,le,71
cessation,cessation,22
du,de,81
du,le,71
doute,doute,21
et,et,82
la,le,71
certitude,certitude,22
de,de,81
quoi,quoi,52
que,que,52
ce,ce,52
soit,être,17
",",",",p
même,même,60
du,de,81
du,le,71
malheur,malheur,21
",",",",p
s',se,51
empara,emparer,19
enfin,enfin,60
de,de,81
mon,mon,73
esprit,esprit,21
/.,/.,P
je,je,51
tombai,tomber,19
sur,sur,81
mon,mon,73
lit,lit,21
comme,comme,83
un,un,71
poids,poids,21
mort,mort,31
et,et,82
sans,sans,81
mouvement,mouvement,21
/.,/.,P
la,le,71
lassitude,lassitude,22
des,de,81
des,le,71
pensées,pensée,22
et,et,82
des,de,81
des,le,71
membres,membre,21
me,je,51
jeta,jeter,19
promptement,promptement,60
dans,dans,81
des,de,81
des,le,71
rêves,rêve,21
confus,confus,30
",",",",p
puis,puis,60
dans,dans,81
l',le,71
anéantissement,anéantissement,21
du,de,81
du,le,71
sommeil,sommeil,21
/.,/.,P
<XIII>,<>,<>
deux,deux,72
ou,ou,82
trois,trois,72
fois,fois,22
dans,dans,81
la,le,71
nuit,nuit,22
",",",",p
je,je,51
me,je,51
réveillai,réveiller,19
à,à,81
demi,demi,30
/.,/.,P
c',ce,52
était,être,18
une,un,52
de,de,81
ces,ce,74
nuits,nuit,22
d',de,81
hiver,hiver,21
plus,plus,60
rares,rare,30
",",",",p
mais,mais,82
plus,plus,60
sinistres,sinistre,30
qu',que,83
ailleurs,ailleurs,60
",",",",p
dans,dans,81
les,le,71
climats,climat,21
chauds,chaud,30
et,et,82
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
mer,mer,22
/.,/.,P
les,le,71
éclairs,éclair,21
jaillissaient,jaillir,18
sans,sans,81
interruption,interruption,22
à,à,81
travers,travers,21
les,le,71
fentes,fente,22
de,de,81
mes,mon,73
volets,volet,21
",",",",p
comme,comme,83
les,le,71
clignements,clignement,21
d',de,81
un,un,71
oeil,oeil,21
de,de,81
feu,feu,21
sur,sur,81
les,le,71
murs,mur,21
de,de,81
ma,mon,73
chambre,chambre,22
/.,/.,P
le,le,71
vent,vent,21
hurlait,hurler,18
comme,comme,83
des,de,81
des,le,71
meutes,meute,22
de,de,81
chiens,chien,21
affamés,affamé,31
/.,/.,P
les,le,71
coups,coup,21
sourds,sourd,30
d',de,81
une,un,71
lourde,lourd,30
mer,mer,22
sur,sur,81
la,le,71
grève,grève,22
de,de,81
la,le,71
Margellina,Margellina,20
faisaient,faire,18
retentir,retentir,14
toute,tout,75
la,le,71
rive,rive,22
",",",",p
comme,comme,83
si,si,83
on,on,51
y,y,52
avait,avoir,18
jeté,jeter,12
des,de,81
des,le,71
blocs,bloc,21
de,de,81
rocher,rocher,21
/.,/.,P
ma,mon,73
porte,porte,22
tremblait,trembler,18
et,et,82
battait,battre,18
au,à,81
au,le,71
souffle,souffle,21
du,de,81
du,le,71
vent,vent,21
/.,/.,P
deux,deux,72
ou,ou,82
trois,trois,72
fois,fois,22
il,il,51
me,je,51
sembla,sembler,19
qu',que,83
elle,il,51
s',se,51
ouvrait,ouvrir,18
",",",",p
qu',que,83
elle,il,51
se,se,51
refermait,refermer,18
d',de,81
elle-même,lui-même,51
et,et,82
que,que,83
j',je,51
entendais,entendre,18
des,de,81
des,le,71
cris,cri,21
étouffés,étouffé,31
et,et,82
des,de,81
des,le,71
sanglots,sanglot,21
humains,humain,30
dans,dans,81
les,le,71
sifflements,sifflement,21
et,et,82
dans,dans,81
les,le,71
plaintes,plainte,22
de,de,81
la,le,71
tempête,tempête,22
/.,/.,P
je,je,51
crus,croire,19
même,même,60
une,un,71
fois,fois,22
avoir,avoir,14
entendu,entendre,12
résonner,résonner,14
des,de,81
des,le,71
paroles,parole,22
et,et,82
prononcer,prononcer,14
mon,mon,73
nom,nom,21
par,par,81
une,un,71
voix,voix,22
en,en,81
détresse,détresse,22
qui,qui,52
aurait,avoir,16
appelé,appeler,12
au,à,81
au,le,71
secours,secours,21
/!,/!,P
je,je,51
me,je,51
levai,lever,19
sur,sur,81
mon,mon,73
séant,séant,21
;,;,p
je,je,51
n',ne,60
entendis,entendre,19
plus,plus,60
rien,rien,52
:,:,p
je,je,51
crus,croire,19
que,que,83
la,le,71
tempête,tempête,22
",",",",p
la,le,71
fièvre,fièvre,22
et,et,82
les,le,71
rêves,rêve,21
m',je,51
absorbaient,absorber,18
dans,dans,81
leurs,leur,73
illusions,illusion,22
;,;,p
je,je,51
retombai,retomber,19
dans,dans,81
l',le,71
assoupissement,assoupissement,21
/.,/.,P
le,le,71
matin,matin,21
",",",",p
la,le,71
tempête,tempête,22
avait,avoir,18
fait,faire,12
place,place,22
au,à,81
au,le,71
plus,plus,60
pur,pur,30
soleil,soleil,21
/.,/.,P
je,je,51
fus,être,19
réveillé,réveiller,12
par,par,81
des,de,81
des,le,71
gémissements,gémissement,21
véritables,véritable,30
et,et,82
par,par,81
des,de,81
des,le,71
cris,cri,21
de,de,81
désespoir,désespoir,21
du,de,81
du,le,71
pauvre,pauvre,30
pêcheur,pêcheur,21
et,et,82
de,de,81
sa,son,73
femme,femme,22
qui,qui,52
se,se,51
lamentaient,lamenter,18
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
la,le,71
porte,porte,22
de,de,81
Graziella,Graziella,20
/.,/.,P
la,le,71
pauvre,pauvre,30
petite,petite,22
s',se,51
était,être,18
enfuie,enfuir,12
pendant,pendant,81
la,le,71
nuit,nuit,22
/.,/.,P
elle,il,51
avait,avoir,18
réveillé,réveiller,12
et,et,82
embrassé,embrasser,12
les,le,71
enfants,enfant,21
en,en,81
leur,leur,52
faisant,faire,13
signe,signe,21
de,de,81
se,se,51
taire,taire,14
/.,/.,P
elle,il,51
avait,avoir,18
laissé,laisser,12
sur,sur,81
son,son,73
lit,lit,21
tous,tout,75
ses,son,73
plus,plus,60
beaux,beau,30
habits,habit,21
et,et,82
ses,son,73
boucles,boucle,22
d',de,81
oreilles,oreille,22
",",",",p
ses,son,73
colliers,collier,21
",",",",p
le,le,71
peu,peu,60
d',de,81
argent,argent,21
qu',que,52
elle,il,51
possédait,posséder,18
/.,/.,P
le,le,71
père,père,21
tenait,tenir,18
à,à,81
la,le,71
main,main,22
un,un,71
morceau,morceau,21
de,de,81
papier,papier,21
taché,taché,31
de,de,81
quelques,quelque,75
gouttes,goutte,22
d',de,81
eau,eau,22
qu',que,52
on,on,51
avait,avoir,18
trouvé,trouver,12
attaché,attaché,31
par,par,81
une,un,71
épingle,épingle,22
sur,sur,81
le,le,71
lit,lit,21
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
cinq,cinq,72
ou,ou,82
six,six,72
lignes,ligne,22
qu',que,52
il,il,51
me,je,51
priait,prier,18
éperdu,éperdu,30
",",",",p
de,de,81
lire,lire,14
/.,/.,P
je,je,51
pris,prendre,19
le,le,71
papier,papier,21
/.,/.,P
il,il,51
ne,ne,60
contenait,contenir,18
que,que,83
ces,ce,74
mots,mot,21
écrits,écrit,31
en,en,81
tremblant,trembler,13
dans,dans,81
l',le,71
accès,accès,21
de,de,81
la,le,71
fièvre,fièvre,22
",",",",p
et,et,82
que,que,52
j',je,51
avais,avoir,18
peine,peine,22
à,à,81
lire,lire,14
:,:,p
“,“,p
j',je,51
ai,avoir,17
trop,trop,60
promis,promettre,12
…,…,p
une,un,71
voix,voix,22
me,je,51
dit,dire,19
que,que,83
c',ce,52
est,être,17
plus,plus,60
fort,fort,30
que,que,83
moi,moi,51
/…,/…,P
j',je,51
embrasse,embrasser,17
vos,votre,73
pieds,pied,21
",",",",p
pardonnez,pardonner,17
moi,moi,51
/.,/.,P
j',je,51
aime,aimer,17
mieux,mieux,60
me,je,51
faire,faire,14
religieuse,religieuse,22
/.,/.,P
consolez,consoler,17
Cecco,Cecco,20
et,et,82
le,le,71
monsieur,monsieur,21
/…,/…,P
je,je,51
prierai,prier,15
dieu,dieu,21
pour,pour,81
lui,lui,51
et,et,82
pour,pour,81
les,le,71
petits,petit,21
/.,/.,P
donnez,donner,17
leur,leur,52
tout,tout,52
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
/.,/.,P
rendez,rendre,17
la,le,71
bague,bague,22
à,à,81
Cecco,Cecco,20
/…,/…,P
“,“,p
à,à,81
la,le,71
lecture,lecture,22
de,de,81
ces,ce,74
lignes,ligne,22
",",",",p
toute,tout,75
la,le,71
famille,famille,22
fondit,fondre,19
de,de,81
nouveau,nouveau,21
en,en,81
larmes,larme,22
/.,/.,P
les,le,71
petits,petit,30
enfants,enfant,21
",",",",p
encore,encore,60
tout,tout,60
nus,nu,30
",",",",p
entendant,entendre,13
que,que,83
leur,leur,73
soeur,soeur,22
était,être,18
partie,partir,12
pour,pour,81
toujours,toujours,60
",",",",p
mêlaient,mêler,18
leurs,leur,73
cris,cri,21
aux,à,81
aux,le,71
gémissements,gémissement,21
des,de,81
des,le,71
deux,deux,72
vieillards,vieillard,21
et,et,82
couraient,courir,18
dans,dans,81
toute,tout,75
la,le,71
maison,maison,22
en,en,81
appelant,appeler,13
Graziella,Graziella,20
/!,/!,P
<XIV>,<>,<>
le,le,71
billet,billet,21
tomba,tomber,19
de,de,81
mes,mon,73
mains,main,22
/.,/.,P
en,en,81
voulant,vouloir,13
le,le,52
ramasser,ramasser,14
",",",",p
je,je,51
vis,voir,19
à,à,81
terre,terre,22
",",",",p
sous,sous,81
ma,mon,73
porte,porte,22
",",",",p
une,un,71
fleur,fleur,22
de,de,81
grenade,grenade,22
que,que,52
j',je,51
avais,avoir,18
admirée,admirer,12
le,le,71
dernier,dernier,30
dimanche,dimanche,21
dans,dans,81
les,le,71
cheveux,cheveu,21
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
et,et,82
la,le,71
petite,petit,30
médaille,médaille,22
de,de,81
dévotion,dévotion,22
qu',que,52
elle,il,51
portait,porter,18
toujours,toujours,60
dans,dans,81
son,son,73
sein,sein,21
et,et,82
qu',que,52
elle,il,51
avait,avoir,18
attachée,attacher,12
quelques,quelque,75
mois,mois,21
avant,avant,81
à,à,81
mon,mon,73
rideau,rideau,21
pendant,pendant,81
ma,mon,73
maladie,maladie,22
/.,/.,P
je,je,51
ne,ne,60
doutai,douter,19
plus,plus,60
que,que,83
ma,mon,73
porte,porte,22
ne,ne,60
se,se,51
fût,être,19
en,en,81
effet,effet,21
ouverte,ouvrir,12
et,et,82
refermée,refermer,12
pendant,pendant,81
la,le,71
nuit,nuit,22
;,;,p
que,que,83
les,le,71
paroles,parole,22
et,et,82
les,le,71
sanglots,sanglot,21
étouffés,étouffé,31
que,que,52
j',je,51
avais,avoir,18
cru,croire,12
entendre,entendre,14
et,et,82
que,que,52
j',je,51
avais,avoir,18
pris,prendre,12
pour,pour,81
les,le,71
plaintes,plainte,22
du,de,81
du,le,71
vent,vent,21
ne,ne,60
fussent,être,18
les,le,71
adieux,adieu,21
et,et,82
les,le,71
sanglots,sanglot,21
de,de,81
la,le,71
pauvre,pauvre,30
enfant,enfant,21
/.,/.,P
une,un,71
place,place,22
sèche,sec,30
sur,sur,81
le,le,71
seuil,seuil,21
extérieur,extérieur,30
de,de,81
l',le,71
entrée,entrée,22
de,de,81
ma,mon,73
chambre,chambre,22
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
traces,trace,22
de,de,81
pluie,pluie,22
qui,qui,52
tachaient,tacher,18
tout,tout,75
le,le,71
reste,reste,21
de,de,81
la,le,71
terrasse,terrasse,22
",",",",p
attestait,attester,18
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
s',se,51
était,être,18
assise,asseoir,12
là,là,60
pendant,pendant,81
l',le,71
orage,orage,21
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
passé,passer,12
sa,son,73
dernière,dernier,30
heure,heure,22
à,à,81
se,se,51
plaindre,plaindre,14
et,et,82
à,à,81
pleurer,pleurer,14
couchée,couché,31
ou,ou,82
agenouillée,agenouillé,31
sur,sur,81
cette,ce,74
pierre,pierre,22
/.,/.,P
je,je,51
ramassai,ramasser,19
la,le,71
fleur,fleur,22
de,de,81
grenade,grenade,22
et,et,82
la,le,71
médaille,médaille,22
et,et,82
je,je,51
les,le,52
cachai,cacher,19
dans,dans,81
mon,mon,73
sein,sein,21
/.,/.,P
les,le,71
pauvres,pauvre,30
gens,gens,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
leur,leur,73
désespoir,désespoir,21
étaient,être,18
touchés,toucher,12
de,de,81
me,je,51
voir,voir,14
pleurer,pleurer,14
comme,comme,83
eux,ils,51
/.,/.,P
je,je,51
fis,faire,19
ce,ce,52
que,que,52
je,je,51
pus,pouvoir,19
pour,pour,81
les,le,52
consoler,consoler,14
/.,/.,P
il,il,51
fut,être,19
convenu,convenir,12
que,que,83
s',si,83
ils,ils,51
retrouvaient,retrouver,18
leur,leur,73
fille,fille,22
",",",",p
on,on,51
ne,ne,60
lui,lui,51
parlerait,parler,16
plus,plus,60
de,de,81
Cecco,Cecco,20
/.,/.,P
Cecco,Cecco,20
lui-même,lui-même,51
",",",",p
que,que,52
Beppo,Beppo,20
était,être,18
allé,aller,12
chercher,chercher,14
fut,être,19
le,le,71
premier,premier,72
à,à,81
se,se,51
sacrifier,sacrifier,14
à,à,81
la,le,71
paix,paix,22
de,de,81
la,le,71
maison,maison,22
et,et,82
au,à,81
au,le,71
retour,retour,21
de,de,81
sa,son,73
cousine,cousine,22
/.,/.,P
tout,tout,60
désespéré,désespéré,31
qu',que,83
il,il,51
fût,être,19
",",",",p
on,on,51
voyait,voir,18
qu',que,83
il,il,51
était,être,18
heureux,heureux,30
de,de,81
ce,ce,52
que,que,52
son,son,73
nom,nom,21
était,être,18
prononcé,prononcer,12
avec,avec,81
tendresse,tendresse,22
dans,dans,81
le,le,71
billet,billet,21
",",",",p
et,et,82
qu',que,52
il,il,51
trouvait,trouver,18
une,un,71
sorte,sorte,22
de,de,81
consolation,consolation,22
dans,dans,81
les,le,71
adieux,adieu,21
mêmes,même,30
qui,qui,52
faisaient,faire,18
son,son,73
désespoir,désespoir,21
/.,/.,P
“,“,p
elle,il,51
a,avoir,17
pensé,penser,12
à,à,81
moi,moi,51
pourtant,pourtant,60
“,“,p
",",",",p
disait,dire,18
il,il,51
",",",",p
et,et,82
il,il,51
s',se,51
essuyait,essuyer,18
les,le,71
yeux,oeil,21
/.,/.,P
il,il,51
fut,être,19
à,à,81
l',le,71
instant,instant,21
convenu,convenir,12
entre,entre,81
nous,nous,51
que,que,83
nous,nous,51
n',ne,60
aurions,avoir,16
pas,pas,60
un,un,71
instant,instant,21
de,de,81
repos,repos,21
avant,avant,81
d',de,81
avoir,avoir,14
trouvé,trouver,12
les,le,71
traces,trace,22
de,de,81
la,le,71
fugitive,fugitive,22
/.,/.,P
le,le,71
père,père,21
et,et,82
Cecco,Cecco,20
sortirent,sortir,19
à,à,81
la,le,71
hâte,hâte,22
pour,pour,81
aller,aller,14
s',se,51
informer,informer,14
dans,dans,81
les,le,71
innombrables,innombrable,30
monastères,monastère,21
de,de,81
femmes,femme,22
de,de,81
la,le,71
ville,ville,22
/.,/.,P
Beppo,Beppo,20
et,et,82
la,le,71
grand-mère,grand-mère,22
coururent,courir,19
chez,chez,81
toutes,tout,75
les,le,71
jeunes,jeune,30
amies,amie,22
de,de,81
Graziella,Graziella,20
qu',que,52
ils,ils,51
soupçonnèrent,soupçonner,19
d',de,81
avoir,avoir,14
reçu,recevoir,12
quelques,quelque,75
confidences,confidence,22
de,de,81
ses,son,73
pensées,pensée,22
et,et,82
de,de,81
sa,son,73
fuite,fuite,22
/.,/.,P
moi,moi,51
",",",",p
étranger,étranger,30
",",",",p
je,je,51
me,je,51
chargeai,charger,19
de,de,81
visiter,visiter,14
les,le,71
quais,quai,21
",",",",p
les,le,71
ports,port,21
de,de,81
Naples,Naples,20
et,et,82
les,le,71
portes,porte,22
de,de,81
la,le,71
ville,ville,22
pour,pour,81
interroger,interroger,14
les,le,71
gardes,garde,21
",",",",p
les,le,71
capitaines,capitaine,21
de,de,81
navire,navire,21
",",",",p
les,le,71
mariniers,marinier,21
",",",",p
et,et,82
pour,pour,81
savoir,savoir,14
si,si,83
aucun,aucun,52
d',de,81
eux,ils,51
n',ne,60
avait,avoir,18
vu,voir,12
une,un,71
jeune,jeune,30
Procitane,Procitane,20
sortir,sortir,14
de,de,81
la,le,71
ville,ville,22
et,et,82
s',se,51
embarquer,embarquer,14
le,le,71
matin,matin,21
/.,/.,P
la,le,71
matinée,matinée,22
se,se,51
passa,passer,19
dans,dans,81
de,de,81
vaines,vain,30
recherches,recherche,22
/.,/.,P
nous,nous,51
rentrâmes,rentrer,19
tous,tout,52
silencieux,silencieux,30
et,et,82
mornes,morne,30
à,à,81
la,le,71
maison,maison,22
pour,pour,81
nous,nous,51
raconter,raconter,14
mutuellement,mutuellement,60
nos,notre,73
démarches,démarche,22
et,et,82
pour,pour,81
nous,nous,51
consulter,consulter,14
de,de,81
nouveau,nouveau,21
/.,/.,P
personne,personne,52
",",",",p
excepté,excepté,81
les,le,71
enfants,enfant,21
",",",",p
n',ne,60
eut,avoir,19
la,le,71
force,force,22
de,de,81
porter,porter,14
un,un,71
morceau,morceau,21
de,de,81
pain,pain,21
à,à,81
la,le,71
bouche,bouche,22
/.,/.,P
Andréa,Andréa,20
et,et,82
sa,son,73
femme,femme,22
s',se,51
assirent,asseoir,19
découragés,découragé,31
sur,sur,81
le,le,71
seuil,seuil,21
de,de,81
la,le,71
chambre,chambre,22
de,de,81
Graziella,Graziella,20
/.,/.,P
Beppino,Beppino,20
et,et,82
Cecco,Cecco,20
retournèrent,retourner,19
errer,errer,14
sans,sans,81
espoir,espoir,21
dans,dans,81
les,le,71
rues,rue,22
et,et,82
dans,dans,81
les,le,71
églises,église,22
",",",",p
que,que,52
l',l',94
on,on,51
rouvre,rouvrir,17
le,le,71
soir,soir,21
à,à,81
Naples,Naples,20
pour,pour,81
les,le,71
litanies,litanie,22
et,et,82
les,le,71
bénédictions,bénédiction,22
/.,/.,P
<XV>,<>,<>
je,je,51
sortis,sortir,19
seul,seul,30
après,après,81
eux,ils,51
et,et,82
je,je,51
pris,prendre,19
tristement,tristement,60
et,et,82
au,à,81
au,le,71
hasard,hasard,21
la,le,71
route,route,22
qui,qui,52
mène,mener,17
à,à,81
la,le,71
grotte,grotte,22
du,de,81
du,le,71
Pausilippe,Pausilippe,20
/.,/.,P
je,je,51
franchis,franchir,17
la,le,71
grotte,grotte,22
;,;,p
j',je,51
allai,aller,18
jusqu',jusque,81
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
mer,mer,22
qui,qui,52
baigne,baigner,17
la,le,71
petite,petit,30
île,île,22
de,de,81
Nisida,Nisida,20
/.,/.,P
du,de,81
du,le,71
bord,bord,21
de,de,81
la,le,71
mer,mer,22
mes,mon,73
yeux,oeil,21
se,se,51
portèrent,porter,19
sur,sur,81
Procida,Procida,20
",",",",p
qu',que,52
on,on,51
voit,voir,17
blanchir,blanchir,14
de,de,81
là,là,60
comme,comme,83
une,un,71
écaille,écaille,22
de,de,81
tortue,tortue,22
sur,sur,81
le,le,71
bleu,bleu,21
des,de,81
des,le,71
vagues,vague,22
/.,/.,P
ma,mon,73
pensée,pensée,22
se,se,51
reporta,reporter,19
naturellement,naturellement,60
sur,sur,81
cette,ce,74
île,île,22
et,et,82
sur,sur,81
ces,ce,74
jours,jour,21
de,de,81
fête,fête,22
que,que,52
j',je,51
y,y,52
avais,avoir,18
passés,passer,12
avec,avec,81
Graziella,Graziella,20
/.,/.,P
une,un,71
inspiration,inspiration,22
m',je,51
y,y,52
guidait,guider,18
/.,/.,P
je,je,51
me,je,51
souvins,souvenir,19
que,que,83
la,le,71
jeune,jeune,30
fille,fille,22
avait,avoir,18
là,là,60
une,un,71
amie,amie,22
presque,presque,60
de,de,81
son,son,73
âge,âge,21
",",",",p
fille,fille,22
d',de,81
un,un,71
pauvre,pauvre,30
habitant,habitant,21
des,de,81
des,le,71
chaumières,chaumière,22
voisines,voisin,30
;,;,p
que,que,83
cette,ce,74
jeune,jeune,30
fille,fille,22
portait,porter,18
un,un,71
costume,costume,21
particulier,particulier,30
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
celui,celui,52
de,de,81
ses,son,73
compagnes,compagne,22
/.,/.,P
un,un,71
jour,jour,21
que,que,52
je,je,51
l',le,52
interrogeais,interroger,18
sur,sur,81
les,le,71
motifs,motif,21
de,de,81
cette,ce,74
différence,différence,22
dans,dans,81
ses,son,73
habits,habit,21
",",",",p
elle,il,51
m',je,51
avait,avoir,18
répondu,répondre,12
qu',que,83
elle,il,51
était,être,18
religieuse,religieux,30
",",",",p
bien,bien,60
qu',que,83
elle,il,51
demeurât,demeurer,18
libre,libre,30
chez,chez,81
ses,son,73
parents,parent,21
dans,dans,81
une,un,71
espèce,espèce,22
d',de,81
état,état,21
intermédiaire,intermédiaire,30
entre,entre,81
le,le,71
cloître,cloître,21
et,et,82
la,le,71
vie,vie,22
de,de,81
famille,famille,22
/.,/.,P
elle,il,51
me,je,51
fit,faire,19
voir,voir,14
l',le,71
église,église,22
de,de,81
son,son,73
monastère,monastère,21
/.,/.,P
il,il,51
y,y,52
en,en,52
avait,avoir,18
plusieurs,plusieurs,75
dans,dans,81
l',le,71
île,île,22
",",",",p
ainsi,ainsi,60
qu',que,83
à,à,81
Ischia,Ischia,20
et,et,82
dans,dans,81
les,le,71
villages,village,21
de,de,81
la,le,71
campagne,campagne,22
de,de,81
Naples,Naples,20
/.,/.,P
la,le,71
pensée,pensée,22
me,je,51
vint,venir,19
que,que,83
Graziella,Graziella,20
",",",",p
voulant,vouloir,13
se,se,51
vouer,vouer,14
à,à,81
dieu,dieu,21
",",",",p
serait,être,16
peut-être,peut-être,60
allée,aller,12
se,se,51
confier,confier,14
à,à,81
cette,ce,74
amie,amie,22
et,et,82
lui,lui,51
demander,demander,14
de,de,81
lui,lui,51
ouvrir,ouvrir,14
les,le,71
portes,porte,22
de,de,81
son,son,73
monastère,monastère,21
/.,/.,P
je,je,51
ne,ne,60
m',je,51
étais,être,18
pas,pas,60
donné,donner,12
le,le,71
temps,temps,21
de,de,81
réfléchir,réfléchir,14
et,et,82
j',je,51
étais,être,18
déjà,déjà,60
marchant,marcher,13
à,à,81
grands,grand,30
pas,pas,21
sur,sur,81
la,le,71
route,route,22
de,de,81
Pouzzoles,Pouzzoles,20
",",",",p
ville,ville,22
la,le,71
plus,plus,60
rapprochée,rapproché,31
de,de,81
Procida,Procida,20
où,où,60
l',l',94
on,on,51
trouve,trouver,17
des,de,81
des,le,71
barques,barque,22
/.,/.,P
j',je,51
arrivai,arriver,19
à,à,81
Pouzzoles,Pouzzoles,20
en,en,81
moins,moins,60
d',de,81
une,un,71
heure,heure,22
/.,/.,P
je,je,51
courus,courir,19
au,à,81
au,le,71
port,port,21
;,;,p
je,je,51
payai,payer,19
double,double,30
deux,deux,72
rameurs,rameur,21
pour,pour,81
les,le,52
déterminer,déterminer,14
à,à,81
me,je,51
jeter,jeter,14
à,à,81
Procida,Procida,20
malgré,malgré,81
la,le,71
mer,mer,22
forte,fort,30
et,et,82
la,le,71
nuit,nuit,22
tombante,tombant,30
/.,/.,P
ils,ils,51
mirent,mettre,19
leur,leur,73
barque,barque,22
à,à,81
flot,flot,21
/.,/.,P
je,je,51
saisis,saisir,17
une,un,71
paire,paire,22
de,de,81
rames,rame,22
avec,avec,81
eux,ils,51
/.,/.,P
nous,nous,51
doublâmes,doubler,19
avec,avec,81
peine,peine,22
le,le,71
cap,cap,21
Misène,Misène,20
/.,/.,P
deux,deux,72
heures,heure,22
après,après,81
j',je,51
abordais,aborder,18
l',le,71
île,île,22
et,et,82
je,je,51
gravissais,gravir,18
tout,tout,60
seul,seul,30
",",",",p
tout,tout,60
essoufflé,essoufflé,31
et,et,82
tout,tout,60
tremblant,tremblant,30
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
ténèbres,ténèbre,22
et,et,82
aux,à,81
aux,le,71
coups,coup,21
du,de,81
du,le,71
vent,vent,21
d',de,81
hiver,hiver,21
les,le,71
degrés,degré,21
de,de,81
la,le,71
longue,long,30
rampe,rampe,22
qui,qui,52
conduisait,conduire,18
à,à,81
la,le,71
cabane,cabane,22
d',de,81
Andréa,Andréa,20
/.,/.,P
<XVI>,<>,<>
“,“,p
si,si,83
Graziella,Graziella,20
est,être,17
dans,dans,81
l',le,71
île,île,22
",",",",p
me,je,51
disais,dire,18
je,je,51
",",",",p
elle,il,51
sera,être,15
venue,venir,12
d'abord,d'abord,60
là,là,60
",",",",p
par,par,81
l',le,71
instinct,instinct,21
naturel,naturel,30
qui,qui,52
pousse,pousser,17
l',le,71
oiseau,oiseau,21
vers,vers,81
son,son,73
nid,nid,21
et,et,82
l',le,71
enfant,enfant,21
vers,vers,81
la,le,71
maison,maison,22
de,de,81
son,son,73
père,père,21
/.,/.,P
si,si,83
elle,il,51
n',ne,60
y,y,52
est,être,17
plus,plus,60
",",",",p
quelques,quelque,75
traces,trace,22
me,je,51
diront,dire,15
qu',que,83
elle,il,51
y,y,52
a,avoir,17
passé,passer,12
/.,/.,P
ces,ce,74
traces,trace,22
me,je,51
conduiront,conduire,15
peut-être,peut-être,60
où,où,60
elle,il,51
est,être,17
/.,/.,P
si,si,83
je,je,51
n',ne,60
y,y,52
trouve,trouver,17
ni,ni,82
elle,il,51
ni,ni,82
traces,trace,22
d',de,81
elle,il,51
",",",",p
tout,tout,52
est,être,17
perdu,perdre,12
:,:,p
les,le,71
portes,porte,22
de,de,81
quelque,quelque,75
sépulcre,sépulcre,21
vivant,vivant,30
se,se,51
seront,être,15
à,à,81
jamais,jamais,60
refermées,refermer,12
sur,sur,81
sa,son,73
jeunesse,jeunesse,22
/.,/.,P
“,“,p
agité,agité,31
de,de,81
ce,ce,74
doute,doute,21
terrible,terrible,30
",",",",p
je,je,51
touchais,toucher,18
au,à,81
au,le,71
dernier,dernier,30
degré,degré,21
/.,/.,P
je,je,51
savais,savoir,18
dans,dans,81
quelle,quel,75
fente,fente,22
de,de,81
rocher,rocher,21
la,le,71
vieille,vieux,30
mère,mère,22
",",",",p
en,en,81
partant,partir,13
",",",",p
avait,avoir,18
caché,cacher,12
la,le,71
clef,clé,22
de,de,81
la,le,71
maison,maison,22
/.,/.,P
j',je,51
écartai,écarter,19
le,le,71
lierre,lierre,21
et,et,82
j',je,51
y,y,52
plongeai,plonger,19
la,le,71
main,main,22
/.,/.,P
mes,mon,73
doigts,doigt,21
y,y,52
cherchaient,chercher,18
à tâtons,à tâtons,60
la,le,71
clef,clé,22
",",",",p
tout,tout,60
crispés,crispé,31
de,de,81
peur,peur,22
d',de,81
y,y,52
