11681
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-septième extrait>,<>,<>
/.,/.,P
la,le,71
banque,banque,22
cherche,chercher,17
la,le,71
noblesse,noblesse,22
par,par,81
instinct,instinct,21
de,de,81
conservation,conservation,22
",",",",p
et,et,82
sans,sans,81
le,le,52
savoir,savoir,14
peut-être,peut-être,60
/.,/.,P
Jacques,Jacques,20
Coeur,Coeur,20
a,avoir,17
fait,faire,12
une,un,71
grande,grand,30
maison,maison,22
noble,noble,30
",",",",p
celle,celui,52
de,de,81
Noirmoutier,Noirmoutier,20
",",",",p
éteinte,éteint,31
sous,sous,81
Louis XIII,Louis XIII,20
/.,/.,P
quelle,quel,75
énergie,énergie,22
chez,chez,81
cet,ce,74
homme,homme,21
",",",",p
ruiné,ruiné,31
pour,pour,81
avoir,avoir,14
fait,faire,12
un,un,71
roi,roi,21
légitime,légitime,30
/!,/!,P
il,il,51
est,être,17
mort,mourir,12
prince,prince,21
d',de,81
une,un,71
île,île,22
de,de,81
l',le,71
archipel,archipel,21
où,où,60
il,il,51
a,avoir,17
bâti,bâtir,12
une,un,71
magnifique,magnifique,30
cathédrale,cathédrale,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
si,si,83
vous,vous,51
faites,faire,17
des,de,81
des,le,71
cours,cours,21
d',de,81
histoire,histoire,22
",",",",p
nous,nous,51
sortons,sortir,17
du,de,81
du,le,71
temps,temps,21
actuel,actuel,30
où,où,60
le,le,71
trône,trône,21
est,être,17
destitué,destituer,12
du,de,81
du,le,71
droit,droit,21
de,de,81
conférer,conférer,14
la,le,71
noblesse,noblesse,22
",",",",p
où,où,60
l',l',94
on,on,51
fait,faire,17
des,de,81
des,le,71
barons,baron,21
et,et,82
des,de,81
des,le,71
comtes,comte,21
à,à,81
huis-clos,huis-clos,21
",",",",p
quelle,quel,75
pitié,pitié,22
!,!,p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
tu,tu,51
regrettes,regretter,17
la,le,71
savonnette,savonnette,22
à,à,81
vilain,vilain,21
",",",",p
dit,dire,19
Bixiou,Bixiou,20
",",",",p
tu,tu,51
as,avoir,17
raison,raison,22
/.,/.,P
je,je,51
reviens,revenir,17
à,à,81
nos,notre,73
moutons,mouton,21
/.,/.,P
connaissez,connaître,17
vous,vous,51
Beaudenord,Beaudenord,20
/?,/?,P
non,non,60
",",",",p
non,non,60
",",",",p
non,non,60
/.,/.,P
bien,bien,60
/.,/.,P
voyez,voir,17
comme,comme,83
tout,tout,52
passe,passer,17
/!,/!,P
le,le,71
pauvre,pauvre,30
garçon,garçon,21
était,être,18
la,le,71
fleur,fleur,22
du,de,81
du,le,71
dandysme,dandysme,21
il,il,51
y,y,52
a,avoir,17
dix,dix,72
ans,an,21
/.,/.,P
mais,mais,82
il,il,51
a,avoir,17
été,être,12
si,si,60
bien,bien,60
absorbé,absorber,12
",",",",p
que,que,83
vous,vous,51
ne,ne,60
le,le,52
connaissez,connaître,17
pas,pas,60
plus,plus,60
que,que,83
Finot,Finot,20
ne,ne,60
connaissait,connaître,18
tout,tout,60
à,à,81
l',le,71
heure,heure,22
l',le,71
origine,origine,22
du,de,81
du,le,71
coup,coup,21
de,de,81
Jarnac,Jarnac,20
(,(,p
c',ce,52
est,être,17
pour,pour,81
la,le,71
phrase,phrase,22
et,et,82
non,non,60
pour,pour,81
te,tu,51
taquiner,taquiner,14
que,que,83
je,je,51
dis,dire,17
cela,cela,52
",",",",p
Finot,Finot,20
!,!,p
),),p
/.,/.,P
à,à,81
la,le,71
vérité,vérité,22
",",",",p
il,il,51
appartenait,appartenir,18
au,à,81
au,le,71
faubourg,faubourg,21
Saint-Germain,Saint-Germain,20
/.,/.,P
eh,eh,93
!,!,p
bien,bien,21
",",",",p
Beaudenord,Beaudenord,20
est,être,17
le,le,71
premier,premier,72
pigeon,pigeon,21
que,que,52
je,je,51
vais,aller,17
vous,vous,51
mettre,mettre,14
en,en,81
scène,scène,22
/.,/.,P
d'abord,d'abord,60
",",",",p
il,il,51
se,se,51
nommait,nommer,18
Godefroid,Godefroid,20
de,de,81
Beaudenord,Beaudenord,20
/.,/.,P
ni,ni,82
Finot,Finot,20
",",",",p
ni,ni,82
Blondet,Blondet,20
",",",",p
ni,ni,82
Couture,Couture,20
ni,ni,82
moi,moi,51
",",",",p
nous,nous,51
ne,ne,60
méconnaîtrons,méconnaître,15
un,un,71
pareil,pareil,30
avantage,avantage,21
/.,/.,P
le,le,71
gars,gars,21
ne,ne,60
souffrait,souffrir,18
point,point,60
dans,dans,81
son,son,73
amour-propre,amour-propre,21
en,en,81
entendant,entendre,13
appeler,appeler,14
ses,son,73
gens,gens,21
au,à,81
au,le,71
sortir,sortir,21
d',de,81
un,un,71
bal,bal,21
",",",",p
quand,quand,83
trente,trente,72
jolies,joli,30
femmes,femme,22
encapuchonnées,encapuchonné,31
et,et,82
flanquées,flanqué,31
de,de,81
leurs,leur,73
maris,mari,21
et,et,82
de,de,81
leurs,leur,73
adorateurs,adorateur,21
attendaient,attendre,18
leurs,leur,73
voitures,voiture,22
/.,/.,P
puis,puis,60
il,il,51
jouissait,jouir,18
de,de,81
tous,tout,75
les,le,71
membres,membre,21
que,que,52
dieu,dieu,21
a,avoir,17
donnés,donner,12
à,à,81
l',le,71
homme,homme,21
:,:,p
sain,sain,30
et,et,82
entier,entier,30
",",",",p
ni,ni,82
taie,taie,22
sur,sur,81
un,un,71
oeil,oeil,21
",",",",p
ni,ni,82
faux,faux,30
toupet,toupet,21
",",",",p
ni,ni,82
faux,faux,30
mollets,mollet,21
;,;,p
ses,son,73
jambes,jambe,22
ne,ne,60
rentraient,rentrer,18
point,point,60
en,en,81
dedans,dedans,60
",",",",p
ne,ne,60
sortaient,sortir,18
point,point,60
en,en,81
dehors,dehors,21
;,;,p
genoux,genou,21
sans,sans,81
engorgement,engorgement,21
",",",",p
épine,épine,22
dorsale,dorsal,30
droite,droit,30
",",",",p
taille,taille,22
mince,mince,30
",",",",p
main,main,22
blanche,blanc,30
et,et,82
jolie,joli,30
",",",",p
cheveux,cheveu,21
noirs,noir,30
;,;,p
teint,teint,21
ni,ni,82
rose,rose,30
comme,comme,83
celui,celui,52
d',de,81
un,un,71
garçon,garçon,21
épicier,épicier,21
",",",",p
ni,ni,82
trop,trop,60
brun,brun,30
comme,comme,83
celui,celui,52
d',de,81
un,un,71
Calabrois,Calabrois,20
/.,/.,P
enfin,enfin,60
",",",",p
chose,chose,22
essentielle,essentiel,30
/!,/!,P
Beaudenord,Beaudenord,20
n',ne,60
était,être,18
pas,pas,60
trop,trop,60
joli,joli,30
homme,homme,21
",",",",p
comme,comme,83
le,le,52
sont,être,17
ceux,celui,52
de,de,81
nos,notre,73
amis,ami,21
qui,qui,52
ont,avoir,17
l',le,71
air,air,21
de,de,81
faire,faire,14
état,état,21
de,de,81
leur,leur,73
beauté,beauté,22
",",",",p
de,de,81
ne,ne,60
pas,pas,60
avoir,avoir,14
autre,autre,75
chose,chose,22
;,;,p
mais,mais,82
ne,ne,60
revenons,revenir,17
pas,pas,60
là-dessus,là-dessus,60
",",",",p
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
c',ce,52
est,être,17
infâme,infâme,30
/!,/!,P
il,il,51
tirait,tirer,18
bien,bien,60
le,le,71
pistolet,pistolet,21
",",",",p
montait,monter,18
fort,fort,60
agréablement,agréablement,60
à,à,81
cheval,cheval,21
;,;,p
il,il,51
s',se,51
était,être,18
battu,battre,12
pour,pour,81
une,un,71
vétille,vétille,22
",",",",p
et,et,82
n',ne,60
avait,avoir,18
pas,pas,60
tué,tuer,12
son,son,73
adversaire,adversaire,21
/.,/.,P
savez,savoir,17
vous,vous,51
que,que,83
pour,pour,81
faire,faire,14
connaître,connaître,14
de,de,81
quoi,quoi,52
se,se,51
compose,composer,17
un,un,71
bonheur,bonheur,21
entier,entier,30
",",",",p
pur,pur,30
",",",",p
sans,sans,81
mélange,mélange,21
",",",",p
au,à,81
au,le,71
dix-neuvième,dix-neuvième,72
siècle,siècle,21
",",",",p
à,à,81
Paris,Paris,20
",",",",p
et,et,82
un,un,71
bonheur,bonheur,21
de,de,81
jeune,jeune,30
homme,homme,21
de,de,81
vingt,vingt,72
six,six,72
ans,an,21
",",",",p
il,il,51
faut,falloir,17
entrer,entrer,14
dans,dans,81
les,le,71
infiniment,infiniment,60
petites,petit,30
choses,chose,22
de,de,81
la,le,71
vie,vie,22
/?,/?,P
le,le,71
bottier,bottier,21
avait,avoir,18
attrapé,attraper,12
le,le,71
pied,pied,21
de,de,81
Beaudenord,Beaudenord,20
et,et,82
le,le,52
chaussait,chausser,18
bien,bien,60
",",",",p
son,son,73
tailleur,tailleur,21
aimait,aimer,18
à,à,81
l',le,52
habiller,habiller,14
/.,/.,P
Godefroid,Godefroid,20
ne,ne,60
grasseyait,grasseyer,18
pas,pas,60
",",",",p
ne,ne,60
gasconnait,gasconner,18
pas,pas,60
",",",",p
ne,ne,60
normandisait,normandiser,18
pas,pas,60
",",",",p
il,il,51
parlait,parler,18
purement,purement,60
et,et,82
correctement,correctement,60
",",",",p
et,et,82
mettait,mettre,18
fort,fort,60
bien,bien,60
sa,son,73
cravate,cravate,22
",",",",p
comme,comme,83
Finot,Finot,20
/.,/.,P
Cousin,Cousin,20
par,par,81
alliance,alliance,22
du,de,81
du,le,71
marquis,marquis,21
d',de,81
Aiglemont,Aiglemont,20
",",",",p
son,son,73
tuteur,tuteur,21
(,(,p
il,il,51
était,être,18
orphelin,orphelin,30
de,de,81
père,père,21
et,et,82
de,de,81
mère,mère,22
",",",",p
autre,autre,75
bonheur,bonheur,21
!,!,p
),),p
",",",",p
il,il,51
pouvait,pouvoir,18
aller,aller,14
et,et,82
allait,aller,18
chez,chez,81
les,le,71
banquiers,banquier,21
",",",",p
sans,sans,81
que,que,83
le,le,71
faubourg,faubourg,21
Saint-Germain,Saint-Germain,20
lui,lui,51
reprochât,reprocher,18
de,de,81
les,le,52
hanter,hanter,14
",",",",p
car,car,82
heureusement,heureusement,60
un,un,71
jeune,jeune,30
homme,homme,21
a,avoir,17
le,le,71
droit,droit,21
de,de,81
faire,faire,14
du,de,81
du,le,71
plaisir,plaisir,21
son,son,73
unique,unique,30
loi,loi,22
",",",",p
de,de,81
courir,courir,14
où,où,60
l',l',94
on,on,51
s',se,51
amuse,amuser,17
",",",",p
et,et,82
de,de,81
fuir,fuir,14
les,le,71
recoins,recoin,21
sombres,sombre,30
où,où,60
fleurit,fleurir,17
le,le,71
chagrin,chagrin,21
/.,/.,P
enfin,enfin,60
il,il,51
avait,avoir,18
été,être,12
vacciné,vacciner,12
(,(,p
tu,tu,51
me,je,51
comprends,comprendre,17
",",",",p
Blondet,Blondet,20
),),p
/.,/.,P
malgré,malgré,81
toutes,tout,75
ces,ce,74
vertus,vertu,22
",",",",p
il,il,51
aurait,avoir,16
pu,pouvoir,12
se,se,51
trouver,trouver,14
très,très,60
malheureux,malheureux,30
/.,/.,P
hé,hé,93
!,!,p
hé,hé,93
!,!,p
le,le,71
bonheur,bonheur,21
a,avoir,17
le,le,71
malheur,malheur,21
de,de,81
paraître,paraître,14
signifier,signifier,14
quelque,quelque,75
chose,chose,22
d',de,81
absolu,absolu,30
;,;,p
apparence,apparence,22
qui,qui,52
induit,induire,17
tant,tant,60
de,de,81
niais,niais,21
à,à,81
demander,demander,14
:,:,p
“,“,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
le,le,71
bonheur,bonheur,21
/?,/?,P
une,un,71
femme,femme,22
de,de,81
beaucoup,beaucoup,60
d',de,81
esprit,esprit,21
disait,dire,18
:,:,p
“,“,p
le,le,71
bonheur,bonheur,21
est,être,17
où,où,60
on,on,51
le,le,52
met,mettre,17
/.,/.,P
“,“,p
-,-,p
elle,il,51
proclamait,proclamer,18
une,un,71
triste,triste,30
vérité,vérité,22
",",",",p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
et,et,82
morale,moral,30
",",",",p
ajouta,ajouter,19
Finot,Finot,20
/.,/.,P
-,-,p
archi-morale,archi-moral,30
!,!,p
le,le,71
bonheur,bonheur,21
",",",",p
comme,comme,83
la,le,71
vertu,vertu,22
",",",",p
comme,comme,83
le,le,71
mal,mal,21
",",",",p
expriment,exprimer,17
quelque,quelque,75
chose,chose,22
de,de,81
relatif,relatif,30
",",",",p
répondit,répondre,19
Blondet,Blondet,20
/.,/.,P
ainsi,ainsi,60
La Fontaine,La Fontaine,20
espérait,espérer,18
que,que,83
",",",",p
par,par,81
la,le,71
suite,suite,22
des,de,81
des,le,71
temps,temps,21
",",",",p
les,le,71
damnés,damné,21
s',se,51
habitueraient,habituer,16
à,à,81
leur,leur,73
position,position,22
",",",",p
et,et,82
finiraient,finir,16
par,par,81
être,être,14
dans,dans,81
l',le,71
enfer,enfer,21
comme,comme,83
les,le,71
poissons,poisson,21
dans,dans,81
l',le,71
eau,eau,22
/.,/.,P
-,-,p
les,le,71
épiciers,épicier,21
connaissent,connaître,17
tous,tout,75
les,le,71
mots,mot,21
de,de,81
La Fontaine,La Fontaine,20
!,!,p
dit,dire,19
Bixiou,Bixiou,20
/.,/.,P
-,-,p
le,le,71
bonheur,bonheur,21
d',de,81
un,un,71
homme,homme,21
de,de,81
vingt,vingt,72
six,six,72
ans,an,21
qui,qui,52
vit,vivre,17
à,à,81
Paris,Paris,20
",",",",p
n',ne,60
est,être,17
pas,pas,60
le,le,71
bonheur,bonheur,21
d',de,81
un,un,71
homme,homme,21
de,de,81
vingt,vingt,72
six,six,72
ans,an,21
qui,qui,52
vit,vivre,17
à,à,81
Blois,Blois,20
",",",",p
dit,dire,19
Blondet,Blondet,20
",",",",p
sans,sans,81
entendre,entendre,14
l',le,71
interruption,interruption,22
/.,/.,P
ceux,celui,52
qui,qui,52
partent,partir,17
de,de,81
là,là,60
pour,pour,81
déblatérer,déblatérer,14
contre,contre,81
l',le,71
instabilité,instabilité,22
des,de,81
des,le,71
opinions,opinion,22
sont,être,17
des,de,81
des,le,71
fourbes,fourbe,21
ou,ou,82
des,de,81
des,le,71
ignorants,ignorant,21
/.,/.,P
la,le,71
médecine,médecine,22
moderne,moderne,30
",",",",p
dont,dont,52
le,le,71
plus,plus,60
beau,beau,30
titre,titre,21
de,de,81
gloire,gloire,22
est,être,17
d',de,81
avoir,avoir,14
",",",",p
de,de,81
<Nombre 1799>,<>,<>
mille,mille,72
sept,sept,72
cent,cent,72
quatre,quatre,72
vingt,vingt,72
dix,dix,72
neuf,neuf,72
<Fin nombre>,<>,<>
à,à,81
<Nombre 1837>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
trente,trente,72
sept,sept,72
<Fin nombre>,<>,<>
",",",",p
passé,passer,12
de,de,81
l',le,71
état,état,21
conjectural,conjectural,30
à,à,81
l',le,71
état,état,21
de,de,81
science,science,22
positive,positif,30
",",",",p
et,et,82
ce,ce,52
par,par,81
l',le,71
influence,influence,22
de,de,81
la,le,71
grande,grand,30
école,école,22
analyste,analyste,21
de,de,81
Paris,Paris,20
",",",",p
a,avoir,17
démontré,démontrer,12
que,que,83
",",",",p
dans,dans,81
une,un,71
certaine,certain,75
période,période,22
",",",",p
l',le,71
homme,homme,21
s',se,51
est,être,17
complètement,complètement,60
renouvelé,renouveler,12
/…,/…,P
à,à,81
la,le,71
manière,manière,22
du,de,81
du,le,71
couteau,couteau,21
de,de,81
Jeannot,Jeannot,20
",",",",p
et,et,82
vous,vous,51
le,le,52
croyez,croire,17
toujours,toujours,60
le,le,71
même,même,52
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
il,il,51
y,y,52
a,avoir,17
donc,donc,82
plusieurs,plusieurs,75
losanges,losange,21
dans,dans,81
cet,ce,74
habit,habit,21
d',de,81
Arlequin,Arlequin,20
que,que,52
nous,nous,51
nommons,nommer,17
le,le,71
bonheur,bonheur,21
",",",",p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
le,le,71
costume,costume,21
de,de,81
mon,mon,73
Godefroid,Godefroid,20
n',ne,60
avait,avoir,18
ni,ni,82
trous,trou,21
ni,ni,82
taches,tache,22
/.,/.,P
un,un,71
jeune,jeune,30
homme,homme,21
de,de,81
vingt,vingt,72
six,six,72
ans,an,21
",",",",p
qui,qui,52
serait,être,16
heureux,heureux,30
en,en,81
amour,amour,21
",",",",p
c'est-à-dire,c'est-à-dire,91
aimé,aimer,12
",",",",p
non,non,60
à,à,81
cause,cause,22
de,de,81
sa,son,73
florissante,florissant,30
jeunesse,jeunesse,22
",",",",p
non,non,60
pour,pour,81
son,son,73
esprit,esprit,21
",",",",p
non,non,60
pour,pour,81
sa,son,73
tournure,tournure,22
",",",",p
mais,mais,82
irrésistiblement,irrésistiblement,60
",",",",p
pas,pas,60
même,même,60
à,à,81
cause,cause,22
de,de,81
l',le,71
amour,amour,21
en,en,81
lui-même,lui-même,51
",",",",p
mais,mais,82
quand,quand,83
même,même,60
cet,ce,74
amour,amour,21
serait,être,16
abstrait,abstraire,12
",",",",p
pour,pour,81
revenir,revenir,14
au,à,81
au,le,71
mot,mot,21
de,de,81
Royer-Collard,Royer Collard,20
",",",",p
ce,ce,74
susdit,susdit,30
jeune,jeune,30
homme,homme,21
pourrait,pouvoir,16
fort,fort,60
bien,bien,60
ne,ne,60
pas,pas,60
avoir,avoir,14
un,un,71
liard,liard,21
dans,dans,81
la,le,71
bourse,bourse,22
que,que,52
l',le,71
objet,objet,21
aimant,aimant,30
lui,lui,51
aurait,avoir,16
brodée,broder,12
",",",",p
il,il,51
pourrait,pouvoir,16
devoir,devoir,14
son,son,73
loyer,loyer,21
à,à,81
son,son,73
propriétaire,propriétaire,21
",",",",p
ses,son,73
bottes,botte,22
à,à,81
ce,ce,74
bottier,bottier,21
déjà,déjà,60
nommé,nommé,31
",",",",p
ses,son,73
habits,habit,21
au,à,81
au,le,71
tailleur,tailleur,21
qui,qui,52
finirait,finir,16
",",",",p
comme,comme,83
la,le,71
France,France,20
",",",",p
par,par,81
se,se,51
désaffectionner,désaffectionner,14
/.,/.,P
enfin,enfin,60
",",",",p
il,il,51
pourrait,pouvoir,16
être,être,14
pauvre,pauvre,30
/!,/!,P
la,le,71
misère,misère,22
gâte,gâter,17
le,le,71
bonheur,bonheur,21
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
qui,qui,52
n',ne,60
a,avoir,17
pas,pas,60
nos,notre,73
opinions,opinion,22
transcendantes,transcendant,30
sur,sur,81
la,le,71
fusion,fusion,22
des,de,81
des,le,71
intérêts,intérêt,21
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
rien,rien,52
de,de,81
plus,plus,60
fatigant,fatigant,30
que,que,83
d',de,81
être,être,14
moralement,moralement,60
très,très,60
heureux,heureux,30
et,et,82
matériellement,matériellement,60
très,très,60
malheureux,malheureux,30
/.,/.,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
avoir,avoir,14
une,un,71
jambe,jambe,22
glacée,glacé,31
comme,comme,83
la,le,71
mienne,mien,52
par,par,81
le,le,71
vent,vent,21
coulis,coulis,21
de,de,81
la,le,71
porte,porte,22
",",",",p
et,et,82
l',le,71
autre,autre,52
grillée,griller,12
par,par,81
la,le,71
braise,braise,22
du,de,81
du,le,71
feu,feu,21
/.,/.,P
j',je,51
espère,espérer,17
être,être,14
bien,bien,60
compris,comprendre,12
",",",",p
il,il,51
y,y,52
a,avoir,17
de,de,81
l',le,71
écho,écho,21
dans,dans,81
la,le,71
poche,poche,22
de,de,81
ton,ton,73
gilet,gilet,21
",",",",p
Blondet,Blondet,20
/?,/?,P
entre,entre,81
nous,nous,51
",",",",p
laissons,laisser,17
le,le,71
coeur,coeur,21
",",",",p
il,il,51
gâte,gâter,17
l',le,71
esprit,esprit,21
/.,/.,P
poursuivons,poursuivre,17
/.,/.,P
Godefroid,Godefroid,20
de,de,81
Beaudenord,Beaudenord,20
avait,avoir,18
donc,donc,82
l',le,71
estime,estime,22
de,de,81
ses,son,73
fournisseurs,fournisseur,21
",",",",p
car,car,82
ses,son,73
fournisseurs,fournisseur,21
avaient,avoir,18
assez,assez,60
régulièrement,régulièrement,60
sa,son,73
monnaie,monnaie,22
/.,/.,P
la,le,71
femme,femme,22
de,de,81
beaucoup,beaucoup,60
d',de,81
esprit,esprit,21
déjà,déjà,60
citée,cité,31
",",",",p
et,et,82
qu',que,52
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
nommer,nommer,14
",",",",p
parce que,parce que,83
",",",",p
grâce,grâce,22
à,à,81
son,son,73
peu,peu,60
de,de,81
coeur,coeur,21
",",",",p
elle,il,51
vit,vivre,17
/…,/…,P
qui,qui,52
est,être,17
ce,ce,52
/?,/?,P
la,le,71
marquise,marquise,22
d',de,81
Espard,Espard,20
/!,/!,P
elle,il,51
disait,dire,18
qu',que,83
un,un,71
jeune,jeune,30
homme,homme,21
devait,devoir,18
demeurer,demeurer,14
dans,dans,81
un,un,71
entresol,entresol,21
",",",",p
n',ne,60
avoir,avoir,14
chez,chez,81
lui,lui,51
rien,rien,52
qui,qui,52
sentît,sentir,18
le,le,71
ménage,ménage,21
",",",",p
ni,ni,82
cuisinière,cuisinière,22
",",",",p
ni,ni,82
cuisine,cuisine,22
",",",",p
être,être,14
servi,servir,12
par,par,81
un,un,71
vieux,vieux,30
domestique,domestique,21
",",",",p
et,et,82
n',ne,60
annoncer,annoncer,14
aucune,aucun,75
prétention,prétention,22
à,à,81
la,le,71
stabilité,stabilité,22
/.,/.,P
selon,selon,81
elle,il,51
",",",",p
tout,tout,75
autre,autre,75
établissement,établissement,21
est,être,17
de,de,81
mauvais,mauvais,30
goût,goût,21
/.,/.,P
Godefroid,Godefroid,20
de,de,81
Beaudenord,Beaudenord,20
",",",",p
fidèle,fidèle,30
à,à,81
ce,ce,74
programme,programme,21
",",",",p
logeait,loger,18
quai,quai,21
Malaquais,Malaquais,20
",",",",p
dans,dans,81
un,un,71
entresol,entresol,21
;,;,p
néanmoins,néanmoins,60
il,il,51
avait,avoir,18
été,être,12
forcé,forcer,12
d',de,81
avoir,avoir,14
une,un,71
petite,petit,30
similitude,similitude,22
avec,avec,81
les,le,71
gens,gens,21
mariés,marié,31
",",",",p
en,en,81
mettant,mettre,13
dans,dans,81
sa,son,73
chambre,chambre,22
un,un,71
lit,lit,21
d',de,81
ailleurs,ailleurs,60
si,si,60
étroit,étroit,30
qu',que,83
il,il,51
y,y,52
tenait,tenir,18
peu,peu,60
/.,/.,P
une,un,71
Anglaise,Anglais,20
",",",",p
entrée,entré,31
par,par,81
hasard,hasard,21
chez,chez,81
lui,lui,51
",",",",p
n',ne,60
y,y,52
aurait,avoir,16
pu,pouvoir,12
rien,rien,52
trouver,trouver,14
d',de,81
improper,improper,92
/.,/.,P
Finot,Finot,20
",",",",p
tu,tu,51
te,tu,51
feras,faire,15
expliquer,expliquer,14
la,le,71
grande,grand,30
loi,loi,22
de,de,81
l',le,71
improper,improper,92
qui,qui,52
régit,régir,17
l',le,71
Angleterre,Angleterre,20
/!,/!,P
mais,mais,82
puisque,puisque,83
nous,nous,51
sommes,être,17
liés,lier,12
par,par,81
un,un,71
billet,billet,21
de,de,81
mille,mille,72
",",",",p
je,je,51
vais,aller,17
t',tu,51
en,en,52
donner,donner,14
une,un,71
idée,idée,22
/.,/.,P
je,je,51
suis,être,17
allé,aller,12
en,en,81
Angleterre,Angleterre,20
",",",",p
moi,moi,51
!,!,p
(,(,p
bas,bas,30
à,à,81
l',le,71
oreille,oreille,22
de,de,81
Blondet,Blondet,20
:,:,p
je,je,51
lui,lui,51
donne,donner,17
de,de,81
l',le,71
esprit,esprit,21
pour,pour,81
plus,plus,60
de,de,81
deux,deux,72
mille,mille,72
francs,franc,21
/.,/.,P
),),p
en,en,81
Angleterre,Angleterre,20
",",",",p
Finot,Finot,20
",",",",p
tu,tu,51
te,tu,51
lies,lier,17
extrêmement,extrêmement,60
avec,avec,81
une,un,71
femme,femme,22
",",",",p
pendant,pendant,81
la,le,71
nuit,nuit,22
",",",",p
au,à,81
au,le,71
bal,bal,21
ou,ou,82
ailleurs,ailleurs,21
;,;,p
tu,tu,51
la,le,52
rencontres,rencontrer,17
le,le,71
lendemain,lendemain,21
dans,dans,81
la,le,71
rue,rue,22
",",",",p
et,et,82
tu,tu,51
as,avoir,17
l',le,71
air,air,21
de,de,81
la,le,52
reconnaître,reconnaître,14
:,:,p
improper,improper,92
/!,/!,P
tu,tu,51
trouves,trouver,17
à,à,81
dîner,dîner,14
",",",",p
sous,sous,81
le,le,71
frac,frac,21
de,de,81
ton,ton,73
voisin,voisin,21
de,de,81
gauche,gauche,22
",",",",p
un,un,71
homme,homme,21
charmant,charmant,30
",",",",p
de,de,81
l',le,71
esprit,esprit,21
",",",",p
nulle,nul,75
morgue,morgue,22
",",",",p
du,de,81
du,le,71
laissez-aller,laisser-aller,21
;,;,p
il,il,51
n',ne,60
a,avoir,17
rien,rien,52
d',de,81
anglais,anglais,30
;,;,p
suivant,suivre,13
les,le,71
lois,loi,22
de,de,81
l',le,71
ancienne,ancien,30
compagnie,compagnie,22
française,français,30
",",",",p
si,si,60
accorte,accort,30
",",",",p
si,si,60
aimable,aimable,30
",",",",p
tu,tu,51
lui,lui,51
parles,parler,17
:,:,p
improper,improper,92
/!,/!,P
vous,vous,51
abordez,aborder,17
au,à,81
au,le,71
bal,bal,21
une,un,71
jolie,joli,30
femme,femme,22
afin,afin,81
de,de,81
la,le,52
faire,faire,14
danser,danser,14
:,:,p
improper,improper,92
/!,/!,P
vous,vous,51
vous,vous,51
échauffez,échauffer,17
",",",",p
vous,vous,51
discutez,discuter,17
",",",",p
vous,vous,51
riez,rire,17
",",",",p
vous,vous,51
répandez,répandre,17
votre,votre,73
coeur,coeur,21
",",",",p
votre,votre,73
âme,âme,22
",",",",p
votre,votre,73
esprit,esprit,21
dans,dans,81
votre,votre,73
conversation,conversation,22
;,;,p
vous,vous,51
y,y,52
exprimez,exprimer,17
des,de,81
des,le,71
sentiments,sentiment,21
;,;,p
vous,vous,51
jouez,jouer,17
quand,quand,83
vous,vous,51
êtes,être,17
au,à,81
au,le,71
jeu,jeu,21
",",",",p
vous,vous,51
causez,causer,17
en,en,81
causant,causer,13
et,et,82
vous,vous,51
mangez,manger,17
en,en,81
mangeant,manger,13
:,:,p
improper,improper,92
!,!,p
improper,improper,92
!,!,p
improper,improper,92
/!,/!,P
un,un,52
des,de,81
des,le,71
hommes,homme,21
les,le,71
plus,plus,60
spirituels,spirituel,30
et,et,82
les,le,71
plus,plus,60
profonds,profond,30
de,de,81
cette,ce,74
époque,époque,22
",",",",p
Stendalh,Stendalh,20
a,avoir,17
très,très,60
bien,bien,60
caractérisé,caractériser,12
l',le,71
improper,improper,92
en,en,81
disant,dire,13
qu',que,83
il,il,51
est,être,17
tel,tel,75
lord,lord,21
de,de,81
la,le,71
Grande-Bretagne,Grande-Bretagne,20
qui,qui,52
",",",",p
seul,seul,30
",",",",p
n',ne,60
ose,oser,17
pas,pas,60
se,se,51
croiser,croiser,14
les,le,71
jambes,jambe,22
devant,devant,81
son,son,73
feu,feu,21
",",",",p
de,de,81
peur,peur,22
d',de,81
être,être,14
improper,improper,92
/.,/.,P
une,un,71
dame,dame,22
anglaise,anglais,30
",",",",p
fût,être,19
elle,il,51
de,de,81
la,le,71
secte,secte,22
furieuse,furieux,30
des,de,81
des,le,71
saints,saint,21
(,(,p
protestants,protestant,21
renforcés,renforcé,31
qui,qui,52
laisseraient,laisser,16
mourir,mourir,14
toute,tout,75
leur,leur,73
famille,famille,22
de,de,81
faim,faim,22
",",",",p
si,si,83
elle,il,51
était,être,18
improper,improper,92
),),p
",",",",p
