<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquantième extrait>,<>,<>
que,que,83
Gigonnet,Gigonnet,20
",",",",p
un,un,71
usurier,usurier,21
",",",",p
a,avoir,17
des,de,81
des,le,71
effets,effet,21
de,de,81
vous,vous,51
passés,passé,31
à,à,81
son,son,73
ordre,ordre,21
",",",",p
sans,sans,81
garantie,garantie,22
",",",",p
par,par,81
la,le,71
maison,maison,22
Claparon,Claparon,20
/.,/.,P
ces,ce,74
deux,deux,72
mots,mot,21
sont,être,17
non,non,60
seulement,seulement,60
un,un,71
affront,affront,21
",",",",p
mais,mais,82
encore,encore,60
la,le,71
mort,mort,22
de,de,81
votre,votre,73
crédit,crédit,21
/.,/.,P
-,-,p
monsieur,monsieur,21
Claparon,Claparon,20
désire,désirer,17
vous,vous,51
parler,parler,14
",",",",p
dit,dire,19
Célestin,Célestin,20
en,en,81
se,se,51
montrant,montrer,13
",",",",p
dois,devoir,17
je,je,51
le,le,52
faire,faire,14
monter,monter,14
/?,/?,P
nous,nous,51
allons,aller,17
savoir,savoir,14
la,le,71
cause,cause,22
de,de,81
cette,ce,74
insulte,insulte,22
",",",",p
dit,dire,19
Lebas,Lebas,20
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
le,le,71
parfumeur,parfumeur,21
à,à,81
Claparon,Claparon,20
en,en,81
le,le,52
voyant,voir,13
entrer,entrer,14
",",",",p
voici,voici,81
monsieur,monsieur,21
Lebas,Lebas,20
",",",",p
juge,juge,21
au,à,81
au,le,71
tribunal,tribunal,21
de,de,81
commerce,commerce,21
et,et,82
mon,mon,73
ami,ami,21
/…,/…,P
ah,ah,93
!,!,p
monsieur,monsieur,21
est,être,17
monsieur,monsieur,21
Lebas,Lebas,20
",",",",p
dit,dire,19
Claparon,Claparon,20
en,en,81
interrompant,interrompre,13
",",",",p
je,je,51
suis,être,17
enchanté,enchanter,12
de,de,81
la,le,71
circonstance,circonstance,22
",",",",p
monsieur,monsieur,21
Lebas,Lebas,20
du,de,81
du,le,71
tribunal,tribunal,21
",",",",p
il,il,51
y,y,52
a,avoir,17
tant,tant,60
de,de,81
Lebas,Lebas,20
",",",",p
sans,sans,81
compter,compter,14
les,le,71
hauts,haut,21
et,et,82
les,le,71
bas,bas,21
/…,/…,P
il,il,51
a,avoir,17
vu,voir,12
",",",",p
reprit,reprendre,19
Birotteau,Birotteau,20
en,en,81
interrompant,interrompre,13
le,le,71
bavard,bavard,21
",",",",p
les,le,71
effets,effet,21
que,que,52
je,je,51
vous,vous,51
ai,avoir,17
remis,remettre,12
",",",",p
et,et,82
qui,qui,52
",",",",p
disiez,dire,18
vous,vous,51
",",",",p
ne,ne,60
circuleraient,circuler,16
pas,pas,60
/.,/.,P
il,il,51
les,le,52
a,avoir,17
vus,voir,12
avec,avec,81
ces,ce,74
mots,mot,21
:,:,p
sans,sans,81
garantie,garantie,22
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
dit,dire,19
Claparon,Claparon,20
",",",",p
ils,ils,51
ne,ne,60
circuleront,circuler,15
pas,pas,60
en,en,81
effet,effet,21
",",",",p
ils,ils,51
sont,être,17
entre,entre,81
les,le,71
mains,main,22
d',de,81
un,un,71
homme,homme,21
avec,avec,81
qui,qui,52
je,je,51
fais,faire,17
beaucoup,beaucoup,60
d',de,81
affaires,affaire,22
",",",",p
le,le,71
père,père,21
Bidault,Bidault,20
/.,/.,P
voilà,voilà,81
pourquoi,pourquoi,60
j',je,51
ai,avoir,17
mis,mettre,12
sans,sans,81
garantie,garantie,22
/.,/.,P
s',si,83
ils,ils,51
avaient,avoir,18
dû,devoir,12
circuler,circuler,14
",",",",p
vous,vous,51
les,le,52
auriez,avoir,16
faits,faire,12
à,à,81
son,son,73
ordre,ordre,21
directement,directement,60
/.,/.,P
monsieur,monsieur,21
le,le,71
juge,juge,21
va,aller,17
comprendre,comprendre,14
ma,mon,73
situation,situation,22
/.,/.,P
que,que,52
représentent,représenter,17
ces,ce,74
effets,effet,21
?,?,p
un,un,71
prix,prix,21
d',de,81
immeuble,immeuble,21
",",",",p
payé,payé,31
par,par,81
qui,qui,52
?,?,p
par,par,81
Birotteau,Birotteau,20
/.,/.,P
pourquoi,pourquoi,60
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
garantisse,garantir,17
Birotteau,Birotteau,20
par,par,81
ma,mon,73
signature,signature,22
/?,/?,P
nous,nous,51
devons,devoir,17
payer,payer,14
",",",",p
chacun,chacun,52
de,de,81
notre,notre,73
côté,côté,21
",",",",p
notre,notre,73
part,part,22
dans,dans,81
cedit,cedit,30
prix,prix,21
/.,/.,P
or,or,82
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
assez,assez,60
d',de,81
être,être,14
solidaire,solidaire,30
vis-à-vis,vis-à-vis,60
de,de,81
nos,notre,73
vendeurs,vendeur,21
/?,/?,P
chez,chez,81
moi,moi,51
",",",",p
la,le,71
règle,règle,22
commerciale,commercial,30
est,être,17
inflexible,inflexible,30
:,:,p
je,je,51
ne,ne,60
donne,donner,17
pas,pas,60
plus,plus,60
inutilement,inutilement,60
ma,mon,73
garantie,garantie,22
que,que,52
je,je,51
ne,ne,60
donne,donner,17
quittance,quittance,22
d',de,81
une,un,71
somme,somme,22
à,à,81
recevoir,recevoir,14
/.,/.,P
je,je,51
suppose,supposer,17
tout,tout,52
/.,/.,P
qui,qui,52
signe,signer,17
paie,payer,17
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
être,être,14
exposé,exposer,12
à,à,81
payer,payer,14
trois,trois,72
fois,fois,22
/.,/.,P
-,-,p
trois,trois,72
fois,fois,22
!,!,p
dit,dire,19
César,César,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
reprit,reprendre,19
Claparon,Claparon,20
/.,/.,P
déjà,déjà,60
j',je,51
ai,avoir,17
garanti,garantir,12
Birotteau,Birotteau,20
à,à,81
nos,notre,73
vendeurs,vendeur,21
",",",",p
pourquoi,pourquoi,60
le,le,52
garantirais,garantir,16
je,je,51
encore,encore,60
au,à,81
au,le,71
banquier,banquier,21
/?,/?,P
les,le,71
circonstances,circonstance,22
où,où,60
nous,nous,51
sommes,être,17
sont,être,17
dures,dur,30
",",",",p
Roguin,Roguin,20
m',je,51
emporte,emporter,17
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
ainsi,ainsi,60
",",",",p
déjà,déjà,60
ma,mon,73
moitié,moitié,22
de,de,81
terrains,terrain,21
me,je,51
coûte,coûter,17
cinq,cinq,72
cent,cent,72
mille,mille,72
au,à,81
au,le,71
lieu,lieu,21
de,de,81
quatre,quatre,72
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
Roguin,Roguin,20
emporte,emporter,17
deux,deux,72
cent,cent,72
quarante,quarante,72
mille,mille,72
francs,franc,21
à,à,81
Birotteau,Birotteau,20
/.,/.,P
que,que,52
feriez,faire,16
vous,vous,51
à,à,81
ma,mon,73
place,place,22
",",",",p
monsieur,monsieur,21
Lebas,Lebas,20
?,?,p
mettez,mettre,17
vous,vous,51
dans,dans,81
ma,mon,73
peau,peau,22
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
l',le,71
honneur,honneur,21
d',de,81
être,être,14
connu,connaître,12
de,de,81
vous,vous,51
",",",",p
plus,plus,60
que,que,83
je,je,51
ne,ne,60
connais,connaître,17
monsieur,monsieur,21
Birotteau,Birotteau,20
/.,/.,P
suivez,suivre,17
bien,bien,60
/.,/.,P
nous,nous,51
faisons,faire,17
une,un,71
affaire,affaire,22
ensemble,ensemble,60
par,par,81
moitié,moitié,22
/.,/.,P
vous,vous,51
apportez,apporter,17
tout,tout,75
l',le,71
argent,argent,21
de,de,81
votre,votre,73
part,part,22
;,;,p
moi,moi,51
je,je,51
règle,régler,17
la,le,71
mienne,mien,52
en,en,81
mes,mon,73
valeurs,valeur,22
;,;,p
je,je,51
vous,vous,51
les,le,52
offre,offrir,17
",",",",p
vous,vous,51
vous,vous,51
chargez,charger,17
",",",",p
par,par,81
une,un,71
excessive,excessif,30
complaisance,complaisance,22
",",",",p
de,de,81
les,le,52
convertir,convertir,14
en,en,81
argent,argent,21
/.,/.,P
vous,vous,51
apprenez,apprendre,17
que,que,83
Claparon,Claparon,20
",",",",p
banquier,banquier,21
",",",",p
riche,riche,30
",",",",p
considéré,considéré,31
",",",",p
j',je,51
accepte,accepter,17
toutes,tout,75
les,le,71
vertus,vertu,22
du,de,81
du,le,71
monde,monde,21
",",",",p
que,que,83
le,le,71
vertueux,vertueux,30
Claparon,Claparon,20
se,se,51
trouve,trouver,17
dans,dans,81
une,un,71
faillite,faillite,22
pour,pour,81
six,six,72
millions,million,21
à,à,81
rembourser,rembourser,14
;,;,p
irez,aller,15
vous,vous,51
",",",",p
en,en,81
ce,ce,74
moment,moment,21
là,là,60
même,même,60
",",",",p
mettre,mettre,14
votre,votre,73
signature,signature,22
pour,pour,81
garantir,garantir,14
la,le,71
mienne,mien,52
/?,/?,P
vous,vous,51
seriez,être,16
fou,fou,30
/!,/!,P
eh,eh,93
!,!,p
bien,bien,21
",",",",p
monsieur,monsieur,21
Lebas,Lebas,20
",",",",p
Birotteau,Birotteau,20
est,être,17
dans,dans,81
le,le,71
cas,cas,21
où,où,60
je,je,51
suppose,supposer,17
Claparon,Claparon,20
/.,/.,P
ne,ne,60
voyez,voir,17
vous,vous,51
pas,pas,60
que,que,83
je,je,51
puis,pouvoir,17
alors,alors,60
payer,payer,14
aux,à,81
aux,le,71
acquéreurs,acquéreur,21
comme,comme,83
solidaire,solidaire,30
",",",",p
être,être,14
tenu,tenir,12
de,de,81
rembourser,rembourser,14
encore,encore,60
la,le,71
part,part,22
de,de,81
Birotteau,Birotteau,20
jusqu',jusque,81
à,à,81
concurrence,concurrence,22
de,de,81
ses,son,73
effets,effet,21
",",",",p
si,si,83
je,je,51
les,le,52
garantissais,garantir,18
",",",",p
et,et,82
sans,sans,81
avoir,avoir,14
/…,/…,P
à,à,81
qui,qui,52
?,?,p
demanda,demander,19
le,le,71
parfumeur,parfumeur,21
en,en,81
interrompant,interrompre,13
/.,/.,P
-,-,p
et,et,82
sans,sans,81
avoir,avoir,14
sa,son,73
moitié,moitié,22
de,de,81
terrains,terrain,21
",",",",p
dit,dire,19
Claparon,Claparon,20
sans,sans,81
tenir,tenir,14
compte,compte,21
de,de,81
l',le,71
interruption,interruption,22
",",",",p
car,car,82
je,je,51
n',ne,60
aurais,avoir,16
aucun,aucun,75
privilège,privilège,21
;,;,p
il,il,51
faudrait,falloir,16
donc,donc,82
encore,encore,60
l',le,52
acheter,acheter,14
/!,/!,P
donc,donc,82
je,je,51
puis,pouvoir,17
payer,payer,14
trois,trois,72
fois,fois,22
/.,/.,P
-,-,p
rembourser,rembourser,14
à,à,81
qui,qui,52
",",",",p
demandait,demander,18
toujours,toujours,60
Birotteau,Birotteau,20
/.,/.,P
-,-,p
mais,mais,82
au,à,81
au,le,71
tiers,tiers,21
porteur,porteur,30
",",",",p
si,si,83
j',je,51
endossais,endosser,18
et,et,82
qu',que,52
il,il,51
vous,vous,51
arrivât,arriver,18
un,un,71
malheur,malheur,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
manquerai,manquer,15
pas,pas,60
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
Birotteau,Birotteau,20
/.,/.,P
-,-,p
bien,bien,60
",",",",p
dit,dire,19
Claparon,Claparon,20
/.,/.,P
vous,vous,51
avez,avoir,17
été,être,12
juge,juge,21
",",",",p
vous,vous,51
êtes,être,17
habile,habile,30
commerçant,commerçant,21
",",",",p
vous,vous,51
savez,savoir,17
que,que,83
l',l',94
on,on,51
doit,devoir,17
tout,tout,52
prévoir,prévoir,14
",",",",p
ne,ne,60
vous,vous,51
étonnez,étonner,17
donc,donc,82
pas,pas,60
que,que,83
je,je,51
fasse,faire,17
mon,mon,73
métier,métier,21
/.,/.,P
-,-,p
monsieur,monsieur,21
Claparon,Claparon,20
a,avoir,17
raison,raison,22
",",",",p
dit,dire,19
Joseph,Joseph,20
Lebas,Lebas,20
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
raison,raison,22
",",",",p
reprit,reprendre,19
Claparon,Claparon,20
",",",",p
raison,raison,22
commercialement,commercialement,60
/.,/.,P
mais,mais,82
cette,ce,74
affaire,affaire,22
est,être,17
territoriale,territorial,30
/.,/.,P
or,or,82
",",",",p
que,que,52
dois,devoir,17
je,je,51
recevoir,recevoir,14
",",",",p
moi,moi,51
?,?,p
de,de,81
l',le,71
argent,argent,21
",",",",p
car,car,82
il,il,51
faudra,falloir,15
donner,donner,14
de,de,81
l',le,71
argent,argent,21
à,à,81
nos,notre,73
vendeurs,vendeur,21
/.,/.,P
laissons,laisser,17
de,de,81
côté,côté,21
les,le,71
deux,deux,72
cent,cent,72
quarante,quarante,72
mille,mille,72
francs,franc,21
que,que,52
monsieur,monsieur,21
Birotteau,Birotteau,20
trouvera,trouver,15
",",",",p
j',je,51
en,en,52
suis,être,17
sûr,sûr,30
",",",",p
dit,dire,19
Claparon,Claparon,20
en,en,81
regardant,regarder,13
Lebas,Lebas,20
/.,/.,P
je,je,51
venais,venir,18
vous,vous,51
demander,demander,14
la,le,71
bagatelle,bagatelle,22
de,de,81
vingt,vingt,72
cinq,cinq,72
mille,mille,72
francs,franc,21
",",",",p
dit,dire,19
il,il,51
en,en,81
regardant,regarder,13
Birotteau,Birotteau,20
/.,/.,P
-,-,p
vingt,vingt,72
cinq,cinq,72
mille,mille,72
francs,franc,21
",",",",p
s',se,51
écria,écrier,19
César,César,20
en,en,81
se,se,51
sentant,sentir,13
de,de,81
la,le,71
glace,glace,22
au,à,81
au,le,71
lieu,lieu,21
de,de,81
sang,sang,21
dans,dans,81
les,le,71
veines,veine,22
/.,/.,P
mais,mais,82
",",",",p
monsieur,monsieur,21
",",",",p
à,à,81
quel,quel,75
titre,titre,21
/?,/?,P
hé,hé,93
!,!,p
mon,mon,73
cher,cher,30
monsieur,monsieur,21
",",",",p
nous,nous,51
sommes,être,17
obligés,obliger,12
de,de,81
réaliser,réaliser,14
les,le,71
ventes,vente,22
par-devant,par-devant,60
notaire,notaire,21
/.,/.,P
or,or,82
",",",",p
relativement,relativement,60
au,à,81
au,le,71
prix,prix,21
",",",",p
nous,nous,51
pouvons,pouvoir,17
nous,nous,51
entendre,entendre,14
entre,entre,81
nous,nous,51
;,;,p
mais,mais,82
avec,avec,81
le,le,71
fisc,fisc,21
",",",",p
votre,votre,73
serviteur,serviteur,21
/!,/!,P
le,le,71
fisc,fisc,21
ne,ne,60
s',se,51
amuse,amuser,17
pas,pas,60
à,à,81
dire,dire,14
des,de,81
des,le,71
paroles,parole,22
oiseuses,oiseux,30
",",",",p
il,il,51
fait,faire,17
crédit,crédit,21
de,de,81
la,le,71
main,main,22
à,à,81
la,le,71
poche,poche,22
",",",",p
et,et,82
nous,nous,51
avons,avoir,17
à,à,81
lui,lui,51
cracher,cracher,14
quarante,quarante,72
quatre,quatre,72
mille,mille,72
francs,franc,21
de,de,81
droits,droit,21
cette,ce,74
semaine,semaine,22
/.,/.,P
j',je,51
étais,être,18
loin,loin,60
de,de,81
m',je,51
attendre,attendre,14
à,à,81
des,de,81
des,le,71
reproches,reproche,21
en,en,81
venant,venir,13
ici,ici,60
",",",",p
car,car,82
",",",",p
pensant,penser,13
que,que,83
ces,ce,74
vingt,vingt,72
cinq,cinq,72
mille,mille,72
francs,franc,21
pouvaient,pouvoir,18
vous,vous,51
gêner,gêner,14
",",",",p
j',je,51
avais,avoir,18
à,à,81
vous,vous,51
annoncer,annoncer,14
que,que,83
",",",",p
par,par,81
le,le,71
plus,plus,60
grand,grand,30
des,de,81
des,le,71
hasards,hasard,21
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
sauvé,sauver,12
/…,/…,P
quoi,quoi,52
?,?,p
dit,dire,19
Birotteau,Birotteau,20
en,en,81
faisant,faire,13
entendre,entendre,14
ce,ce,74
cri,cri,21
de,de,81
détresse,détresse,22
auquel,à,81
auquel,lequel,52
aucun,aucun,75
homme,homme,21
ne,ne,60
se,se,51
trompe,tromper,17
/.,/.,P
-,-,p
une,un,71
misère,misère,22
!,!,p
les,le,71
vingt,vingt,72
cinq,cinq,72
mille,mille,72
francs,franc,21
d',de,81
effets,effet,21
sur,sur,81
divers,divers,30
que,que,52
Roguin,Roguin,20
m',je,51
avait,avoir,18
remis,remettre,12
à,à,81
négocier,négocier,14
",",",",p
je,je,51
vous,vous,51
en,en,52
ai,avoir,17
crédité,créditer,12
sur,sur,81
l',le,71
enregistrement,enregistrement,21
et,et,82
les,le,71
frais,frais,21
dont,dont,52
je,je,51
vous,vous,51
enverrai,envoyer,15
le,le,71
compte,compte,21
;,;,p
il,il,51
y,y,52
a,avoir,17
la,le,71
petite,petit,30
négociation,négociation,22
à,à,81
déduire,déduire,14
",",",",p
vous,vous,51
me,je,51
redevrez,redevoir,15
six,six,72
ou,ou,82
sept,sept,72
mille,mille,72
francs,franc,21
/.,/.,P
-,-,p
tout,tout,75
cela,cela,52
me,je,51
semble,sembler,17
parfaitement,parfaitement,60
juste,juste,60
",",",",p
dit,dire,19
Lebas,Lebas,20
/.,/.,P
à,à,81
la,le,71
place,place,22
de,de,81
monsieur,monsieur,21
",",",",p
qui,qui,52
me,je,51
parait,parer,18
très,très,60
bien,bien,60
entendre,entendre,14
les,le,71
affaires,affaire,22
",",",",p
j',je,51
agirais,agir,16
de,de,81
même,même,60
envers,envers,81
un,un,71
inconnu,inconnu,21
/.,/.,P
-,-,p
monsieur,monsieur,21
Birotteau,Birotteau,20
ne,ne,60
mourra,mourir,15
pas,pas,60
de,de,81
cela,cela,52
",",",",p
dit,dire,19
Claparon,Claparon,20
",",",",p
il,il,51
faut,falloir,17
plus,plus,60
d',de,81
un,un,71
coup,coup,21
pour,pour,81
tuer,tuer,14
un,un,71
vieux,vieux,30
loup,loup,21
;,;,p
j',je,51
ai,avoir,17
vu,voir,12
des,de,81
des,le,71
loups,loup,21
avec,avec,81
des,de,81
des,le,71
balles,balle,22
dans,dans,81
la,le,71
tête,tête,22
courir,courir,14
comme,comme,83
…,…,p
et,et,82
",",",",p
pardieu,pardieu,93
",",",",p
comme,comme,83
des,de,81
des,le,71
loups,loup,21
/.,/.,P
-,-,p
qui,qui,52
peut,pouvoir,17
prévoir,prévoir,14
une,un,71
scélératesse,scélératesse,22
semblable,semblable,30
à,à,81
celle,celui,52
de,de,81
Roguin,Roguin,20
?,?,p
dit,dire,19
Lebas,Lebas,20
autant,autant,60
effrayé,effrayé,31
du,de,81
du,le,71
silence,silence,21
de,de,81
César,César,20
que,que,83
d',de,81
une,un,71
si,si,60
énorme,énorme,30
spéculation,spéculation,22
étrangère,étranger,30
à,à,81
la,le,71
parfumerie,parfumerie,22
/.,/.,P
-,-,p
il,il,51
s',se,51
en,en,52
est,être,17
peu,peu,60
fallu,falloir,12
que,que,83
je,je,51
ne,ne,60
donnasse,donner,18
quittance,quittance,22
de,de,81
quatre,quatre,72
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
monsieur,monsieur,21
",",",",p
dit,dire,19
Claparon,Claparon,20
",",",",p
et,et,82
j',je,51
étais,être,18
fumé,fumer,12
/.,/.,P
j',je,51
avais,avoir,18
remis,remettre,12
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
Roguin,Roguin,20
la,le,71
veille,veille,22
/.,/.,P
notre,notre,73
confiance,confiance,22
mutuelle,mutuel,30
m',je,51
a,avoir,17
sauvé,sauver,12
/.,/.,P
que,que,52
les,le,71
fonds,fonds,21
fussent,être,18
à,à,81
l',le,71
étude,étude,22
",",",",p
ou,ou,82
fussent,être,18
chez,chez,81
moi,moi,51
jusqu',jusque,81
au,à,81
au,le,71
jour,jour,21
des,de,81
des,le,71
contrats,contrat,21
définitifs,définitif,30
",",",",p
la,le,71
chose,chose,22
nous,nous,51
semblait,sembler,18
à,à,81
tous,tout,52
indifférente,indifférent,30
/.,/.,P
-,-,p
il,il,51
aurait,avoir,16
mieux,mieux,60
valu,valoir,12
que,que,83
chacun,chacun,52
gardât,garder,18
son,son,73
argent,argent,21
à,à,81
la,le,71
banque,banque,22
jusqu',jusque,81
au,à,81
au,le,71
moment,moment,21
de,de,81
payer,payer,14
",",",",p
dit,dire,19
Lebas,Lebas,20
/.,/.,P
-,-,p
Roguin,Roguin,20
était,être,18
la,le,71
banque,banque,22
pour,pour,81
moi,moi,51
",",",",p
dit,dire,19
César,César,20
/.,/.,P
mais,mais,82
il,il,51
est,être,17
dans,dans,81
l',le,71
affaire,affaire,22
",",",",p
reprit,reprendre,19
il,il,51
en,en,81
regardant,regarder,13
Claparon,Claparon,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
pour,pour,81
un,un,71
quart,quart,21
",",",",p
sur,sur,81
parole,parole,22
",",",",p
répondit,répondre,19
Claparon,Claparon,20
/.,/.,P
après,après,81
la,le,71
sottise,sottise,22
de,de,81
lui,lui,51
laisser,laisser,14
emporter,emporter,14
mon,mon,73
argent,argent,21
",",",",p
il,il,51
y,y,52
en,en,52
a,avoir,17
une,un,52
plus,plus,60
pommée,pommé,30
",",",",p
ce,ce,52
serait,être,16
de,de,81
lui,lui,51
en,en,52
donner,donner,14
/.,/.,P
s',si,83
il,il,51
m',je,51
envoie,envoyer,17
mes,mon,73
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
et,et,82
deux,deux,72
cent,cent,72
mille,mille,72
autres,autre,52
pour,pour,81
sa,son,73
part,part,22
",",",",p
alors,alors,60
nous,nous,51
verrons,voir,15
/!,/!,P
mais,mais,82
il,il,51
se,se,51
gardera,garder,15
bien,bien,60
de,de,81
me,je,51
les,le,52
envoyer,envoyer,14
pour,pour,81
une,un,71
affaire,affaire,22
qui,qui,52
demande,demander,17
cinq,cinq,72
ans,an,21
de,de,81
pot-bouille,pot-bouille,21
avant,avant,81
de,de,81
donner,donner,14
un,un,71
premier,premier,72
potage,potage,21
/.,/.,P
s',si,83
il,il,51
n',ne,60
emporte,emporter,17
",",",",p
comme,comme,83
on,on,51
le,le,52
dit,dire,17
",",",",p
que,que,83
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
il,il,51
lui,lui,51
faut,falloir,17
bien,bien,60
quinze,quinze,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
pour,pour,81
vivre,vivre,14
convenablement,convenablement,60
à,à,81
l',le,71
étranger,étranger,21
/.,/.,P
-,-,p
le,le,71
bandit,bandit,21
/!,/!,P
eh,eh,93
!,!,p
mon,mon,73
dieu,dieu,21
",",",",p
une,un,71
passion,passion,22
a,avoir,17
conduit,conduire,12
là,là,60
Roguin,Roguin,20
",",",",p
dit,dire,19
Claparon,Claparon,20
/.,/.,P
quel,quel,52
est,être,17
le,le,71
vieillard,vieillard,21
qui,qui,52
peut,pouvoir,17
répondre,répondre,14
de,de,81
ne,ne,60
pas,pas,60
se,se,51
laisser,laisser,14
dominer,dominer,14
",",",",p
emporter,emporter,14
par,par,81
sa,son,73
dernière,dernier,30
fantaisie,fantaisie,22
/?,/?,P
personne,personne,52
de,de,81
nous,nous,51
",",",",p
qui,qui,52
sommes,être,17
sages,sage,30
",",",",p
ne,ne,60
sait,savoir,17
comment,comment,60
il,il,51
finira,finir,15
/.,/.,P
un,un,71
dernier,dernier,30
amour,amour,21
",",",",p
eh,eh,93
!,!,p
c',ce,52
est,être,17
le,le,71
plus,plus,60
violent,violent,30
/.,/.,P
et,et,82
si,si,83
nous,nous,51
sommes,être,17
gobés,gober,12
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
notre,notre,73
faute,faute,22
/?,/?,P
comment,comment,60
ne,ne,60
nous,nous,51
sommes,être,17
nous,nous,51
pas,pas,60
défiés,défier,12
d',de,81
un,un,71
notaire,notaire,21
qui,qui,52
se,se,51
mettait,mettre,18
dans,dans,81
une,un,71
spéculation,spéculation,22
/?,/?,P
tout,tout,75
notaire,notaire,21
",",",",p
tout,tout,75
agent,agent,21
de,de,81
change,change,21
",",",",p
tout,tout,75
courtier,courtier,21
faisant,faire,13
une,un,71
affaire,affaire,22
",",",",p
est,être,17
suspect,suspect,30
/.,/.,P
la,le,71
faillite,faillite,22
est,être,17
pour,pour,81
eux,ils,51
une,un,71
banqueroute,banqueroute,22
frauduleuse,frauduleux,30
",",",",p
ils,ils,51
iraient,aller,16
en,en,81
cour,cour,22
d',de,81
assises,assise,22
",",",",p
ils,ils,51
préfèrent,préférer,17
alors,alors,60
aller,aller,14
dans,dans,81
une,un,71
cour,cour,22
étrangère,étranger,30
/.,/.,P
je,je,51
ne,ne,60
ferai,faire,15
plus,plus,60
pareille,pareil,30
école,école,22
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
nous,nous,51
sommes,être,17
assez,assez,60
faibles,faible,30
pour,pour,81
ne,ne,60
pas,pas,60
faire,faire,14
condamner,condamner,14
par,par,81
contumace,contumace,22
des,de,81
des,le,71
gens,gens,21
chez,chez,81
qui,qui,52
nous,nous,51
sommes,être,17
allés,aller,12
dîner,dîner,14
",",",",p
qui,qui,52
nous,nous,51
ont,avoir,17
donné,donner,12
de,de,81
beaux,beau,30
bals,bal,21
",",",",p
des,de,81
des,le,71
gens,gens,21
du,de,81
du,le,71
monde,monde,21
",",",",p
enfin,enfin,60
/!,/!,P
personne,personne,52
ne,ne,60
se,se,51
plaint,plaindre,17
",",",",p
on,on,51
a,avoir,17
tort,tort,21
/.,/.,P
-,-,p
grand,grand,30
tort,tort,21
",",",",p
dit,dire,19
Birotteau,Birotteau,20
:,:,p
la,le,71
loi,loi,22
sur,sur,81
les,le,71
faillites,faillite,22
et,et,82
sur,sur,81
les,le,71
déconfitures,déconfiture,22
est,être,17
à,à,81
refaire,refaire,14
/.,/.,P
-,-,p
si,si,83
vous,vous,51
aviez,avoir,18
besoin,besoin,21
de,de,81
moi,moi,51
",",",",p
dit,dire,19
Lebas,Lebas,20
à,à,81
Birotteau,Birotteau,20
",",",",p
je,je,51
suis,être,17
tout,tout,60
à,à,81
vous,vous,51
/.,/.,P
-,-,p
monsieur,monsieur,21
n',ne,60
a,avoir,17
besoin,besoin,21
de,de,81
personne,personne,52
",",",",p
dit,dire,19
l',le,71
infatigable,infatigable,30
bavard,bavard,21
chez,chez,81
qui,qui,52
du,de,81
du,le,71
Tillet,Tillet,20
avait,avoir,18
lâché,lâcher,12
les,le,71
écluses,écluse,22
après,après,81
y,y,52
avoir,avoir,14
mis,mettre,12
l',le,71
eau,eau,22
",",",",p
car,car,82
Claparon,Claparon,20
répétait,répéter,18
une,un,71
leçon,leçon,22
qui,qui,52
lui,lui,51
avait,avoir,18
été,être,12
très,très,60
habilement,habilement,60
soufflée,souffler,12
par,par,81
du,de,81
du,le,71
Tillet,Tillet,20
/.,/.,P
son,son,73
affaire,affaire,22
est,être,17
claire,clair,30
:,:,p
la,le,71
faillite,faillite,22
de,de,81
Roguin,Roguin,20
donnera,donner,15
cinquante,cinquante,72
pour,pour,81
cent,cent,72
de,de,81
dividende,dividende,21
",",",",p
à,à,81
ce,ce,52
que,que,52
le,le,71
petit,petit,30
Crottat,Crottat,20
m',je,51
a,avoir,17
dit,dire,12
/.,/.,P
outre,outre,81
ce,ce,74
dividende,dividende,21
",",",",p
monsieur,monsieur,21
Birotteau,Birotteau,20
retrouve,retrouver,17
quarante,quarante,72
mille,mille,72
francs,franc,21
que,que,52
son,son,73
prêteur,prêteur,21
n',ne,60
avait,avoir,18
pas,pas,60
;,;,p
puis,puis,60
il,il,51
peut,pouvoir,17
