11574
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-douzième extrait>,<>,<>
Derville,Derville,20
fit,faire,19
un,un,71
signe,signe,21
à,à,81
Boucard,Boucard,20
",",",",p
qui,qui,52
disparut,disparaître,19
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
reprit,reprendre,19
l',le,71
avoué,avoué,21
",",",",p
pendant,pendant,81
le,le,71
jour,jour,21
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
trop,trop,60
avare,avare,30
de,de,81
mon,mon,73
temps,temps,21
;,;,p
mais,mais,82
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
nuit,nuit,22
les,le,71
minutes,minute,22
me,je,51
sont,être,17
précieuses,précieux,30
/.,/.,P
ainsi,ainsi,60
",",",",p
soyez,être,17
bref,bref,30
et,et,82
concis,concis,30
/.,/.,P
allez,aller,17
au,à,81
au,le,71
fait,fait,21
sans,sans,81
digression,digression,22
/.,/.,P
je,je,51
vous,vous,51
demanderai,demander,15
moi-même,moi-même,51
les,le,71
éclaircissements,éclaircissement,21
qui,qui,52
me,je,51
sembleront,sembler,15
nécessaires,nécessaire,30
/.,/.,P
parlez,parler,17
/.,/.,P
après,après,81
avoir,avoir,14
fait,faire,12
asseoir,asseoir,14
son,son,73
singulier,singulier,30
client,client,21
",",",",p
le,le,71
jeune,jeune,30
homme,homme,21
s',se,51
assit,asseoir,19
lui-même,lui-même,51
devant,devant,81
la,le,71
table,table,22
;,;,p
mais,mais,82
",",",",p
tout,tout,60
en,en,81
prêtant,prêter,13
son,son,73
attention,attention,22
au,à,81
au,le,71
discours,discours,21
du,de,81
du,le,71
feu,feu,21
colonel,colonel,21
",",",",p
il,il,51
feuilleta,feuilleter,19
ses,son,73
dossiers,dossier,21
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
le,le,71
défunt,défunt,21
",",",",p
peut-être,peut-être,60
savez,savoir,17
vous,vous,51
que,que,83
je,je,51
commandais,commander,18
un,un,71
régiment,régiment,21
de,de,81
cavalerie,cavalerie,22
à,à,81
Eylau,Eylau,20
/.,/.,P
j',je,51
ai,avoir,17
été,être,12
pour,pour,81
beaucoup,beaucoup,60
dans,dans,81
le,le,71
succès,succès,21
de,de,81
la,le,71
célèbre,célèbre,30
charge,charge,22
que,que,52
fit,faire,19
Murat,Murat,20
",",",",p
et,et,82
qui,qui,52
décida,décider,19
le,le,71
gain,gain,21
de,de,81
la,le,71
bataille,bataille,22
/.,/.,P
malheureusement,malheureusement,60
pour,pour,81
moi,moi,51
",",",",p
ma,mon,73
mort,mort,22
est,être,17
un,un,71
fait,fait,21
historique,historique,30
consigné,consigné,31
dans,dans,81
les,le,71
Victoires,Victoires,20
et,et,82
conquêtes,conquête,22
",",",",p
où,où,60
elle,il,51
est,être,17
rapportée,rapporter,12
en,en,81
détail,détail,21
/.,/.,P
nous,nous,51
fendîmes,fendre,19
en,en,81
deux,deux,72
les,le,71
trois,trois,72
lignes,ligne,22
russes,russe,30
",",",",p
qui,qui,52
",",",",p
s',se,51
étant,être,13
aussitôt,aussitôt,60
reformées,reformer,12
",",",",p
nous,nous,51
obligèrent,obliger,19
à,à,81
les,le,52
retraverser,retraverser,14
en,en,81
sens,sens,21
contraire,contraire,30
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
nous,nous,51
revenions,revenir,18
vers,vers,81
l',le,71
empereur,empereur,21
",",",",p
après,après,81
avoir,avoir,14
dispersé,disperser,12
les,le,71
Russes,Russe,20
",",",",p
je,je,51
rencontrai,rencontrer,19
un,un,71
gros,gros,21
de,de,81
cavalerie,cavalerie,22
ennemie,ennemi,30
/.,/.,P
je,je,51
me,je,51
précipitai,précipiter,19
sur,sur,81
ces,ce,74
entêtés,entêté,31
là,là,60
/.,/.,P
deux,deux,72
officiers,officier,21
russes,russe,30
",",",",p
deux,deux,72
vrais,vrai,30
géants,géant,21
",",",",p
m',je,51
attaquèrent,attaquer,19
à,à,81
la,le,71
fois,fois,22
/.,/.,P
l',le,71
un,un,52
d',de,81
eux,ils,51
m',je,51
appliqua,appliquer,19
sur,sur,81
la,le,71
tête,tête,22
un,un,71
coup,coup,21
de,de,81
sabre,sabre,21
qui,qui,52
fendit,fendre,19
tout,tout,52
jusqu',jusque,81
à,à,81
un,un,71
bonnet,bonnet,21
de,de,81
soie,soie,22
noire,noir,30
que,que,52
j',je,51
avais,avoir,18
sur,sur,81
la,le,71
tête,tête,22
",",",",p
et,et,82
m',je,51
ouvrit,ouvrir,19
profondément,profondément,60
le,le,71
crâne,crâne,21
/.,/.,P
je,je,51
tombai,tomber,19
de,de,81
cheval,cheval,21
/.,/.,P
Murat,Murat,20
vint,venir,19
à,à,81
mon,mon,73
secours,secours,21
",",",",p
il,il,51
me,je,51
passa,passer,19
sur,sur,81
le,le,71
corps,corps,21
",",",",p
lui,lui,51
et,et,82
tout,tout,75
son,son,73
monde,monde,21
",",",",p
quinze,quinze,72
cents,cent,72
hommes,homme,21
",",",",p
excusez,excuser,17
du,de,81
du,le,71
peu,peu,60
/!,/!,P
ma,mon,73
mort,mort,22
fut,être,19
annoncée,annoncer,12
à,à,81
l',le,71
empereur,empereur,21
",",",",p
qui,qui,52
",",",",p
par,par,81
prudence,prudence,22
(,(,p
il,il,51
m',je,51
aimait,aimer,18
un,un,71
peu,peu,60
",",",",p
le,le,71
patron,patron,21
/!,/!,P
),),p
",",",",p
",",",",p
voulut,vouloir,19
savoir,savoir,14
s',si,83
il,il,51
n',ne,60
y,y,52
aurait,avoir,16
pas,pas,60
quelque,quelque,75
chance,chance,22
de,de,81
sauver,sauver,14
l',le,71
homme,homme,21
auquel,à,81
auquel,lequel,52
il,il,51
était,être,18
redevable,redevable,30
de,de,81
cette,ce,74
vigoureuse,vigoureux,30
attaque,attaque,22
/.,/.,P
il,il,51
envoya,envoyer,19
",",",",p
pour,pour,81
me,je,51
reconnaître,reconnaître,14
et,et,82
me,je,51
rapporter,rapporter,14
aux,à,81
aux,le,71
ambulances,ambulance,22
",",",",p
deux,deux,72
chirurgiens,chirurgien,21
en,en,81
leur,leur,52
disant,dire,13
",",",",p
peut-être,peut-être,60
trop,trop,60
négligemment,négligemment,60
",",",",p
car,car,82
il,il,51
avait,avoir,18
de,de,81
l',le,71
ouvrage,ouvrage,21
:,:,p
-,-,p
allez,aller,17
donc,donc,82
voir,voir,14
si,si,83
",",",",p
par,par,81
hasard,hasard,21
",",",",p
mon,mon,73
pauvre,pauvre,30
Chabert,Chabert,20
vit,vivre,17
encore,encore,60
/?,/?,P
ces,ce,74
sacrés,sacré,31
carabins,carabin,21
",",",",p
qui,qui,52
venaient,venir,18
de,de,81
me,je,51
voir,voir,14
foulé,foulé,31
aux,à,81
aux,le,71
pieds,pied,21
par,par,81
les,le,71
chevaux,cheval,21
de,de,81
deux,deux,72
régiments,régiment,21
",",",",p
se,se,51
dispensèrent,dispenser,19
sans,sans,81
doute,doute,21
de,de,81
me,je,51
tâter,tâter,14
le,le,71
pouls,pouls,21
et,et,82
dirent,dire,19
que,que,83
j',je,51
étais,être,18
bien,bien,60
mort,mourir,12
/.,/.,P
l',le,71
acte,acte,21
de,de,81
mon,mon,73
décès,décès,21
fut,être,19
donc,donc,82
probablement,probablement,60
dressé,dresser,12
d',de,81
après,après,81
les,le,71
règles,règle,22
établies,établi,31
par,par,81
la,le,71
jurisprudence,jurisprudence,22
militaire,militaire,30
/.,/.,P
en,en,81
entendant,entendre,13
son,son,73
client,client,21
s',se,51
exprimer,exprimer,14
avec,avec,81
une,un,71
lucidité,lucidité,22
parfaite,parfait,31
et,et,82
raconter,raconter,14
des,de,81
des,le,71
faits,fait,21
si,si,60
vraisemblables,vraisemblable,30
",",",",p
quoique,quoique,83
étranges,étrange,30
",",",",p
le,le,71
jeune,jeune,30
avoué,avoué,21
laissa,laisser,19
ses,son,73
dossiers,dossier,21
",",",",p
posa,poser,19
son,son,73
coude,coude,21
gauche,gauche,30
sur,sur,81
la,le,71
table,table,22
",",",",p
se,se,51
mit,mettre,19
la,le,71
tête,tête,22
dans,dans,81
la,le,71
main,main,22
",",",",p
et,et,82
regarda,regarder,19
le,le,71
colonel,colonel,21
fixement,fixement,60
/.,/.,P
-,-,p
savez,savoir,17
vous,vous,51
",",",",p
monsieur,monsieur,21
",",",",p
lui,lui,51
dit,dire,19
il,il,51
en,en,81
l',le,52
interrompant,interrompre,13
",",",",p
que,que,83
je,je,51
suis,être,17
l',le,71
avoué,avoué,21
de,de,81
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
",",",",p
veuve,veuve,22
du,de,81
du,le,71
colonel,colonel,21
Chabert,Chabert,20
/?,/?,P
-,-,p
ma,mon,73
femme,femme,22
/!,/!,P
oui,oui,60
",",",",p
monsieur,monsieur,21
/.,/.,P
aussi,aussi,60
",",",",p
après,après,81
cent,cent,72
démarches,démarche,22
infructueuses,infructueux,30
chez,chez,81
des,de,81
des,le,71
gens,gens,21
de,de,81
loi,loi,22
qui,qui,52
m',je,51
ont,avoir,17
tous,tout,52
pris,prendre,12
pour,pour,81
un,un,71
fou,fou,21
",",",",p
me,je,51
suis,être,17
je,je,51
déterminé,déterminer,12
à,à,81
venir,venir,14
vous,vous,51
trouver,trouver,14
/.,/.,P
je,je,51
vous,vous,51
parlerai,parler,15
de,de,81
mes,mon,73
malheurs,malheur,21
plus,plus,60
tard,tard,60
/.,/.,P
laissez,laisser,17
moi,moi,51
d'abord,d'abord,60
vous,vous,51
établir,établir,14
les,le,71
faits,fait,21
",",",",p
vous,vous,51
expliquer,expliquer,14
plutôt,plutôt,60
comme,comme,83
ils,ils,51
ont,avoir,17
dû,devoir,12
se,se,51
passer,passer,14
",",",",p
que,que,83
comme,comme,83
ils,ils,51
sont,être,17
arrivés,arriver,12
/.,/.,P
certaines,certain,75
circonstances,circonstance,22
",",",",p
qui,qui,52
ne,ne,60
doivent,devoir,17
être,être,14
connues,connaître,12
que,que,83
du,de,81
du,le,71
père,père,21
éternel,éternel,30
",",",",p
m',je,51
obligent,obliger,17
à,à,81
en,en,52
présenter,présenter,14
plusieurs,plusieurs,75
comme,comme,83
des,de,81
des,le,71
hypothèses,hypothèse,22
/.,/.,P
donc,donc,82
",",",",p
monsieur,monsieur,21
",",",",p
les,le,71
blessures,blessure,22
que,que,52
j',je,51
ai,avoir,17
reçues,recevoir,12
auront,avoir,15
probablement,probablement,60
produit,produire,12
un,un,71
tétanos,tétanos,21
",",",",p
ou,ou,82
m',je,51
auront,avoir,15
mis,mettre,12
dans,dans,81
une,un,71
crise,crise,22
analogue,analogue,30
à,à,81
une,un,71
maladie,maladie,22
nommée,nommé,31
",",",",p
je,je,51
crois,croire,17
",",",",p
catalepsie,catalepsie,22
/.,/.,P
autrement,autrement,60
comment,comment,60
concevoir,concevoir,14
que,que,83
j',je,51
aie,avoir,17
été,être,12
",",",",p
suivant,suivre,13
l',le,71
usage,usage,21
de,de,81
la,le,71
guerre,guerre,22
",",",",p
dépouillé,dépouiller,12
de,de,81
mes,mon,73
vêtements,vêtement,21
",",",",p
et,et,82
jeté,jeter,12
dans,dans,81
la,le,71
fosse,fosse,22
aux,à,81
aux,le,71
soldats,soldat,21
par,par,81
les,le,71
gens,gens,21
chargés,chargé,31
d',de,81
enterrer,enterrer,14
les,le,71
morts,mort,21
/?,/?,P
ici,ici,60
",",",",p
permettez,permettre,17
moi,moi,51
de,de,81
placer,placer,14
un,un,71
détail,détail,21
que,que,52
je,je,51
n',ne,60
ai,avoir,17
pu,pouvoir,12
connaître,connaître,14
que,que,83
postérieurement,postérieurement,60
à,à,81
l',le,71
événement,événement,21
qu',que,52
il,il,51
faut,falloir,17
bien,bien,60
appeler,appeler,14
ma,mon,73
mort,mort,22
/.,/.,P
j',je,51
ai,avoir,17
rencontré,rencontrer,12
",",",",p
en,en,81
<Nombre 1814>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quatorze,quatorze,72
<Fin nombre>,<>,<>
",",",",p
à,à,81
Stuttgart,Stuttgart,20
",",",",p
un,un,71
ancien,ancien,30
maréchal,maréchal,21
des,de,81
des,le,71
logis,logis,21
de,de,81
mon,mon,73
régiment,régiment,21
/.,/.,P
ce,ce,74
cher,cher,30
homme,homme,21
",",",",p
le,le,71
seul,seul,30
qui,qui,52
ait,avoir,17
voulu,vouloir,12
me,je,51
reconnaître,reconnaître,14
",",",",p
et,et,82
de,de,81
qui,qui,52
je,je,51
vous,vous,51
parlerai,parler,15
tout,tout,60
à,à,81
l',le,71
heure,heure,22
",",",",p
m',je,51
expliqua,expliquer,19
le,le,71
phénomène,phénomène,21
de,de,81
ma,mon,73
conservation,conservation,22
",",",",p
en,en,81
me,je,51
disant,dire,13
que,que,83
mon,mon,73
cheval,cheval,21
avait,avoir,18
reçu,recevoir,12
un,un,71
boulet,boulet,21
dans,dans,81
le,le,71
flanc,flanc,21
au,à,81
au,le,71
moment,moment,21
où,où,60
je,je,51
fus,être,19
blessé,blesser,12
moi-même,moi-même,51
/.,/.,P
la,le,71
bête,bête,22
et,et,82
le,le,71
cavalier,cavalier,21
s',se,51
étaient,être,18
donc,donc,82
abattus,abattre,12
comme,comme,83
des,de,81
des,le,71
capucins,capucin,21
de,de,81
cartes,carte,22
/.,/.,P
en,en,81
me,je,51
renversant,renverser,13
",",",",p
soit,soit,82
à,à,81
droite,droite,22
",",",",p
soit,soit,82
à,à,81
gauche,gauche,22
",",",",p
j',je,51
avais,avoir,18
été,être,12
sans,sans,81
doute,doute,21
couvert,couvrir,12
par,par,81
le,le,71
corps,corps,21
de,de,81
mon,mon,73
cheval,cheval,21
qui,qui,52
m',je,51
empêcha,empêcher,19
d',de,81
être,être,14
écrasé,écraser,12
par,par,81
les,le,71
chevaux,cheval,21
",",",",p
ou,ou,82
atteint,atteindre,12
par,par,81
des,de,81
des,le,71
boulets,boulet,21
/.,/.,P
lorsque,lorsque,83
je,je,51
revins,revenir,19
à,à,81
moi,moi,51
",",",",p
monsieur,monsieur,21
",",",",p
j',je,51
étais,être,18
dans,dans,81
une,un,71
position,position,22
et,et,82
dans,dans,81
une,un,71
atmosphère,atmosphère,22
dont,dont,52
je,je,51
ne,ne,60
vous,vous,51
donnerais,donner,16
pas,pas,60
une,un,71
idée,idée,22
en,en,81
vous,vous,51
entretenant,entretenir,13
jusqu',jusque,81
à,à,81
demain,demain,60
/.,/.,P
le,le,71
peu,peu,60
d',de,81
air,air,21
que,que,52
je,je,51
respirais,respirer,18
était,être,18
méphitique,méphitique,30
/.,/.,P
je,je,51
voulus,vouloir,19
me,je,51
mouvoir,mouvoir,14
",",",",p
et,et,82
ne,ne,60
trouvai,trouver,19
point,point,60
d',de,81
espace,espace,21
/.,/.,P
en,en,81
ouvrant,ouvrir,13
les,le,71
yeux,oeil,21
",",",",p
je,je,51
ne,ne,60
vis,voir,19
rien,rien,52
/.,/.,P
la,le,71
rareté,rareté,22
de,de,81
l',le,71
air,air,21
fut,être,19
l',le,71
accident,accident,21
le,le,71
plus,plus,60
menaçant,menaçant,30
",",",",p
et,et,82
qui,qui,52
m',je,51
éclaira,éclairer,19
le,le,71
plus,plus,60
vivement,vivement,60
sur,sur,81
ma,mon,73
position,position,22
/.,/.,P
je,je,51
compris,comprendre,19
que,que,83
là,là,60
où,où,60
j',je,51
étais,être,18
",",",",p
l',le,71
air,air,21
ne,ne,60
se,se,51
renouvelait,renouveler,18
point,point,60
",",",",p
et,et,82
que,que,83
j',je,51
allais,aller,18
mourir,mourir,14
/.,/.,P
cette,ce,74
pensée,pensée,22
m',je,51
ôta,ôter,19
le,le,71
sentiment,sentiment,21
de,de,81
la,le,71
douleur,douleur,22
inexprimable,inexprimable,30
par,par,81
laquelle,lequel,52
j',je,51
avais,avoir,18
été,être,12
réveillé,réveiller,12
/.,/.,P
mes,mon,73
oreilles,oreille,22
tintèrent,tinter,19
violemment,violemment,60
/.,/.,P
j',je,51
entendis,entendre,19
",",",",p
ou,ou,82
crus,croire,19
entendre,entendre,14
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
rien,rien,52
affirmer,affirmer,14
",",",",p
des,de,81
des,le,71
gémissements,gémissement,21
poussés,poussé,31
par,par,81
le,le,71
monde,monde,21
de,de,81
cadavres,cadavre,21
au,à,81
au,le,71
milieu,milieu,21
duquel,de,81
duquel,lequel,52
je,je,51
gisais,gésir,18
/.,/.,P
quoique,quoique,83
la,le,71
mémoire,mémoire,22
de,de,81
ces,ce,74
moments,moment,21
soit,être,17
bien,bien,60
ténébreuse,ténébreux,30
",",",",p
quoique,quoique,83
mes,mon,73
souvenirs,souvenir,21
soient,être,17
bien,bien,60
confus,confus,30
",",",",p
malgré,malgré,81
les,le,71
impressions,impression,22
de,de,81
souffrances,souffrance,22
encore,encore,60
plus,plus,60
profondes,profond,30
que,que,83
je,je,51
devais,devoir,18
éprouver,éprouver,14
et,et,82
qui,qui,52
ont,avoir,17
brouillé,brouiller,12
mes,mon,73
idées,idée,22
",",",",p
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
nuits,nuit,22
où,où,60
je,je,51
crois,croire,17
encore,encore,60
entendre,entendre,14
ces,ce,74
soupirs,soupir,21
étouffés,étouffé,31
/!,/!,P
mais,mais,82
il,il,51
y,y,52
a,avoir,17
eu,avoir,12
quelque,quelque,75
chose,chose,22
de,de,81
plus,plus,60
horrible,horrible,30
que,que,83
les,le,71
cris,cri,21
",",",",p
un,un,71
silence,silence,21
que,que,52
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
retrouvé,retrouver,12
nulle,nul,75
part,part,22
",",",",p
le,le,71
vrai,vrai,30
silence,silence,21
du,de,81
du,le,71
tombeau,tombeau,21
/.,/.,P
enfin,enfin,60
",",",",p
en,en,81
levant,lever,13
les,le,71
mains,main,22
",",",",p
en,en,81
tâtant,tâter,13
les,le,71
morts,mort,21
",",",",p
je,je,51
reconnus,reconnaître,19
un,un,71
vide,vide,21
entre,entre,81
ma,mon,73
tête,tête,22
et,et,82
le,le,71
fumier,fumier,21
humain,humain,30
supérieur,supérieur,30
/.,/.,P
je,je,51
pus,pouvoir,19
donc,donc,82
mesurer,mesurer,14
l',le,71
espace,espace,21
qui,qui,52
m',je,51
avait,avoir,18
été,être,12
laissé,laisser,12
par,par,81
un,un,71
hasard,hasard,21
dont,dont,52
la,le,71
cause,cause,22
m',je,51
était,être,18
inconnue,inconnu,30
/.,/.,P
il,il,51
paraît,paraître,17
",",",",p
grâce,grâce,22
à,à,81
l',le,71
insouciance,insouciance,22
ou,ou,82
à,à,81
la,le,71
précipitation,précipitation,22
avec,avec,81
laquelle,lequel,52
on,on,51
nous,nous,51
avait,avoir,18
jetés,jeter,12
pêle-mêle,pêle-mêle,60
",",",",p
que,que,83
deux,deux,72
morts,mort,21
s',se,51
étaient,être,18
croisés,croiser,12
au-dessus,au-dessus,60
de,de,81
moi,moi,51
de,de,81
manière,manière,22
à,à,81
décrire,décrire,14
un,un,71
angle,angle,21
semblable,semblable,30
à,à,81
celui,celui,52
de,de,81
deux,deux,72
cartes,carte,22
mises,mis,31
l',le,71
une,un,52
contre,contre,81
l',le,71
autre,autre,52
par,par,81
un,un,71
enfant,enfant,21
qui,qui,52
pose,poser,17
les,le,71
fondements,fondement,21
d',de,81
un,un,71
château,château,21
/.,/.,P
en,en,81
furetant,fureter,13
avec,avec,81
promptitude,promptitude,22
",",",",p
car,car,82
il,il,51
ne,ne,60
fallait,falloir,18
pas,pas,60
flâner,flâner,14
",",",",p
je,je,51
rencontrai,rencontrer,19
fort,fort,60
heureusement,heureusement,60
un,un,71
bras,bras,21
qui,qui,52
ne,ne,60
tenait,tenir,18
à,à,81
rien,rien,52
",",",",p
le,le,71
bras,bras,21
d',de,81
un,un,71
Hercule,Hercule,20
!,!,p
un,un,71
bon,bon,30
os,os,21
auquel,à,81
auquel,lequel,52
je,je,51
dus,devoir,19
mon,mon,73
salut,salut,21
/.,/.,P
sans,sans,81
ce,ce,74
secours,secours,21
inespéré,inespéré,30
",",",",p
je,je,51
périssais,périr,18
/!,/!,P
mais,mais,82
",",",",p
avec,avec,81
une,un,71
rage,rage,22
que,que,52
vous,vous,51
devez,devoir,17
concevoir,concevoir,14
",",",",p
je,je,51
me,je,51
mis,mettre,19
à,à,81
travailler,travailler,14
les,le,71
cadavres,cadavre,21
qui,qui,52
me,je,51
séparaient,séparer,18
de,de,81
la,le,71
couche,couche,22
de,de,81
terre,terre,22
sans,sans,81
doute,doute,21
jetée,jeté,31
sur,sur,81
nous,nous,51
",",",",p
je,je,51
dis,dire,19
nous,nous,51
",",",",p
comme,comme,83
s',si,83
il,il,51
y,y,52
eut,avoir,19
eu,avoir,12
des,de,81
des,le,71
vivants,vivant,21
/!,/!,P
j',je,51
y,y,52
allais,aller,18
ferme,fermer,17
",",",",p
monsieur,monsieur,21
",",",",p
car,car,82
me,je,51
voici,voici,81
/!,/!,P
mais,mais,82
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
aujourd'hui,aujourd'hui,60
comment,comment,60
j',je,51
ai,avoir,17
pu,pouvoir,12
parvenir,parvenir,14
à,à,81
percer,percer,14
la,le,71
couverture,couverture,22
de,de,81
chair,chair,22
qui,qui,52
mettait,mettre,18
une,un,71
barrière,barrière,22
entre,entre,81
la,le,71
vie,vie,22
et,et,82
moi,moi,51
/.,/.,P
vous,vous,51
me,je,51
direz,dire,15
que,que,83
j',je,51
avais,avoir,18
trois,trois,72
bras,bras,21
/!,/!,P
ce,ce,74
levier,levier,21
",",",",p
dont,dont,52
je,je,51
me,je,51
servais,servir,18
avec,avec,81
habileté,habileté,22
",",",",p
me,je,51
procurait,procurer,18
toujours,toujours,60
un,un,71
peu,peu,60
de,de,81
l',le,71
air,air,21
qui,qui,52
se,se,51
trouvait,trouver,18
entre,entre,81
les,le,71
cadavres,cadavre,21
que,que,52
je,je,51
déplaçais,déplacer,18
",",",",p
et,et,82
je,je,51
ménageais,ménager,18
mes,mon,73
aspirations,aspiration,22
/.,/.,P
enfin,enfin,60
je,je,51
vis,voir,19
le,le,71
jour,jour,21
",",",",p
mais,mais,82
à,à,81
travers,travers,21
la,le,71
neige,neige,22
",",",",p
monsieur,monsieur,21
/!,/!,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
je,je,51
m',je,51
aperçus,apercevoir,19
que,que,83
j',je,51
avais,avoir,18
la,le,71
tête,tête,22
ouverte,ouvert,31
/.,/.,P
par,par,81
bonheur,bonheur,21
",",",",p
mon,mon,73
sang,sang,21
",",",",p
celui,celui,52
de,de,81
mes,mon,73
camarades,camarade,21
ou,ou,82
la,le,71
peau,peau,22
meurtrie,meurtri,31
de,de,81
mon,mon,73
cheval,cheval,21
peut-être,peut-être,60
",",",",p
que,que,52
sais,savoir,17
je,je,51
!,!,p
m',je,51
avait,avoir,18
",",",",p
en,en,81
se,se,51
coagulant,coaguler,13
",",",",p
comme,comme,83
enduit,enduire,12
d',de,81
un,un,71
emplâtre,emplâtre,21
naturel,naturel,30
/.,/.,P
malgré,malgré,81
cette,ce,74
croûte,croûte,22
",",",",p
je,je,51
m',je,51
évanouis,évanouir,19
quand,quand,83
mon,mon,73
crâne,crâne,21
fut,être,19
en,en,81
contact,contact,21
avec,avec,81
la,le,71
neige,neige,22
/.,/.,P
cependant,cependant,82
",",",",p
le,le,71
peu,peu,60
de,de,81
chaleur,chaleur,22
qui,qui,52
me,je,51
restait,rester,18
ayant,avoir,13
fait,faire,12
fondre,fondre,14
la,le,71
neige,neige,22
autour,autour,60
de,de,81
moi,moi,51
",",",",p
je,je,51
me,je,51
trouvai,trouver,19
",",",",p
quand,quand,83
je,je,51
repris,reprendre,19
connaissance,connaissance,22
",",",",p
au,à,81
au,le,71
centre,centre,21
d',de,81
une,un,71
petite,petit,30
ouverture,ouverture,22
par,par,81
laquelle,lequel,52
je,je,51
criai,crier,19
aussi,aussi,60
longtemps,longtemps,60
que,que,83
je,je,51
le,le,52
pus,pouvoir,19
/.,/.,P
mais,mais,82
alors,alors,60
le,le,71
soleil,soleil,21
se,se,51
levait,lever,18
",",",",p
j',je,51
avais,avoir,18
donc,donc,82
bien,bien,60
peu,peu,60
de,de,81
chances,chance,22
pour,pour,81
être,être,14
entendu,entendre,12
/.,/.,P
y,y,52
avait,avoir,18
il,il,51
déjà,déjà,60
du,de,81
du,le,71
monde,monde,21
aux,à,81
aux,le,71
champs,champ,21
/?,/?,P
je,je,51
me,je,51
haussais,hausser,18
en,en,81
faisant,faire,13
de,de,81
mes,mon,73
pieds,pied,21
un,un,71
ressort,ressort,21
dont,dont,52
le,le,71
point,point,21
d',de,81
appui,appui,21
était,être,18
sur,sur,81
les,le,71
défunts,défunt,21
qui,qui,52
avaient,avoir,18
les,le,71
reins,rein,21
solides,solide,30
/.,/.,P
vous,vous,51
sentez,sentir,17
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
le,le,71
moment,moment,21
de,de,81
leur,leur,52
dire,dire,14
:,:,p
respect,respect,21
au,à,81
au,le,71
courage,courage,21
malheureux,malheureux,30
/!,/!,P
bref,bref,60
",",",",p
monsieur,monsieur,21
",",",",p
après,après,81
avoir,avoir,14
eu,avoir,12
la,le,71
douleur,douleur,22
",",",",p
si,si,83
le,le,71
mot,mot,21
peut,pouvoir,17
rendre,rendre,14
ma,mon,73
rage,rage,22
",",",",p
de,de,81
voir,voir,14
pendant,pendant,81
longtemps,longtemps,60
",",",",p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
longtemps,longtemps,60
!,!,p
ces,ce,74
sacrés,sacré,31
Allemands,Allemand,20
se,se,51
sauvant,sauver,13
en,en,81
entendant,entendre,13
une,un,71
voix,voix,22
là,là,60
où,où,60
ils,ils,51
n',ne,60
apercevaient,apercevoir,18
point,point,60
d',de,81
homme,homme,21
",",",",p
je,je,51
fus,être,19
enfin,enfin,60
dégagé,dégager,12
par,par,81
une,un,71
femme,femme,22
assez,assez,60
hardie,hardi,30
ou,ou,82
assez,assez,60
curieuse,curieux,30
pour,pour,81
s',se,51
approcher,approcher,14
de,de,81
ma,mon,73
tête,tête,22
qui,qui,52
semblait,sembler,18
avoir,avoir,14
poussé,pousser,12
hors,hors,81
de,de,81
terre,terre,22
comme,comme,83
un,un,71
champignon,champignon,21
/.,/.,P
cette,ce,74
femme,femme,22
alla,aller,19
chercher,chercher,14
son,son,73
mari,mari,21
",",",",p
et,et,82
tous,tout,75
deux,deux,72
me,je,51
transportèrent,transporter,19
dans,dans,81
leur,leur,73
pauvre,pauvre,30
baraque,baraque,22
/.,/.,P
il,il,51
paraît,paraître,17
que,que,83
j',je,51
eus,avoir,19
une,un,71
rechute,rechute,22
de,de,81
catalepsie,catalepsie,22
",",",",p
passez,passer,17
moi,moi,51
cette,ce,74
expression,expression,22
pour,pour,81
vous,vous,51
peindre,peindre,14
un,un,71
état,état,21
duquel,de,81
duquel,lequel,52
je,je,51
n',ne,60
ai,avoir,17
nulle,nul,75
idée,idée,22
",",",",p
mais,mais,82
que,que,83
j',je,51
ai,avoir,17
jugé,juger,12
",",",",p
sur,sur,81
les,le,71
dires,dire,21
de,de,81
mes,mon,73
hôtes,hôte,21
",",",",p
devoir,devoir,14
être,être,14
un,un,71
effet,effet,21
de,de,81
cette,ce,74
maladie,maladie,22
/.,/.,P
je,je,51
suis,être,17
resté,rester,12
pendant,pendant,81
six,six,72
mois,mois,21
entre,entre,81
la,le,71
vie,vie,22
et,et,82
la,le,71
mort,mort,22
",",",",p
ne,ne,60
parlant,parler,13
pas,pas,60
",",",",p
ou,ou,82
déraisonnant,déraisonner,13
quand,quand,83
je,je,51
parlais,parler,18
/.,/.,P
enfin,enfin,60
mes,mon,73
