11956
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingtième extrait>,<>,<>
rien,rien,52
qu',que,52
à,à,81
sa,son,73
lutte,lutte,22
sourde,sourd,30
avec,avec,81
son,son,73
homme,homme,21
/.,/.,P
cela,cela,52
lui,lui,51
semblait,sembler,18
drôle,drôle,30
",",",",p
de,de,81
vivre,vivre,14
perdue,perdu,31
au,à,81
au,le,71
fond,fond,21
de,de,81
ce,ce,74
désert,désert,21
",",",",p
sans,sans,81
une,un,71
âme,âme,22
à,à,81
qui,qui,52
se,se,51
confier,confier,14
",",",",p
lorsque,lorsque,83
",",",",p
de,de,81
jour,jour,21
et,et,82
de,de,81
nuit,nuit,22
",",",",p
continuellement,continuellement,60
",",",",p
il,il,51
défilait,défiler,18
tant,tant,60
d',de,81
hommes,homme,21
et,et,82
de,de,81
femmes,femme,22
",",",",p
dans,dans,81
le,le,71
coup,coup,21
de,de,81
tempête,tempête,22
des,de,81
des,le,71
trains,train,21
",",",",p
secouant,secouer,13
la,le,71
maison,maison,22
",",",",p
fuyant,fuir,13
à,à,81
toute,tout,75
vapeur,vapeur,22
/.,/.,P
bien,bien,60
sûr,sûr,30
que,que,83
la,le,71
terre,terre,22
entière,entier,30
passait,passer,18
là,là,60
",",",",p
pas,pas,60
des,de,81
des,le,71
Français,Français,20
seulement,seulement,60
",",",",p
des,de,81
des,le,71
étrangers,étranger,21
aussi,aussi,60
",",",",p
des,de,81
des,le,71
gens,gens,21
venus,venu,31
des,de,81
des,le,71
contrées,contrée,22
les,le,71
plus,plus,60
lointaines,lointain,30
",",",",p
puisque,puisque,83
personne,personne,52
maintenant,maintenant,60
ne,ne,60
pouvait,pouvoir,18
rester,rester,14
chez,chez,81
soi,soi,51
",",",",p
et,et,82
que,que,83
tous,tout,75
les,le,71
peuples,peuple,21
",",",",p
comme,comme,83
on,on,51
disait,dire,18
",",",",p
n',ne,60
en,en,52
feraient,faire,16
bientôt,bientôt,60
plus,plus,60
qu',que,83
un,un,71
seul,seul,30
/.,/.,P
ça,ça,52
",",",",p
c',ce,52
était,être,18
le,le,71
progrès,progrès,21
",",",",p
tous,tout,75
frères,frère,21
",",",",p
roulant,rouler,13
tous,tout,52
ensemble,ensemble,60
",",",",p
là-bas,là-bas,60
",",",",p
vers,vers,81
un,un,71
pays,pays,21
de,de,81
cocagne,cocagne,22
/.,/.,P
elle,il,51
essayait,essayer,18
de,de,81
les,le,52
compter,compter,14
",",",",p
en,en,81
moyenne,moyenne,22
",",",",p
à,à,81
tant,tant,60
par,par,81
wagon,wagon,21
:,:,p
il,il,51
y,y,52
en,en,52
avait,avoir,18
trop,trop,60
",",",",p
elle,il,51
n',ne,60
y,y,52
parvenait,parvenir,18
pas,pas,60
/.,/.,P
souvent,souvent,60
",",",",p
elle,il,51
croyait,croire,18
reconnaître,reconnaître,14
des,de,81
des,le,71
visages,visage,21
",",",",p
celui,celui,52
d',de,81
un,un,71
monsieur,monsieur,21
à,à,81
barbe,barbe,22
blonde,blond,30
",",",",p
un,un,71
Anglais,Anglais,20
sans,sans,81
doute,doute,21
",",",",p
qui,qui,52
faisait,faire,18
chaque,chaque,75
semaine,semaine,22
le,le,71
voyage,voyage,21
de,de,81
Paris,Paris,20
",",",",p
celui,celui,52
d',de,81
une,un,71
petite,petit,30
dame,dame,22
brune,brun,30
",",",",p
passant,passer,13
régulièrement,régulièrement,60
le,le,71
mercredi,mercredi,21
et,et,82
le,le,71
samedi,samedi,21
/.,/.,P
mais,mais,82
l',le,71
éclair,éclair,21
les,le,52
emportait,emporter,18
",",",",p
elle,il,51
n',ne,60
était,être,18
pas,pas,60
bien,bien,60
sûre,sûr,30
de,de,81
les,le,52
avoir,avoir,14
vus,voir,12
",",",",p
toutes,tout,75
les,le,71
faces,face,22
se,se,51
noyaient,noyer,18
",",",",p
se,se,51
confondaient,confondre,18
",",",",p
comme,comme,83
semblables,semblable,30
",",",",p
disparaissaient,disparaître,18
les,le,71
unes,un,52
dans,dans,81
les,le,71
autres,autre,52
/.,/.,P
le,le,71
torrent,torrent,21
coulait,couler,18
",",",",p
en,en,81
ne,ne,60
laissant,laisser,13
rien,rien,52
de,de,81
lui,lui,51
/.,/.,P
et,et,82
ce,ce,52
qui,qui,52
la,le,52
rendait,rendre,18
triste,triste,30
",",",",p
c',ce,52
était,être,18
",",",",p
sous,sous,81
ce,ce,74
roulement,roulement,21
continu,continu,30
",",",",p
sous,sous,81
tant,tant,60
de,de,81
bien-être,bien-être,21
et,et,82
tant,tant,60
d',de,81
argent,argent,21
promenés,promené,31
",",",",p
de,de,81
sentir,sentir,14
que,que,83
cette,ce,74
foule,foule,22
toujours,toujours,60
si,si,60
haletante,haletant,30
ignorait,ignorer,18
qu',que,83
elle,il,51
fût,être,19
là,là,60
",",",",p
en,en,81
danger,danger,21
de,de,81
mort,mort,22
",",",",p
à,à,81
ce,ce,74
point,point,21
que,que,83
",",",",p
si,si,83
son,son,73
homme,homme,21
l',le,52
achevait,achever,18
un,un,71
soir,soir,21
",",",",p
les,le,71
trains,train,21
continueraient,continuer,16
à,à,81
se,se,51
croiser,croiser,14
près,près,81
de,de,81
son,son,73
cadavre,cadavre,21
",",",",p
sans,sans,81
se,se,51
douter,douter,14
seulement,seulement,60
du,de,81
du,le,71
crime,crime,21
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
maison,maison,22
solitaire,solitaire,30
/.,/.,P
Phasie,Phasie,20
était,être,18
restée,rester,12
les,le,71
yeux,oeil,21
sur,sur,81
la,le,71
fenêtre,fenêtre,22
",",",",p
et,et,82
elle,il,51
résuma,résumer,19
ce,ce,52
qu',que,52
elle,il,51
éprouvait,éprouver,18
trop,trop,60
vaguement,vaguement,60
pour,pour,81
l',le,52
expliquer,expliquer,14
tout,tout,60
au,à,81
au,le,71
long,long,21
/.,/.,P
ah,ah,93
!,!,p
c',ce,52
est,être,17
une,un,71
belle,beau,30
invention,invention,22
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
à,à,81
dire,dire,14
/.,/.,P
on,on,51
va,aller,17
vite,vite,60
",",",",p
on,on,51
est,être,17
plus,plus,60
savant,savant,30
/…,/…,P
mais,mais,82
les,le,71
bêtes,bête,22
sauvages,sauvage,30
restent,rester,17
des,de,81
des,le,71
bêtes,bête,22
sauvages,sauvage,30
",",",",p
et,et,82
on,on,51
aura,avoir,15
beau,beau,60
inventer,inventer,14
des,de,81
des,le,71
mécaniques,mécanique,22
meilleures,meilleur,30
encore,encore,60
",",",",p
il,il,51
y,y,52
aura,avoir,15
quand,quand,83
même,même,60
des,de,81
des,le,71
bêtes,bête,22
sauvages,sauvage,30
dessous,dessous,60
/.,/.,P
Jacques,Jacques,20
de,de,81
nouveau,nouveau,21
hocha,hocher,19
la,le,71
tête,tête,22
",",",",p
pour,pour,81
dire,dire,14
qu',que,83
il,il,51
pensait,penser,18
comme,comme,83
elle,il,51
/.,/.,P
depuis,depuis,81
un,un,71
instant,instant,21
",",",",p
il,il,51
regardait,regarder,18
Flore,Flore,20
qui,qui,52
rouvrait,rouvrir,18
la,le,71
barrière,barrière,22
",",",",p
devant,devant,81
une,un,71
voiture,voiture,22
de,de,81
carrier,carrier,21
",",",",p
chargée,chargé,31
de,de,81
deux,deux,72
blocs,bloc,21
de,de,81
pierre,pierre,22
énormes,énorme,30
/.,/.,P
la,le,71
route,route,22
desservait,desservir,18
uniquement,uniquement,60
les,le,71
carrières,carrière,22
de,de,81
Bécourt,Bécourt,20
",",",",p
si,si,60
bien,bien,60
que,que,83
",",",",p
la,le,71
nuit,nuit,22
",",",",p
la,le,71
barrière,barrière,22
était,être,18
cadenassée,cadenasser,12
",",",",p
et,et,82
qu',que,83
il,il,51
était,être,18
très,très,60
rare,rare,30
qu',que,83
on,on,51
fit,faire,19
relever,relever,14
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
en,en,81
voyant,voir,13
celle-ci,celui-ci,52
causer,causer,14
familièrement,familièrement,60
avec,avec,81
le,le,71
carrier,carrier,21
",",",",p
un,un,71
petit,petit,30
jeune,jeune,30
homme,homme,21
brun,brun,30
",",",",p
il,il,51
s',se,51
écria,écrier,19
:,:,p
tiens,tenir,17
/!,/!,P
Cabuche,Cabuche,20
est,être,17
donc,donc,82
malade,malade,30
",",",",p
que,que,52
son,son,73
cousin,cousin,21
Louis,Louis,20
conduit,conduire,17
ses,son,73
chevaux,cheval,21
/?,/?,P
ce,ce,74
pauvre,pauvre,30
Cabuche,Cabuche,20
",",",",p
le,le,52
voyez,voir,17
vous,vous,51
souvent,souvent,60
",",",",p
marraine,marraine,22
/?,/?,P
elle,il,51
leva,lever,19
les,le,71
mains,main,22
",",",",p
sans,sans,81
répondre,répondre,14
",",",",p
en,en,81
poussant,pousser,13
un,un,71
gros,gros,30
soupir,soupir,21
/.,/.,P
c',ce,52
était,être,18
tout,tout,75
un,un,71
drame,drame,21
",",",",p
à,à,81
l',le,71
automne,automne,21
dernier,dernier,30
",",",",p
qui,qui,52
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
fait,faire,12
pour,pour,81
la,le,52
remettre,remettre,14
:,:,p
sa,son,73
fille,fille,22
Louisette,Louisette,20
",",",",p
la,le,71
cadette,cadette,22
",",",",p
placée,placé,31
comme,comme,83
femme,femme,22
de,de,81
chambre,chambre,22
chez,chez,81
madame,madame,22
Bonnehon,Bonnehon,20
",",",",p
à,à,81
Doinville,Doinville,20
",",",",p
s',se,51
était,être,18
sauvée,sauver,12
un,un,71
soir,soir,21
",",",",p
affolée,affolé,31
",",",",p
meurtrie,meurtri,31
",",",",p
pour,pour,81
aller,aller,14
mourir,mourir,14
chez,chez,81
son,son,73
bon,bon,30
ami,ami,21
Cabuche,Cabuche,20
",",",",p
dans,dans,81
la,le,71
maison,maison,22
que,que,52
celui-ci,celui-ci,52
habitait,habiter,18
en,en,81
pleine,plein,30
forêt,forêt,22
/.,/.,P
des,de,81
des,le,71
histoires,histoire,22
avaient,avoir,18
couru,courir,12
",",",",p
qui,qui,52
accusaient,accuser,18
de,de,81
violence,violence,22
le,le,71
président,président,21
Grandmorin,Grandmorin,20
;,;,p
mais,mais,82
on,on,51
n',ne,60
osait,oser,18
pas,pas,60
les,le,52
répéter,répéter,14
tout,tout,60
haut,haut,60
/.,/.,P
la,le,71
mère,mère,22
elle-même,lui-même,51
",",",",p
bien,bien,60
que,que,83
sachant,savoir,13
à,à,81
quoi,quoi,52
s',se,51
en,en,52
tenir,tenir,14
",",",",p
n',ne,60
aimait,aimer,18
point,point,60
revenir,revenir,14
sur,sur,81
ce,ce,74
sujet,sujet,21
/.,/.,P
pourtant,pourtant,60
",",",",p
elle,il,51
finit,finir,19
par,par,81
dire,dire,14
:,:,p
non,non,60
",",",",p
il,il,51
n',ne,60
entre,entrer,17
plus,plus,60
",",",",p
il,il,51
devient,devenir,17
un,un,71
vrai,vrai,30
loup,loup,21
/…,/…,P
cette,ce,74
pauvre,pauvre,30
Louisette,Louisette,20
",",",",p
qui,qui,52
était,être,18
si,si,60
mignonne,mignon,30
",",",",p
si,si,60
blanche,blanc,30
",",",",p
si,si,60
douce,doux,30
/!,/!,P
elle,il,51
m',je,51
aimait,aimer,18
bien,bien,60
",",",",p
elle,il,51
m',je,51
aurait,avoir,16
soignée,soigner,12
",",",",p
elle,il,51
!,!,p
tandis que,tandis que,83
Flore,Flore,20
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
je,je,51
ne,ne,60
m',je,51
en,en,52
plains,plaindre,17
pas,pas,60
",",",",p
mais,mais,82
elle,il,51
a,avoir,17
pour,pour,81
sûr,sûr,30
quelque,quelque,75
chose,chose,22
de,de,81
dérangé,dérangé,31
",",",",p
toujours,toujours,60
à,à,81
n',ne,60
en,en,52
faire,faire,14
qu',que,83
à,à,81
sa,son,73
tête,tête,22
",",",",p
disparue,disparu,31
pendant,pendant,81
des,de,81
des,le,71
heures,heure,22
",",",",p
et,et,82
fière,fier,30
",",",",p
et,et,82
violente,violent,30
!,!,p
/!,/!,P
tout,tout,75
ça,ça,52
est,être,17
triste,triste,30
",",",",p
bien,bien,60
triste,triste,30
/.,/.,P
en,en,81
écoutant,écouter,13
",",",",p
Jacques,Jacques,20
continuait,continuer,18
à,à,81
suivre,suivre,14
des,de,81
des,le,71
yeux,oeil,21
le,le,71
fardier,fardier,21
",",",",p
qui,qui,52
",",",",p
maintenant,maintenant,60
",",",",p
traversait,traverser,18
la,le,71
voie,voie,22
/.,/.,P
mais,mais,82
les,le,71
roues,roue,22
s',se,51
embarrassèrent,embarrasser,19
dans,dans,81
les,le,71
rails,rail,21
",",",",p
il,il,51
fallut,falloir,19
que,que,83
le,le,71
conducteur,conducteur,21
lit,lire,17
claquer,claquer,14
son,son,73
fouet,fouet,21
",",",",p
tandis que,tandis que,83
Flore,Flore,20
elle-même,lui-même,51
criait,crier,18
",",",",p
excitant,exciter,13
les,le,71
chevaux,cheval,21
/.,/.,P
fichtre,fichtre,93
!,!,p
déclara,déclarer,19
le,le,71
jeune,jeune,30
homme,homme,21
",",",",p
il,il,51
ne,ne,60
faudrait,falloir,16
pas,pas,60
qu',que,83
un,un,71
train,train,21
arrive,arriver,17
/…,/…,P
il,il,51
y,y,52
en,en,52
aurait,avoir,16
une,un,52
",",",",p
de,de,81
marmelade,marmelade,22
/!,/!,P
-,-,p
ôh,oh,93
!,!,p
pas,pas,60
de,de,81
danger,danger,21
",",",",p
reprit,reprendre,19
tante,tante,22
Phasie,Phasie,20
/.,/.,P
Flore,Flore,20
est,être,17
drôle,drôle,30
des,de,81
des,le,71
fois,fois,22
",",",",p
mais,mais,82
elle,il,51
connaît,connaître,17
son,son,73
affaire,affaire,22
",",",",p
elle,il,51
ouvre,ouvrir,17
l',le,71
oeil,oeil,21
/…,/…,P
dieu,dieu,21
merci,merci,21
",",",",p
voici,voici,81
cinq,cinq,72
ans,an,21
que,que,83
nous,nous,51
n',ne,60
avons,avoir,17
pas,pas,60
eu,avoir,12
d',de,81
accident,accident,21
/.,/.,P
autrefois,autrefois,60
",",",",p
un,un,71
homme,homme,21
a,avoir,17
été,être,12
coupé,couper,12
/.,/.,P
nous autres,nous autres,52
",",",",p
nous,nous,51
n',ne,60
avons,avoir,17
encore,encore,60
eu,avoir,12
qu',que,83
une,un,71
vache,vache,22
",",",",p
qui,qui,52
a,avoir,17
manqué,manquer,12
de,de,81
faire,faire,14
dérailler,dérailler,14
un,un,71
train,train,21
/.,/.,P
ah,ah,93
!,!,p
la,le,71
pauvre,pauvre,30
bête,bête,22
!,!,p
on,on,51
a,avoir,17
retrouvé,retrouver,12
le,le,71
corps,corps,21
ici,ici,60
et,et,82
la,le,71
tête,tête,22
là-bas,là-bas,60
",",",",p
près,près,81
du,de,81
du,le,71
tunnel,tunnel,21
/…,/…,P
avec,avec,81
Flore,Flore,20
",",",",p
on,on,51
peut,pouvoir,17
dormir,dormir,14
sur,sur,81
ses,son,73
deux,deux,72
oreilles,oreille,22
/.,/.,P
le,le,71
fardier,fardier,21
était,être,18
passé,passer,12
",",",",p
on,on,51
entendait,entendre,18
s',se,51
éloigner,éloigner,14
les,le,71
secousses,secousse,22
profondes,profond,30
des,de,81
des,le,71
roues,roue,22
dans,dans,81
les,le,71
ornières,ornière,22
/.,/.,P
alors,alors,60
",",",",p
elle,il,51
revint,revenir,19
à,à,81
sa,son,73
préoccupation,préoccupation,22
constante,constant,30
",",",",p
à,à,81
l',le,71
idée,idée,22
de,de,81
la,le,71
santé,santé,22
",",",",p
chez,chez,81
les,le,71
autres,autre,52
autant,autant,60
que,que,83
chez,chez,81
elle,il,51
/.,/.,P
et,et,82
toi,toi,51
",",",",p
ça,ça,52
va,aller,17
t,t,94
il,il,51
tout,tout,60
à,à,81
fait,fait,21
bien,bien,60
",",",",p
maintenant,maintenant,60
?,?,p
/?,/?,P
tu,tu,51
te,tu,51
rappelles,rappeler,17
",",",",p
chez,chez,81
nous,nous,51
",",",",p
les,le,71
choses,chose,22
dont,dont,52
tu,tu,51
souffrais,souffrir,18
",",",",p
et,et,82
auxquelles,à,81
auxquelles,lequel,52
le,le,71
docteur,docteur,21
ne,ne,60
comprenait,comprendre,18
rien,rien,52
/?,/?,P
il,il,51
eut,avoir,19
son,son,73
vacillement,vacillement,21
inquiet,inquiet,30
du,de,81
du,le,71
regard,regard,21
/.,/.,P
je,je,51
me,je,51
porte,porter,17
très,très,60
bien,bien,60
",",",",p
marraine,marraine,22
/.,/.,P
-,-,p
vrai,vrai,60
!,!,p
tout,tout,52
a,avoir,17
disparu,disparaître,12
",",",",p
cette,ce,74
douleur,douleur,22
qui,qui,52
te,tu,51
trouait,trouer,18
le,le,71
crâne,crâne,21
",",",",p
derrière,derrière,81
les,le,71
oreilles,oreille,22
",",",",p
et,et,82
les,le,71
coups,coup,21
de,de,81
fièvre,fièvre,22
brusques,brusque,30
",",",",p
et,et,82
ces,ce,74
accès,accès,21
de,de,81
tristesse,tristesse,22
qui,qui,52
te,tu,51
faisaient,faire,18
te,tu,51
cacher,cacher,14
comme,comme,83
une,un,71
bête,bête,22
",",",",p
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
trou,trou,21
/?,/?,P
à,à,81
mesure,mesure,22
qu',que,83
elle,il,51
parlait,parler,18
",",",",p
il,il,51
se,se,51
troublait,troubler,18
davantage,davantage,60
",",",",p
pris,pris,31
d',de,81
un,un,71
tel,tel,75
malaise,malaise,21
",",",",p
qu',que,83
il,il,51
finit,finir,19
par,par,81
l',le,52
interrompre,interrompre,14
",",",",p
d',de,81
une,un,71
voix,voix,22
brève,bref,30
/.,/.,P
je,je,51
vous,vous,51
assure,assurer,17
que,que,83
je,je,51
me,je,51
porte,porter,17
très,très,60
bien,bien,60
/…,/…,P
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
rien,rien,52
",",",",p
plus,plus,60
rien,rien,52
du,de,81
du,le,71
tout,tout,21
/.,/.,P
-,-,p
allons,aller,17
",",",",p
tant,tant,60
mieux,mieux,60
",",",",p
mon,mon,73
garçon,garçon,21
/!,/!,P
ce,ce,52
n',ne,60
est,être,17
point,point,60
parce que,parce que,83
tu,tu,51
aurais,avoir,16
du,de,81
du,le,71
mal,mal,21
",",",",p
que,que,83
ça,ça,52
me,je,51
guérirait,guérir,16
le,le,71
mien,mien,52
/.,/.,P
et,et,82
puis,puis,60
",",",",p
c',ce,52
est,être,17
de,de,81
ton,ton,73
âge,âge,21
",",",",p
d',de,81
avoir,avoir,14
de,de,81
la,le,71
santé,santé,22
/.,/.,P
ah,ah,93
!,!,p
la,le,71
santé,santé,22
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
de,de,81
si,si,60
bon,bon,30
/…,/…,P
tu,tu,51
es,être,17
tout,tout,60
de,de,81
même,même,60
très,très,60
gentil,gentil,30
d',de,81
être,être,14
venu,venir,12
me,je,51
voir,voir,14
",",",",p
quand,quand,83
tu,tu,51
aurais,avoir,16
pu,pouvoir,12
aller,aller,14
t',tu,51
amuser,amuser,14
ailleurs,ailleurs,60
/.,/.,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
tu,tu,51
vas,aller,17
dîner,dîner,14
avec,avec,81
nous,nous,51
",",",",p
et,et,82
tu,tu,51
coucheras,coucher,15
là-haut,là-haut,60
dans,dans,81
le,le,71
grenier,grenier,21
",",",",p
à,à,81
côté,côté,21
de,de,81
la,le,71
chambre,chambre,22
de,de,81
Flore,Flore,20
/.,/.,P
mais,mais,82
",",",",p
encore,encore,60
une,un,71
fois,fois,22
",",",",p
un,un,71
son,son,21
de,de,81
trompe,trompe,22
lui,lui,51
coupa,couper,19
la,le,71
parole,parole,22
/.,/.,P
la,le,71
nuit,nuit,22
était,être,18
tombée,tomber,12
",",",",p
et,et,82
tous,tout,75
deux,deux,72
",",",",p
en,en,81
se,se,51
tournant,tourner,13
vers,vers,81
la,le,71
fenêtre,fenêtre,22
",",",",p
ne,ne,60
distinguèrent,distinguer,19
plus,plus,60
que,que,83
confusément,confusément,60
Misard,Misard,20
causant,causer,13
avec,avec,81
un,un,71
autre,autre,75
homme,homme,21
/.,/.,P
six,six,72
heures,heure,22
venaient,venir,18
de,de,81
sonner,sonner,14
",",",",p
il,il,51
remettait,remettre,18
le,le,71
service,service,21
à,à,81
son,son,73
remplaçant,remplaçant,21
",",",",p
le,le,71
stationnaire,stationnaire,30
de,de,81
nuit,nuit,22
/.,/.,P
il,il,51
allait,aller,18
être,être,14
libre,libre,30
enfin,enfin,60
",",",",p
après,après,81
ses,son,73
douze,douze,72
heures,heure,22
passées,passé,31
dans,dans,81
cette,ce,74
cabane,cabane,22
",",",",p
meublée,meublé,31
seulement,seulement,60
d',de,81
une,un,71
petite,petit,30
table,table,22
",",",",p
sous,sous,81
la,le,71
planchette,planchette,22
des,de,81
des,le,71
appareils,appareil,21
",",",",p
d',de,81
un,un,71
tabouret,tabouret,21
et,et,82
d',de,81
un,un,71
poêle,poêle,21
",",",",p
dont,dont,52
la,le,71
chaleur,chaleur,22
trop,trop,60
forte,fort,30
l',le,52
obligeait,obliger,18
à,à,81
tenir,tenir,14
presque,presque,60
constamment,constamment,60
la,le,71
porte,porte,22
ouverte,ouvert,31
/.,/.,P
ah,ah,93
!,!,p
le,le,52
voici,voici,81
",",",",p
il,il,51
va,aller,17
rentrer,rentrer,14
",",",",p
murmura,murmurer,19
tante,tante,22
Phasie,Phasie,20
",",",",p
reprise,repris,31
par,par,81
sa,son,73
peur,peur,22
/.,/.,P
le,le,71
train,train,21
annoncé,annoncé,31
arrivait,arriver,18
",",",",p
très,très,60
lourd,lourd,30
",",",",p
très,très,60
long,long,30
",",",",p
avec,avec,81
son,son,73
grondement,grondement,21
de,de,81
plus,plus,60
en,en,81
plus,plus,60
haut,haut,30
/.,/.,P
et,et,82
le,le,71
jeune,jeune,30
homme,homme,21
dut,devoir,19
se,se,51
pencher,pencher,14
pour,pour,81
se,se,51
faire,faire,14
entendre,entendre,14
de,de,81
la,le,71
malade,malade,22
",",",",p
ému,ému,31
de,de,81
l',le,71
état,état,21
misérable,misérable,30
où,où,60
il,il,51
la,le,52
voyait,voir,18
se,se,51
mettre,mettre,14
",",",",p
désireux,désireux,30
de,de,81
la,le,52
soulager,soulager,14
/.,/.,P
écoutez,écouter,17
",",",",p
marraine,marraine,22
",",",",p
s',si,83
il,il,51
a,avoir,17
vraiment,vraiment,60
de,de,81
mauvaises,mauvais,30
idées,idée,22
",",",",p
peut-être,peut-être,60
que,que,83
ça,ça,52
l',le,52
arrêterait,arrêter,16
",",",",p
de,de,81
savoir,savoir,14
que,que,83
je,je,51
m',je,51
en,en,52
mêle,mêler,17
/…,/…,P
vous,vous,51
feriez,faire,16
bien,bien,60
de,de,81
me,je,51
confier,confier,14
vos,votre,73
mille,mille,72
francs,franc,21
/.,/.,P
elle,il,51
eut,avoir,19
une,un,71
dernière,dernier,30
révolte,révolte,22
/.,/.,P
mes,mon,73
mille,mille,72
francs,franc,21
!,!,p
pas,pas,60
plus,plus,60
à,à,81
toi,toi,51
qu',que,83
à,à,81
lui,lui,51
/!,/!,P
je,je,51
te,tu,51
dis,dire,17
que,que,83
j',je,51
aime,aimer,17
mieux,mieux,60
crever,crever,14
/!,/!,P
à,à,81
ce,ce,74
moment,moment,21
",",",",p
le,le,71
train,train,21
passait,passer,18
",",",",p
dans,dans,81
sa,son,73
violence,violence,22
d',de,81
orage,orage,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
tout,tout,52
balayé,balayer,12
devant,devant,81
lui,lui,51
/.,/.,P
la,le,71
maison,maison,22
en,en,52
trembla,trembler,19
",",",",p
enveloppée,enveloppé,31
d',de,81
un,un,71
coup,coup,21
de,de,81
vent,vent,21
/.,/.,P
ce,ce,74
train,train,21
là,là,60
",",",",p
qui,qui,52
allait,aller,18
au,à,81
au,le,71
Havre,Havre,20
",",",",p
était,être,18
très,très,60
chargé,charger,12
",",",",p
car,car,82
il,il,51
y,y,52
avait,avoir,18
une,un,71
fête,fête,22
pour,pour,81
le,le,71
lendemain,lendemain,21
dimanche,dimanche,21
",",",",p
le,le,71
lancement,lancement,21
d',de,81
un,un,71
navire,navire,21
/.,/.,P
malgré,malgré,81
la,le,71
vitesse,vitesse,22
",",",",p
par,par,81
les,le,71
vitres,vitre,22
éclairées,éclairé,31
des,de,81
des,le,71
portières,portière,22
",",",",p
on,on,51
avait,avoir,18
eu,avoir,12
la,le,71
vision,vision,22
des,de,81
des,le,71
compartiments,compartiment,21
pleins,plein,30
",",",",p
les,le,71
files,file,22
de,de,81
têtes,tête,22
rangées,rangé,31
",",",",p
serrées,serré,31
",",",",p
chacune,chacun,52
avec,avec,81
son,son,73
profil,profil,21
/.,/.,P
elles,ils,51
se,se,51
succédaient,succéder,18
",",",",p
disparaissaient,disparaître,18
/.,/.,P
que,que,52
de,de,81
monde,monde,21
!,!,p
encore,encore,60
la,le,71
foule,foule,22
",",",",p
la,le,71
foule,foule,22
sans,sans,81
fin,fin,22
",",",",p
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
roulement,roulement,21
des,de,81
des,le,71
wagons,wagon,21
",",",",p
du,de,81
du,le,71
sifflement,sifflement,21
des,de,81
des,le,71
machines,machine,22
",",",",p
du,de,81
du,le,71
tintement,tintement,21
du,de,81
du,le,71
télégraphe,télégraphe,21
",",",",p
de,de,81
la,le,71
sonnerie,sonnerie,22
des,de,81
des,le,71
cloches,cloche,22
/!,/!,P
c',ce,52
était,être,18
comme,comme,83
un,un,71
grand,grand,30
corps,corps,21
",",",",p
un,un,71
être,être,21
géant,géant,30
couché,couché,31
en,en,81
travers,travers,21
de,de,81
la,le,71
terre,terre,22
",",",",p
la,le,71
tête,tête,22
à,à,81
Paris,Paris,20
",",",",p
les,le,71
vertèbres,vertèbre,22
tout,tout,75
le,le,71
long,long,21
de,de,81
la,le,71
ligne,ligne,22
",",",",p
les,le,71
membres,membre,21
s',se,51
élargissant,élargir,13
avec,avec,81
les,le,71
embranchements,embranchement,21
",",",",p
les,le,71
pieds,pied,21
et,et,82
les,le,71
mains,main,22
au,à,81
au,le,71
Havre,Havre,20
et,et,82
dans,dans,81
les,le,71
autres,autre,75
villes,ville,22
d',de,81
arrivées,arrivée,22
/.,/.,P
et,et,82
ça,ça,52
passait,passer,18
",",",",p
ça,ça,52
passait,passer,18
",",",",p
mécanique,mécanique,30
",",",",p
triomphal,triomphal,30
",",",",p
allant,aller,13
à,à,81
l',le,71
avenir,avenir,21
avec,avec,81
une,un,71
rectitude,rectitude,22
mécanique,mécanique,30
",",",",p
dans,dans,81
l',le,71
ignorance,ignorance,22
volontaire,volontaire,30
de,de,81
ce,ce,52
qu',que,52
il,il,51
restait,rester,18
de,de,81
l',le,71
homme,homme,21
",",",",p
aux,à,81
aux,le,71
deux,deux,72
bords,bord,21
",",",",p
cachés,caché,31
et,et,82
toujours,toujours,60
vivaces,vivace,30
",",",",p
l',le,71
éternelle,éternel,30
passion,passion,22
et,et,82
l',le,71
éternel,éternel,30
crime,crime,21
/.,/.,P
ce,ce,52
fut,être,19
Flore,Flore,20
qui,qui,52
rentra,rentrer,19
la,le,71
première,premier,72
/.,/.,P
elle,il,51
alluma,allumer,19
la,le,71
lampe,lampe,22
",",",",p
une,un,71
petite,petit,30
lampe,lampe,22
à,à,81
pétrole,pétrole,21
",",",",p
sans,sans,81
abat-jour,abat-jour,21
",",",",p
et,et,82
mit,mettre,19
la,le,71
table,table,22
/.,/.,P
pas,pas,60
un,un,71
mot,mot,21
n',ne,60
était,être,18
échangé,échanger,12
",",",",p
à,à,81
peine,peine,22
glissa,glisser,19
t,t,94
