11953
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-septième extrait>,<>,<>
caresse,caresse,22
de,de,81
son,son,73
regard,regard,21
semblaient,sembler,18
lui,lui,51
répéter,répéter,14
chaque,chaque,75
jour,jour,21
:,:,p
“,“,p
je,je,51
vous,vous,51
ai,avoir,17
choisie,choisir,12
;,;,p
vous,vous,51
serez,être,15
ma,mon,73
femme,femme,22
/.,/.,P
“,“,p
et,et,82
le,le,71
ton,ton,21
d',de,81
amitié,amitié,22
douce,doux,30
",",",",p
d',de,81
abandon,abandon,21
discret,discret,30
",",",",p
de,de,81
réserve,réserve,22
chaste,chaste,30
qu',que,52
elle,il,51
avait,avoir,18
maintenant,maintenant,60
avec,avec,81
lui,lui,51
",",",",p
semblait,sembler,18
répondre,répondre,14
:,:,p
“,“,p
je,je,51
le,le,52
sais,savoir,17
",",",",p
et,et,82
je,je,51
dirai,dire,15
“,“,p
oui,oui,60
“,“,p
quand,quand,83
vous,vous,51
demanderez,demander,15
ma,mon,73
main,main,22
/.,/.,P
“,“,p
dans,dans,81
la,le,71
famille,famille,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
on,on,51
chuchotait,chuchoter,18
/.,/.,P
Louise,Louise,20
ne,ne,60
lui,lui,51
parlait,parler,18
plus,plus,60
guère,guère,60
que,que,83
pour,pour,81
l',le,52
irriter,irriter,14
par,par,81
des,de,81
des,le,71
allusions,allusion,22
blessantes,blessant,30
",",",",p
par,par,81
des,de,81
des,le,71
paroles,parole,22
aigres,aigre,30
et,et,82
mordantes,mordant,30
/.,/.,P
le,le,71
père,père,21
Oriol,Oriol,20
et,et,82
Jacques,Jacques,20
semblaient,sembler,18
contents,content,30
/.,/.,P
elle,il,51
ne,ne,60
s',se,51
était,être,18
point,point,60
demandé,demander,12
cependant,cependant,82
si,si,83
elle,il,51
aimait,aimer,18
ce,ce,74
joli,joli,30
prétendant,prétendant,21
dont,dont,52
elle,il,51
serait,être,16
sans,sans,81
doute,doute,21
la,le,71
femme,femme,22
/.,/.,P
il,il,51
lui,lui,51
plaisait,plaire,18
",",",",p
elle,il,51
songeait,songer,18
à,à,81
lui,lui,51
sans,sans,81
cesse,cesse,22
",",",",p
elle,il,51
le,le,52
trouvait,trouver,18
beau,beau,30
",",",",p
spirituel,spirituel,30
",",",",p
élégant,élégant,30
",",",",p
elle,il,51
pensait,penser,18
surtout,surtout,60
à,à,81
ce,ce,52
qu',que,52
elle,il,51
ferait,faire,16
quand,quand,83
il,il,51
l',le,52
aurait,avoir,16
épousée,épouser,12
/.,/.,P
dans,dans,81
Enval,Enval,20
on,on,51
avait,avoir,18
oublié,oublier,12
les,le,71
rivalités,rivalité,22
haineuses,haineux,30
des,de,81
des,le,71
médecins,médecin,21
et,et,82
des,de,81
des,le,71
propriétaires,propriétaire,21
des,de,81
des,le,71
sources,source,22
",",",",p
les,le,71
suppositions,supposition,22
sur,sur,81
l',le,71
affection,affection,22
de,de,81
la,le,71
duchesse,duchesse,22
de,de,81
Ramas,Ramas,20
pour,pour,81
son,son,73
protecteur,protecteur,21
",",",",p
tous,tout,75
les,le,71
potins,potin,21
qui,qui,52
coulent,couler,17
avec,avec,81
l',le,71
eau,eau,22
des,de,81
des,le,71
stations,station,22
thermales,thermal,30
",",",",p
pour,pour,81
ne,ne,60
s',se,51
occuper,occuper,14
que,que,83
de,de,81
cette,ce,74
chose,chose,22
extraordinaire,extraordinaire,30
:,:,p
le,le,71
comte,comte,21
Gontran,Gontran,20
de,de,81
Ravenel,Ravenel,20
allait,aller,18
épouser,épouser,14
la,le,71
petite,petit,30
Oriol,Oriol,20
/.,/.,P
alors,alors,60
Gontran,Gontran,20
jugea,juger,19
le,le,71
moment,moment,21
venu,venu,31
et,et,82
prenant,prendre,13
Andermatt,Andermatt,20
par,par,81
le,le,71
bras,bras,21
",",",",p
un,un,71
matin,matin,21
",",",",p
au,à,81
au,le,71
sortir,sortir,21
de,de,81
table,table,22
",",",",p
il,il,51
lui,lui,51
dit,dire,19
:,:,p
“,“,p
mon,mon,73
cher,cher,30
",",",",p
le,le,71
fer,fer,21
est,être,17
chaud,chaud,30
",",",",p
battez,battre,17
le,le,52
/!,/!,P
voici,voici,81
la,le,71
situation,situation,22
bien,bien,60
exacte,exact,30
/.,/.,P
la,le,71
petite,petite,22
attend,attendre,17
ma,mon,73
demande,demande,22
sans,sans,81
que,que,83
je,je,51
me,je,51
sois,être,17
avancé,avancer,12
en,en,81
rien,rien,52
",",",",p
mais,mais,82
elle,il,51
ne,ne,60
la,le,52
repoussera,repousser,15
pas,pas,60
",",",",p
soyez,être,17
en,en,52
sûr,sûr,30
/.,/.,P
c',ce,52
est,être,17
le,le,71
père,père,21
qu',que,83
il,il,51
faut,falloir,17
tâter,tâter,14
de,de,81
telle,tel,75
sorte,sorte,22
que,que,83
nous,nous,51
fassions,faire,17
en,en,81
même,même,75
temps,temps,21
vos,votre,73
affaires,affaire,22
et,et,82
les,le,71
miennes,mien,52
/.,/.,P
“,“,p
Andermatt,Andermatt,20
répondit,répondre,19
:,:,p
“,“,p
soyez,être,17
tranquille,tranquille,30
/.,/.,P
je,je,51
m',je,51
en,en,52
charge,charger,17
/.,/.,P
je,je,51
vais,aller,17
le,le,52
sonder,sonder,14
aujourd'hui,aujourd'hui,60
même,même,60
",",",",p
sans,sans,81
vous,vous,51
compromettre,compromettre,14
et,et,82
sans,sans,81
vous,vous,51
avancer,avancer,14
;,;,p
et,et,82
quand,quand,83
la,le,71
situation,situation,22
sera,être,15
bien,bien,60
nette,net,30
",",",",p
je,je,51
parlerai,parler,15
/.,/.,P
-,-,p
parfait,parfait,31
/.,/.,P
“,“,p
puis,puis,60
",",",",p
après,après,81
quelques,quelque,75
instants,instant,21
de,de,81
silence,silence,21
",",",",p
Gontran,Gontran,20
reprit,reprendre,19
:,:,p
“,“,p
tenez,tenir,17
",",",",p
c',ce,52
est,être,17
peut-être,peut-être,60
ma,mon,73
dernière,dernier,30
journée,journée,22
de,de,81
garçon,garçon,21
/.,/.,P
je,je,51
vais,aller,17
à,à,81
Royat,Royat,20
où,où,60
j',je,51
ai,avoir,17
aperçu,apercevoir,12
l',le,71
autre,autre,75
jour,jour,21
quelques,quelque,75
connaissances,connaissance,22
/.,/.,P
je,je,51
rentrerai,rentrer,15
dans,dans,81
la,le,71
nuit,nuit,22
et,et,82
j',je,51
irai,aller,15
frapper,frapper,14
à,à,81
votre,votre,73
porte,porte,22
",",",",p
pour,pour,81
savoir,savoir,14
/.,/.,P
“,“,p
il,il,51
fit,faire,19
seller,seller,14
son,son,73
cheval,cheval,21
et,et,82
s',se,51
en,en,52
alla,aller,19
par,par,81
la,le,71
montagne,montagne,22
",",",",p
humant,humer,13
le,le,71
vent,vent,21
pur,pur,30
et,et,82
léger,léger,30
",",",",p
et,et,82
galopant,galoper,13
par,par,81
moments,moment,21
pour,pour,81
sentir,sentir,14
la,le,71
rapide,rapide,30
caresse,caresse,22
de,de,81
l',le,71
air,air,21
effleurer,effleurer,14
la,le,71
peau,peau,22
fraîche,frais,30
de,de,81
ses,son,73
joues,joue,22
et,et,82
chatouiller,chatouiller,14
ses,son,73
moustaches,moustache,22
/.,/.,P
la,le,71
soirée,soirée,22
à,à,81
Royat,Royat,20
fut,être,19
gaie,gai,30
/.,/.,P
il,il,51
y,y,52
rencontra,rencontrer,19
des,de,81
des,le,71
amis,ami,21
que,que,83
des,de,81
des,le,71
filles,fille,22
accompagnaient,accompagner,18
/.,/.,P
on,on,51
soupa,souper,19
longtemps,longtemps,60
;,;,p
il,il,51
revint,revenir,19
fort,fort,60
tard,tard,60
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
reposait,reposer,18
dans,dans,81
l',le,71
hôtel,hôtel,21
du,de,81
du,le,71
Mont-Oriol,Mont-Oriol,20
quand,quand,83
Gontran,Gontran,20
se,se,51
mit,mettre,19
à,à,81
frapper,frapper,14
à,à,81
la,le,71
porte,porte,22
d',de,81
Andermatt,Andermatt,20
/.,/.,P
personne,personne,52
ne,ne,60
répondit,répondre,19
d'abord,d'abord,60
;,;,p
puis,puis,60
",",",",p
comme,comme,83
les,le,71
coups,coup,21
devenaient,devenir,18
violents,violent,30
",",",",p
une,un,71
voix,voix,22
enrouée,enroué,31
",",",",p
une,un,71
voix,voix,22
de,de,81
dormeur,dormeur,21
",",",",p
grommela,grommeler,19
de,de,81
l',le,71
intérieur,intérieur,21
:,:,p
“,“,p
qui,qui,52
est,être,17
là,là,60
/?,/?,P
c',ce,52
est,être,17
moi,moi,51
",",",",p
Gontran,Gontran,20
/.,/.,P
-,-,p
attendez,attendre,17
",",",",p
j',je,51
ouvre,ouvrir,17
/.,/.,P
“,“,p
Andermatt,Andermatt,20
apparut,apparaître,19
en,en,81
chemise,chemise,22
de,de,81
nuit,nuit,22
",",",",p
la,le,71
face,face,22
bouffie,bouffi,30
",",",",p
le,le,71
poil,poil,21
du,de,81
du,le,71
menton,menton,21
hérissé,hérissé,31
",",",",p
la,le,71
tête,tête,22
enveloppée,enveloppé,31
d',de,81
un,un,71
foulard,foulard,21
/.,/.,P
puis,puis,60
",",",",p
il,il,51
se,se,51
remit,remettre,19
dans,dans,81
son,son,73
lit,lit,21
",",",",p
s',se,51
assit,asseoir,19
",",",",p
et,et,82
les,le,71
mains,main,22
étendues,étendu,31
sur,sur,81
le,le,71
drap,drap,21
:,:,p
“,“,p
eh,eh,93
bien,bien,60
",",",",p
mon,mon,73
cher,cher,30
",",",",p
ça,ça,52
ne,ne,60
va,aller,17
pas,pas,60
/.,/.,P
voici,voici,81
la,le,71
situation,situation,22
/.,/.,P
j',je,51
ai,avoir,17
sondé,sonder,12
ce,ce,74
vieux,vieux,30
renard,renard,21
d',de,81
Oriol,Oriol,20
",",",",p
sans,sans,81
parler,parler,14
de,de,81
vous,vous,51
",",",",p
en,en,81
disant,dire,13
qu',que,83
un,un,52
de,de,81
mes,mon,73
amis,ami,21
-,-,p
j',je,51
ai,avoir,17
peut-être,peut-être,60
laissé,laisser,12
comprendre,comprendre,14
qu',que,83
il,il,51
s',se,51
agissait,agir,18
de,de,81
Paul,Paul,20
Brétigny,Brétigny,20
-,-,p
pourrait,pouvoir,16
convenir,convenir,14
à,à,81
une,un,52
de,de,81
ses,son,73
filles,fille,22
",",",",p
et,et,82
j',je,51
ai,avoir,17
demandé,demander,12
quelle,quel,75
dot,dot,22
il,il,51
leur,leur,52
donnait,donner,18
/.,/.,P
il,il,51
m',je,51
a,avoir,17
répondu,répondre,12
en,en,81
demandant,demander,13
à,à,81
son,son,73
tour,tour,21
quelle,quel,52
était,être,18
la,le,71
fortune,fortune,22
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
;,;,p
et,et,82
j',je,51
ai,avoir,17
fixé,fixer,12
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
avec,avec,81
des,de,81
des,le,71
espérances,espérance,22
/.,/.,P
-,-,p
mais,mais,82
je,je,51
n',ne,60
ai,avoir,17
rien,rien,52
",",",",p
murmura,murmurer,19
Gontran,Gontran,20
/.,/.,P
-,-,p
je,je,51
vous,vous,51
les,le,52
prête,prêter,17
",",",",p
mon,mon,73
cher,cher,30
/.,/.,P
si,si,83
nous,nous,51
faisons,faire,17
ensemble,ensemble,60
cette,ce,74
affaire,affaire,22
là,là,60
",",",",p
vos,votre,73
terrains,terrain,21
me,je,51
donneront,donner,15
assez,assez,60
pour,pour,81
me,je,51
rembourser,rembourser,14
/.,/.,P
“,“,p
Gontran,Gontran,20
ricana,ricaner,19
:,:,p
“,“,p
fort,fort,60
bien,bien,60
/.,/.,P
j',je,51
aurai,avoir,15
la,le,71
femme,femme,22
et,et,82
vous,vous,51
l',le,71
argent,argent,21
/.,/.,P
“,“,p
mais,mais,82
Andermatt,Andermatt,20
se,se,51
fâcha,fâcher,19
tout,tout,60
à,à,81
fait,fait,21
:,:,p
“,“,p
si,si,83
je,je,51
m',je,51
occupe,occuper,17
de,de,81
vous,vous,51
pour,pour,81
que,que,83
vous,vous,51
m',je,51
insultiez,insulter,17
",",",",p
c',ce,52
est,être,17
fini,finir,12
",",",",p
brisons,briser,17
là,là,60
/…,/…,P
“,“,p
Gontran,Gontran,20
s',se,51
excusa,excuser,19
:,:,p
“,“,p
ne,ne,60
vous,vous,51
fâchez,fâcher,17
pas,pas,60
",",",",p
mon,mon,73
cher,cher,30
",",",",p
et,et,82
pardonnez,pardonner,17
moi,moi,51
/.,/.,P
je,je,51
sais,savoir,17
que,que,83
vous,vous,51
êtes,être,17
un,un,71
fort,fort,60
honnête,honnête,30
homme,homme,21
",",",",p
d',de,81
une,un,71
irréprochable,irréprochable,30
loyauté,loyauté,22
en,en,81
affaires,affaire,22
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
demanderais,demander,16
pas,pas,60
un,un,71
pourboire,pourboire,21
si,si,83
j',je,51
étais,être,18
votre,votre,73
cocher,cocher,21
",",",",p
mais,mais,82
je,je,51
vous,vous,51
confierais,confier,16
ma,mon,73
fortune,fortune,22
si,si,83
j',je,51
étais,être,18
millionnaire,millionnaire,30
/…,/…,P
“,“,p
William,William,20
",",",",p
calmé,calmé,31
",",",",p
reprit,reprendre,19
:,:,p
“,“,p
nous,nous,51
reviendrons,revenir,15
là-dessus,là-dessus,60
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/.,/.,P
terminons,terminer,17
à,à,81
présent,présent,21
la,le,71
grosse,gros,30
question,question,22
/.,/.,P
le,le,71
vieux,vieux,21
n',ne,60
a,avoir,17
pas,pas,60
été,être,12
dupe,dupe,30
de,de,81
mes,mon,73
ruses,ruse,22
et,et,82
m',je,51
a,avoir,17
répondu,répondre,12
:,:,p
“,“,p
c',ce,52
est,être,17
selon,selon,81
de,de,81
laquelle,lequel,52
il,il,51
s',se,51
agit,agir,17
/.,/.,P
si,si,83
c',ce,52
est,être,17
de,de,81
Louise,Louise,20
",",",",p
l',le,71
aînée,aînée,22
",",",",p
voilà,voilà,81
sa,son,73
dot,dot,22
/.,/.,P
“,“,p
et,et,82
il,il,51
m',je,51
a,avoir,17
énuméré,énumérer,12
toutes,tout,75
les,le,71
terres,terre,22
qui,qui,52
entourent,entourer,17
l',le,71
établissement,établissement,21
",",",",p
celles,celui,52
qui,qui,52
relient,relier,17
les,le,71
bains,bain,21
à,à,81
l',le,71
hôtel,hôtel,21
et,et,82
l',le,71
hôtel,hôtel,21
au,à,81
au,le,71
casino,casino,21
",",",",p
toutes,tout,75
celles,celui,52
enfin,enfin,60
qui,qui,52
nous,nous,51
sont,être,17
indispensables,indispensable,30
",",",",p
celles,celui,52
qui,qui,52
ont,avoir,17
pour,pour,81
moi,moi,51
une,un,71
inestimable,inestimable,30
valeur,valeur,22
/.,/.,P
il,il,51
donne,donner,17
au,à,81
au,le,71
contraire,contraire,21
à,à,81
la,le,71
cadette,cadette,22
l',le,71
autre,autre,75
côté,côté,21
du,de,81
du,le,71
mont,mont,21
",",",",p
qui,qui,52
vaudra,valoir,15
aussi,aussi,60
beaucoup,beaucoup,60
d',de,81
argent,argent,21
plus,plus,60
tard,tard,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
mais,mais,82
qui,qui,52
ne,ne,60
vaut,valoir,17
rien,rien,52
pour,pour,81
moi,moi,51
/.,/.,P
j',je,51
ai,avoir,17
cherché,chercher,12
",",",",p
par,par,81
tous,tout,75
les,le,71
moyens,moyen,21
possibles,possible,30
",",",",p
à,à,81
lui,lui,51
faire,faire,14
modifier,modifier,14
cette,ce,74
répartition,répartition,22
et,et,82
à,à,81
intervertir,intervertir,14
les,le,71
lots,lot,21
/.,/.,P
je,je,51
me,je,51
suis,être,17
heurté,heurter,12
à,à,81
un,un,71
entêtement,entêtement,21
de,de,81
mulet,mulet,21
/.,/.,P
il,il,51
ne,ne,60
changera,changer,15
pas,pas,60
",",",",p
c',ce,52
est,être,17
décidé,décider,12
/.,/.,P
réfléchissez,réfléchir,17
",",",",p
qu',que,52
en,en,52
pensez,penser,17
vous,vous,51
/?,/?,P
Gontran,Gontran,20
",",",",p
fort,fort,60
troublé,troublé,31
",",",",p
fort,fort,60
perplexe,perplexe,30
",",",",p
répondit,répondre,19
:,:,p
“,“,p
qu',que,83
en,en,52
pensez,penser,17
vous,vous,51
vous-même,vous-même,51
/?,/?,P
croyez,croire,17
vous,vous,51
qu',que,83
il,il,51
ait,avoir,17
songé,songer,12
à,à,81
moi,moi,51
en,en,52
faisant,faire,13
ainsi,ainsi,60
les,le,71
parts,part,22
/?,/?,P
je,je,51
n',ne,60
en,en,52
doute,douter,17
pas,pas,60
/.,/.,P
le,le,71
rustre,rustre,21
s',se,51
est,être,17
dit,dire,12
:,:,p
“,“,p
puisque,puisque,83
la,le,71
petite,petite,22
lui,lui,51
plaît,plaire,17
",",",",p
gardons,garder,17
le,le,71
sac,sac,21
/.,/.,P
“,“,p
il,il,51
a,avoir,17
espéré,espérer,12
vous,vous,51
donner,donner,14
sa,son,73
fille,fille,22
en,en,81
conservant,conserver,13
ses,son,73
meilleures,meilleur,30
terres,terre,22
/…,/…,P
et,et,82
puis,puis,60
",",",",p
peut-être,peut-être,60
a,avoir,17
t,t,94
il,il,51
voulu,vouloir,12
avantager,avantager,14
l',le,71
aînée,aînée,22
/…,/…,P
il,il,51
la,le,52
préfère,préférer,17
…,…,p
qui,qui,52
sait,savoir,17
…,…,p
elle,il,51
lui,lui,51
ressemble,ressembler,17
davantage,davantage,60
…,…,p
elle,il,51
est,être,17
plus,plus,60
rusée,rusé,31
…,…,p
plus,plus,60
adroite,adroit,30
…,…,p
plus,plus,60
pratique,pratique,30
/…,/…,P
je,je,51
la,le,52
crois,croire,17
forte,fort,30
",",",",p
cette,ce,74
gamine,gamine,22
là,là,60
…,…,p
moi,moi,51
",",",",p
à,à,81
votre,votre,73
place,place,22
…,…,p
je,je,51
changerais,changer,16
mon,mon,73
bâton,bâton,21
d',de,81
épaule,épaule,22
/…,/…,P
“,“,p
mais,mais,82
Gontran,Gontran,20
",",",",p
abasourdi,abasourdi,31
",",",",p
murmurait,murmurer,18
:,:,p
“,“,p
diable,diable,21
…,…,p
diable,diable,21
…,…,p
diable,diable,21
!,!,p
/…,/…,P
et,et,82
les,le,71
terres,terre,22
de,de,81
Charlotte,Charlotte,20
…,…,p
vous,vous,51
n',ne,60
en,en,52
voulez,vouloir,17
pas,pas,60
",",",",p
vous,vous,51
?,?,p
/…,/…,P
“,“,p
Andermatt,Andermatt,20
s',se,51
écria,écrier,19
:,:,p
“,“,p
moi,moi,51
…,…,p
non,non,60
…,…,p
mille,mille,72
fois,fois,22
non,non,60
!,!,p
/…,/…,P
il,il,51
me,je,51
faut,falloir,17
celles,celui,52
qui,qui,52
relient,relier,17
mes,mon,73
bains,bain,21
",",",",p
mon,mon,73
hôtel,hôtel,21
et,et,82
mon,mon,73
casino,casino,21
/.,/.,P
c',ce,52
est,être,17
bien,bien,60
simple,simple,30
/.,/.,P
je,je,51
ne,ne,60
donnerais,donner,16
rien,rien,52
des,de,81
des,le,71
autres,autre,52
",",",",p
qui,qui,52
ne,ne,60
pourront,pouvoir,15
se,se,51
vendre,vendre,14
que,que,83
plus,plus,60
tard,tard,60
",",",",p
par,par,81
petits,petit,30
lots,lot,21
",",",",p
à,à,81
des,de,81
des,le,71
particuliers,particulier,21
/…,/…,P
“,“,p
Gontran,Gontran,20
répétait,répéter,18
toujours,toujours,60
:,:,p
“,“,p
diable,diable,21
…,…,p
diable,diable,21
…,…,p
en,en,52
voilà,voilà,81
une,un,71
affaire,affaire,22
embêtante,embêtant,30
/…,/…,P
alors,alors,60
vous,vous,51
me,je,51
conseillez,conseiller,17
/?,/?,P
je,je,51
ne,ne,60
vous,vous,51
conseille,conseiller,17
rien,rien,52
/.,/.,P
je,je,51
pense,penser,17
que,que,83
vous,vous,51
ferez,faire,15
bien,bien,60
de,de,81
réfléchir,réfléchir,14
avant,avant,81
de,de,81
vous,vous,51
décider,décider,14
entre,entre,81
les,le,71
deux,deux,72
soeurs,soeur,22
/.,/.,P
-,-,p
oui,oui,60
…,…,p
oui,oui,60
…,…,p
c',ce,52
est,être,17
juste,juste,30
…,…,p
je,je,51
réfléchirai,réfléchir,15
…,…,p
je,je,51
vais,aller,17
dormir,dormir,14
d'abord,d'abord,60
/…,/…,P
ça,ça,52
porte,porter,17
conseil,conseil,21
/…,/…,P
“,“,p
il,il,51
se,se,51
levait,lever,18
;,;,p
Andermatt,Andermatt,20
le,le,52
retint,retenir,19
:,:,p
“,“,p
pardon,pardon,21
",",",",p
mon,mon,73
cher,cher,30
",",",",p
deux,deux,72
mots,mot,21
sur,sur,81
une,un,71
autre,autre,75
chose,chose,22
/.,/.,P
j',je,51
ai,avoir,17
l',le,71
air,air,21
de,de,81
ne,ne,60
pas,pas,60
comprendre,comprendre,14
",",",",p
mais,mais,82
je,je,51
comprends,comprendre,17
très,très,60
bien,bien,60
les,le,71
allusions,allusion,22
dont,dont,52
vous,vous,51
me,je,51
piquez,piquer,17
sans,sans,81
cesse,cesse,22
",",",",p
et,et,82
je,je,51
n',ne,60
en,en,52
veux,vouloir,17
plus,plus,60
/.,/.,P
“,“,p
vous,vous,51
me,je,51
reprochez,reprocher,17
d',de,81
être,être,14
juif,juif,30
",",",",p
c'est-à-dire,c'est-à-dire,91
de,de,81
gagner,gagner,14
de,de,81
l',le,71
argent,argent,21
",",",",p
d',de,81
être,être,14
avare,avare,30
",",",",p
d',de,81
être,être,14
spéculateur,spéculateur,21
à,à,81
friser,friser,14
la,le,71
filouterie,filouterie,22
/.,/.,P
or,or,82
",",",",p
mon,mon,73
cher,cher,30
",",",",p
je,je,51
passe,passer,17
ma,mon,73
vie,vie,22
à,à,81
vous,vous,51
prêter,prêter,14
cet,ce,74
argent,argent,21
que,que,52
je,je,51
gagne,gagner,17
non,non,60
sans,sans,81
peine,peine,22
",",",",p
c'est-à-dire,c'est-à-dire,91
à,à,81
vous,vous,51
le,le,52
donner,donner,14
/.,/.,P
enfin,enfin,60
laissons,laisser,17
/!,/!,P
mais,mais,82
il,il,51
y,y,52
a,avoir,17
un,un,71
point,point,21
que,que,52
je,je,51
n',ne,60
admets,admettre,17
pas,pas,60
/!,/!,P
non,non,60
",",",",p
je,je,51
ne,ne,60
suis,être,17
point,point,60
un,un,71
avare,avare,21
;,;,p
la,le,71
preuve,preuve,22
c',ce,52
est,être,17
que,que,83
je,je,51
fais,faire,17
à,à,81
votre,votre,73
soeur,soeur,22
des,de,81
des,le,71
cadeaux,cadeau,21
de,de,81
vingt,vingt,72
mille,mille,72
francs,franc,21
",",",",p
que,que,83
j',je,51
ai,avoir,17
donné,donner,12
à,à,81
votre,votre,73
père,père,21
un,un,71
Théodore,Théodore,20
Rousseau,Rousseau,20
de,de,81
dix,dix,72
mille,mille,72
francs,franc,21
dont,dont,52
il,il,51
avait,avoir,18
envie,envie,22
",",",",p
que,que,83
je,je,51
vous,vous,51
ai,avoir,17
offert,offrir,12
",",",",p
en,en,81
venant,venir,13
ici,ici,60
",",",",p
le,le,71
cheval,cheval,21
sur,sur,81
lequel,lequel,52
vous,vous,51
avez,avoir,17
été,être,12
à,à,81
Royat,Royat,20
",",",",p
tantôt,tantôt,60
/.,/.,P
“,“,p
en,en,81
quoi,quoi,52
donc,donc,82
suis,être,17
je,je,51
avare,avare,30
/?,/?,P
en,en,81
ceci,ceci,52
que,que,52
je,je,51
ne,ne,60
me,je,51
laisse,laisser,17
pas,pas,60
voler,voler,14
/.,/.,P
et,et,82
nous,nous,51
sommes,être,17
tous,tout,52
comme,comme,83
ça,ça,52
dans,dans,81
ma,mon,73
race,race,22
",",",",p
et,et,82
nous,nous,51
avons,avoir,17
raison,raison,22
",",",",p
monsieur,monsieur,21
/.,/.,P
je,je,51
veux,vouloir,17
vous,vous,51
le,le,52
dire,dire,14
une,un,71
fois,fois,22
pour,pour,81
toutes,tout,52
/.,/.,P
on,on,51
nous,nous,51
traite,traiter,17
d',de,81
avares,avare,21
parce que,parce que,83
nous,nous,51
savons,savoir,17
la,le,71
valeur,valeur,22
exacte,exact,30
des,de,81
des,le,71
choses,chose,22
/.,/.,P
pour,pour,81
vous,vous,51
",",",",p
un,un,71
piano,piano,21
c',ce,52
est,être,17
un,un,71
piano,piano,21
",",",",p
une,un,71
chaise,chaise,22
c',ce,52
est,être,17
une,un,71
chaise,chaise,22
",",",",p
un,un,71
pantalon,pantalon,21
c',ce,52
est,être,17
un,un,71
pantalon,pantalon,21
/.,/.,P
pour,pour,81
nous,nous,51
aussi,aussi,60
",",",",p
mais,mais,82
cela,cela,52
représente,représenter,17
en,en,81
même,même,75
temps,temps,21
une,un,71
valeur,valeur,22
",",",",p
une,un,71
valeur,valeur,22
marchande,marchand,30
appréciable,appréciable,30
et,et,82
précise,précis,30
qu',que,52
un,un,71
homme,homme,21
pratique,pratique,30
doit,devoir,17
évaluer,évaluer,14
d',de,81
un,un,71
seul,seul,30
coup,coup,21
d',de,81
oeil,oeil,21
",",",",p
non,non,60
point,point,60
par,par,81
économie,économie,22
",",",",p
mais,mais,82
pour,pour,81
ne,ne,60
pas,pas,60
favoriser,favoriser,14
la,le,71
fraude,fraude,22
/.,/.,P
“,“,p
que,que,52
diriez,dire,16
vous,vous,51
si,si,83
une,un,71
débitante,débitant,30
de,de,81
tabac,tabac,21
vous,vous,51
demandait,demander,18
quatre,quatre,72
sous,sou,21
d',de,81
un,un,71
timbre-poste,timbre-poste,21
ou,ou,82
d',de,81
une,un,71
boîte,boîte,22
d',de,81
allumettes,allumette,22
bougies,bougie,22
/?,/?,P
vous,vous,51
iriez,aller,16
chercher,chercher,14
un,un,71
sergent,sergent,21
de,de,81
ville,ville,22
",",",",p
monsieur,monsieur,21
",",",",p
pour,pour,81
un,un,71
sou,sou,21
",",",",p
oui,oui,60
",",",",p
pour,pour,81
un,un,71
sou,sou,21
!,!,p
tant,tant,60
vous,vous,51
seriez,être,16
indigné,indigner,12
/!,/!,P
et,et,82
cela,cela,52
parce que,parce que,83
vous,vous,51
connaissez,connaître,17
",",",",p
par,par,81
hasard,hasard,21
",",",",p
la,le,71
valeur,valeur,22
de,de,81
ces,ce,74
deux,deux,72
objets,objet,21
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
moi,moi,51
",",",",p
je,je,51
sais,savoir,17
la,le,71
valeur,valeur,22
de,de,81
tous,tout,75
les,le,71
objets,objet,21
trafiquables,trafiquable,30
;,;,p
et,et,82
cette,ce,74
indignation,indignation,22
qui,qui,52
vous,vous,51
saisirait,saisir,16
si,si,83
on,on,51
réclamait,réclamer,18
quatre,quatre,72
sous,sou,21
sur,sur,81
un,un,71
timbre-poste,timbre-poste,21
",",",",p
je,je,51
l',le,52
éprouve,éprouver,17
quand,quand,83
on,on,51
me,je,51
demande,demander,17
vingt,vingt,72
francs,franc,21
pour,pour,81
un,un,71
parapluie,parapluie,21
qui,qui,52
en,en,52
vaut,valoir,17
quinze,quinze,72
/!,/!,P
comprenez,comprendre,17
vous,vous,51
/?,/?,P
je,je,51
proteste,protester,17
contre,contre,81
le,le,71
vol,vol,21
établi,établi,31
",",",",p
incessant,incessant,30
",",",",p
abominable,abominable,30
des,de,81
des,le,71
marchands,marchand,21
",",",",p
des,de,81
des,le,71
domestiques,domestique,21
",",",",p
des,de,81
des,le,71
cochers,cocher,21
/.,/.,P
je,je,51
proteste,protester,17
contre,contre,81
l',le,71
improbité,improbité,22
commerciale,commercial,30
de,de,81
toute,tout,75
votre,votre,73
race,race,22
qui,qui,52
nous,nous,51
méprise,mépriser,17
/.,/.,P
je,je,51
donne,donner,17
le,le,71
pourboire,pourboire,21
que,que,83
je,je,51
dois,devoir,17
