11441
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-quatrième extrait>,<>,<>
s',se,51
apercevoir,apercevoir,14
de,de,81
ce,ce,52
qu',que,52
ils,ils,51
valent,valoir,17
/.,/.,P
on,on,51
m',je,51
avait,avoir,18
cité,citer,12
de,de,81
lui,lui,51
certains,certain,75
traits,trait,21
qui,qui,52
suffisent,suffire,17
pour,pour,81
peindre,peindre,14
un,un,71
homme,homme,21
/.,/.,P
il,il,51
avait,avoir,18
été,être,12
très,très,60
amoureux,amoureux,30
d',de,81
une,un,71
belle,beau,30
fille,fille,22
de,de,81
son,son,73
voisinage,voisinage,21
",",",",p
et,et,82
",",",",p
après,après,81
plus,plus,60
d',de,81
un,un,71
an,an,21
d',de,81
assiduités,assiduité,21
",",",",p
on,on,51
consentait,consentir,18
à,à,81
la,le,52
lui,lui,51
donner,donner,14
pour,pour,81
femme,femme,22
/.,/.,P
elle,il,51
était,être,18
aussi,aussi,60
pauvre,pauvre,30
que,que,83
lui,lui,51
/.,/.,P
le,le,71
contrat,contrat,21
allait,aller,18
être,être,14
signé,signer,12
",",",",p
et,et,82
tout,tout,52
était,être,18
prêt,prêt,30
pour,pour,81
la,le,71
noce,noce,22
",",",",p
lorsque,lorsque,83
sa,son,73
mère,mère,22
lui,lui,51
dit,dire,19
:,:,p
et,et,82
ta,ton,73
soeur,soeur,22
",",",",p
qui,qui,52
la,le,52
mariera,marier,15
/?,/?,P
cette,ce,74
seule,seul,30
parole,parole,22
lui,lui,51
fit,faire,19
comprendre,comprendre,14
que,que,83
",",",",p
s',si,83
il,il,51
prenait,prendre,18
femme,femme,22
",",",",p
il,il,51
dépenserait,dépenser,16
pour,pour,81
son,son,73
ménage,ménage,21
ce,ce,52
qu',que,52
il,il,51
gagnerait,gagner,16
de,de,81
son,son,73
travail,travail,21
",",",",p
et,et,82
que,que,83
",",",",p
par,par,81
conséquent,conséquent,30
",",",",p
sa,son,73
soeur,soeur,22
n',ne,60
aurait,avoir,16
point,point,60
de,de,81
dot,dot,22
/.,/.,P
il,il,51
rompit,rompre,19
aussitôt,aussitôt,60
tout,tout,52
ce,ce,52
qui,qui,52
était,être,18
commencé,commencer,12
",",",",p
et,et,82
renonça,renoncer,19
courageusement,courageusement,60
à,à,81
son,son,73
mariage,mariage,21
et,et,82
à,à,81
son,son,73
amour,amour,21
;,;,p
ce,ce,52
fut,être,19
alors,alors,60
qu',que,83
il,il,51
vint,venir,19
à,à,81
Paris,Paris,20
et,et,82
obtint,obtenir,19
la,le,71
place,place,22
qu',que,52
il,il,51
avait,avoir,18
/.,/.,P
je,je,51
n',ne,60
avais,avoir,18
jamais,jamais,60
entendu,entendre,12
cette,ce,74
histoire,histoire,22
",",",",p
dont,dont,52
on,on,51
parlait,parler,18
dans,dans,81
le,le,71
pays,pays,21
",",",",p
sans,sans,81
désirer,désirer,14
d',de,81
en,en,52
connaître,connaître,14
le,le,71
héros,héros,21
/.,/.,P
ce,ce,74
dévouement,dévouement,21
tranquille,tranquille,30
et,et,82
obscur,obscur,30
m',je,51
avait,avoir,18
semblé,sembler,12
plus,plus,60
admirable,admirable,30
que,que,83
toutes,tout,75
les,le,71
gloires,gloire,22
des,de,81
des,le,71
champs,champ,21
de,de,81
bataille,bataille,22
/.,/.,P
en,en,81
voyant,voir,13
le,le,71
portrait,portrait,21
de,de,81
sa,son,73
mère,mère,22
",",",",p
je,je,51
m',je,51
en,en,52
souvins,souvenir,19
aussitôt,aussitôt,60
",",",",p
et,et,82
",",",",p
reportant,reporter,13
mes,mon,73
regards,regard,21
sur,sur,81
lui,lui,51
",",",",p
je,je,51
fus,être,19
étonné,étonner,12
de,de,81
le,le,52
trouver,trouver,14
si,si,60
jeune,jeune,30
/.,/.,P
je,je,51
ne,ne,60
pus,pouvoir,19
m',je,51
empêcher,empêcher,14
de,de,81
lui,lui,51
demander,demander,14
son,son,73
âge,âge,21
;,;,p
c',ce,52
était,être,18
le,le,71
mien,mien,52
/.,/.,P
huit,huit,72
heures,heure,22
sonnèrent,sonner,19
et,et,82
il,il,51
se,se,51
leva,lever,19
/.,/.,P
aux,à,81
aux,le,71
premiers,premier,72
pas,pas,21
qu',que,83
il,il,51
fit,faire,19
",",",",p
je,je,51
le,le,52
vis,voir,19
chanceler,chanceler,14
;,;,p
il,il,51
secoua,secouer,19
la,le,71
tête,tête,22
/.,/.,P
-,-,p
qu',que,52
avez,avoir,17
vous,vous,51
?,?,p
lui,lui,51
dis,dire,17
je,je,51
/.,/.,P
il,il,51
me,je,51
répondit,répondre,19
que,que,83
c',ce,52
était,être,18
l',le,71
heure,heure,22
d',de,81
aller,aller,14
au,à,81
au,le,71
bureau,bureau,21
",",",",p
et,et,82
qu',que,83
il,il,51
ne,ne,60
se,se,51
sentait,sentir,18
pas,pas,60
la,le,71
force,force,22
de,de,81
marcher,marcher,14
/.,/.,P
-,-,p
êtes,être,17
vous,vous,51
malade,malade,30
/?,/?,P
j',je,51
ai,avoir,17
la,le,71
fièvre,fièvre,22
",",",",p
et,et,82
je,je,51
souffre,souffrir,17
cruellement,cruellement,60
/.,/.,P
-,-,p
vous,vous,51
vous,vous,51
portiez,porter,17
mieux,mieux,60
hier,hier,60
soir,soir,21
;,;,p
je,je,51
vous,vous,51
ai,avoir,17
vu,voir,12
",",",",p
je,je,51
pense,penser,17
",",",",p
à,à,81
l',le,71
Opéra,Opéra,20
/.,/.,P
-,-,p
pardonnez,pardonner,17
moi,moi,51
de,de,81
ne,ne,60
pas,pas,60
vous,vous,51
avoir,avoir,14
reconnu,reconnaître,12
/.,/.,P
j',je,51
ai,avoir,17
mes,mon,73
entrées,entrée,22
à,à,81
ce,ce,74
théâtre,théâtre,21
",",",",p
et,et,82
j',je,51
espère,espérer,17
vous,vous,51
y,y,52
retrouver,retrouver,14
/.,/.,P
plus,plus,60
j',je,51
examinais,examiner,18
ce,ce,74
jeune,jeune,30
homme,homme,21
",",",",p
cette,ce,74
chambre,chambre,22
",",",",p
cette,ce,74
maison,maison,22
",",",",p
moins,moins,60
je,je,51
me,je,51
sentais,sentir,18
la,le,71
force,force,22
d',de,81
aborder,aborder,14
le,le,71
véritable,véritable,30
sujet,sujet,21
de,de,81
ma,mon,73
visite,visite,22
/.,/.,P
l',le,71
idée,idée,22
que,que,52
j',je,51
avais,avoir,18
eue,avoir,12
la,le,71
veille,veille,22
",",",",p
qu',que,52
il,il,51
avait,avoir,18
pu,pouvoir,12
me,je,51
nuire,nuire,14
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
Brigitte,Brigitte,20
",",",",p
s',se,51
évanouissait,évanouir,18
malgré,malgré,81
moi,moi,51
;,;,p
je,je,51
lui,lui,51
trouvais,trouver,18
un,un,71
air,air,21
de,de,81
franchise,franchise,22
et,et,82
en,en,81
même,même,75
temps,temps,21
de,de,81
sévérité,sévérité,22
qui,qui,52
m',je,51
arrêtait,arrêter,18
et,et,82
m',je,51
imposait,imposer,18
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
mes,mon,73
pensées,pensée,22
prenaient,prendre,18
un,un,71
autre,autre,75
cours,cours,21
;,;,p
je,je,51
le,le,52
regardais,regarder,18
attentivement,attentivement,60
",",",",p
et,et,82
il,il,51
me,je,51
sembla,sembler,19
que,que,83
",",",",p
de,de,81
son,son,73
côté,côté,21
",",",",p
il,il,51
m',je,51
observait,observer,18
aussi,aussi,60
avec,avec,81
curiosité,curiosité,22
/.,/.,P
nous,nous,51
avions,avoir,18
vingt,vingt,72
et,et,82
un,un,71
ans,an,21
tous,tout,75
deux,deux,72
;,;,p
et,et,82
quelle,quel,75
différence,différence,22
entre,entre,81
nous,nous,51
/!,/!,P
lui,lui,51
",",",",p
habitué,habitué,31
à,à,81
une,un,71
existence,existence,22
dont,dont,52
le,le,71
son,son,21
réglé,réglé,31
d',de,81
une,un,71
horloge,horloge,22
déterminait,déterminer,18
les,le,71
mouvements,mouvement,21
;,;,p
n',ne,60
ayant,avoir,13
jamais,jamais,60
vu,voir,12
de,de,81
la,le,71
vie,vie,22
que,que,83
le,le,71
chemin,chemin,21
d',de,81
une,un,71
chambre,chambre,22
isolée,isolé,31
à,à,81
un,un,71
bureau,bureau,21
enfoui,enfoui,31
dans,dans,81
un,un,71
ministère,ministère,21
;,;,p
envoyant,envoyer,13
à,à,81
une,un,71
mère,mère,22
l',le,71
épargne,épargne,22
même,même,30
",",",",p
ce,ce,74
denier,denier,21
de,de,81
la,le,71
joie,joie,22
humaine,humain,30
",",",",p
que,que,83
serre,serrer,17
avec,avec,81
tant,tant,60
d',de,81
avarice,avarice,22
toute,tout,75
main,main,22
qui,qui,52
travaille,travailler,17
;,;,p
se,se,51
plaignant,plaindre,13
d',de,81
une,un,71
nuit,nuit,22
de,de,81
souffrance,souffrance,22
parce qu',parce que,83
elle,il,51
le,le,52
privait,priver,18
d',de,81
un,un,71
jour,jour,21
de,de,81
fatigue,fatigue,22
;,;,p
n',ne,60
ayant,avoir,13
qu',que,83
une,un,71
pensée,pensée,22
",",",",p
qu',que,83
un,un,71
bien,bien,21
",",",",p
veiller,veiller,14
au,à,81
au,le,71
bien,bien,21
d',de,81
un,un,71
autre,autre,52
",",",",p
et,et,82
cela,cela,52
depuis,depuis,81
son,son,73
enfance,enfance,22
",",",",p
depuis,depuis,81
qu',que,83
il,il,51
avait,avoir,18
des,de,81
des,le,71
bras,bras,21
/!,/!,P
et,et,82
moi,moi,51
",",",",p
de,de,81
ce,ce,74
temps,temps,21
précieux,précieux,30
",",",",p
rapide,rapide,30
",",",",p
inexorable,inexorable,30
",",",",p
de,de,81
ce,ce,74
temps,temps,21
buveur,buveur,21
de,de,81
sueurs,sueur,22
",",",",p
qu',que,52
en,en,52
avais,avoir,18
je,je,51
fait,faire,12
?,?,p
étais,être,18
je,je,51
un,un,71
homme,homme,21
/?,/?,P
lequel,lequel,52
de,de,81
nous,nous,51
avait,avoir,18
vécu,vivre,12
/?,/?,P
ce,ce,52
que,que,52
je,je,51
dis,dire,19
là,là,60
en,en,81
une,un,71
page,page,22
",",",",p
il,il,51
nous,nous,51
fallut,falloir,19
un,un,71
regard,regard,21
pour,pour,81
le,le,52
sentir,sentir,14
/.,/.,P
nos,notre,73
yeux,oeil,21
venaient,venir,18
de,de,81
se,se,51
rencontrer,rencontrer,14
et,et,82
ne,ne,60
se,se,51
quittaient,quitter,18
pas,pas,60
/.,/.,P
il,il,51
me,je,51
parla,parler,19
de,de,81
mon,mon,73
voyage,voyage,21
et,et,82
du,de,81
du,le,71
pays,pays,21
que,que,52
nous,nous,51
allions,aller,18
visiter,visiter,14
/.,/.,P
-,-,p
quand,quand,83
partez,partir,17
vous,vous,51
?,?,p
me,je,51
demanda,demander,19
t,t,94
il,il,51
/.,/.,P
-,-,p
je,je,51
ne,ne,60
sais,savoir,17
;,;,p
madame,madame,22
Pierson,Pierson,20
est,être,17
souffrante,souffrant,30
et,et,82
garde,garder,17
le,le,71
lit,lit,21
depuis,depuis,81
trois,trois,72
jours,jour,21
/.,/.,P
-,-,p
depuis,depuis,81
trois,trois,72
jours,jour,21
!,!,p
répéta,répéter,19
t,t,94
il,il,51
avec,avec,81
un,un,71
mouvement,mouvement,21
involontaire,involontaire,30
/.,/.,P
-,-,p
oui,oui,60
;,;,p
qu',que,52
y,y,52
a,avoir,17
t,t,94
il,il,51
qui,qui,52
vous,vous,51
étonne,étonner,17
/?,/?,P
il,il,51
se,se,51
leva,lever,19
et,et,82
se,se,51
jeta,jeter,19
sur,sur,81
moi,moi,51
",",",",p
les,le,71
bras,bras,21
étendus,étendu,31
et,et,82
les,le,71
yeux,oeil,21
fixes,fixe,30
/.,/.,P
un,un,71
frisson,frisson,21
terrible,terrible,30
le,le,52
fit,faire,19
tressaillir,tressaillir,14
/.,/.,P
-,-,p
souffrez,souffrir,17
vous,vous,51
?,?,p
lui,lui,51
dis,dire,19
je,je,51
en,en,81
lui,lui,51
prenant,prendre,13
la,le,71
main,main,22
/.,/.,P
mais,mais,82
",",",",p
au,à,81
au,le,71
même,même,75
instant,instant,21
",",",",p
il,il,51
la,le,52
porta,porter,19
à,à,81
son,son,73
visage,visage,21
",",",",p
et,et,82
",",",",p
ne,ne,60
pouvant,pouvoir,13
étouffer,étouffer,14
ses,son,73
larmes,larme,22
",",",",p
il,il,51
se,se,51
traîna,traîner,19
lentement,lentement,60
à,à,81
son,son,73
lit,lit,21
/.,/.,P
je,je,51
le,le,52
regardais,regarder,18
avec,avec,81
surprise,surprise,22
;,;,p
le,le,71
transport,transport,21
violent,violent,30
de,de,81
sa,son,73
fièvre,fièvre,22
l',le,52
avait,avoir,18
abattu,abattre,12
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
j',je,51
hésitais,hésiter,18
à,à,81
le,le,52
laisser,laisser,14
en,en,81
cet,ce,74
état,état,21
",",",",p
et,et,82
je,je,51
m',je,51
approchai,approcher,19
de,de,81
lui,lui,51
de,de,81
nouveau,nouveau,21
/.,/.,P
il,il,51
me,je,51
repoussa,repousser,19
avec,avec,81
force,force,22
et,et,82
comme,comme,83
avec,avec,81
une,un,71
terreur,terreur,22
étrange,étrange,30
/.,/.,P
lorsqu',lorsque,83
il,il,51
fut,être,19
enfin,enfin,60
revenu,revenir,12
à,à,81
lui,lui,51
:,:,p
-,-,p
excusez,excuser,17
moi,moi,51
",",",",p
dit,dire,19
il,il,51
d',de,81
une,un,71
voix,voix,22
faible,faible,30
;,;,p
je,je,51
suis,être,17
hors,hors,81
d',de,81
état,état,21
de,de,81
vous,vous,51
recevoir,recevoir,14
/.,/.,P
soyez,être,17
assez,assez,60
bon,bon,30
pour,pour,81
me,je,51
laisser,laisser,14
;,;,p
dès,dès,81
que,que,83
mes,mon,73
forces,force,22
me,je,51
le,le,52
permettront,permettre,15
",",",",p
j',je,51
irai,aller,15
vous,vous,51
remercier,remercier,14
de,de,81
votre,votre,73
visite,visite,22
/.,/.,P
<Chapitre III>,<>,<>
Brigitte,Brigitte,20
se,se,51
portait,porter,18
mieux,mieux,60
/.,/.,P
comme,comme,83
elle,il,51
me,je,51
l',le,52
avait,avoir,18
dit,dire,12
",",",",p
elle,il,51
avait,avoir,18
voulu,vouloir,12
partir,partir,14
aussitôt,aussitôt,60
guérie,guéri,31
/.,/.,P
mais,mais,82
je,je,51
m',je,51
y,y,52
étais,être,18
opposé,opposer,12
",",",",p
et,et,82
nous,nous,51
devions,devoir,18
attendre,attendre,14
encore,encore,60
une,un,71
quinzaine,quinzaine,22
qu',que,83
elle,il,51
fût,être,19
en,en,81
état,état,21
de,de,81
supporter,supporter,14
le,le,71
voyage,voyage,21
/.,/.,P
toujours,toujours,60
triste,triste,30
et,et,82
silencieuse,silencieux,30
",",",",p
elle,il,51
était,être,18
pourtant,pourtant,60
bienveillante,bienveillant,30
/.,/.,P
quoi,quoi,52
que,que,52
je,je,51
fisse,faire,18
pour,pour,81
la,le,52
déterminer,déterminer,14
à,à,81
me,je,51
parler,parler,14
à,à,81
coeur,coeur,21
ouvert,ouvert,31
",",",",p
la,le,71
lettre,lettre,22
qu',que,52
elle,il,51
m',je,51
avait,avoir,18
montrée,montrer,12
était,être,18
",",",",p
disait,dire,18
elle,il,51
",",",",p
le,le,71
seul,seul,30
motif,motif,21
de,de,81
sa,son,73
mélancolie,mélancolie,22
",",",",p
et,et,82
elle,il,51
me,je,51
priait,prier,18
qu',que,83
il,il,51
n',ne,60
en,en,52
fût,être,19
plus,plus,60
question,question,22
/.,/.,P
ainsi,ainsi,60
réduit,réduire,17
moi-même,moi-même,51
à,à,81
me,je,51
taire,taire,14
comme,comme,83
elle,il,51
",",",",p
je,je,51
cherchais,chercher,18
vainement,vainement,60
à,à,81
deviner,deviner,14
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
dans,dans,81
son,son,73
coeur,coeur,21
/.,/.,P
le,le,71
tête-à-tête,tête-à-tête,21
nous,nous,51
pesait,peser,18
à,à,81
tous,tout,75
deux,deux,72
et,et,82
nous,nous,51
allions,aller,18
au,à,81
au,le,71
spectacle,spectacle,21
tous,tout,75
les,le,71
soirs,soir,21
/.,/.,P
là,là,60
",",",",p
assis,assis,31
l',le,71
un,un,52
près,près,81
de,de,81
l',le,71
autre,autre,52
dans,dans,81
le,le,71
fond,fond,21
d',de,81
une,un,71
loge,loge,22
",",",",p
nous,nous,51
nous,nous,51
serrions,serrer,18
quelquefois,quelquefois,60
la,le,71
main,main,22
;,;,p
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
un,un,71
beau,beau,30
morceau,morceau,21
de,de,81
musique,musique,22
",",",",p
un,un,71
mot,mot,21
qui,qui,52
nous,nous,51
frappait,frapper,18
",",",",p
nous,nous,51
faisait,faire,18
échanger,échanger,14
des,de,81
des,le,71
regards,regard,21
amis,ami,30
;,;,p
mais,mais,82
",",",",p
pour,pour,81
aller,aller,14
comme,comme,83
pour,pour,81
revenir,revenir,14
",",",",p
nous,nous,51
restions,rester,18
muets,muet,30
",",",",p
plongés,plongé,31
dans,dans,81
nos,notre,73
pensées,pensée,22
/.,/.,P
vingt,vingt,72
fois,fois,22
par,par,81
jour,jour,21
",",",",p
je,je,51
me,je,51
sentais,sentir,18
prêt,prêt,30
à,à,81
me,je,51
jeter,jeter,14
à,à,81
ses,son,73
pieds,pied,21
",",",",p
et,et,82
à,à,81
lui,lui,51
demander,demander,14
comme,comme,83
une,un,71
grâce,grâce,22
de,de,81
me,je,51
donner,donner,14
le,le,71
coup,coup,21
de,de,81
la,le,71
mort,mort,22
ou,ou,82
de,de,81
me,je,51
rendre,rendre,14
le,le,71
bonheur,bonheur,21
que,que,52
j',je,51
avais,avoir,18
entrevu,entrevoir,12
;,;,p
vingt,vingt,72
fois,fois,22
",",",",p
au,à,81
au,le,71
moment,moment,21
de,de,81
le,le,52
faire,faire,14
",",",",p
je,je,51
voyais,voir,18
ses,son,73
traits,trait,21
s',se,51
altérer,altérer,14
;,;,p
elle,il,51
se,se,51
levait,lever,18
et,et,82
me,je,51
quittait,quitter,18
",",",",p
ou,ou,82
",",",",p
par,par,81
une,un,71
parole,parole,22
glacée,glacé,31
",",",",p
arrêtait,arrêter,18
mon,mon,73
coeur,coeur,21
sur,sur,81
mes,mon,73
lèvres,lèvre,22
/.,/.,P
Smith,Smith,20
venait,venir,18
presque,presque,60
tous,tout,75
les,le,71
jours,jour,21
/.,/.,P
quoique,quoique,83
sa,son,73
présence,présence,22
dans,dans,81
la,le,71
maison,maison,22
eût,avoir,19
été,être,12
la,le,71
cause,cause,22
de,de,81
tout,tout,75
le,le,71
mal,mal,21
et,et,82
que,que,83
la,le,71
visite,visite,22
que,que,52
je,je,51
lui,lui,51
avais,avoir,18
faite,faire,12
m',je,51
eût,avoir,19
laissé,laisser,12
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
singuliers,singulier,30
soupçons,soupçon,21
",",",",p
la,le,71
manière,manière,22
dont,dont,52
il,il,51
parlait,parler,18
de,de,81
notre,notre,73
voyage,voyage,21
",",",",p
sa,son,73
bonne,bon,30
foi,foi,22
et,et,82
sa,son,73
simplicité,simplicité,22
me,je,51
rassuraient,rassurer,18
sur,sur,81
lui,lui,51
/.,/.,P
je,je,51
lui,lui,51
avais,avoir,18
parlé,parler,12
des,de,81
des,le,71
lettres,lettre,22
qu',que,52
il,il,51
avait,avoir,18
apportées,apporter,12
",",",",p
et,et,82
il,il,51
m',je,51
en,en,52
avait,avoir,18
paru,paraître,12
non,non,60
pas,pas,60
aussi,aussi,60
offensé,offensé,31
",",",",p
mais,mais,82
plus,plus,60
triste,triste,30
que,que,83
moi,moi,51
/.,/.,P
il,il,51
en,en,52
ignorait,ignorer,18
le,le,71
contenu,contenu,21
",",",",p
et,et,82
l',le,71
amitié,amitié,22
de,de,81
vieille,vieux,30
date,date,22
qu',que,52
il,il,51
avait,avoir,18
pour,pour,81
Brigitte,Brigitte,20
les,le,52
lui,lui,51
faisait,faire,18
blâmer,blâmer,14
hautement,hautement,60
/.,/.,P
il,il,51
ne,ne,60
s',se,51
en,en,52
serait,être,16
pas,pas,60
chargé,charger,12
",",",",p
disait,dire,18
il,il,51
",",",",p
s',si,83
il,il,51
avait,avoir,18
su,savoir,12
ce,ce,52
qu',que,52
elles,ils,51
renfermaient,renfermer,18
/.,/.,P
au,à,81
au,le,71
ton,ton,21
réservé,réservé,31
que,que,52
madame,madame,22
Pierson,Pierson,20
gardait,garder,18
avec,avec,81
lui,lui,51
",",",",p
je,je,51
ne,ne,60
pouvais,pouvoir,18
le,le,52
croire,croire,14
dans,dans,81
sa,son,73
confidence,confidence,22
/.,/.,P
je,je,51
le,le,52
voyais,voir,18
donc,donc,82
avec,avec,81
plaisir,plaisir,21
",",",",p
quoiqu',quoique,83
il,il,51
y,y,52
eût,avoir,19
toujours,toujours,60
entre,entre,81
nous,nous,51
une,un,71
sorte,sorte,22
de,de,81
gêne,gêne,22
et,et,82
de,de,81
cérémonie,cérémonie,22
/.,/.,P
il,il,51
s',se,51
était,être,18
chargé,charger,12
d',de,81
être,être,14
",",",",p
après,après,81
notre,notre,73
départ,départ,21
",",",",p
l',le,71
intermédiaire,intermédiaire,21
entre,entre,81
Brigitte,Brigitte,20
et,et,82
sa,son,73
famille,famille,22
",",",",p
et,et,82
d',de,81
empêcher,empêcher,14
une,un,71
rupture,rupture,22
éclatante,éclatant,30
/.,/.,P
l',le,71
estime,estime,22
qu',que,52
on,on,51
avait,avoir,18
pour,pour,81
lui,lui,51
dans,dans,81
le,le,71
pays,pays,21
ne,ne,60
devait,devoir,18
pas,pas,60
être,être,14
de,de,81
peu,peu,60
d',de,81
importance,importance,22
dans,dans,81
cette,ce,74
négociation,négociation,22
",",",",p
et,et,82
je,je,51
ne,ne,60
pouvais,pouvoir,18
m',je,51
empêcher,empêcher,14
de,de,81
lui,lui,51
en,en,52
savoir,savoir,14
gré,gré,21
/.,/.,P
c',ce,52
était,être,18
le,le,71
plus,plus,60
noble,noble,30
caractère,caractère,21
:,:,p
quand,quand,83
nous,nous,51
étions,être,18
tous,tout,52
trois,trois,72
ensemble,ensemble,60
",",",",p
s',si,83
il,il,51
apercevait,apercevoir,18
quelque,quelque,75
froideur,froideur,22
ou,ou,82
quelque,quelque,75
contrainte,contrainte,22
",",",",p
je,je,51
le,le,52
voyais,voir,18
faire,faire,14
tous,tout,75
ses,son,73
efforts,effort,21
pour,pour,81
ramener,ramener,14
la,le,71
gaieté,gaieté,22
entre,entre,81
nous,nous,51
;,;,p
s',si,83
il,il,51
semblait,sembler,18
inquiet,inquiet,30
de,de,81
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
",",",",p
c',ce,52
était,être,18
toujours,toujours,60
sans,sans,81
indiscrétion,indiscrétion,22
et,et,82
de,de,81
manière,manière,22
à,à,81
faire,faire,14
comprendre,comprendre,14
qu',que,83
il,il,51
eût,avoir,19
souhaité,souhaiter,12
de,de,81
nous,nous,51
voir,voir,14
heureux,heureux,30
;,;,p
s',si,83
il,il,51
parlait,parler,18
de,de,81
notre,notre,73
liaison,liaison,22
",",",",p
c',ce,52
était,être,18
pour,pour,81
ainsi,ainsi,60
dire,dire,14
avec,avec,81
respect,respect,21
",",",",p
et,et,82
comme,comme,83
un,un,71
homme,homme,21
pour,pour,81
qui,qui,52
l',le,71
amour,amour,21
est,être,17
un,un,71
lien,lien,21
sacré,sacré,31
devant,devant,81
dieu,dieu,21
;,;,p
enfin,enfin,60
",",",",p
c',ce,52
était,être,18
une,un,71
sorte,sorte,22
d',de,81
ami,ami,21
",",",",p
et,et,82
il,il,51
m',je,51
inspirait,inspirer,18
une,un,71
entière,entier,30
confiance,confiance,22
/.,/.,P
mais,mais,82
",",",",p
malgré,malgré,81
tout,tout,52
et,et,82
en,en,81
dépit,dépit,21
de,de,81
ses,son,73
efforts,effort,21
mêmes,même,30
",",",",p
il,il,51
était,être,18
triste,triste,30
",",",",p
et,et,82
je,je,51
ne,ne,60
pouvais,pouvoir,18
vaincre,vaincre,14
d',de,81
étranges,étrange,30
pensées,pensée,22
qui,qui,52
me,je,51
saisissaient,saisir,18
/.,/.,P
les,le,71
larmes,larme,22
que,que,52
j',je,51
avais,avoir,18
vu,voir,12
répandre,répandre,14
à,à,81
ce,ce,74
jeune,jeune,30
homme,homme,21
",",",",p
sa,son,73
maladie,maladie,22
arrivée,arrivé,31
précisément,précisément,60
en,en,81
même,même,75
temps,temps,21
que,que,83
celle,celui,52
de,de,81
ma,mon,73
maîtresse,maîtresse,22
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
sympathie,sympathie,22
mélancolique,mélancolique,30
qu',que,52
il,il,51
me,je,51
semblait,sembler,18
découvrir,découvrir,14
entre,entre,81
eux,ils,51
",",",",p
me,je,51
troublaient,troubler,18
et,et,82
m',je,51
inquiétaient,inquiéter,18
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
un,un,71
mois,mois,21
que,que,83
",",",",p
sur,sur,81
de,de,81
moindres,moindre,30
soupçons,soupçon,21
",",",",p
j',je,51
aurais,avoir,16
eu,avoir,12
des,de,81
des,le,71
transports,transport,21
de,de,81
jalousie,jalousie,22
;,;,p
mais,mais,82
maintenant,maintenant,60
",",",",p
de,de,81
quoi,quoi,52
soupçonner,soupçonner,14
Brigitte,Brigitte,20
/?,/?,P
quel,quel,52
que,que,52
fût,être,19
le,le,71
secret,secret,21
qu',que,52
elle,il,51
me,je,51
cachait,cacher,18
",",",",p
n',ne,60
allait,aller,18
elle,il,51
pas,pas,60
partir,partir,14
avec,avec,81
moi,moi,51
?,?,p
quand,quand,83
bien,bien,60
même,même,60
il,il,51
eût,avoir,19
été,être,12
possible,possible,30
que,que,83
Smith,Smith,20
fût,être,19
dans,dans,81
la,le,71
confidence,confidence,22
de,de,81
quelque,quelque,75
mystère,mystère,21
que,que,52
j',je,51
ignorais,ignorer,18
",",",",p
de,de,81
quelle,quel,75
nature,nature,22
pouvait,pouvoir,18
être,être,14
ce,ce,52
mystère,mystère,21
/?,/?,P
que,que,52
pouvait,pouvoir,18
il,il,51
y,y,52
avoir,avoir,14
de,de,81
blâmable,blâmable,30
dans,dans,81
leur,leur,73
tristesse,tristesse,22
et,et,82
dans,dans,81
leur,leur,73
amitié,amitié,22
/?,/?,P
elle,il,51
l',le,52
avait,avoir,18
connu,connaître,12
enfant,enfant,21
;,;,p
elle,il,51
le,le,52
revoyait,revoir,18
après,après,81
de,de,81
longues,long,30
années,année,22
",",",",p
au,à,81
au,le,71
moment,moment,21
de,de,81
quitter,quitter,14
la,le,71
France,France,20
;,;,p
elle,il,51
se,se,51
trouvait,trouver,18
dans,dans,81
une,un,71
situation,situation,22
malheureuse,malheureux,30
",",",",p
et,et,82
le,le,71
hasard,hasard,21
voulait,vouloir,18
qu',que,83
il,il,51
en,en,52
fût,être,19
instruit,instruire,12
",",",",p
qu',que,83
il,il,51
eût,avoir,19
servi,servir,12
même,même,60
en,en,81
quelque,quelque,75
sorte,sorte,22
d',de,81
instrument,instrument,21
à,à,81
sa,son,73
mauvaise,mauvais,30
destinée,destinée,22
/.,/.,P
n',ne,60
était,être,18
il,il,51
pas,pas,60
tout,tout,60
naturel,naturel,30
qu',que,83
ils,ils,51
échangeassent,échanger,18
quelques,quelque,75
tristes,triste,30
regards,regard,21
",",",",p
que,que,83
la,le,71
vue,vue,22
de,de,81
ce,ce,74
jeune,jeune,30
homme,homme,21
rappelât,rappeler,18
à,à,81
Brigitte,Brigitte,20
le,le,71
passé,passé,21
",",",",p
quelques,quelque,75
souvenirs,souvenir,21
et,et,82
quelques,quelque,75
regrets,regret,21
/?,/?,P
pouvait,pouvoir,18
il,il,51
",",",",p
à,à,81
