11802
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-septième extrait>,<>,<>
le,le,71
juge,juge,21
d',de,81
instruction,instruction,22
eût,avoir,19
été,être,12
appelé,appeler,12
au,à,81
au,le,71
lieu,lieu,21
de,de,81
moi,moi,51
",",",",p
j',je,51
étais,être,18
perdu,perdre,12
;,;,p
et,et,82
ce,ce,74
papier,papier,21
",",",",p
ce,ce,74
papier,papier,21
maudit,maudit,31
me,je,51
précipitait,précipiter,18
dans,dans,81
l',le,71
abîme,abîme,21
/.,/.,P
ah,ah,93
!,!,p
mon,mon,73
père,père,21
",",",",p
mon,mon,73
père,père,21
",",",",p
serez,être,15
vous,vous,51
donc,donc,82
toujours,toujours,60
un,un,71
obstacle,obstacle,21
à,à,81
mon,mon,73
bonheur,bonheur,21
en,en,81
ce,ce,74
monde,monde,21
",",",",p
et,et,82
dois,devoir,17
je,je,51
lutter,lutter,14
éternellement,éternellement,60
avec,avec,81
votre,votre,73
passé,passé,21
/!,/!,P
puis,puis,60
",",",",p
tout,tout,60
à,à,81
coup,coup,21
",",",",p
une,un,71
lueur,lueur,22
inattendue,inattendu,30
parut,paraître,19
passer,passer,14
par,par,81
son,son,73
esprit,esprit,21
et,et,82
illumina,illuminer,19
son,son,73
visage,visage,21
;,;,p
un,un,71
sourire,sourire,21
se,se,51
dessina,dessiner,19
sur,sur,81
sa,son,73
bouche,bouche,22
encore,encore,60
crispée,crispé,31
",",",",p
ses,son,73
yeux,oeil,21
hagards,hagard,30
devinrent,devenir,19
fixes,fixe,30
et,et,82
parurent,paraître,19
s',se,51
arrêter,arrêter,14
sur,sur,81
une,un,71
pensée,pensée,22
/.,/.,P
“,“,p
c',ce,52
est,être,17
cela,cela,52
",",",",p
dit,dire,19
il,il,51
;,;,p
oui,oui,60
",",",",p
cette,ce,74
lettre,lettre,22
qui,qui,52
devait,devoir,18
me,je,51
perdre,perdre,14
fera,faire,15
ma,mon,73
fortune,fortune,22
peut-être,peut-être,60
/.,/.,P
allons,aller,17
",",",",p
Villefort,Villefort,20
",",",",p
à,à,81
l',le,71
oeuvre,oeuvre,22
/!,/!,P
et,et,82
après,après,81
s',se,51
être,être,14
assuré,assurer,12
que,que,83
le,le,71
prévenu,prévenu,21
n',ne,60
était,être,18
plus,plus,60
dans,dans,81
l',le,71
antichambre,antichambre,22
",",",",p
le,le,71
substitut,substitut,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
sortit,sortir,19
à,à,81
son,son,73
tour,tour,21
",",",",p
et,et,82
s',se,51
achemina,acheminer,19
vivement,vivement,60
vas,aller,17
la,le,71
maison,maison,22
de,de,81
sa,son,73
fiancée,fiancée,22
/.,/.,P
<Chapitre VIII>,<>,<>
le,le,71
château,château,21
d',de,81
If,If,20
en,en,81
traversant,traverser,13
l',le,71
antichambre,antichambre,22
",",",",p
le,le,71
commissaire,commissaire,21
de,de,81
police,police,22
fit,faire,19
un,un,71
signe,signe,21
à,à,81
deux,deux,72
gendarmes,gendarme,21
",",",",p
lesquels,lequel,52
se,se,51
placèrent,placer,19
l',le,71
un,un,52
à,à,81
droite,droite,22
l',le,71
autre,autre,52
à,à,81
gauche,gauche,22
de,de,81
Dantès,Dantès,20
;,;,p
on,on,51
ouvrit,ouvrir,19
une,un,71
porte,porte,22
qui,qui,52
communiquait,communiquer,18
de,de,81
l',le,71
appartement,appartement,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
au,à,81
au,le,71
palais,palais,21
de,de,81
justice,justice,22
",",",",p
on,on,51
suivit,suivre,19
quelque,quelque,75
temps,temps,21
un,un,52
de,de,81
ces,ce,74
grands,grand,30
corridors,corridor,21
sombres,sombre,30
qui,qui,52
font,faire,17
frissonner,frissonner,14
ceux,celui,52
là,là,60
qui,qui,52
y,y,52
passent,passer,17
",",",",p
quand,quand,83
même,même,60
ils,ils,51
n',ne,60
ont,avoir,17
aucun,aucun,75
motif,motif,21
de,de,81
frissonner,frissonner,14
/.,/.,P
de,de,81
même,même,60
que,que,83
l',le,71
appartement,appartement,21
de,de,81
Villefort,Villefort,20
communiquait,communiquer,18
au,à,81
au,le,71
palais,palais,21
de,de,81
justice,justice,22
",",",",p
le,le,71
palais,palais,21
de,de,81
justice,justice,22
communiquant,communiquer,13
à,à,81
la,le,71
prison,prison,22
",",",",p
sombre,sombre,30
monument,monument,21
accolé,accolé,31
au,à,81
au,le,71
palais,palais,21
et,et,82
que,que,52
regarde,regarder,17
curieusement,curieusement,60
",",",",p
de,de,81
toutes,tout,75
ses,son,73
ouvertures,ouverture,22
béantes,béant,30
",",",",p
le,le,71
clocher,clocher,21
des,de,81
des,le,71
Accoules,Accoules,20
qui,qui,52
se,se,51
dresse,dresser,17
devant,devant,81
lui,lui,51
/.,/.,P
après,après,81
nombre,nombre,21
de,de,81
détours,détour,21
dans,dans,81
le,le,71
corridor,corridor,21
qu',que,52
il,il,51
suivait,suivre,18
",",",",p
Dantès,Dantès,20
vit,voir,19
s',se,51
ouvrir,ouvrir,14
une,un,71
porte,porte,22
avec,avec,81
un,un,71
guichet,guichet,21
de,de,81
fer,fer,21
;,;,p
le,le,71
commissaire,commissaire,21
de,de,81
police,police,22
frappa,frapper,19
",",",",p
avec,avec,81
un,un,71
marteau,marteau,21
de,de,81
fer,fer,21
",",",",p
trois,trois,72
coups,coup,21
qui,qui,52
retentirent,retentir,19
",",",",p
pour,pour,81
Dantès,Dantès,20
",",",",p
comme,comme,83
s',si,83
ils,ils,51
étaient,être,18
frappés,frapper,12
sur,sur,81
son,son,73
coeur,coeur,21
;,;,p
la,le,71
porte,porte,22
s',se,51
ouvrit,ouvrir,19
",",",",p
les,le,71
deux,deux,72
gendarmes,gendarme,21
poussèrent,pousser,19
légèrement,légèrement,60
leur,leur,73
prisonnier,prisonnier,21
",",",",p
qui,qui,52
hésitait,hésiter,18
encore,encore,60
/.,/.,P
Dantès,Dantès,20
franchit,franchir,17
le,le,71
seuil,seuil,21
redoutable,redoutable,30
",",",",p
et,et,82
la,le,71
porte,porte,22
se,se,51
referma,refermer,19
bruyamment,bruyamment,60
derrière,derrière,81
lui,lui,51
/.,/.,P
il,il,51
respirait,respirer,18
un,un,71
autre,autre,75
air,air,21
",",",",p
un,un,71
air,air,21
méphitique,méphitique,30
et,et,82
lourd,lourd,30
:,:,p
il,il,51
était,être,18
en,en,81
prison,prison,22
/.,/.,P
on,on,51
le,le,52
conduisit,conduire,19
dans,dans,81
une,un,71
chambre,chambre,22
assez,assez,60
propre,propre,30
",",",",p
mais,mais,82
grillée,grillé,31
et,et,82
verrouillée,verrouillé,31
;,;,p
il,il,51
en,en,52
résulta,résulter,19
que,que,83
l',le,71
aspect,aspect,21
de,de,81
sa,son,73
demeure,demeure,22
ne,ne,60
lui,lui,51
donna,donner,19
point,point,60
trop,trop,60
de,de,81
crainte,crainte,22
:,:,p
d',de,81
ailleurs,ailleurs,60
",",",",p
les,le,71
paroles,parole,22
du,de,81
du,le,71
substitut,substitut,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
",",",",p
prononcées,prononcé,31
avec,avec,81
une,un,71
voix,voix,22
qui,qui,52
avait,avoir,18
paru,paraître,12
à,à,81
Dantès,Dantès,20
si,si,60
pleine,plein,30
d',de,81
intérêt,intérêt,21
",",",",p
résonnaient,résonner,18
à,à,81
son,son,73
oreille,oreille,22
comme,comme,83
une,un,71
douce,doux,30
promesse,promesse,22
d',de,81
espérance,espérance,22
/.,/.,P
il,il,51
était,être,18
déjà,déjà,60
quatre,quatre,72
heures,heure,22
lorsque,lorsque,83
Dantès,Dantès,20
avait,avoir,18
été,être,12
conduit,conduire,12
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
on,on,51
était,être,18
",",",",p
comme,comme,83
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
au,à,81
au,le,71
<Nombre 1er mars>,<>,<>
premier,premier,72
mars,mars,21
<Fin nombre>,<>,<>
;,;,p
le,le,71
prisonnier,prisonnier,21
se,se,51
trouva,trouver,19
donc,donc,82
bientôt,bientôt,60
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
alors,alors,60
",",",",p
le,le,71
sens,sens,21
de,de,81
l',le,71
ouïe,ouïe,22
s',se,51
augmenta,augmenter,19
chez,chez,81
lui,lui,51
du,de,81
du,le,71
sens,sens,21
de,de,81
la,le,71
vue,vue,22
qui,qui,52
venait,venir,18
de,de,81
s',se,51
éteindre,éteindre,14
:,:,p
au,à,81
au,le,71
moindre,moindre,30
bruit,bruit,21
qui,qui,52
pénétrait,pénétrer,18
jusqu',jusque,81
à,à,81
lui,lui,51
",",",",p
convaincu,convaincu,31
qu',que,83
on,on,51
venait,venir,18
le,le,71
mettre,mettre,14
en,en,81
liberté,liberté,22
",",",",p
il,il,51
se,se,51
levait,lever,18
vivement,vivement,60
et,et,82
faisait,faire,18
un,un,71
pas,pas,21
vers,vers,81
la,le,71
porte,porte,22
;,;,p
mais,mais,82
bientôt,bientôt,60
le,le,71
bruit,bruit,21
s',se,51
en,en,52
allait,aller,18
mourant,mourir,13
dans,dans,81
une,un,71
autre,autre,75
direction,direction,22
",",",",p
et,et,82
Dantès,Dantès,20
retombait,retomber,18
sur,sur,81
son,son,73
escabeau,escabeau,21
/.,/.,P
enfin,enfin,60
",",",",p
vers,vers,81
les,le,71
dix,dix,72
heures,heure,22
du,de,81
du,le,71
soir,soir,21
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
Dantès,Dantès,20
commençait,commencer,18
à,à,81
perdre,perdre,14
l',le,71
espoir,espoir,21
",",",",p
un,un,71
nouveau,nouveau,30
bruit,bruit,21
se,se,51
fit,faire,19
entendre,entendre,14
",",",",p
qui,qui,52
lui,lui,51
parut,paraître,19
",",",",p
cette,ce,74
fois,fois,22
",",",",p
se,se,51
diriger,diriger,14
vers,vers,81
sa,son,73
chambre,chambre,22
:,:,p
en,en,81
effet,effet,21
",",",",p
des,de,81
des,le,71
pas,pas,21
retentirent,retentir,19
dans,dans,81
le,le,71
corridor,corridor,21
et,et,82
s',se,51
arrêtèrent,arrêter,19
devant,devant,81
sa,son,73
porte,porte,22
;,;,p
une,un,71
clef,clé,22
tourna,tourner,19
dans,dans,81
la,le,71
serrure,serrure,22
",",",",p
les,le,71
verrous,verrou,21
grincèrent,grincer,19
",",",",p
et,et,82
la,le,71
massive,massif,30
barrière,barrière,22
de,de,81
chêne,chêne,21
s',se,51
ouvrit,ouvrir,19
",",",",p
laissant,laisser,13
voir,voir,14
tout,tout,60
à,à,81
coup,coup,21
dans,dans,81
la,le,71
chambre,chambre,22
sombre,sombre,30
l',le,71
éblouissante,éblouissant,30
lumière,lumière,22
des,de,81
des,le,71
deux,deux,72
torches,torche,22
/.,/.,P
à,à,81
la,le,71
lueur,lueur,22
de,de,81
ces,ce,74
deux,deux,72
torches,torche,22
",",",",p
Dantès,Dantès,20
vit,voir,19
briller,briller,14
les,le,71
sabres,sabre,21
et,et,82
les,le,71
mousquetons,mousqueton,21
de,de,81
quatre,quatre,72
gendarmes,gendarme,21
/.,/.,P
il,il,51
avait,avoir,18
fait,faire,12
deux,deux,72
pas,pas,21
en,en,81
avant,avant,21
",",",",p
il,il,51
demeura,demeurer,19
immobile,immobile,30
à,à,81
sa,son,73
place,place,22
en,en,81
voyant,voir,13
ce,ce,74
surcroît,surcroît,21
de,de,81
force,force,22
/.,/.,P
“,“,p
venez,venir,17
vous,vous,51
me,je,51
chercher,chercher,14
?,?,p
demanda,demander,19
Dantès,Dantès,20
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
un,un,52
des,de,81
des,le,71
gendarmes,gendarme,21
/.,/.,P
-,-,p
de,de,81
la,le,71
part,part,22
de,de,81
monsieur,monsieur,21
le,le,71
substitut,substitut,21
du,de,81
du,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
/?,/?,P
mais,mais,82
je,je,51
le,le,52
pense,penser,17
/.,/.,P
-,-,p
bien,bien,60
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
vous,vous,51
suivre,suivre,14
/.,/.,P
“,“,p
la,le,71
conviction,conviction,22
qu',que,52
on,on,51
venait,venir,18
le,le,71
chercher,chercher,14
de,de,81
la,le,71
part,part,22
de,de,81
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
ôtait,ôter,18
toute,tout,52
crainte,crainte,22
au,à,81
au,le,71
malheureux,malheureux,30
jeune,jeune,30
homme,homme,21
:,:,p
il,il,51
s',se,51
avança,avancer,19
donc,donc,82
",",",",p
calme,calme,30
d',de,81
esprit,esprit,21
",",",",p
libre,libre,30
de,de,81
démarche,démarche,22
",",",",p
et,et,82
se,se,51
plaça,placer,19
de,de,81
lui-même,lui-même,51
au,à,81
au,le,71
milieu,milieu,21
de,de,81
son,son,73
escorte,escorte,22
/.,/.,P
une,un,71
voiture,voiture,22
attendait,attendre,18
à,à,81
la,le,71
porte,porte,22
de,de,81
la,le,71
rue,rue,22
",",",",p
le,le,71
cocher,cocher,21
était,être,18
sur,sur,81
son,son,73
siège,siège,21
",",",",p
un,un,71
exempt,exempt,21
était,être,18
assis,asseoir,12
près,près,81
du,de,81
du,le,71
cocher,cocher,21
/.,/.,P
“,“,p
est,être,17
ce,ce,52
donc,donc,82
pour,pour,81
moi,moi,51
que,que,83
cette,ce,74
voiture,voiture,22
est,être,17
là,là,60
?,?,p
demanda,demander,19
Dantès,Dantès,20
/.,/.,P
-,-,p
c',ce,52
est,être,17
pour,pour,81
vous,vous,51
",",",",p
répondit,répondre,19
un,un,52
des,de,81
des,le,71
gendarmes,gendarme,21
",",",",p
montez,monter,17
/.,/.,P
“,“,p
Dantès,Dantès,20
voulut,vouloir,19
faire,faire,14
quelques,quelque,75
observations,observation,22
",",",",p
mais,mais,82
la,le,71
portière,portière,22
s',se,51
ouvrit,ouvrir,19
",",",",p
il,il,51
sentit,sentir,19
qu',que,83
on,on,51
le,le,52
poussait,pousser,18
;,;,p
il,il,51
n',ne,60
avait,avoir,18
ni,ni,82
la,le,71
possibilité,possibilité,22
ni,ni,82
même,même,60
l',le,71
intention,intention,22
de,de,81
faire,faire,14
résistance,résistance,22
",",",",p
il,il,51
se,se,51
trouva,trouver,19
en,en,81
un,un,71
instant,instant,21
assis,assis,31
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
voiture,voiture,22
",",",",p
entre,entre,81
deux,deux,72
gendarmes,gendarme,21
;,;,p
les,le,71
deux,deux,72
autres,autre,52
s',se,51
assirent,asseoir,19
sur,sur,81
la,le,71
banquette,banquette,22
de,de,81
devant,devant,21
",",",",p
et,et,82
la,le,71
pesante,pesant,30
machine,machine,22
se,se,51
mit,mettre,19
à,à,81
rouler,rouler,14
avec,avec,81
un,un,71
bruit,bruit,21
sinistre,sinistre,30
/.,/.,P
le,le,71
prisonnier,prisonnier,21
jeta,jeter,19
les,le,71
yeux,oeil,21
sur,sur,81
les,le,71
ouvertures,ouverture,22
",",",",p
elles,ils,51
étaient,être,18
grillées,griller,12
:,:,p
il,il,51
n',ne,60
avait,avoir,18
fait,faire,12
que,que,83
changer,changer,14
de,de,81
prison,prison,22
;,;,p
seulement,seulement,60
celle-là,celui-là,52
roulait,rouler,18
",",",",p
et,et,82
le,le,52
transportait,transporter,18
en,en,81
roulant,rouler,13
vers,vers,81
un,un,71
but,but,21
ignoré,ignoré,31
/.,/.,P
<Nombre 7>,<>,<>
sept,sept,72
<Fin nombre>,<>,<>
travers,travers,21
les,le,71
barreaux,barreau,21
serrés,serré,31
à,à,81
pouvoir,pouvoir,14
à,à,81
peine,peine,22
y,y,52
passer,passer,14
la,le,71
main,main,22
",",",",p
Dantès,Dantès,20
reconnut,reconnaître,19
cependant,cependant,82
qu',que,83
on,on,51
longeait,longer,18
la,le,71
rue,rue,22
Caisserie,Caisserie,20
",",",",p
et,et,82
que,que,83
par,par,81
la,le,71
rue,rue,22
Saint-Laurent,Saint-Laurent,20
et,et,82
la,le,71
rue,rue,22
Taramis,Taramis,20
on,on,51
descendait,descendre,18
vers,vers,81
le,le,71
quai,quai,21
/.,/.,P
bientôt,bientôt,60
",",",",p
il,il,51
vit,voir,19
",",",",p
à,à,81
travers,travers,21
ses,son,73
barreaux,barreau,21
",",",",p
à,à,81
lui,lui,51
",",",",p
et,et,82
les,le,71
barreaux,barreau,21
du,de,81
du,le,71
monument,monument,21
près,près,81
duquel,de,81
duquel,lequel,52
il,il,51
se,se,51
trouvait,trouver,18
",",",",p
briller,briller,14
les,le,71
lumières,lumière,22
de,de,81
la,le,71
Consigne,Consigne,20
/.,/.,P
la,le,71
voiture,voiture,22
s',se,51
arrêta,arrêter,19
",",",",p
l',le,71
exempt,exempt,21
descendit,descendre,19
",",",",p
s',se,51
approcha,approcher,19
du,de,81
du,le,71
corps,corps,21
de,de,81
garde,garde,22
;,;,p
une,un,71
douzaine,douzaine,22
de,de,81
soldats,soldat,21
en,en,52
sortirent,sortir,19
et,et,82
se,se,51
mirent,mettre,19
en,en,81
haie,haie,22
;,;,p
Dantès,Dantès,20
voyait,voir,18
",",",",p
à,à,81
la,le,71
lueur,lueur,22
des,de,81
des,le,71
réverbères,réverbère,21
du,de,81
du,le,71
quai,quai,21
",",",",p
reluire,reluire,14
leurs,leur,73
fusils,fusil,21
/.,/.,P
“,“,p
serait,être,16
ce,ce,52
pour,pour,81
moi,moi,51
",",",",p
se,se,51
demanda,demander,19
t,t,94
il,il,51
",",",",p
que,que,83
l',l',94
on,on,51
déploie,déployer,17
une,un,71
pareille,pareil,30
force,force,22
militaire,militaire,30
/?,/?,P
l',le,71
exempt,exempt,21
",",",",p
en,en,81
ouvrant,ouvrir,13
la,le,71
portière,portière,22
qui,qui,52
fermait,fermer,18
à,à,81
clef,clé,22
",",",",p
quoique,quoique,83
sans,sans,81
prononcer,prononcer,14
une,un,71
seule,seul,30
parole,parole,22
répondit,répondre,19
à,à,81
cette,ce,74
question,question,22
",",",",p
car,car,82
Dantès,Dantès,20
vit,voir,19
",",",",p
entre,entre,81
les,le,71
deux,deux,72
haies,haie,22
de,de,81
soldats,soldat,21
",",",",p
un,un,71
chemin,chemin,21
ménagé,ménagé,31
pour,pour,81
lui,lui,51
de,de,81
la,le,71
voiture,voiture,22
au,à,81
au,le,71
port,port,21
/.,/.,P
les,le,71
deux,deux,72
gendarmes,gendarme,21
qui,qui,52
étaient,être,18
assis,asseoir,12
sur,sur,81
la,le,71
banquette,banquette,22
de,de,81
devant,devant,21
descendirent,descendre,19
les,le,71
premiers,premier,72
",",",",p
puis,puis,60
on,on,51
le,le,52
fit,faire,19
descendre,descendre,14
à,à,81
son,son,73
tour,tour,21
",",",",p
puis,puis,60
ceux,celui,52
qui,qui,52
se,se,51
tenaient,tenir,18
à,à,81
ses,son,73
côtés,côté,21
le,le,52
suivirent,suivre,19
/.,/.,P
on,on,51
marcha,marcher,19
vers,vers,81
un,un,71
canot,canot,21
qu',que,52
un,un,71
marinier,marinier,21
de,de,81
la,le,71
douane,douane,22
maintenait,maintenir,18
près,près,81
du,de,81
du,le,71
quai,quai,21
par,par,81
une,un,71
chaîne,chaîne,22
/.,/.,P
les,le,71
soldats,soldat,21
regardèrent,regarder,19
passer,passer,14
Dantès,Dantès,20
d',de,81
un,un,71
air,air,21
de,de,81
curiosité,curiosité,22
hébétée,hébété,30
/.,/.,P
en,en,81
un,un,71
instant,instant,21
",",",",p
il,il,51
fut,être,19
installé,installer,12
à,à,81
la,le,71
poupe,poupe,22
du,de,81
du,le,71
bateau,bateau,21
",",",",p
toujours,toujours,60
entre,entre,81
ces,ce,74
quatre,quatre,72
gendarmes,gendarme,21
",",",",p
tandis que,tandis que,83
l',le,71
exempt,exempt,21
se,se,51
tenait,tenir,18
à,à,81
la,le,71
proue,proue,22
/.,/.,P
une,un,71
violente,violent,30
secousse,secousse,22
éloigna,éloigner,19
le,le,71
bateau,bateau,21
du,de,81
du,le,71
bord,bord,21
",",",",p
quatre,quatre,72
rameurs,rameur,21
nagèrent,nager,19
vigoureusement,vigoureusement,60
vers,vers,81
le,le,71
Pilon,Pilon,20
/.,/.,P
<Nombre 7>,<>,<>
sept,sept,72
<Fin nombre>,<>,<>
un,un,71
cri,cri,21
poussé,poussé,31
de,de,81
la,le,71
barque,barque,22
",",",",p
la,le,71
chaîne,chaîne,22
qui,qui,52
ferme,fermer,17
le,le,71
port,port,21
s',se,51
abaissa,abaisser,19
",",",",p
et,et,82
Dantès,Dantès,20
se,se,51
trouva,trouver,19
dans,dans,81
ce,ce,52
qu',que,52
on,on,51
appelle,appeler,17
le,le,71
Frioul,Frioul,20
",",",",p
c'est-à-dire,c'est-à-dire,91
hors,hors,81
du,de,81
du,le,71
port,port,21
/.,/.,P
le,le,71
premier,premier,72
mouvement,mouvement,21
du,de,81
du,le,71
prisonnier,prisonnier,21
",",",",p
en,en,81
se,se,51
trouvant,trouver,13
en,en,81
plein,plein,30
air,air,21
",",",",p
avait,avoir,18
été,être,12
un,un,71
mouvement,mouvement,21
de,de,81
joie,joie,22
/.,/.,P
l',le,71
air,air,21
",",",",p
c',ce,52
est,être,17
presque,presque,60
la,le,71
liberté,liberté,22
/.,/.,P
il,il,51
respira,respirer,19
donc,donc,82
à,à,81
pleine,plein,30
poitrine,poitrine,22
cette,ce,74
brise,brise,22
vivace,vivace,30
qui,qui,52
apporte,apporter,17
sur,sur,81
ses,son,73
ailes,aile,22
toutes,tout,75
ces,ce,74
senteurs,senteur,22
inconnues,inconnu,30
de,de,81
la,le,71
nuit,nuit,22
et,et,82
de,de,81
la,le,71
mer,mer,22
/.,/.,P
bientôt,bientôt,60
",",",",p
cependant,cependant,82
",",",",p
il,il,51
poussa,pousser,19
un,un,71
soupir,soupir,21
;,;,p
il,il,51
passait,passer,18
devant,devant,81
cette,ce,74
réserve,réserve,22
où,où,60
il,il,51
avait,avoir,18
été,être,12
si,si,60
heureux,heureux,30
le,le,71
matin,matin,21
même,même,30
pendant,pendant,81
l',le,71
heure,heure,22
qui,qui,52
avait,avoir,18
précédé,précéder,12
son,son,73
arrestation,arrestation,22
",",",",p
et,et,82
",",",",p
à,à,81
travers,travers,21
l',le,71
ouverture,ouverture,22
ardente,ardent,30
de,de,81
deux,deux,72
fenêtres,fenêtre,22
",",",",p
le,le,71
bruit,bruit,21
joyeux,joyeux,30
d',de,81
un,un,71
bal,bal,21
arrivait,arriver,18
jusqu',jusque,81
à,à,81
lui,lui,51
/.,/.,P
Dantès,Dantès,20
joignit,joindre,19
ses,son,73
mains,main,22
",",",",p
leva,lever,19
les,le,71
yeux,oeil,21
au,à,81
au,le,71
ciel,ciel,21
et,et,82
pria,prier,19
/.,/.,P
la,le,71
barque,barque,22
continuait,continuer,18
son,son,73
chemin,chemin,21
;,;,p
elle,il,51
avait,avoir,18
dépassé,dépasser,12
la,le,71
tête,tête,22
de,de,81
mort,mort,21
",",",",p
elle,il,51
était,être,18
en,en,81
face,face,22
de,de,81
l',le,71
anse,anse,22
du,de,81
du,le,71
Pharo,Pharo,20
;,;,p
elle,il,51
allait,aller,18
doubler,doubler,14
la,le,71
batterie,batterie,22
",",",",p
c',ce,52
était,être,18
une,un,71
manoeuvre,manoeuvre,22
incompréhensible,incompréhensible,30
pour,pour,81
Dantès,Dantès,20
/.,/.,P
“,“,p
mais,mais,82
où,où,60
donc,donc,82
me,je,51
menez,mener,17
vous,vous,51
?,?,p
demanda,demander,19
t,t,94
il,il,51
à,à,81
l',le,71
un,un,52
des,de,81
des,le,71
gendarmes,gendarme,21
/.,/.,P
-,-,p
vous,vous,51
le,le,52
saurez,savoir,15
tout,tout,60
à,à,81
l',le,71
heure,heure,22
/.,/.,P
-,-,p
mais,mais,82
encore,encore,60
/…,/…,P
-,-,p
il,il,51
nous,nous,51
est,être,17
interdit,interdire,12
de,de,81
vous,vous,51
donner,donner,14
aucune,aucun,75
explication,explication,22
/.,/.,P
“,“,p
Dantès,Dantès,20
était,être,18
à,à,81
moitié,moitié,22
soldat,soldat,21
;,;,p
questionner,questionner,14
des,de,81
des,le,71
subordonnés,subordonné,21
auxquels,à,81
auxquels,lequel,52
il,il,51
était,être,18
défendu,défendre,12
de,de,81
répondre,répondre,14
lui,lui,51
parut,paraître,19
une,un,71
chose,chose,22
absurde,absurde,30
",",",",p
et,et,82
il,il,51
se,se,51
tut,taire,19
/.,/.,P
alors,alors,60
les,le,71
pensées,pensée,22
les,le,71
plus,plus,60
étranges,étrange,30
passèrent,passer,19
par,par,81
son,son,73
esprit,esprit,21
:,:,p
comme,comme,83
on,on,51
ne,ne,60
pouvait,pouvoir,18
faire,faire,14
une,un,71
longue,long,30
route,route,22
dans,dans,81
une,un,71
pareille,pareil,30
barque,barque,22
",",",",p
comme,comme,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
aucun,aucun,75
bâtiment,bâtiment,21
à,à,81
l',le,71
ancre,ancre,22
du,de,81
du,le,71
côté,côté,21
où,où,60
l',l',94
on,on,51
se,se,51
rendait,rendre,18
",",",",p
il,il,51
pensa,penser,19
qu',que,83
on,on,51
allait,aller,18
le,le,71
déposer,déposer,14
sur,sur,81
un,un,71
point,point,21
éloigné,éloigné,31
de,de,81
la,le,71
côte,côte,22
et,et,82
lui,lui,51
dire,dire,14
qu',que,83
il,il,51
était,être,18
libre,libre,30
;,;,p
il,il,51
n',ne,60
était,être,18
point,point,60
attaché,attacher,12
",",",",p
on,on,51
n',ne,60
avait,avoir,18
fait,faire,12
aucune,aucun,75
tentative,tentative,22
pour,pour,81
lui,lui,51
mettre,mettre,14
les,le,71
menottes,menotte,22
",",",",p
cela,cela,52
lui,lui,51
paraissait,paraître,18
d',de,81
un,un,71
bon,bon,30
augure,augure,21
;,;,p
d',de,81
ailleurs,ailleurs,60
le,le,71
substitut,substitut,21
",",",",p
si,si,60
excellent,excellent,30
pour,pour,81
lui,lui,51
",",",",p
ne,ne,60
lui,lui,51
avait,avoir,18
il,il,51
pas,pas,60
dit,dire,12
que,que,83
",",",",p
pourvu,pourvu,81
qu',que,83
il,il,51
ne,ne,60
prononçât,prononcer,18
point,point,60
ce,ce,74
nom,nom,21
fatal,fatal,30
de,de,81
Noirtier,Noirtier,20
",",",",p
il,il,51
n',ne,60
avait,avoir,18
rien,rien,52
à,à,81
craindre,craindre,14
/?,/?,P
Villefort,Villefort,20
n',ne,60
avait,avoir,18
il,il,51
pas,pas,60
",",",",p
en,en,81
sa,son,73
présence,présence,22
",",",",p
anéanti,anéantir,12
cette,ce,74
dangereuse,dangereux,30
lettre,lettre,22
",",",",p
seule,seul,30
preuve,preuve,22
qu',que,52
il,il,51
y,y,52
eût,avoir,19
contre,contre,81
lui,lui,51
/?,/?,P
il,il,51
attendit,attendre,19
donc,donc,82
",",",",p
muet,muet,30
et,et,82
pensif,pensif,30
",",",",p
et,et,82
essayant,essayer,13
de,de,81
percer,percer,14
",",",",p
avec,avec,81
cet,ce,74
oeil,oeil,21
du,de,81
du,le,71
marin,marin,21
exercé,exercé,31
aux,à,81
aux,le,71
ténèbres,ténèbre,22
et,et,82
accoutumé,accoutumé,31
à,à,81
l',le,71
espace,espace,21
",",",",p
l',le,71
obscurité,obscurité,22
de,de,81
la,le,71
nuit,nuit,22
/.,/.,P
on,on,51
avait,avoir,18
laissé,laisser,12
à,à,81
droite,droite,22
l',le,71
île,île,22
Ratonneau,Ratonneau,20
",",",",p
où,où,60
brûlait,brûler,18
un,un,71
phare,phare,21
",",",",p
et,et,82
tout,tout,60
en,en,81
longeant,longer,13
presque,presque,60
la,le,71
côte,côte,22
",",",",p
on,on,51
